Quarter,Time,Tm,Detail,SEA,STL
1.0,10:45,Seahawks,Marshawn Lynch 18 yard rush (Stephen Hauschka kick),7,0
,4:59,Rams,Greg Zuerlein 58 yard field goal,7,3
2.0,1:11,Rams,Danny Amendola 2 yard pass from Johnny Hekker (Greg Zuerlein kick),7,10
,0:00,Rams,Greg Zuerlein 48 yard field goal,7,13
3.0,13:46,Rams,Greg Zuerlein 60 yard field goal,7,16
,4:10,Seahawks,Stephen Hauschka 31 yard field goal,10,16
4.0,13:03,Seahawks,Stephen Hauschka 30 yard field goal,13,16
,6:07,Rams,Greg Zuerlein 24 yard field goal,13,19
