Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tevin Coleman,SFO,18,45,1,3,17,0.9,28,1.6,2,9.0
Matt Breida,SFO,13,36,0,2,10,0.8,26,2.0,2,6.5
Jimmy Garoppolo,SFO,5,4,1,2,2,0.4,2,0.4,0,
Raheem Mostert,SFO,4,13,0,1,4,1.0,9,2.3,1,4.0
Deebo Samuel,SFO,1,1,0,0,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Malcolm Brown,LAR,11,40,0,4,18,1.6,22,2.0,2,5.5
Darrell Henderson,LAR,6,39,0,3,19,3.2,20,3.3,2,3.0
Brandin Cooks,LAR,2,14,0,1,11,5.5,3,1.5,0,
Robert Woods,LAR,2,16,1,1,6,3.0,10,5.0,1,2.0
Jared Goff,LAR,1,0,0,0,0,0.0,0,0.0,0,
