Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
1,8:01,1,10,SFO 36,0,7,Jimmy Garoppolo pass incomplete short right intended for Dante Pettis,1.330,0.790
1,7:56,2,10,SFO 36,0,7,Matt Breida left end for 2 yards (tackle by John Johnson),0.790,0.370
1,7:15,3,8,SFO 38,0,7,"Jimmy Garoppolo sacked by Cory Littleton for no gain. Penalty on Dante Fowler: Defensive Offside, 5 yards (no play)",0.370,1.030
1,6:54,3,3,SFO 43,0,7,Jimmy Garoppolo pass complete short left to George Kittle for 10 yards (tackle by Troy Hill),1.030,2.460
1,6:11,1,10,LAR 47,0,7,Matt Breida right end for 5 yards (tackle by Marcus Peters),2.460,2.590
1,5:52,2,5,LAR 42,0,7,Jimmy Garoppolo pass complete short middle to Matt Breida for 17 yards (tackle by Troy Reeder),2.590,3.910
1,5:07,1,10,LAR 25,0,7,Tevin Coleman up the middle for 4 yards (tackle by Sebastian Joseph and John Johnson),3.910,3.900
1,4:28,2,6,LAR 21,0,7,Jimmy Garoppolo pass complete short left to Dante Pettis for 19 yards (tackle by Greg Gaines and Eric Weddle),3.900,6.740
1,3:44,1,2,LAR 2,6,7,"Tevin Coleman left end for 2 yards, touchdown",6.740,7.000
1,3:39,,,LAR 15,7,7,Robbie Gould kicks extra point good,0.000,0.000
1,3:39,,,SFO 35,7,7,"Mitch Wishnowsky kicks off 66 yards, returned by Jojo Natson for 27 yards (tackle by Dre Greenlaw)",0.000,0.670
1,3:33,1,10,LAR 26,7,7,Malcolm Brown right end for -1 yards (tackle by Kwon Alexander),0.670,-0.010
1,2:49,2,11,LAR 25,7,7,Jared Goff pass complete short left to Cooper Kupp for 5 yards (tackle by Emmanuel Moseley),-0.010,-0.030
1,2:09,3,6,LAR 30,7,7,Jared Goff sacked by Ronald Blair for -5 yards,-0.030,-1.700
1,1:44,4,11,LAR 25,7,7,"Johnny Hekker punts 51 yards, fair catch by Richie James at SF-24",-1.700,-0.540
1,1:35,1,10,SFO 24,7,7,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 14 yards (tackle by Eric Weddle),0.540,1.470
1,1:14,1,10,SFO 38,7,7,Jimmy Garoppolo pass complete short left to George Kittle for 2 yards (tackle by Cory Littleton),1.470,1.190
1,0:34,2,8,SFO 40,7,7,Matt Breida up the middle for 4 yards (tackle by Troy Reeder),1.190,1.020
1,0:09,,,,,,Timeout #1 by Los Angeles Rams,,
1,0:09,3,4,SFO 44,7,7,Jimmy Garoppolo pass complete short middle to Dante Pettis for 5 yards (tackle by Taylor Rapp),1.020,2.190
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 49,7,7,Jimmy Garoppolo pass incomplete deep left intended for Marquise Goodwin,2.190,1.650
2,14:53,,,,,,Timeout #1 by San Francisco 49ers,,
2,14:52,2,10,SFO 49,7,7,Jimmy Garoppolo pass complete short right to George Kittle for 45 yards (tackle by Troy Hill and Samson Ebukam),1.650,5.830
2,14:05,1,6,LAR 6,7,7,Tevin Coleman right end for -1 yards (tackle by Sebastian Joseph and Samson Ebukam),5.830,4.760
2,13:23,2,7,LAR 7,7,7,Jimmy Garoppolo pass complete short left to Deebo Samuel for 6 yards (tackle by Troy Hill),4.760,5.170
2,12:42,3,1,LAR 1,7,7,"Jimmy Garoppolo pass short right intended for Deebo Samuel is intercepted by Marcus Peters at LA-0 and returned for no gain. Penalty on Deebo Samuel: Face Mask (15 Yards), 15 yards",5.170,-1.270
2,12:35,1,10,LAR 35,7,7,Jared Goff pass complete short right to Tyler Higbee for 9 yards (tackle by Jaquiski Tartt and Kwon Alexander),1.270,1.940
2,12:07,2,1,LAR 44,7,7,Malcolm Brown up the middle for 2 yards (tackle by Arik Armstead and Kwon Alexander),1.940,1.990
2,11:39,1,10,LAR 46,7,7,Jared Goff pass complete short left to Brandin Cooks for 8 yards (tackle by Fred Warner and Nick Bosa),1.990,2.530
2,11:03,2,2,SFO 46,7,7,Brandin Cooks right end for 5 yards (tackle by Fred Warner),2.530,2.850
2,10:26,1,10,SFO 41,7,7,Jared Goff pass incomplete short right intended for Robert Woods,2.850,2.310
2,10:19,2,10,SFO 41,7,7,Jared Goff pass complete short left to Gerald Everett for -3 yards (tackle by Jaquiski Tartt),2.310,1.220
2,9:53,3,13,SFO 44,7,7,"Jared Goff pass complete short left to Brandin Cooks for 2 yards (tackle by Jimmie Ward). Penalty on Andrew Whitworth: Illegal Block Above the Waist, 10 yards",1.220,0.170
2,9:30,3,21,LAR 48,7,7,Jared Goff pass complete short right to Cooper Kupp for 1 yard (tackle by Arik Armstead and Dee Ford),0.170,-0.130
2,8:52,4,20,LAR 49,7,7,"Johnny Hekker punts 40 yards, fair catch by Richie James at SF-11",-0.130,0.370
2,8:44,1,10,SFO 11,7,7,Matt Breida right end for -2 yards (tackle by Aaron Donald),-0.370,-0.930
2,8:04,2,12,SFO 9,7,7,Jimmy Garoppolo pass complete short left to Matt Breida for -6 yards (tackle by Nickell Robey-Coleman),-0.930,-2.360
2,7:20,3,18,SFO 3,7,7,Tevin Coleman up the middle for 7 yards (tackle by Taylor Rapp),-2.360,-2.490
2,6:47,4,11,SFO 10,7,7,Mitch Wishnowsky punts 36 yards downed by Raheem Mostert,-2.490,-2.520
2,6:37,1,10,SFO 46,7,7,Darrell Henderson left end for 22 yards (tackle by Jimmie Ward),2.520,3.970
2,5:54,1,10,SFO 24,7,7,Darrell Henderson left tackle for 14 yards (tackle by Jimmie Ward),3.970,4.910
2,5:16,1,10,SFO 10,7,7,Jared Goff pass complete short middle to Cooper Kupp for 5 yards (tackle by Fred Warner),4.910,5.150
2,4:37,2,5,SFO 5,7,7,Darrell Henderson right tackle for 4 yards (tackle by Richard Sherman),5.150,5.170
2,3:59,3,1,SFO 1,7,7,Malcolm Brown up the middle for no gain (tackle by Kwon Alexander and D.J. Jones),5.170,3.550
2,3:20,4,1,SFO 1,7,7,Malcolm Brown up the middle for no gain (tackle by D.J. Jones and Arik Armstead),3.550,0.380
2,3:14,1,10,SFO 1,7,7,Jimmy Garoppolo up the middle for 1 yard (tackle by Troy Reeder and Aaron Donald),-0.380,-0.710
2,2:32,2,9,SFO 2,7,7,Tevin Coleman right guard for 3 yards (tackle by John Johnson and Cory Littleton),-0.710,-0.950
2,2:23,,,,,,Timeout #2 by Los Angeles Rams,,
2,2:23,3,6,SFO 5,7,7,Jimmy Garoppolo pass complete short right to George Kittle for 11 yards (tackle by Cory Littleton and John Johnson). Penalty on Dante Fowler: Defensive Offside (Declined),-0.950,-0.140
2,2:00,1,10,SFO 16,7,7,Jimmy Garoppolo pass complete short right to George Kittle for 11 yards (tackle by Cory Littleton),-0.140,0.740
2,1:53,1,10,SFO 27,7,7,Jimmy Garoppolo pass complete short right to Matt Breida for 12 yards (tackle by Cory Littleton),0.740,1.530
2,1:47,1,10,SFO 39,7,7,Jimmy Garoppolo pass complete short right to Marquise Goodwin for 11 yards (tackle by Eric Weddle and Marcus Peters),1.530,2.260
2,1:29,1,10,SFO 50,7,7,Jimmy Garoppolo pass incomplete short left intended for Dante Pettis (defended by Cory Littleton),2.260,1.710
2,1:25,2,10,SFO 50,7,7,Jimmy Garoppolo pass complete short left to Deebo Samuel for -2 yards (tackle by Nickell Robey-Coleman),1.710,0.760
2,0:58,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:58,3,12,SFO 48,7,7,Jimmy Garoppolo pass complete short middle to George Kittle for 11 yards (tackle by Nickell Robey-Coleman and Cory Littleton),0.760,0.530
2,0:16,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:16,4,1,LAR 41,7,7,Jimmy Garoppolo right tackle for 4 yards (tackle by Troy Reeder),0.530,3.120
2,0:12,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:12,1,10,LAR 37,7,7,Jimmy Garoppolo pass incomplete short right,3.120,2.570
2,0:08,2,10,LAR 37,7,7,Jimmy Garoppolo pass incomplete short right,2.570,1.880
2,0:03,3,10,LAR 37,7,7,"Robbie Gould 55 yard field goal no good, returned by Jojo Natson for 41 yards",1.880,1.860
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,7,7,"Mitch Wishnowsky kicks off 64 yards, returned by Jojo Natson for 23 yards (tackle by Dontae Johnson)",0.000,0.540
3,14:54,1,10,LAR 24,7,7,"Jared Goff aborted snap, recovered by Arik Armstead at LA-17 (tackle by Darrell Henderson)",0.540,-4.440
3,14:51,1,10,LAR 17,7,7,Jimmy Garoppolo pass complete short left to Tevin Coleman for 14 yards (tackle by John Johnson and Eric Weddle),4.440,6.510
3,14:05,1,3,LAR 3,7,7,Tevin Coleman right tackle for 2 yards (tackle by Morgan Fox and Eric Weddle),6.510,5.910
3,13:27,2,1,LAR 1,7,7,Tevin Coleman right tackle for no gain (tackle by Samson Ebukam and Marcus Peters),5.910,5.170
3,12:58,3,1,LAR 1,13,7,"Jimmy Garoppolo up the middle for 1 yard, touchdown",5.170,7.000
3,12:50,,,LAR 15,14,7,Robbie Gould kicks extra point good,0.000,0.000
3,12:50,,,SFO 35,14,7,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,12:50,1,10,LAR 25,14,7,Darrell Henderson right end for -3 yards (tackle by DeForest Buckner),0.610,-0.340
3,12:20,2,13,LAR 22,14,7,Jared Goff pass incomplete short middle intended for Robert Woods,-0.340,-1.020
3,12:16,,,,,,Timeout #1 by San Francisco 49ers,,
3,12:16,3,13,LAR 22,14,7,"Penalty on Brian Allen: False Start, 5 yards (no play)",-1.020,-1.930
3,12:16,3,18,LAR 17,14,7,Malcolm Brown left end for -2 yards (tackle by Fred Warner),-1.930,-2.440
3,11:35,4,20,LAR 15,14,7,"Johnny Hekker punts 35 yards, muffed catch by D.J. Reed, recovered by Mike Thomas at LA-15 (tackle by D.J. Reed and Richie James). Penalty on Mike Thomas: Illegal Motion, 5 yards (no play)",-2.440,-2.490
3,11:26,4,25,LAR 10,14,7,"Johnny Hekker punts 58 yards, returned by Richie James for 11 yards (tackle by Troy Reeder)",-2.490,-1.800
3,11:16,1,10,SFO 43,14,7,Deebo Samuel left end for 1 yard (tackle by Sebastian Joseph and Michael Brockers),1.800,1.390
3,10:33,2,9,SFO 44,14,7,Jimmy Garoppolo pass complete short middle to Levine Toilolo for 8 yards (tackle by Cory Littleton),1.390,1.750
3,9:55,3,1,LAR 48,14,7,Tevin Coleman up the middle for 9 yards (tackle by Eric Weddle),1.750,2.980
3,9:21,1,10,LAR 39,14,7,Tevin Coleman left tackle for 3 yards (tackle by Troy Reeder),2.980,2.850
3,8:48,2,7,LAR 36,14,7,Matt Breida left tackle for 1 yard (tackle by Natrez Patrick),2.850,2.280
3,8:06,3,6,LAR 35,14,7,Jimmy Garoppolo pass complete short right to Kendrick Bourne for 11 yards (tackle by Eric Weddle and John Johnson),2.280,3.970
3,7:22,1,10,LAR 24,14,7,Raheem Mostert right tackle for 1 yard (tackle by Troy Reeder and Michael Brockers),3.970,3.570
3,6:39,,,,,,Timeout #2 by San Francisco 49ers,,
3,6:39,2,9,LAR 23,14,7,Jimmy Garoppolo pass complete deep middle to Dante Pettis for 21 yards (tackle by Eric Weddle),3.570,6.740
3,5:55,1,2,LAR 2,14,7,Tevin Coleman up the middle for no gain (tackle by Troy Reeder and Greg Gaines),6.740,5.720
3,5:13,2,2,LAR 2,14,7,Jimmy Garoppolo pass incomplete short right intended for Dante Pettis (defended by Troy Hill),5.720,4.950
3,5:06,3,2,LAR 2,14,7,Jimmy Garoppolo pass incomplete short right intended for Tevin Coleman,4.950,3.250
3,5:02,4,2,LAR 2,14,7,"Penalty on SFO: Delay of Game, 5 yards (no play)",3.250,2.970
3,5:02,4,7,LAR 7,17,7,Robbie Gould 25 yard field goal good,2.970,3.000
3,4:58,,,SFO 35,17,7,"Mitch Wishnowsky kicks off 64 yards, returned by Jojo Natson for 24 yards (tackle by Jimmie Ward). Penalty on Darious Williams: Offensive Holding, 10 yards",0.000,-0.220
3,4:50,1,10,LAR 15,17,7,Jared Goff sacked by Solomon Thomas for -8 yards,-0.220,-1.360
3,4:13,2,18,LAR 7,17,7,Malcolm Brown left tackle for 1 yard (tackle by Arik Armstead and DeForest Buckner) Penalty on LAR: Illegal Shift (Declined),-1.360,-2.240
3,3:59,3,17,LAR 8,17,7,Jared Goff pass incomplete deep left intended for Josh Reynolds,-2.240,-2.490
3,3:53,4,17,LAR 8,17,7,"Johnny Hekker punts 59 yards, returned by Richie James for 9 yards (tackle by Nick Scott)",-2.490,-1.730
3,3:41,1,10,SFO 42,17,7,Tevin Coleman left end for 7 yards (tackle by Cory Littleton and Troy Hill),1.730,2.130
3,2:58,2,3,SFO 49,17,7,Tevin Coleman right guard for 4 yards (tackle by John Johnson),2.130,2.460
3,2:18,1,10,LAR 47,17,7,Matt Breida left guard for 2 yards (tackle by Samson Ebukam),2.460,2.180
3,1:35,2,8,LAR 45,17,7,Matt Breida left guard for 6 yards (tackle by Cory Littleton),2.180,2.280
3,0:53,3,2,LAR 39,17,7,Jimmy Garoppolo pass complete short right to Marquise Goodwin for 4 yards (tackle by Nickell Robey-Coleman),2.280,3.250
3,0:09,1,10,LAR 35,17,7,Matt Breida right guard for 9 yards (tackle by Cory Littleton),3.250,3.920
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,LAR 26,17,7,Matt Breida right tackle for 2 yards (tackle by John Johnson and Samson Ebukam),3.920,3.970
4,14:15,1,10,LAR 24,17,7,Matt Breida left end for no gain (tackle by Troy Hill),3.970,3.430
4,13:35,2,10,LAR 24,17,7,Jimmy Garoppolo pass complete short middle to George Kittle for 9 yards (tackle by Cory Littleton and Taylor Rapp),3.430,4.170
4,12:54,3,1,LAR 15,17,7,Tevin Coleman up the middle for no gain (tackle by Eric Weddle and Michael Brockers),4.170,2.590
4,12:08,4,1,LAR 15,20,7,Robbie Gould 34 yard field goal good,2.590,3.000
4,12:03,,,SFO 35,20,7,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,12:03,1,10,LAR 25,20,7,Jared Goff pass complete short right to Tyler Higbee for 8 yards (tackle by Kwon Alexander and Richard Sherman),0.610,1.140
4,11:39,2,2,LAR 33,20,7,Darrell Henderson up the middle for 2 yards (tackle by Solomon Thomas),1.140,1.270
4,11:02,1,10,LAR 35,20,7,Jared Goff pass complete short middle to Darrell Henderson for 9 yards (tackle by Kwon Alexander and K'Waun Williams),1.270,1.940
4,10:37,2,1,LAR 44,20,7,Jared Goff pass incomplete short left intended for Darrell Henderson,1.940,1.220
4,10:33,3,1,LAR 44,20,7,Jared Goff pass incomplete short left intended for Robert Woods,1.220,-0.460
4,10:26,4,1,LAR 44,20,7,Darrell Henderson up the middle for no gain (tackle by Jimmie Ward and Fred Warner),-0.460,-2.590
4,10:20,1,10,LAR 45,20,7,Matt Breida left tackle for 6 yards (tackle by Taylor Rapp and Aaron Donald),2.590,2.850
4,9:34,2,4,LAR 39,20,7,Matt Breida right end for -1 yards (tackle by Aaron Donald and Taylor Rapp),2.850,2.010
4,8:49,3,5,LAR 40,20,7,"Jimmy Garoppolo sacked by Aaron Donald for -2 yards. Jimmy Garoppolo fumbles (forced by Aaron Donald), recovered by Cory Littleton at LA-42 and returned for 10 yards, lateral to Nickell Robey-Coleman for 12 yards",2.010,-3.180
4,8:40,1,10,SFO 36,20,7,Brandin Cooks right end for 9 yards (tackle by Arik Armstead),3.180,3.850
4,8:12,2,1,SFO 27,20,7,"Jared Goff pass incomplete short right intended for Malcolm Brown. Penalty on Brian Allen: Offensive Holding, 9 yards (no play)",3.850,2.640
4,8:06,2,10,SFO 36,20,7,Jared Goff pass complete short left to Brandin Cooks for 8 yards (tackle by Fred Warner),2.640,3.010
4,7:44,3,2,SFO 28,20,7,Jared Goff pass incomplete short middle intended for Gerald Everett (defended by Jimmie Ward),3.010,1.700
4,7:39,4,2,SFO 28,20,7,Jared Goff pass incomplete short right intended for Cooper Kupp (defended by Jimmie Ward),1.700,-0.810
4,7:34,1,10,SFO 28,20,7,Tevin Coleman up the middle for no gain (tackle by Sebastian Joseph and Cory Littleton),0.810,0.260
4,6:46,,,,,,Timeout #3 by San Francisco 49ers,,
4,6:46,2,10,SFO 28,20,7,Jimmy Garoppolo pass incomplete short right intended for Deebo Samuel,0.260,-0.430
4,6:41,3,10,SFO 28,20,7,Jimmy Garoppolo pass complete short right to Tevin Coleman for 2 yards (tackle by Michael Brockers and Eric Weddle),-0.430,-1.370
4,5:58,4,8,SFO 30,20,7,Mitch Wishnowsky punts 38 yards out of bounds,-1.370,-1.070
4,5:50,1,10,LAR 32,20,7,"Jared Goff sacked by Dee Ford for -9 yards. Jared Goff fumbles (forced by Dee Ford), recovered by Rob Havenstein at LA-23 (tackle by Dee Ford)",1.070,-0.690
4,5:27,2,19,LAR 23,20,7,Jared Goff pass incomplete deep middle intended for Robert Woods,-0.690,-1.350
4,5:24,3,19,LAR 23,20,7,Jared Goff sacked by and Dee Ford for -8 yards,-1.350,-2.440
4,4:38,4,27,LAR 15,20,7,"Johnny Hekker punts 61 yards, returned by Richie James for 18 yards (tackle by Johnny Mundt)",-2.440,-1.730
4,4:31,1,10,SFO 42,20,7,Tevin Coleman left end for 2 yards (tackle by Cory Littleton and Troy Reeder),1.730,1.460
4,4:24,,,,,,Timeout #1 by Los Angeles Rams,,
4,4:24,2,8,SFO 44,20,7,Tevin Coleman up the middle for no gain (tackle by Sebastian Joseph),1.460,0.760
4,4:19,,,,,,Timeout #2 by Los Angeles Rams,,
4,4:19,3,8,SFO 44,20,7,Tevin Coleman up the middle for 2 yards (tackle by Dante Fowler and Michael Brockers),0.760,-0.320
4,3:33,4,6,SFO 46,20,7,"Penalty on SFO: Delay of Game, 5 yards (no play)",-0.320,-0.650
4,3:33,4,11,SFO 41,20,7,"Penalty on Mark Nzeocha: False Start, 5 yards (no play)",-0.650,-0.980
4,3:33,4,16,SFO 36,20,7,Mitch Wishnowsky punts 34 yards downed by Mark Nzeocha,-0.980,-0.940
4,3:25,1,10,LAR 30,20,7,Jared Goff pass incomplete short right intended for Gerald Everett,0.940,0.390
4,3:22,2,10,LAR 30,20,7,Jared Goff pass complete short right to Gerald Everett for 12 yards (tackle by Richard Sherman),0.390,1.730
4,3:16,1,10,LAR 42,20,7,"Jared Goff pass complete short middle to Malcolm Brown for 3 yards (tackle by Fred Warner). Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",1.730,1.070
4,3:10,1,20,LAR 32,20,7,Jared Goff pass complete short right to Tyler Higbee for 8 yards (tackle by Richard Sherman),1.070,0.920
4,2:47,2,12,LAR 40,20,7,Jared Goff pass complete short left to Cooper Kupp for 6 yards (tackle by D.J. Reed),0.920,1.030
4,2:28,3,6,LAR 46,20,7,Jared Goff pass incomplete short left intended for Cooper Kupp,1.030,-0.320
4,2:24,4,6,LAR 46,20,7,Jared Goff pass incomplete deep right intended for Gerald Everett,-0.320,-2.520
4,2:19,1,10,LAR 46,20,7,Raheem Mostert left tackle for no gain (tackle by Troy Reeder and Greg Gaines),2.520,1.980
4,2:00,2,10,LAR 46,20,7,Raheem Mostert right tackle for 4 yards (tackle by Sebastian Joseph and Cory Littleton),1.980,1.820
4,1:55,,,,,,Timeout #3 by Los Angeles Rams,,
4,1:55,3,6,LAR 42,20,7,Raheem Mostert right tackle for 8 yards (tackle by Taylor Rapp),1.820,3.310
4,1:11,1,10,LAR 34,20,7,Jimmy Garoppolo kneels for -1 yards,3.310,2.640
4,0:37,2,11,LAR 35,20,7,Jimmy Garoppolo kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
