Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
1,7:20,2,7,CLE 31,0,0,"Ben Roethlisberger pass incomplete deep left intended for Antonio Brown. Penalty on Buster Skrine: Defensive Pass Interference, 24 yards (no play)",3.180,5.600
1,7:14,1,7,CLE 7,0,0,Le'Veon Bell left guard for 2 yards (tackle by Armonty Bryant),5.600,5.150
1,6:43,2,5,CLE 5,0,0,Le'Veon Bell right guard for 2 yards (tackle by Donte Whitner and Desmond Bryant),5.150,4.720
1,5:59,3,3,CLE 3,0,0,LeGarrette Blount right tackle for 1 yard (tackle by Craig Robertson),4.720,3.250
1,5:12,4,2,CLE 2,3,0,Shaun Suisham 20 yard field goal good,3.250,3.000
1,5:12,,,PIT 35,3,0,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
1,5:09,1,10,CLE 20,3,0,Ben Tate left guard for -2 yards (tackle by Lawrence Timmons),0.280,-0.630
1,4:34,2,12,CLE 18,3,0,Ben Tate right tackle for 4 yards (tackle by James Harrison),-0.630,-0.690
1,3:50,3,8,CLE 22,3,0,Brian Hoyer pass incomplete short left intended for Taylor Gabriel,-0.690,-1.900
1,3:46,4,8,CLE 22,3,0,"Spencer Lanning punts 38 yards, returned by Antonio Brown for 10 yards (tackle by Christian Kirksey)",-1.900,-2.260
1,3:37,1,10,,3,0,Dri Archer left guard for 5 yards (tackle by Karlos Dansby and Ishmaa'ily Kitchen),2.260,2.390
1,3:01,2,5,CLE 45,3,0,LeGarrette Blount right guard for 4 yards (tackle by Craig Robertson),2.390,2.210
1,2:21,3,1,CLE 41,3,0,Ben Roethlisberger pass complete short right to Justin Brown for 2 yards (tackle by K'Waun Williams),2.210,2.980
1,1:43,1,10,CLE 39,3,0,Antonio Brown left end for -2 yards (tackle by Donte Whitner),2.980,2.170
1,1:09,2,12,CLE 41,3,0,Le'Veon Bell left tackle for 9 yards (tackle by Karlos Dansby and Tashaun Gipson),2.170,2.680
1,0:26,3,3,CLE 32,3,0,Ben Roethlisberger pass complete short left to Le'Veon Bell for 8 yards (tackle by Tashaun Gipson and Christian Kirksey),2.680,2.680
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,CLE 32,3,0,Timeout #1 by Pittsburgh Steelers,2.680,3.970
2,15:00,1,10,CLE 24,3,0,LeGarrette Blount left guard for 5 yards (tackle by Tashaun Gipson),3.970,4.120
2,14:26,2,5,CLE 19,3,0,LeGarrette Blount right guard for 2 yards (tackle by John Hughes and Eric Martin),4.120,3.750
2,13:45,3,3,CLE 17,3,0,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton,3.750,2.410
2,13:41,4,3,CLE 17,3,0,"Brad Wing for no gain. Brad Wing fumbles, recovered by Brad Wing at CLE-32",2.410,-1.070
2,13:36,1,10,CLE 32,3,0,Brian Hoyer pass incomplete short left intended for Andrew Hawkins,1.070,0.530
2,13:28,2,10,CLE 32,3,0,Isaiah Crowell right tackle for 4 yards (tackle by Sean Spence),0.530,0.370
2,12:51,3,6,CLE 36,3,0,Brian Hoyer pass complete deep left to Miles Austin for 17 yards (tackle by William Gay),0.370,2.460
2,12:15,1,10,PIT 47,3,0,Brian Hoyer pass complete deep right to Jordan Cameron for 42 yards (tackle by Brett Keisel),2.460,6.060
2,11:49,1,5,PIT 5,3,6,"Isaiah Crowell right end for 5 yards, touchdown",6.060,7.000
2,11:49,,,PIT 2,3,7,Billy Cundiff kicks extra point good,0.000,0.000
2,11:49,,,CLE 35,3,7,"Billy Cundiff kicks off 71 yards, returned by Dri Archer for 22 yards (tackle by Jordan Poyer)",0.000,0.140
2,11:41,1,10,PIT 16,3,7,Ben Roethlisberger pass incomplete deep right intended for Le'Veon Bell,-0.140,-0.660
2,11:36,2,10,PIT 16,3,7,Le'Veon Bell right guard for 4 yards (tackle by Karlos Dansby and Ishmaa'ily Kitchen),-0.660,-0.820
2,10:55,3,6,PIT 20,3,7,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton (defended by Buster Skrine),-0.820,-2.030
2,10:50,4,6,PIT 20,3,7,"Penalty on Sean Spence: False Start, 5 yards (no play)",-2.030,-2.440
2,10:50,4,11,PIT 15,3,7,"Brad Wing punts 35 yards, fair catch by Jordan Poyer. Penalty on Marlon Moore: Offensive Holding, 10 yards",-2.440,-1.600
2,10:43,1,10,CLE 40,3,7,Ben Tate left guard for 3 yards (tackle by Lawrence Timmons),1.600,1.460
2,10:21,2,7,CLE 43,3,7,"Ben Tate left guard for no gain (tackle by James Harrison). Penalty on Cameron Heyward: Defensive Offside, 5 yards (no play)",1.460,2.130
2,10:09,2,2,CLE 48,3,7,Ben Tate right guard for 1 yard (tackle by Cortez Allen),2.130,1.550
2,9:40,3,1,CLE 49,3,13,"Brian Hoyer pass complete deep middle to Jordan Cameron for 51 yards, touchdown",1.550,7.000
2,9:40,,,PIT 2,3,14,Billy Cundiff kicks extra point good,0.000,0.000
2,9:40,,,CLE 35,3,14,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
2,9:35,1,10,PIT 20,3,14,Dri Archer for 15 yards,0.280,1.270
2,9:05,1,10,PIT 35,3,14,Le'Veon Bell right tackle for 6 yards (tackle by Karlos Dansby),1.270,1.530
2,8:27,2,4,PIT 41,3,14,Le'Veon Bell right guard for 3 yards (tackle by Paul Kruger),1.530,1.220
2,7:47,3,1,PIT 44,3,14,Ben Roethlisberger pass incomplete deep left intended for Markus Wheaton,1.220,-0.460
2,7:41,4,1,PIT 44,3,14,"Brad Wing punts 40 yards, returned by Jim Leonhard for -1 yards (tackle by Ross Ventrone)",-0.460,0.220
2,7:34,1,10,CLE 15,3,14,Isaiah Crowell right end for 11 yards (tackle by Cortez Allen),-0.220,0.670
2,7:18,1,10,CLE 26,3,14,Brian Hoyer pass complete deep left to Taylor Gabriel for 24 yards (tackle by Cortez Allen),0.670,2.260
2,6:57,1,10,,3,14,Isaiah Crowell right tackle for 3 yards (tackle by Cameron Heyward),2.260,2.120
2,6:22,2,7,PIT 47,3,14,Isaiah Crowell left tackle for 16 yards (tackle by Michael Mitchell),2.120,3.510
2,5:46,1,10,PIT 31,3,14,"Isaiah Crowell for 1 yard. Isaiah Crowell fumbles, recovered by Isaiah Crowell at PIT-31",3.510,3.100
2,5:07,2,9,PIT 30,3,14,Brian Hoyer pass incomplete deep right intended for Taylor Gabriel (defended by Michael Mitchell),3.100,2.410
2,5:03,3,9,PIT 30,3,14,Brian Hoyer pass complete short right to Miles Austin for 12 yards (tackle by Cortez Allen),2.410,4.370
2,4:27,1,10,PIT 18,3,14,Ben Tate left guard for 2 yards (tackle by Lawrence Timmons),4.370,4.090
2,3:59,2,8,PIT 16,3,14,Ben Tate left guard for 6 yards (tackle by Lawrence Timmons and Cortez Allen),4.090,4.090
2,3:12,2,8,PIT 16,3,14,Timeout #1 by Cleveland Browns,4.090,4.090
2,3:12,2,8,PIT 16,3,14,Timeout #2 by Pittsburgh Steelers,4.090,4.510
2,3:11,3,2,PIT 10,3,14,Ben Tate right guard for 2 yards (tackle by Lawrence Timmons and Brett Keisel),4.510,5.370
2,2:31,1,8,PIT 8,3,20,"Ben Tate right guard for 8 yards, touchdown",5.370,7.000
2,2:31,,,PIT 2,3,21,Billy Cundiff kicks extra point good,0.000,0.000
2,2:31,,,CLE 35,3,21,"Billy Cundiff kicks off 68 yards, returned by Dri Archer for 22 yards (tackle by Marlon Moore)",0.000,-0.150
2,2:22,1,10,PIT 19,3,21,Ben Roethlisberger pass complete short left to Antonio Brown for 16 yards (tackle by Joe Haden),0.150,1.270
2,2:00,1,10,PIT 35,3,21,Ben Roethlisberger pass incomplete short middle intended for Markus Wheaton (defended by K'Waun Williams),1.270,0.720
2,1:56,2,10,PIT 35,3,21,Ben Roethlisberger pass complete short left to Antonio Brown for 17 yards (tackle by Joe Haden),0.720,2.390
2,1:51,1,10,CLE 48,3,21,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell (defended by Christian Kirksey),2.390,1.850
2,1:46,2,10,CLE 48,3,21,Ben Roethlisberger pass incomplete deep right intended for Markus Wheaton,1.850,1.160
2,1:41,3,10,CLE 48,3,21,Ben Roethlisberger pass complete short right to Le'Veon Bell for 1 yard (tackle by Christian Kirksey and Joe Haden),1.160,0.130
2,1:33,4,9,CLE 47,3,21,"Brad Wing punts 33 yards, fair catch by Jim Leonhard",0.130,0.130
2,1:27,4,9,CLE 47,3,21,Timeout #2 by Cleveland Browns,0.130,0.280
2,1:27,1,10,CLE 14,3,21,Brian Hoyer pass incomplete short right intended for Taylor Gabriel,-0.280,-0.750
2,1:23,2,10,CLE 14,3,21,Ben Tate right guard for 2 yards (tackle by Troy Polamalu),-0.750,-1.160
2,0:38,3,8,CLE 16,3,21,Brian Hoyer pass incomplete short left intended for Andrew Hawkins,-1.160,-2.390
2,0:28,4,8,CLE 16,3,21,"Spencer Lanning punts 45 yards, returned by Antonio Brown for -1 yards (tackle by Gary Barnidge)",-2.390,-1.470
2,0:23,1,10,PIT 38,3,21,Ben Roethlisberger pass incomplete short left intended for Lance Moore (defended by K'Waun Williams),1.470,0.920
2,0:16,2,10,PIT 38,3,21,Ben Roethlisberger pass incomplete deep left intended for Justin Brown,0.920,0.920
2,0:08,2,10,PIT 38,3,21,Timeout #3 by Cleveland Browns,0.920,0.230
2,0:08,3,10,PIT 38,3,21,Ben Roethlisberger pass complete short right to Le'Veon Bell for 16 yards (tackle by Karlos Dansby and Jim Leonhard),0.230,0.230
2,0:01,3,10,PIT 38,3,21,Timeout #3 by Pittsburgh Steelers,0.230,2.520
2,0:01,1,10,CLE 46,3,21,Ben Roethlisberger pass complete short left to Antonio Brown for 23 yards (tackle by Justin Gilbert),2.520,1.000
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,3,21,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CLE 20,3,21,Ben Tate left tackle for 8 yards (tackle by Jason Worilds),0.280,0.810
3,14:27,2,2,CLE 28,3,21,Travis Benjamin right end for 3 yards (tackle by Sean Spence),0.810,1.000
3,13:40,1,10,CLE 31,3,21,Brian Hoyer pass complete deep left to Travis Benjamin for 31 yards (tackle by Cortez Allen),1.000,3.050
3,13:06,1,10,PIT 38,3,21,Ben Tate right tackle for 2 yards (tackle by Troy Polamalu),3.050,2.780
3,12:37,2,8,PIT 36,3,21,Brian Hoyer pass incomplete short left intended for Jordan Cameron,2.780,2.080
3,12:31,3,8,PIT 36,3,21,Brian Hoyer pass incomplete short right intended for Miles Austin,2.080,0.880
3,12:27,4,8,PIT 36,3,21,Spencer Lanning punts 30 yards,0.880,0.380
3,12:18,1,10,PIT 6,3,21,Le'Veon Bell right guard for 2 yards (tackle by Barkevious Mingo),-0.380,-0.630
3,11:46,2,8,PIT 8,3,21,Le'Veon Bell right guard for 6 yards (tackle by Christian Kirksey and Donte Whitner),-0.630,-0.480
3,11:04,3,2,PIT 14,3,21,Ben Roethlisberger pass complete deep left to Antonio Brown for 23 yards,-0.480,1.400
3,10:40,1,10,PIT 37,3,21,Le'Veon Bell left guard for 4 yards (tackle by Karlos Dansby and Ishmaa'ily Kitchen),1.400,1.400
3,10:07,2,6,PIT 41,3,21,Ben Roethlisberger pass complete short right to Heath Miller for 6 yards (tackle by Donte Whitner and Ishmaa'ily Kitchen),1.400,2.060
3,9:32,1,10,PIT 47,3,21,Ben Roethlisberger pass incomplete short left intended for Heath Miller,2.060,1.520
3,9:28,2,10,PIT 47,3,21,"Ben Roethlisberger left guard for 7 yards (tackle by Tashaun Gipson). Penalty on Joe Haden: Defensive Holding, 5 yards",1.520,2.850
3,9:04,1,10,CLE 41,3,21,Le'Veon Bell right guard for 9 yards (tackle by Karlos Dansby and Donte Whitner),2.850,3.520
3,8:37,2,1,CLE 32,3,21,Le'Veon Bell left guard for 2 yards (tackle by Jabaal Sheard),3.520,3.580
3,7:59,1,10,CLE 30,3,21,Ben Roethlisberger sacked by Karlos Dansby for -1 yards,3.580,2.900
3,7:18,2,11,CLE 31,3,21,Ben Roethlisberger sacked by Desmond Bryant for -6 yards,2.900,1.420
3,6:32,3,17,CLE 37,3,21,Ben Roethlisberger pass incomplete deep right intended for Lance Moore,1.420,0.790
3,6:26,4,17,CLE 37,3,21,"Brad Wing punts 37 yards, touchback",0.790,-0.280
3,6:15,1,10,CLE 20,3,21,Isaiah Crowell for 24 yards (tackle by Cortez Allen),0.280,1.860
3,5:46,1,10,CLE 44,3,21,Brian Hoyer pass complete deep left to Jim Dray for 31 yards (tackle by James Harrison),1.860,3.910
3,5:02,1,10,PIT 25,3,21,"Brian Hoyer for no gain. Brian Hoyer fumbles, recovered by Isaiah Crowell at PIT-31",3.910,2.550
3,4:18,2,16,PIT 31,3,21,Brian Hoyer pass complete short right to Jordan Cameron for 9 yards (tackle by Lawrence Timmons),2.550,3.070
3,3:34,3,7,PIT 22,3,21,Brian Hoyer pass incomplete deep middle intended for Jordan Cameron (defended by Michael Mitchell),3.070,1.990
3,3:28,4,7,PIT 22,3,24,Billy Cundiff 40 yard field goal good,1.990,3.000
3,3:28,,,CLE 35,3,24,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,3:23,1,10,PIT 20,3,24,Ben Roethlisberger pass complete short right to Dri Archer for no gain,0.280,-0.270
3,2:47,2,10,PIT 20,3,24,Ben Roethlisberger pass complete short right to Heath Miller for 13 yards (tackle by Karlos Dansby),-0.270,1.140
3,2:13,1,10,PIT 33,3,24,Ben Roethlisberger pass incomplete short left intended for Heath Miller is intercepted by Buster Skrine at PIT-37 and returned for -2 yards,1.140,-2.980
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
3,2:04,1,10,PIT 39,3,24,Ben Tate left guard for 2 yards (tackle by Cameron Heyward and Sean Spence),2.980,2.710
3,1:24,2,8,PIT 37,3,24,Ben Tate right tackle for 3 yards (tackle by Lawrence Timmons),2.710,2.410
3,0:46,3,5,PIT 34,3,24,"Brian Hoyer pass incomplete short right intended for Jordan Cameron (defended by Troy Polamalu). Penalty on Michael Mitchell: Defensive Pass Interference, 10 yards (no play)",2.410,3.970
3,0:43,1,10,PIT 24,3,24,Ben Tate right tackle for 12 yards (tackle by Michael Mitchell),3.970,4.780
Quarter,Time,Down,ToGo,Location,PIT,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 12,3,24,Ben Tate right tackle for 3 yards (tackle by Sean Spence and James Harrison),4.780,4.640
4,14:18,2,7,PIT 9,3,24,Ben Tate right guard for 5 yards (tackle by Sean Spence and Troy Polamalu),4.640,4.840
4,13:33,3,2,PIT 4,3,24,"Brian Hoyer pass incomplete short right intended for Miles Austin. Penalty on Cortez Allen: Defensive Holding, 2 yards (no play)",4.840,6.740
4,13:29,1,2,PIT 2,3,24,Ben Tate right guard for 1 yard (tackle by Jason Worilds and Lawrence Timmons),6.740,5.910
4,12:50,2,1,PIT 1,3,30,"Ben Tate right guard for 1 yard, touchdown",5.910,7.000
4,12:50,,,PIT 2,3,31,Billy Cundiff kicks extra point good,0.000,0.000
4,12:50,,,CLE 35,3,31,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
4,12:47,1,10,PIT 20,3,31,Ben Roethlisberger pass complete short right to Antonio Brown for 6 yards (tackle by Donte Whitner),0.280,0.540
4,12:20,2,4,PIT 26,3,31,Ben Roethlisberger pass incomplete short left intended for Justin Brown (defended by Buster Skrine),0.540,-0.160
4,12:14,3,4,PIT 26,3,31,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,-0.160,-1.630
4,12:09,4,4,PIT 26,3,31,"Brad Wing punts 56 yards, returned by Jordan Poyer for 8 yards (tackle by Ross Ventrone)",-1.630,-0.670
4,11:58,1,10,CLE 26,3,31,Isaiah Crowell left guard for 4 yards (tackle by Troy Polamalu),0.670,0.670
4,11:19,2,6,CLE 30,3,31,"Isaiah Crowell right tackle for 10 yards (tackle by Michael Mitchell). Isaiah Crowell fumbles (forced by Michael Mitchell), recovered by Cortez Allen at CLE-44 (tackle by Andrew Hawkins)",0.670,-2.650
4,11:11,1,10,CLE 44,3,31,Ben Roethlisberger pass complete short left to Antonio Brown for 16 yards (tackle by Tashaun Gipson),2.650,3.710
4,10:44,1,10,CLE 28,3,31,Ben Roethlisberger pass complete short right to Le'Veon Bell for -2 yards (tackle by Karlos Dansby),3.710,2.900
4,10:10,2,12,CLE 30,3,31,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by Joe Haden),2.900,2.210
4,10:05,3,12,CLE 30,3,31,"Ben Roethlisberger pass complete short left to Heath Miller for 10 yards (tackle by Karlos Dansby). Penalty on Joe Haden: Defensive Holding, 5 yards (no play)",2.210,3.910
4,10:05,1,10,CLE 25,3,31,Ben Roethlisberger pass complete short left to Markus Wheaton for 9 yards (tackle by Buster Skrine),3.910,4.750
4,10:05,2,1,CLE 16,3,31,Ben Roethlisberger pass incomplete short middle intended for Lance Moore,4.750,4.060
4,9:02,3,1,CLE 16,3,31,Le'Veon Bell right guard for 5 yards (tackle by Tashaun Gipson and Eric Martin),4.060,4.840
4,8:23,1,10,CLE 11,3,31,Ben Roethlisberger pass complete short left to Markus Wheaton for 9 yards (tackle by Justin Gilbert),4.840,5.850
4,8:02,2,1,CLE 2,3,31,"Le'Veon Bell left guard for -4 yards (tackle by Donte Whitner). Penalty on Ishmaa'ily Kitchen: Defensive Offside, 1 yards, Penalty on CLE: Defensive 12 On-field (Declined) (no play)",5.850,6.970
4,7:45,1,1,CLE 1,3,31,"Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Buster Skrine). Penalty on Kelvin Beachum: Unnecessary Roughness, 15 yards",6.970,3.340
4,7:42,2,16,CLE 16,3,31,Ben Roethlisberger pass incomplete deep right intended for Markus Wheaton,3.340,2.850
4,7:37,3,16,CLE 16,3,31,Ben Roethlisberger pass complete short middle to Justin Brown for 7 yards (tackle by Donte Whitner),2.850,2.830
4,6:48,4,9,CLE 9,3,31,Ben Roethlisberger pass incomplete short right intended for Markus Wheaton,2.830,0.380
4,6:46,1,10,CLE 9,3,31,Ben Tate right guard for 2 yards (tackle by Cameron Heyward and Lawrence Timmons),-0.380,-0.630
4,6:04,2,8,CLE 11,3,31,Ben Tate left guard for 11 yards (tackle by Jason Worilds),-0.630,0.410
4,5:23,1,10,CLE 22,3,31,Ben Tate right guard for 2 yards (tackle by Troy Polamalu),0.410,0.140
4,4:41,2,8,CLE 24,3,31,Isaiah Crowell left tackle for 1 yard (tackle by Cam Thomas),0.140,-0.430
4,3:55,3,7,CLE 25,3,31,Isaiah Crowell right tackle for -2 yards (tackle by Jason Worilds),-0.430,-0.430
4,3:49,3,7,CLE 25,3,31,Timeout #1 by Pittsburgh Steelers,-0.430,-1.830
4,3:49,4,9,CLE 23,3,31,"Spencer Lanning punts 53 yards, returned by Dri Archer for 2 yards (tackle by Marlon Moore)",-1.830,-0.670
4,3:39,1,10,PIT 26,3,31,"Le'Veon Bell left tackle for 7 yards (tackle by Jabaal Sheard and Tashaun Gipson). Penalty on Tashaun Gipson: Taunting, 15 yards",0.670,2.130
4,3:26,1,10,PIT 48,3,31,Ben Roethlisberger pass complete short right to Markus Wheaton for 9 yards (tackle by Justin Gilbert),2.130,2.800
4,2:57,2,1,CLE 43,3,31,Ben Roethlisberger pass complete deep left to Antonio Brown for 17 yards (tackle by Joe Haden),2.800,3.840
4,2:51,1,10,CLE 26,3,31,Ben Roethlisberger pass incomplete short middle intended for Lance Moore,3.840,3.300
4,2:45,2,10,CLE 26,9,31,"Ben Roethlisberger pass complete deep left to Lance Moore for 26 yards, touchdown",3.300,7.000
4,2:45,,,CLE 2,10,31,Shaun Suisham kicks extra point good,0.000,0.000
4,2:45,,,PIT 35,10,31,"Shaun Suisham kicks onside 9 yards, recovered by Craig Robertson and returned for 3 yards",0.000,-2.850
4,2:33,1,10,PIT 41,10,31,Ben Tate left tackle for -4 yards (tackle by Jason Worilds),2.850,1.770
4,2:00,2,14,PIT 45,10,31,Ben Tate right guard for 2 yards (tackle by Troy Polamalu),1.770,1.770
4,1:55,2,14,PIT 45,10,31,Timeout #2 by Pittsburgh Steelers,1.770,1.350
4,1:55,3,12,PIT 43,10,31,Ben Tate left guard for 5 yards (tackle by Troy Polamalu and Lawrence Timmons),1.350,1.350
4,1:48,3,12,PIT 43,10,31,Timeout #3 by Pittsburgh Steelers,1.350,0.720
4,1:48,4,7,PIT 38,10,31,"Spencer Lanning punts 35 yards, returned by Vince Williams for no gain",0.720,0.380
4,1:37,1,10,PIT 3,10,31,LeGarrette Blount right guard for -1 yards (tackle by Jabaal Sheard and Tashaun Gipson),-0.380,-0.850
4,1:02,2,11,PIT 2,10,31,LeGarrette Blount right guard for 5 yards (tackle by Karlos Dansby),-0.850,-0.950
4,0:20,3,6,PIT 7,10,31,Ben Roethlisberger pass incomplete deep right intended for Lance Moore (defended by Joe Haden),-0.950,-0.950
4,0:11,3,6,PIT 7,10,31,Timeout #1 by Cleveland Browns,-0.950,-2.490
4,0:11,4,6,PIT 7,10,31,Brad Wing punts 70 yards,-2.490,-0.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
