Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,WAS 30,0,0,"Shaun Suisham kicks off 62 yards, returned by Miles Austin for 12 yards (tackle by Kareem Moore)",0.000,0.280
1,14:53,1,10,DAL 20,0,0,Tony Romo pass complete short middle to Marion Barber for 5 yards (tackle by Rocky McIntosh),0.280,0.410
1,14:15,2,5,DAL 25,0,0,"Marion Barber left tackle for 1 yard. Marion Barber fumbles, recovered by Marion Barber at DAL-24",0.410,-0.160
1,13:29,,,,0,0,Timeout #1 by Dallas Cowboys,0.000,-0.160
1,13:29,3,4,DAL 26,0,0,Marion Barber right end for 3 yards (tackle by Fred Smoot and London Fletcher),-0.160,-1.440
1,12:54,4,1,DAL 29,0,0,"Sam Paulescu punts 35 yards. Penalty on Pat Watkins: Face Mask (15 Yards), 15 yards",-1.440,-2.320
1,12:42,1,10,DAL 49,0,0,Jason Campbell pass incomplete short left intended for Santana Moss (defended by Chris L. Canty),2.320,1.780
1,12:37,2,10,DAL 49,0,0,Clinton Portis left end for 5 yards (tackle by Bradie James and DeMarcus Ware),1.780,1.750
1,11:57,3,5,DAL 44,0,0,Jason Campbell pass complete short middle to Santana Moss for 13 yards (tackle by Terence Newman),1.750,3.510
1,11:22,1,10,DAL 31,0,0,Clinton Portis right tackle for 8 yards (tackle by Jay Ratliff),3.510,4.050
1,10:46,2,2,DAL 23,0,0,Clinton Portis right guard for 3 yards (tackle by Greg Ellis and Kevin Burnett),4.050,4.240
1,10:06,1,10,DAL 20,0,0,Jason Campbell sacked by Jay Ratliff for -8 yards,4.240,2.610
1,9:30,2,18,DAL 28,0,0,Clinton Portis left tackle for 4 yards (tackle by Chris L. Canty and Zach Thomas),2.610,2.480
1,8:52,3,14,DAL 24,0,0,Jason Campbell pass complete short right to Mike Sellers for 13 yards (tackle by Bradie James),2.480,2.850
1,8:20,4,1,DAL 11,0,0,Clinton Portis left tackle for 9 yards (tackle by Zach Thomas),2.850,6.740
1,7:38,1,2,DAL 2,0,6,"Jason Campbell pass complete short right to Mike Sellers for 2 yards, touchdown",6.740,7.000
1,,,,DAL 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
1,,,,WAS 30,0,7,"Shaun Suisham kicks off 62 yards, returned by Miles Austin for 14 yards (tackle by James Thrash)",0.000,0.410
1,7:25,1,10,DAL 22,0,7,Tony Romo pass complete short left to Terrell Owens for 2 yards (tackle by Fred Smoot),0.410,0.140
1,6:43,2,8,DAL 24,0,7,"Penalty on Flozell Adams: False Start, 5 yards (no play)",0.140,-0.600
1,6:16,2,13,DAL 19,0,7,Marion Barber right end for 7 yards (tackle by London Fletcher),-0.600,-0.290
1,5:44,3,6,DAL 26,0,7,Tony Romo pass complete deep right to Miles Austin for 18 yards,-0.290,1.860
1,5:10,,,,0,7,Timeout #1 by Washington Redskins,0.000,1.860
1,5:10,1,10,DAL 44,0,7,Tony Romo pass complete short middle to Marion Barber for 2 yards (tackle by Rocky McIntosh),1.860,1.590
1,4:32,2,8,DAL 46,0,7,Terrell Owens left end for no gain (tackle by Chris Horton),1.590,0.890
1,3:42,3,8,DAL 46,0,7,Tony Romo pass complete short right to Marion Barber for 8 yards (tackle by Chris Horton),0.890,2.520
1,2:56,1,10,WAS 46,0,7,--,2.520,3.310
1,2:15,1,10,WAS 34,0,7,Marion Barber left end for 7 yards (tackle by LaRon Landry),3.310,3.720
1,1:40,2,3,WAS 27,0,7,Tony Romo pass incomplete short middle intended for Miles Austin,3.720,3.010
1,1:36,3,3,WAS 27,0,7,Tony Romo pass incomplete short middle intended for Terrell Owens is intercepted by DeAngelo Hall at WAS-18 and returned for 2 yards (tackle by Terrell Owens),3.010,-0.280
1,1:29,1,10,WAS 20,0,7,Jason Campbell pass complete short right to Chris Cooley for 3 yards (tackle by Bradie James),0.280,0.140
1,0:50,2,7,WAS 23,0,7,Ladell Betts right tackle for 1 yard (tackle by Keith Davis and Jay Ratliff),0.140,-0.430
1,0:10,3,6,WAS 24,0,7,Jason Campbell pass incomplete short middle intended for Antwaan Randle El (defended by Orlando Scandrick),-0.430,-1.770
1,0:03,4,6,WAS 24,0,7,"Ryan Plackemeier punts 49 yards, returned by Patrick Crayton for 9 yards (tackle by H.B. Blades)",-1.770,-1.330
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 36,0,7,Tony Romo pass complete short left to Terrell Owens for 3 yards (tackle by Carlos Rogers),1.330,1.200
2,14:31,2,7,DAL 39,0,7,"Marion Barber left end for 21 yards (tackle by LaRon Landry). Penalty on Kyle Kosier: Offensive Holding, 10 yards (no play)",1.200,-0.160
2,14:00,2,17,DAL 29,0,7,Tony Romo pass complete short middle to Terrell Owens for 7 yards (tackle by London Fletcher),-0.160,0.100
2,13:14,3,10,DAL 36,0,7,Tony Romo pass incomplete short left intended for Terrell Owens,0.100,-0.980
2,13:09,4,10,DAL 36,0,7,"Sam Paulescu punts 47 yards, returned by Antwaan Randle El for 12 yards (tackle by Deon Anderson)",-0.980,-0.870
2,12:58,1,10,WAS 29,0,7,Jason Campbell pass incomplete short right intended for Chris Cooley,0.870,0.330
2,12:52,2,10,WAS 29,0,7,Clinton Portis right tackle for 2 yards (tackle by DeMarcus Ware and Tank Johnson),0.330,-0.100
2,12:13,3,8,WAS 31,0,7,Jason Campbell pass complete short right to Clinton Portis for 3 yards (tackle by DeMarcus Ware). Penalty on Santana Moss: Offensive Pass Interference (Declined),-0.100,-1.110
2,12:01,4,5,WAS 34,0,7,"Ryan Plackemeier punts 36 yards, returned by Patrick Crayton for 7 yards (tackle by H.B. Blades)",-1.110,-1.400
2,11:52,1,10,DAL 37,0,7,Marion Barber right end for 7 yards (tackle by Rocky McIntosh),1.400,1.800
2,11:25,2,3,DAL 44,0,7,Marion Barber right end for 14 yards (tackle by LaRon Landry),1.800,2.790
2,10:58,1,10,WAS 42,0,7,--,2.790,3.510
2,10:23,1,10,WAS 31,0,7,Tashard Choice left end for 6 yards (tackle by Chris Horton),3.510,3.780
2,9:47,2,4,WAS 25,0,7,Tony Romo pass incomplete short middle intended for Terrell Owens is intercepted by Rocky McIntosh at WAS-16 and returned for 4 yards (tackle by Marion Barber),3.780,-0.280
2,9:37,1,10,WAS 20,0,7,Jason Campbell pass complete short right to Chris Cooley for 9 yards (tackle by Bradie James),0.280,0.950
2,8:53,2,1,WAS 29,0,7,Jason Campbell pass complete short middle to Santana Moss for 7 yards (tackle by Terence Newman),0.950,1.330
2,8:15,1,10,WAS 36,0,7,Clinton Portis right guard for 2 yards (tackle by Anthony Spencer and Zach Thomas),1.330,1.060
2,7:38,2,8,WAS 38,0,7,Jason Campbell pass incomplete short right intended for Chris Cooley,1.060,0.370
