#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CLE 25,4,1:57,10,Punt
2,1,10:40,CLE 27,5,3:33,4,Punt
3,1,5:01,CLE 18,3,0:24,0,Punt
4,1,0:24,CLE 25,5,2:02,75,Touchdown
5,2,10:06,CLE 25,6,2:55,28,Punt
6,2,5:14,CLE 25,3,1:07,-4,Punt
7,2,2:41,CLE 25,10,2:14,75,Touchdown
8,3,12:47,CLE 42,7,4:20,41,Interception
9,3,5:21,CLE 30,3,1:55,1,Punt
10,3,1:01,IND 44,2,0:50,-6,Interception
11,4,10:18,CLE 25,3,1:00,1,Punt
12,4,8:48,CLE 42,5,1:52,58,Touchdown
13,4,4:05,CLE 30,11,2:01,70,Touchdown
14,4,0:23,CLE 9,2,0:23,-4,Interception
