Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,CLE 25,0,0,Isaiah Crowell middle for 10 yards (tackle by Matthias Farley and John Simon),0.610,1.270
1,14:32,1,10,CLE 35,0,0,Isaiah Crowell left end for 1 yard (tackle by Johnathan Hankins),1.270,0.860
1,14:00,2,9,CLE 36,0,0,Isaiah Crowell right end for -1 yards (tackle by Jonathan Bostic),0.860,0.040
1,13:16,3,10,CLE 35,0,0,DeShone Kizer pass incomplete short right intended for Kenny Britt,0.040,-1.040
1,13:11,4,10,CLE 35,0,0,"Britton Colquitt punts 45 yards, out of bounds",-1.040,-0.280
1,13:03,1,10,IND 20,0,0,"Penalty on Deyshawn Bond: False Start, 5 yards (no play)",0.280,-0.310
1,13:03,1,15,IND 15,0,0,Frank Gore right tackle for -3 yards (tackle by Trevon Coley),-0.310,-1.360
1,12:28,2,18,IND 12,0,0,Jacoby Brissett pass complete short middle to Brandon Williams for 7 yards (tackle by Trevon Coley),-1.360,-1.140
1,11:48,3,11,IND 19,0,0,"Penalty on Jeremy Vujnovich: False Start, 5 yards (no play)",-1.140,-2.030
1,11:25,3,16,IND 14,0,0,Jacoby Brissett pass complete short left to Jack Doyle for 11 yards (tackle by Derrick Kindred and Trevon Coley),-2.030,-1.700
1,10:48,4,5,IND 25,0,0,"Rigoberto Sanchez punts 48 yards, fair catch by Jabrill Peppers",-1.700,-0.740
1,10:40,1,10,CLE 27,0,0,Isaiah Crowell left end for 6 yards (tackle by Antonio Morrison),0.740,1.010
1,10:10,2,4,CLE 33,0,0,DeShone Kizer pass complete short middle to Isaiah Crowell for 8 yards (tackle by John Simon),1.010,1.660
1,9:22,1,10,CLE 41,0,0,DeShone Kizer pass incomplete short middle intended for Rashard Higgins,1.660,1.120
1,9:15,2,10,CLE 41,0,0,DeShone Kizer middle for 7 yards (tackle by Malik Hooker),1.120,1.360
1,8:33,3,3,CLE 48,0,0,"DeShone Kizer pass complete short right to Seth Devalve for 25 yards (tackle by Malik Hooker). Penalty on Seth Devalve: Offensive Pass Interference, 10 yards (no play)",1.360,0.040
1,7:56,3,13,CLE 38,0,0,DeShone Kizer sacked by John Simon for -7 yards,0.040,-1.310
1,7:18,4,20,CLE 31,0,0,"Britton Colquitt punts 51 yards, returned by Quan Bray for 8 yards (tackle by B.J. Bello)",-1.310,-0.670
1,7:07,1,10,IND 26,0,0,Jacoby Brissett sacked by Christian Kirksey and Joe Schobert for -9 yards,0.670,-1.220
1,6:27,2,19,IND 17,0,0,Jacoby Brissett pass complete short left to Kamar Aiken for 9 yards (tackle by Christian Kirksey),-1.220,-0.560
1,5:47,3,10,IND 26,0,0,Jacoby Brissett middle for 8 yards (tackle by Christian Kirksey),-0.560,-1.110
1,5:47,4,2,IND 34,0,0,"Rigoberto Sanchez punts 48 yards, out of bounds",-1.110,-0.040
1,5:01,1,10,CLE 18,0,0,DeShone Kizer pass incomplete deep left intended for Kenny Britt (defended by Pierre Desir),0.040,-0.490
1,4:56,2,10,CLE 18,0,0,DeShone Kizer pass incomplete short right intended for David Njoku,-0.490,-1.170
1,4:49,3,10,CLE 18,0,0,DeShone Kizer pass incomplete short right intended for Rashard Higgins (defended by Margus Hunt),-1.170,-2.240
1,4:44,4,10,CLE 18,0,0,"Britton Colquitt punts 52 yards, fair catch by Quan Bray",-2.240,-0.940
1,4:37,1,10,IND 30,0,0,Frank Gore middle for 7 yards (tackle by Derrick Kindred),0.940,1.340
1,4:09,2,3,IND 37,0,0,Frank Gore left tackle for 2 yards (tackle by Jamie Meder),1.340,0.890
1,3:34,3,1,IND 39,0,0,Robert Turbin middle for 2 yards (tackle by James Burgess),0.890,1.660
1,2:52,1,10,IND 41,0,0,Jacoby Brissett pass complete short left to T.Y. Hilton for 20 yards (tackle by Jabrill Peppers),1.660,2.980
1,2:21,1,10,CLE 39,0,0,Frank Gore right guard for 3 yards (tackle by Jamie Meder),2.980,2.850
1,1:48,2,7,CLE 36,0,0,Jacoby Brissett pass incomplete short middle intended for Jack Doyle,2.850,2.150
1,1:43,3,7,CLE 36,0,0,Jacoby Brissett pass complete short left to T.Y. Hilton for 31 yards (tackle by Jabrill Peppers),2.150,0.000
1,1:05,,,,,,Timeout #1 by Indianapolis Colts,0.000,-6.060
1,1:05,1,5,CLE 5,0,0,Jacoby Brissett sacked by Emmanuel Ogbah for 0 yards,6.060,5.150
1,0:34,2,5,CLE 5,0,0,Jacoby Brissett pass incomplete short right intended for Jack Doyle (defended by Ibraheim Campbell),5.150,4.260
1,0:29,3,5,CLE 5,0,6,"Jacoby Brissett right end for 5 yards, touchdown",4.260,7.000
1,0:24,,,CLE 15,0,7,Adam Vinatieri kicks extra point good,0.000,0.000
1,0:24,,,IND 35,0,7,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
1,0:24,1,10,CLE 25,0,7,Isaiah Crowell right tackle for 4 yards (tackle by Jonathan Bostic),0.610,0.600
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,CLE 29,0,7,Isaiah Crowell middle for 6 yards (tackle by Antonio Morrison and Pierre Desir),0.600,1.270
2,14:35,1,10,CLE 35,0,7,DeShone Kizer pass complete deep left to Kenny Britt for 38 yards,1.270,3.780
2,14:16,1,10,IND 27,0,7,Isaiah Crowell left end for 8 yards (tackle by Pierre Desir and Antonio Morrison),3.780,4.350
2,13:32,2,2,IND 19,6,7,"Duke Johnson left end for 19 yards, touchdown",4.350,7.000
2,13:22,,,IND 15,7,7,Zane Gonzalez kicks extra point good,0.000,0.000
2,13:22,,,CLE 35,7,7,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
2,13:22,1,10,IND 25,7,7,Frank Gore right guard for 21 yards (tackle by Jabrill Peppers),0.610,1.990
2,12:51,1,10,IND 46,7,7,Frank Gore left tackle for -1 yards (tackle by Danny Shelton),1.990,1.320
2,12:14,2,11,IND 45,7,7,Jacoby Brissett pass complete deep right to T.Y. Hilton for 25 yards (tackle by Jamar Taylor),1.320,3.580
2,11:27,1,10,CLE 30,7,7,"Jacoby Brissett pass incomplete deep right intended for T.Y. Hilton. Penalty on Nate Orchard: Roughing the Passer, 15 yards (no play)",3.580,4.580
2,11:21,1,10,CLE 15,7,7,Frank Gore right end for no gain (tackle by Joe Schobert),4.580,3.950
2,10:45,2,10,CLE 15,7,7,Jacoby Brissett pass complete short right to T.Y. Hilton for 8 yards,3.950,4.680
2,10:15,3,2,CLE 7,7,13,"Jacoby Brissett left end for 7 yards, touchdown",4.680,7.000
2,10:06,,,CLE 15,7,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,10:06,,,IND 35,7,14,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,10:06,1,10,CLE 25,7,14,DeShone Kizer pass incomplete short right intended for Kenny Britt,0.610,0.060
2,10:01,2,10,CLE 25,7,14,Isaiah Crowell middle for 1 yard (tackle by Jonathan Bostic),0.060,-0.490
2,9:15,3,9,CLE 26,7,14,DeShone Kizer pass complete deep right to Seth Devalve for 20 yards (tackle by Malik Hooker),-0.490,1.990
2,8:39,1,10,CLE 46,7,14,Duke Johnson middle for 4 yards (tackle by Jonathan Bostic and Antonio Morrison),1.990,0.000
2,7:57,,,,,,Timeout #1 by Cleveland Browns,0.000,-1.990
2,7:57,2,6,,7,14,DeShone Kizer for 3 yards (tackle by Jonathan Bostic),1.990,1.690
2,7:25,3,3,IND 47,7,14,DeShone Kizer pass incomplete short right intended for Rashard Higgins (defended by Nate Hairston),1.690,0.130
2,7:20,4,3,IND 47,7,14,Britton Colquitt punts 44 yards,0.130,0.380
2,7:11,1,10,IND 3,7,14,Robert Turbin left tackle for -2 yards (tackle by Derrick Kindred),-0.380,0.000
2,6:40,,,,,,Timeout #2 by Indianapolis Colts,0.000,0.930
2,6:40,2,12,IND 1,7,14,Jacoby Brissett pass complete deep left to Donte Moncrief for 34 yards (tackle by Jabrill Peppers and Jason McCourty),-0.930,1.270
2,6:10,1,10,IND 35,7,14,Frank Gore middle for 4 yards (tackle by Emmanuel Ogbah),1.270,1.260
2,5:32,2,6,IND 39,7,14,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton (defended by Carl Nassib),1.260,0.560
2,5:27,3,6,IND 39,7,20,"Jacoby Brissett pass complete short right to T.Y. Hilton for 61 yards, touchdown",0.560,7.000
2,5:14,,,CLE 15,7,21,Adam Vinatieri kicks extra point good,0.000,0.000
2,5:14,,,IND 35,7,21,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,5:14,1,10,CLE 25,7,21,DeShone Kizer pass incomplete deep left intended for David Njoku,0.610,0.060
2,5:08,2,10,CLE 25,7,21,Isaiah Crowell right end for 1 yard (tackle by Tarell Basham),0.060,-0.490
2,4:27,3,9,CLE 26,7,21,DeShone Kizer pass incomplete deep middle intended for Rashard Higgins,-0.490,-1.630
2,4:19,4,9,CLE 26,7,21,"Penalty on B.J. Bello: False Start, 5 yards (no play)",-1.630,-1.960
2,4:19,4,14,CLE 21,7,21,"Britton Colquitt punts 52 yards, returned by Quan Bray for 13 yards (tackle by Charley Hughlett). Penalty on James Burgess: Unnecessary Roughness, 15 yards",-1.960,-2.590
2,4:07,1,10,CLE 45,7,21,Frank Gore middle for no gain (tackle by James Burgess and Danny Shelton),2.590,2.040
2,3:32,2,10,CLE 45,7,21,"Jacoby Brissett pass incomplete deep right intended for T.Y. Hilton. Penalty on Jabrill Peppers: Defensive Pass Interference, 34 yards (no play)",2.040,4.840
2,3:25,1,10,CLE 11,7,21,Frank Gore middle for 7 yards (tackle by Derrick Kindred and Carl Nassib),4.840,5.470
2,2:46,2,3,CLE 4,7,27,"Frank Gore middle for 4 yards, touchdown",5.470,7.000
2,2:41,,,CLE 15,7,28,Adam Vinatieri kicks extra point good,0.000,0.000
2,2:41,,,IND 35,7,28,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,2:41,1,10,CLE 25,7,28,DeShone Kizer pass complete short middle to Kevin Zeitler for -4 yards (tackle by John Simon),0.610,-0.480
2,2:15,2,14,CLE 21,7,28,DeShone Kizer pass complete short left to Kenny Britt for 5 yards (tackle by Jonathan Bostic and Pierre Desir),-0.480,-0.490
2,2:00,3,9,CLE 26,7,28,"DeShone Kizer pass incomplete short left intended for Seth Devalve. Penalty on Darius Butler: Defensive Pass Interference, 15 yards (no play)",-0.490,1.660
2,1:54,1,10,CLE 41,7,28,DeShone Kizer pass incomplete deep left intended for Ricardo Louis,1.660,1.120
2,1:50,2,10,CLE 41,7,28,DeShone Kizer pass complete short right to Kasen Williams for 10 yards (tackle by Rashaan Melvin),1.120,2.320
2,1:27,1,10,IND 49,7,28,DeShone Kizer pass complete short left to Duke Johnson for 8 yards (tackle by Antonio Morrison),2.320,2.860
2,1:13,2,2,IND 41,7,28,DeShone Kizer pass incomplete deep middle intended for Kenny Britt,2.860,0.000
2,1:13,,,,,,Timeout #2 by Cleveland Browns,0.000,-2.150
2,1:09,3,2,IND 41,7,28,Isaiah Crowell for 4 yards (tackle by Nate Hairston),2.150,3.120
2,1:04,1,10,IND 37,7,28,DeShone Kizer pass complete short right to Seth Devalve for 9 yards (tackle by Jeremiah George),3.120,3.790
2,0:44,2,1,IND 28,7,28,DeShone Kizer pass complete deep right to Jordan Leslie for 26 yards (tackle by Rashaan Melvin),3.790,0.000
2,0:36,,,,,,Timeout #2 by Cleveland Browns,0.000,-6.740
2,0:36,1,2,IND 2,7,28,"DeShone Kizer pass incomplete short right intended for Isaiah Crowell. Penalty on Malik Hooker: Roughing the Passer, 1 yards (no play)",6.740,6.970
2,0:32,1,1,IND 1,13,28,"DeShone Kizer pass complete short left to David Njoku for 1 yard, touchdown",6.970,7.000
2,0:27,,,IND 15,14,28,Zane Gonzalez kicks extra point good,0.000,0.000
2,0:27,,,CLE 35,14,28,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
2,0:27,1,10,IND 25,14,28,Jacoby Brissett kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,14,28,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,IND 25,14,28,Frank Gore right tackle for no gain (tackle by Danny Shelton and Emmanuel Ogbah),0.610,0.060
3,14:25,2,10,IND 25,14,28,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",0.060,-0.610
3,14:01,2,15,IND 20,14,28,Jacoby Brissett pass complete short right to Frank Gore for no gain,-0.610,-1.290
3,13:26,3,15,IND 20,14,28,Robert Turbin right tackle for 5 yards (tackle by Joe Schobert),-1.290,-1.700
3,12:55,4,10,IND 25,14,28,"Rigoberto Sanchez punts 48 yards, returned by Jabrill Peppers for no gain. Penalty on Kenny Moore: Unsportsmanlike Conduct, 15 yards",-1.700,-1.730
3,12:47,1,10,CLE 42,14,28,Isaiah Crowell right tackle for 1 yard (tackle by Malik Hooker and John Simon),1.730,1.320
3,12:07,2,9,CLE 43,14,28,"DeShone Kizer sacked by Matthias Farley for -6 yards. Penalty on Rashaan Melvin: Defensive Holding, 5 yards (no play)",1.320,2.130
3,11:34,1,10,CLE 48,14,28,"DeShone Kizer for no gain. DeShone Kizer fumbles, recovered by Duke Johnson at CLE-46",2.130,1.310
3,10:54,2,12,CLE 46,14,28,DeShone Kizer pass complete short right to Duke Johnson for 3 yards (tackle by Jonathan Bostic),1.310,1.020
3,10:09,3,9,CLE 49,14,28,DeShone Kizer pass complete short middle to Duke Johnson for 23 yards (tackle by Pierre Desir),1.020,3.710
3,9:24,1,10,IND 28,14,28,DeShone Kizer pass incomplete short left intended for Kenny Britt,3.710,3.170
3,9:20,2,10,IND 28,14,28,DeShone Kizer pass complete short left to David Njoku for 11 yards (tackle by Jonathan Bostic),3.170,4.440
3,8:39,1,10,IND 17,14,28,DeShone Kizer pass incomplete short right intended for Kasen Williams is intercepted by Rashaan Melvin at IND-3 and returned for 7 yards,4.440,0.380
3,8:27,1,10,IND 10,14,28,Frank Gore middle for no gain (tackle by Nate Orchard and Derrick Kindred),-0.380,-0.780
3,7:52,2,10,IND 10,14,28,Jacoby Brissett pass complete short left to Robert Turbin for 2 yards (tackle by Jason McCourty),-0.780,-1.190
3,7:06,3,8,IND 12,14,28,Jacoby Brissett pass complete short right to Donte Moncrief for 10 yards (tackle by Jamar Taylor),-1.190,0.410
3,6:25,1,10,IND 22,14,28,Frank Gore right tackle for -3 yards (tackle by Larry Ogunjobi and Nate Orchard),0.410,-0.600
3,5:47,2,13,IND 19,14,28,Jacoby Brissett pass incomplete short left intended for Jack Doyle (defended by Christian Kirksey),-0.600,-1.290
3,5:33,3,13,IND 19,14,28,Jacoby Brissett pass incomplete short middle intended for Robert Turbin,-1.290,-2.140
3,5:28,4,13,IND 19,14,28,"Rigoberto Sanchez punts 51 yards, out of bounds",-2.140,-0.940
3,5:21,1,10,CLE 30,14,28,Isaiah Crowell middle for 3 yards (tackle by Johnathan Hankins and Henry Anderson),0.940,0.800
3,4:47,2,7,CLE 33,14,28,DeShone Kizer pass incomplete short left intended for Ricardo Louis,0.800,0.100
3,4:42,3,7,CLE 33,14,28,"DeShone Kizer pass complete short right to Seth Devalve for 17 yards (tackle by Matthias Farley). Penalty on Rashard Higgins: Offensive Pass Interference, 10 yards (no play)",0.100,-1.220
3,4:12,3,17,CLE 23,14,28,DeShone Kizer middle for 8 yards (tackle by John Simon),-1.220,-1.310
3,3:38,4,9,CLE 31,14,28,"Britton Colquitt punts 48 yards, returned by Quan Bray for -5 yards (tackle by B.J. Bello)",-1.310,0.140
3,3:26,1,10,IND 16,14,28,Jacoby Brissett pass incomplete deep right intended for Donte Moncrief,-0.140,-0.660
3,3:19,2,10,IND 16,14,28,Matt Jones middle for 3 yards (tackle by Carl Nassib and Danny Shelton),-0.660,-0.950
3,2:40,3,7,IND 19,14,28,Jacoby Brissett pass complete deep right to Quan Bray for 22 yards (tackle by Ibraheim Campbell),-0.950,1.660
3,1:52,1,10,IND 41,14,28,Jacoby Brissett middle for -5 yards (tackle by Carl Nassib),1.660,0.450
3,1:13,2,15,IND 36,14,28,"Jacoby Brissett pass complete short left to Jack Doyle for 5 yards (tackle by James Burgess). Jack Doyle fumbles (forced by James Burgess), recovered by Christian Kirksey at IND-44 (tackle by Matt Hazel)",0.450,-2.650
3,1:01,1,10,IND 44,14,28,DeShone Kizer pass complete short left to Randall Telfer for 4 yards (tackle by Barkevious Mingo),2.650,2.650
3,0:28,2,6,IND 40,14,28,"DeShone Kizer pass incomplete short right intended for Rashard Higgins. Penalty on Rashard Higgins: Offensive Pass Interference, 10 yards (no play)",2.650,1.300
3,0:22,2,16,,14,28,DeShone Kizer pass incomplete deep right intended for Kenny Britt is intercepted by Rashaan Melvin at IND-31 and returned for 21 yards,1.300,-2.390
3,0:11,1,10,CLE 48,14,28,Jacoby Brissett pass complete short left to Darrell Daniels for 6 yards (tackle by Jason McCourty),2.390,2.660
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,CLE 42,14,28,Frank Gore middle for 2 yards (tackle by Jamie Meder),2.660,2.210
4,14:18,3,2,CLE 40,14,28,Jacoby Brissett pass incomplete short left intended for T.Y. Hilton (defended by Jason McCourty),2.210,0.590
4,14:14,4,2,CLE 40,14,28,"Penalty on Derrick Kindred: Neutral Zone Infraction, 5 yards (no play)",0.590,3.250
4,14:14,1,10,CLE 35,14,28,Frank Gore right tackle for 4 yards (tackle by Emmanuel Ogbah and Joe Schobert),3.250,3.240
