Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,IND 25,0,0,Anthony Richardson pass complete short right to Josh Downs for 2 yards (tackle by Andre Cisco and Tre Herndon),0.610,0.330
1,14:30,2,8,IND 27,0,0,Anthony Richardson pass incomplete short right intended for Andrew Ogletree,0.330,-0.360
1,14:26,3,8,IND 27,0,0,Anthony Richardson sacked by Josh Allen for -2 yards,-0.360,-1.700
1,13:41,4,10,IND 25,0,0,Rigoberto Sanchez punts 38 yards out of bounds,-1.700,-1.400
1,13:35,1,10,JAX 37,0,0,Trevor Lawrence pass incomplete short middle intended for Zay Jones (defended by Zaire Franklin),1.400,0.860
1,13:32,2,10,JAX 37,0,0,Trevor Lawrence pass complete short right to Evan Engram for 6 yards (tackle by Shaquille Leonard),0.860,0.960
1,12:56,3,4,JAX 43,0,0,Trevor Lawrence pass incomplete short right intended for Calvin Ridley,0.960,-0.520
1,12:52,4,2,JAX 43,0,0,Logan Cooke punts 51 yards downed by Daniel Thomas,-0.520,0.380
1,12:42,1,10,IND 6,0,0,Deon Jackson up the middle for 2 yards (tackle by Josh Allen and Travon Walker),-0.380,-0.630
1,12:06,2,8,IND 8,0,0,Anthony Richardson pass complete short left to Josh Downs for 6 yards (tackle by Tyson Campbell),-0.630,-0.480
1,11:25,3,2,IND 14,0,0,Deon Jackson up the middle for 1 yard (tackle by Andre Cisco),-0.480,-2.440
1,10:32,4,1,IND 15,0,0,Rigoberto Sanchez punts 46 yards out of bounds,-2.440,-1.530
1,10:25,1,10,JAX 39,0,0,Travis Etienne up the middle for no gain (tackle by Grover Stewart),1.530,0.990
1,9:46,2,10,JAX 39,0,0,Trevor Lawrence pass complete short left to Christian Kirk for 9 yards,0.990,1.490
1,9:11,3,1,JAX 48,0,0,Trevor Lawrence right end for 3 yards (tackle by DeForest Buckner),1.490,2.320
1,8:32,1,10,IND 49,0,0,Trevor Lawrence pass complete deep left to Calvin Ridley for 24 yards (tackle by Dallis Flowers),2.320,3.910
1,8:05,1,10,IND 25,0,0,Trevor Lawrence pass complete short right to Calvin Ridley for 5 yards (tackle by Kenny Moore),3.910,4.040
1,7:30,2,5,IND 20,0,0,Travis Etienne up the middle for 8 yards (tackle by Zaire Franklin and Julian Blackmon),4.040,4.780
1,6:52,1,10,IND 12,0,0,Jamal Agnew left end for no gain (tackle by Zaire Franklin),4.780,4.100
1,6:14,2,10,IND 12,0,0,Trevor Lawrence pass complete short right to Calvin Ridley for 3 yards (tackle by Kwity Paye and Zaire Franklin),4.100,3.700
1,5:26,3,7,IND 9,6,0,"Trevor Lawrence pass complete short left to Calvin Ridley for 9 yards, touchdown",3.700,7.000
1,5:18,,,IND 15,7,0,Brandon McManus kicks extra point good,0.000,0.000
1,5:18,,,JAX 35,7,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,5:18,1,10,IND 25,7,0,Deon Jackson up the middle for 1 yard (tackle by Foyesade Oluokun),0.610,0.200
1,4:41,2,9,IND 26,7,0,Anthony Richardson pass complete short right to Kylen Granson for 11 yards (tackle by Rayshawn Jenkins and Andre Cisco),0.200,1.400
1,4:11,1,10,IND 37,7,0,Deon Jackson right end for no gain (tackle by Travon Walker and Jeremiah Ledbetter),1.400,0.860
1,3:33,2,10,IND 37,7,0,Anthony Richardson pass complete short right to Deon Jackson for 8 yards (tackle by Josh Allen),0.860,1.220
1,2:53,3,2,IND 45,7,0,Anthony Richardson pass complete short right to Kylen Granson for 7 yards,1.220,2.390
1,2:17,1,10,JAX 48,7,0,Anthony Richardson left end for 12 yards (tackle by Foyesade Oluokun),2.390,3.180
1,1:48,1,10,JAX 36,7,0,Deon Jackson right tackle for 1 yard (tackle by Travon Walker),3.180,2.770
1,1:09,2,9,JAX 35,7,0,Anthony Richardson pass complete short middle to Josh Downs for 22 yards (tackle by Rayshawn Jenkins),2.770,4.710
1,0:44,1,10,JAX 13,7,0,Deon Jackson up the middle for 7 yards (tackle by Travon Walker),4.710,5.340
1,0:21,2,3,JAX 6,7,0,Deon Jackson left guard for 4 yards (tackle by Roy Robertson-Harris and Travon Walker),5.340,6.740
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,2,JAX 2,7,6,"Anthony Richardson up the middle for 2 yards, touchdown",6.740,7.000
2,14:57,,,JAX 15,7,7,Matt Gay kicks extra point good,0.000,0.000
2,14:57,,,IND 35,7,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,14:57,1,10,JAX 25,7,7,Travis Etienne left end for 8 yards (tackle by Dallis Flowers),0.610,1.140
2,14:15,2,2,JAX 33,7,7,"Trevor Lawrence pass complete to Calvin Ridley for no gain. Calvin Ridley fumbles (forced by E.J. Speed), recovered by E.J. Speed at JAC-49 Replay Assistant challenged the fumble ruling, and the original play was overturned. Trevor Lawrence pass complete short right to Calvin Ridley for 14 yards. Calvin Ridley fumbles (forced by E.J. Speed)",1.140,2.060
2,13:47,1,10,JAX 47,7,7,"Travis Etienne up the middle for 6 yards (tackle by Zaire Franklin and E.J. Speed). Penalty on DeForest Buckner: Defensive Holding, 5 yards (accepted)",2.060,2.790
2,13:19,1,10,IND 42,7,7,"Trevor Lawrence pass short right intended for Tank Bigsby is intercepted by Tony Brown at IND-41 and returned for 34 yards (tackle by Tank Bigsby). Penalty on Tank Bigsby: Illegal Shift, 5 yards (declined)",2.790,-3.910
2,13:08,1,10,JAX 25,7,7,Anthony Richardson left end for 3 yards (tackle by Andre Cisco),3.910,3.770
2,12:45,2,7,JAX 22,7,7,Anthony Richardson left end for 4 yards (tackle by Foyesade Oluokun),3.770,3.660
2,12:16,3,3,JAX 18,7,7,Deon Jackson up the middle for 2 yards (tackle by Folorunso Fatukasi),3.660,2.530
2,11:58,4,1,JAX 16,7,7,Anthony Richardson up the middle for no gain (tackle by Roy Robertson-Harris),2.530,0.140
2,11:55,1,10,JAX 16,7,7,Tank Bigsby right tackle for 3 yards (tackle by Kenny Moore),-0.140,-0.180
2,11:38,2,7,JAX 19,7,7,Tank Bigsby up the middle for 3 yards (tackle by Zaire Franklin and Kwity Paye),-0.180,-0.570
2,11:01,3,4,JAX 22,7,7,Tank Bigsby up the middle for -2 yards (tackle by DeForest Buckner),-0.570,-2.030
2,10:26,4,6,JAX 20,7,7,"Logan Cooke punts 44 yards, returned by Isaiah McKenzie for 16 yards (tackle by Caleb Johnson)",-2.030,-2.390
2,10:16,1,10,JAX 48,7,7,Anthony Richardson scrambles right end for 4 yards (tackle by Rayshawn Jenkins),2.390,2.390
2,9:44,2,6,JAX 44,7,7,Anthony Richardson pass incomplete short left intended for Josh Downs (defended by Tre Herndon),2.390,1.690
2,9:40,3,6,JAX 44,7,7,"Penalty on Alec Pierce: False Start, 5 yards (accepted) (no play)",1.690,1.030
2,9:40,3,11,JAX 49,7,7,Anthony Richardson pass complete short right to Deon Jackson for 7 yards (tackle by Tyson Campbell and Foyesade Oluokun),1.030,0.460
2,8:54,4,4,JAX 42,7,7,Anthony Richardson pass incomplete short right intended for Michael Pittman (defended by Adam Gotsis),0.460,-1.800
2,8:51,1,10,JAX 43,7,7,Trevor Lawrence pass complete short right to Travis Etienne for 5 yards (tackle by Julian Blackmon and Shaquille Leonard),1.800,1.930
2,8:15,2,5,JAX 48,7,7,Travis Etienne right guard for 4 yards (tackle by Zaire Franklin),1.930,1.750
2,7:42,3,1,IND 48,7,7,Tank Bigsby right tackle for 1 yard (tackle by Grover Stewart),1.750,2.460
2,7:03,1,10,IND 47,7,7,Travis Etienne right guard for 2 yards (tackle by E.J. Speed),2.460,2.180
