Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Travis Etienne,JAX,18,77,1,4,33,1.8,44,2.4,5,3.6
Tank Bigsby,JAX,7,13,1,3,5,0.7,8,1.1,2,3.5
Trevor Lawrence,JAX,7,21,0,2,19,2.7,2,0.3,0,
Jamal Agnew,JAX,2,-2,0,,-2,-1.0,0,0.0,0,
D'Ernest Johnson,JAX,1,-4,0,,-4,-4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Deon Jackson,IND,13,14,0,1,2,0.2,12,0.9,0,
Anthony Richardson,IND,10,40,1,3,25,2.5,15,1.5,0,
Jake Funk,IND,2,10,0,0,10,5.0,0,0.0,0,
Evan Hull,IND,1,1,0,,1,1.0,0,0.0,0,
