Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
2,9:24,3,5,NYG 43,0,7,Daniel Jones pass complete short right to Darius Slayton for 5 yards (tackle by Michael Jackson),0.890,2.130
2,8:41,1,10,NYG 48,0,7,"Penalty on Tyre Phillips: False Start, 5 yards (accepted) (no play)",2.130,1.800
2,8:21,1,15,NYG 43,0,7,Daniel Jones scrambles left end for 6 yards (tackle by Jordyn Brooks),1.800,1.720
2,7:37,2,9,NYG 49,0,7,Saquon Barkley right guard for no gain (tackle by Jordyn Brooks),1.720,1.020
2,6:56,3,9,NYG 49,0,7,Daniel Jones pass incomplete short right intended for Tanner Hudson (defended by Michael Jackson),1.020,-0.130
2,6:47,4,9,NYG 49,0,7,Jamie Gillan punts 49 yards downed by Justin Layne,-0.130,0.380
2,6:37,1,10,SEA 2,0,7,"Geno Smith pass complete to Tyler Lockett for 1 yard. Tyler Lockett fumbles (forced by Adoree' Jackson), recovered by Adoree' Jackson at SEA-3 and returned for 1 yard (tackle by Tyler Lockett)",-0.380,-6.740
2,6:30,1,2,SEA 2,0,7,Saquon Barkley up the middle for 1 yard (tackle by Bruce Irvin and Al Woods),6.740,5.910
2,5:55,2,1,SEA 1,6,7,"Saquon Barkley for 1 yard, touchdown",5.910,7.000
2,5:51,,,SEA 15,7,7,Graham Gano kicks extra point good,0.000,0.000
2,5:51,,,NYG 35,7,7,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,5:51,1,10,SEA 25,7,7,Kenneth Walker left guard for 3 yards (tackle by Leonard Williams),0.610,0.470
2,5:15,2,7,SEA 28,7,7,Geno Smith pass complete short right to D.K. Metcalf for 7 yards (tackle by Adoree' Jackson),0.470,1.270
2,4:36,1,10,SEA 35,7,7,Geno Smith sacked by Leonard Williams for -7 yards,1.270,-0.220
2,3:57,2,17,SEA 28,7,7,Travis Homer right guard for 7 yards (tackle by Tomon Fox),-0.220,0.040
2,3:13,3,10,SEA 35,7,7,Geno Smith sacked by Xavier McKinney for -8 yards,0.040,-1.570
2,2:39,4,18,SEA 27,7,7,"Michael Dickson punts 49 yards, returned by Richie James for -3 yards. Richie James fumbles (forced by Will Dissly), recovered by Joey Blount at NYG-19",-1.570,4.310
2,2:23,1,10,NYG 19,7,7,Geno Smith pass complete short middle to D'Wayne Eskridge for 3 yards (tackle by Adoree' Jackson and Julian Love),4.310,4.180
2,2:00,2,7,NYG 16,7,7,"Kenneth Walker right guard for no gain (tackle by Leonard Williams). Penalty on D'Wayne Eskridge: Illegal Formation, 5 yards (accepted) (no play)",4.180,3.490
2,1:53,2,12,NYG 21,7,7,Geno Smith pass incomplete deep left intended for Tyler Lockett,3.490,2.810
2,1:47,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:47,3,12,NYG 21,7,7,Geno Smith pass complete short left to Marquise Goodwin for 4 yards (tackle by Adoree' Jackson),2.810,2.310
2,1:42,4,8,NYG 17,7,10,Jason Myers 35 yard field goal good,2.310,3.000
2,1:38,,,SEA 35,7,10,"Jason Myers kicks off 65 yards, returned by Gary Brightwell for 23 yards (tackle by DeeJay Dallas and Justin Coleman)",0.000,0.480
2,1:31,1,10,NYG 23,7,10,Daniel Jones left end for 3 yards (tackle by Quandre Diggs),0.480,0.340
2,0:48,2,7,NYG 26,7,10,Saquon Barkley up the middle for 5 yards (tackle by Shelby Harris),0.340,0.300
2,0:21,3,2,NYG 31,7,10,Daniel Jones sacked by Boye Mafe for -8 yards,0.300,-1.830
2,0:18,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:18,4,10,NYG 23,7,10,"Jamie Gillan punts 52 yards, fair catch by DeeJay Dallas at SEA-25",-1.830,-0.610
2,0:10,1,10,SEA 25,7,10,Geno Smith kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,7,10,"Jason Myers kicks off 62 yards, returned by Gary Brightwell for 13 yards (tackle by Cullen Gillaspia). Penalty on Matt Breida: Illegal Block Above the Waist, 8 yards (accepted)",0.000,-0.380
3,14:54,1,10,NYG 8,7,10,Saquon Barkley right end for 2 yards (tackle by Coby Bryant),-0.380,-0.630
3,14:15,2,8,NYG 10,7,10,Saquon Barkley right end for 15 yards (tackle by Coby Bryant),-0.630,0.610
3,13:35,1,10,NYG 25,7,10,Matt Breida left tackle for 2 yards (tackle by Cody Barton and Shelby Harris),0.610,0.330
3,12:54,2,8,NYG 27,7,10,Daniel Jones pass complete short right to David Sills for 5 yards (tackle by Michael Jackson),0.330,0.300
3,12:08,3,3,NYG 32,7,10,"Daniel Jones sacked by Bruce Irvin for no gain. Penalty on Bruce Irvin: Defensive Offside, 5 yards (accepted) (no play)",0.300,1.400
3,11:56,1,10,NYG 37,7,10,Saquon Barkley right guard for 4 yards (tackle by Uchenna Nwosu),1.400,1.400
3,11:15,2,6,NYG 41,7,10,Saquon Barkley right guard for -1 yards (tackle by Uchenna Nwosu and Boye Mafe),1.400,0.560
3,10:26,3,7,NYG 40,7,10,"Penalty on NYG: Delay of Game, 5 yards (accepted) (no play)",0.560,-0.100
3,10:02,3,12,NYG 35,7,10,Daniel Jones pass complete deep right to Darius Slayton for 18 yards (tackle by Michael Jackson),-0.100,2.460
3,9:34,1,10,SEA 47,7,10,Matt Breida right guard for 3 yards (tackle by Jordyn Brooks),2.460,2.320
3,9:05,2,7,SEA 44,7,10,Daniel Jones pass complete deep middle to Darius Slayton for 16 yards (tackle by Coby Bryant),2.320,3.710
3,8:19,1,10,SEA 28,7,10,Daniel Jones pass complete short left to Saquon Barkley for 12 yards (tackle by Cody Barton),3.710,4.510
3,7:39,1,10,SEA 16,7,10,Daniel Jones scrambles up the middle for 2 yards (tackle by Uchenna Nwosu),4.510,4.210
3,6:58,2,8,SEA 14,7,10,Daniel Jones right guard for 1 yard (tackle by Ryan Neal),4.210,3.540
3,6:13,3,7,SEA 13,7,10,Daniel Jones pass incomplete short left intended for Wan'Dale Robinson (defended by Tariq Woolen),3.540,2.570
3,6:08,4,7,SEA 13,10,10,Graham Gano 31 yard field goal good,2.570,3.000
3,6:04,,,NYG 35,10,10,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,6:04,1,10,SEA 25,10,10,Kenneth Walker right guard for 3 yards (tackle by Fabian Moreau),0.610,0.470
3,5:43,2,7,SEA 28,10,10,Kenneth Walker left guard for 10 yards (tackle by Jaylon Smith),0.470,1.470
3,5:04,1,10,SEA 38,10,10,Geno Smith pass complete short middle to Travis Homer for 21 yards (tackle by Julian Love),1.470,2.850
3,4:17,1,10,NYG 41,10,10,Geno Smith pass complete short right to Colby Parkinson for 5 yards (tackle by Julian Love and Nick McCloud),2.850,2.980
3,3:34,2,5,NYG 36,10,10,Travis Homer right tackle for 3 yards (tackle by Tomon Fox),2.980,2.680
3,2:53,3,2,NYG 33,10,10,Geno Smith pass incomplete deep right intended for Tyler Lockett,2.680,1.200
3,2:47,4,2,NYG 33,10,13,Jason Myers 51 yard field goal good,1.200,3.000
3,2:42,,,SEA 35,10,13,"Jason Myers kicks off 64 yards, returned by Gary Brightwell for 27 yards (tackle by Dareke Young)",0.000,0.810
3,2:36,1,10,NYG 28,10,13,Saquon Barkley left guard for -1 yards (tackle by Ryan Neal),0.810,0.130
3,1:59,2,11,NYG 27,10,13,Daniel Jones pass incomplete deep left intended for Saquon Barkley,0.130,-0.560
3,1:52,3,11,NYG 27,10,13,Daniel Jones pass complete short middle to Darius Slayton for 21 yards (tackle by Josh Jones),-0.560,2.130
3,1:18,1,10,NYG 48,10,13,Saquon Barkley right guard for 2 yards (tackle by Quandre Diggs),2.130,1.850
3,0:39,2,8,NYG 50,10,13,Saquon Barkley right end for -1 yards (tackle by Coby Bryant),1.850,1.020
Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,NYG 49,10,13,Daniel Jones pass complete short left to Chris Myarick for 10 yards (tackle by Quandre Diggs),1.020,2.850
4,14:15,1,10,SEA 41,10,13,Saquon Barkley up the middle for 2 yards (tackle by Poona Ford and Al Woods),2.850,2.580
4,13:37,2,8,SEA 39,10,13,Saquon Barkley left end for 10 yards (tackle by Tariq Woolen),2.580,3.640
4,12:53,1,10,SEA 29,10,13,Saquon Barkley up the middle for -8 yards (tackle by Bruce Irvin),3.640,2.020
4,12:11,2,18,SEA 37,10,13,Daniel Jones pass incomplete deep left intended for Matt Breida,2.020,1.360
4,12:01,3,18,SEA 37,10,13,Daniel Jones pass complete to Matt Breida for 10 yards (tackle by Tariq Woolen and Shelby Harris),1.360,1.670
4,11:24,4,8,SEA 27,13,13,Graham Gano 45 yard field goal good,1.670,3.000
4,11:17,,,NYG 35,13,13,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,11:17,1,10,SEA 25,13,13,Geno Smith pass complete short left to D.K. Metcalf for 11 yards (tackle by Fabian Moreau),0.610,1.330
4,10:42,1,10,SEA 36,13,13,Geno Smith pass complete short left to Marquise Goodwin for 6 yards (tackle by Adoree' Jackson),1.330,1.600
4,10:12,2,4,SEA 42,13,13,Geno Smith pass complete short left to Tyler Lockett for 12 yards (tackle by Fabian Moreau),1.600,2.520
4,9:46,1,10,NYG 46,13,13,Geno Smith pass complete short left to D.K. Metcalf for 13 yards (tackle by Fabian Moreau),2.520,3.380
4,9:24,1,10,NYG 33,13,19,"Geno Smith pass complete to Tyler Lockett for 33 yards, touchdown",3.380,7.000
4,9:18,,,NYG 15,13,20,Jason Myers kicks extra point good,0.000,0.000
4,9:18,,,SEA 35,13,20,"Jason Myers kicks off 66 yards, touchback.",0.000,0.610
4,9:18,1,10,NYG 25,13,20,Daniel Jones pass incomplete deep right intended for David Sills,0.610,0.060
4,9:10,2,10,NYG 25,13,20,Saquon Barkley left guard for 1 yard (tackle by Jordyn Brooks),0.060,-0.490
4,8:32,3,9,NYG 26,13,20,Daniel Jones scrambles right end for 5 yards (tackle by Shelby Harris),-0.490,-1.310
4,7:46,4,4,NYG 31,13,20,"Jamie Gillan punts 69 yards, touchback.",-1.310,-0.280
4,7:33,1,10,SEA 20,13,20,Kenneth Walker right guard for no gain (tackle by Tomon Fox and Jaylon Smith),0.280,-0.270
4,7:08,2,10,SEA 20,13,20,Geno Smith scrambles up the middle for 4 yards (tackle by Micah McFadden and Jaylon Smith),-0.270,-0.430
4,6:24,3,6,SEA 24,13,20,Geno Smith pass incomplete deep left intended for D.K. Metcalf,-0.430,-1.770
4,6:18,4,6,SEA 24,13,20,"Michael Dickson punts 55 yards, returned by Richie James for 9 yards. Richie James fumbles (forced by Travis Homer) (tackle by Joey Blount), recovered by Will Dissly at NYG-32",-1.770,3.450
4,6:04,1,10,NYG 32,13,20,Geno Smith pass complete short right to Noah Fant for 16 yards (tackle by Nick McCloud),3.450,4.510
4,5:29,1,10,NYG 16,13,26,"Kenneth Walker left end for 16 yards, touchdown",4.510,7.000
4,5:22,,,NYG 15,13,27,Jason Myers kicks extra point good,0.000,0.000
4,5:22,,,SEA 35,13,27,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,5:22,1,10,NYG 25,13,27,Daniel Jones left guard for 3 yards (tackle by Cody Barton),0.610,0.470
4,5:04,2,7,NYG 28,13,27,Daniel Jones pass complete short right to Tanner Hudson for 27 yards (tackle by Tariq Woolen),0.470,2.590
4,4:38,1,10,SEA 45,13,27,Daniel Jones pass complete short right to Saquon Barkley for no gain (tackle by Michael Jackson),2.590,2.040
4,4:29,2,10,SEA 45,13,27,Daniel Jones pass incomplete short right intended for Saquon Barkley,2.040,1.360
4,4:24,3,10,SEA 45,13,27,Daniel Jones pass complete to Tanner Hudson for 13 yards (tackle by Ryan Neal),1.360,3.450
4,3:51,1,10,SEA 32,13,27,Daniel Jones pass complete short left to Wan'Dale Robinson for 9 yards (tackle by Jordyn Brooks),3.450,4.120
4,3:26,2,1,SEA 23,13,27,"Daniel Jones sacked by Uchenna Nwosu for -6 yards. Daniel Jones fumbles (forced by Uchenna Nwosu), recovered by Daniel Jones at SEA-29",4.120,2.610
4,2:43,3,7,SEA 29,13,27,Daniel Jones pass incomplete deep middle intended for Darius Slayton,2.610,1.500
4,2:38,4,7,SEA 29,13,27,Daniel Jones pass incomplete short middle intended for Marcus Johnson (defended by Cody Barton),1.500,-0.870
4,2:32,1,10,SEA 29,13,27,Kenneth Walker up the middle for 4 yards (tackle by Leonard Williams and Tomon Fox),0.870,0.870
4,2:27,,,,,,Timeout #1 by New York Giants,,
4,2:27,2,6,SEA 33,13,27,Kenneth Walker for -2 yards (tackle by Tomon Fox),0.870,-0.100
4,2:22,,,,,,Timeout #2 by New York Giants,,
4,2:22,3,8,SEA 31,13,27,Geno Smith scrambles right guard for 14 yards (tackle by Julian Love),-0.100,1.930
4,2:11,1,10,SEA 45,13,27,"Penalty on SEA: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",1.930,0.940
4,2:11,1,10,SEA 30,13,27,Kenneth Walker right guard for 1 yard (tackle by Leonard Williams and Jaylon Smith),0.940,0.530
4,2:07,,,,,,Timeout #3 by New York Giants,,
4,2:07,2,9,SEA 31,13,27,Kenneth Walker for 2 yards (tackle by Dexter Lawrence and Elerson Smith),0.530,0.100
4,2:00,3,7,SEA 33,13,27,Kenneth Walker left end for -3 yards (tackle by Tomon Fox),0.100,-1.370
4,1:15,,,,,,Timeout #1 by Seattle Seahawks,,
4,1:15,4,10,SEA 30,13,27,"Michael Dickson punts 57 yards, returned by Darnay Holmes for no gain (tackle by Dareke Young)",-1.370,0.320
4,1:07,1,10,NYG 13,13,27,Daniel Jones pass incomplete short right intended for Marcus Johnson,-0.320,-0.770
4,1:03,2,10,NYG 13,13,27,Daniel Jones pass incomplete intended for Marcus Johnson (defended by L.J. Collier),-0.770,-1.420
4,0:58,3,10,NYG 13,13,27,Daniel Jones pass complete short right to Tanner Hudson for 18 yards (tackle by Michael Jackson),-1.420,1.000
4,0:50,1,10,NYG 31,13,27,Daniel Jones pass incomplete short middle intended for Marcus Johnson (defended by Michael Jackson),1.000,0.460
4,0:45,2,10,NYG 31,13,27,Daniel Jones sacked by Uchenna Nwosu for -7 yards,0.460,-1.150
4,0:19,3,17,NYG 24,13,27,Daniel Jones sacked by Poona Ford for -8 yards,-1.150,-2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
