#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DEN 33,6,3:14,53,Interception
2,1,10:48,DEN 37,8,3:28,63,Touchdown
3,2,14:22,DEN 21,4,1:51,11,Punt
4,2,11:36,DEN 20,8,4:33,80,Touchdown
5,2,5:23,DEN 39,3,1:37,4,Punt
6,2,2:33,DEN 35,5,1:33,15,Fumble
7,2,0:23,DEN 28,1,0:23,7,End of Half
8,3,14:03,KAN 27,4,0:47,1,Field Goal
9,3,12:21,KAN 21,4,1:50,21,Touchdown
10,3,8:34,KAN 42,6,2:41,22,Field Goal
11,3,5:03,DEN 24,3,1:37,3,Punt
12,3,0:51,DEN 4,2,0:49,-1,Fumble
13,4,14:57,DEN 20,7,2:52,80,Touchdown
14,4,11:26,KAN 41,5,2:37,21,Field Goal
15,4,6:03,DEN 5,10,6:03,38,End of Game
