Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
1,4:38,1,10,DEN 36,7,0,Jamaal Charles middle for 3 yards (tackle by Elvis Dumervil),3.180,3.040
1,4:01,2,7,DEN 33,7,0,Jamaal Charles middle for 3 yards (tackle by Ronald Fields and Andra Davis),3.040,2.740
1,3:33,3,4,DEN 30,7,0,Matt Cassel pass complete short right to Leonard Pope for 7 yards (tackle by D.J. Williams),2.740,4.040
1,2:59,,,,7,0,Timeout #1 by Denver Broncos,0.000,4.040
1,2:59,1,10,DEN 23,7,0,Matt Cassel pass complete short left to Jamaal Charles for 3 yards (tackle by Kenny Peterson),4.040,3.900
1,2:19,2,7,DEN 20,7,0,Jamaal Charles right tackle for no gain (tackle by Andra Davis),3.900,3.200
1,1:50,3,7,DEN 20,7,0,Jamaal Charles left tackle for 8 yards (tackle by Vonnie Holliday),3.200,4.780
1,1:20,1,10,DEN 12,7,0,Javarris Williams right end for -4 yards (tackle by Mario Haggan),4.780,3.530
1,0:41,2,14,DEN 16,7,0,Matt Cassel right end for 13 yards (tackle by Elvis Dumervil),3.530,5.060
1,0:14,3,1,DEN 3,7,0,Jamaal Charles right tackle for 2 yards (tackle by D.J. Williams),5.060,6.970
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,DEN 1,7,0,Jamaal Charles left end for -3 yards (tackle by Brian Dawkins),6.970,5.340
2,14:34,2,4,DEN 4,7,0,Matt Cassel pass incomplete short right intended for Lance Long,5.340,4.490
2,14:29,3,4,DEN 4,7,0,Matt Cassel pass incomplete short right intended for Jamaal Charles,4.490,3.030
2,14:24,4,4,DEN 4,7,3,Ryan Succop 22 yard field goal good,3.030,3.000
2,,,,KAN 30,7,3,"Ryan Succop kicks off 60 yards, returned by Eddie Royal for 28 yards (tackle by Travis Daniels). Penalty on Alphonso Smith: Offensive Holding, 10 yards",0.000,0.340
2,14:14,1,10,DEN 21,7,3,Kyle Orton pass complete short left to Brandon Marshall for 14 yards (tackle by Derrick Johnson and Travis Daniels),0.340,1.270
2,13:32,1,10,DEN 35,7,3,Kyle Orton pass incomplete short right intended for Eddie Royal,1.270,0.720
2,13:27,2,10,DEN 35,7,3,Knowshon Moreno right end for 2 yards (tackle by Demorrio Williams and Brandon Flowers),0.720,0.300
2,12:46,3,8,DEN 37,7,3,Kyle Orton pass incomplete short left intended for Brandon Marshall (defended by Brandon Carr),0.300,-0.910
2,12:42,4,8,DEN 37,7,3,"Penalty on Alphonso Smith: False Start, 5 yards (no play)",-0.910,-1.240
2,12:42,4,13,DEN 32,7,3,"Mitch Berger punts 52 yards, returned by Bobby Wade for 13 yards (tackle by Spencer Larsen)",-1.240,-0.870
2,12:31,1,10,KAN 29,7,3,Jamaal Charles right tackle for 6 yards (tackle by D.J. Williams),0.870,1.140
2,11:52,2,4,KAN 35,7,3,Matt Cassel pass incomplete short left intended for Lance Long,1.140,0.430
2,11:48,3,4,KAN 35,7,3,Matt Cassel pass incomplete deep right intended for Bobby Wade,0.430,-1.040
2,11:43,4,4,KAN 35,7,3,"Dustin Colquitt punts 45 yards, fair catch by Eddie Royal",-1.040,-0.280
2,11:36,1,10,DEN 20,7,3,Correll Buckhalter left tackle for 26 yards (tackle by Mike Brown),0.280,1.990
2,10:55,1,10,DEN 46,7,3,Knowshon Moreno middle for 4 yards (tackle by Jon McGraw),1.990,1.990
2,10:18,2,6,,7,3,Correll Buckhalter left tackle for 17 yards (tackle by Mike Vrabel),1.990,3.380
2,9:42,1,10,KAN 33,7,3,Knowshon Moreno left tackle for 3 yards (tackle by Demorrio Williams),3.380,3.240
2,9:06,2,7,KAN 30,7,3,Kyle Orton pass complete short right to Brandon Marshall for 14 yards (tackle by Brandon Flowers),3.240,4.510
2,8:28,1,10,KAN 16,7,3,Correll Buckhalter middle for 13 yards (tackle by Tamba Hali),4.510,6.510
2,7:49,1,3,KAN 3,7,3,Knowshon Moreno left tackle for 1 yard (tackle by Corey Mays),6.510,5.720
2,7:07,2,2,KAN 2,13,3,"Knowshon Moreno left tackle for 2 yards, touchdown",5.720,7.000
2,,,,KAN 2,14,3,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,14,3,"Matt Prater kicks off 70 yards, returned by Quinten Lawrence for 24 yards (tackle by Spencer Larsen)",0.000,0.540
2,6:57,1,10,KAN 24,14,3,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Jamaal Charles at KAN-21",0.540,-0.410
2,6:27,2,13,KAN 21,14,3,Matt Cassel pass complete short right to Bobby Wade for 9 yards (tackle by Brian Dawkins),-0.410,0.100
2,6:12,3,4,KAN 30,14,3,"Penalty on Leonard Pope: False Start, 5 yards (no play)",0.100,-0.560
2,5:59,3,9,KAN 25,14,3,Matt Cassel sacked by Elvis Dumervil for -3 yards,-0.560,-1.900
2,5:36,4,12,KAN 22,14,3,"Dustin Colquitt punts 45 yards, returned by Eddie Royal for 6 yards (tackle by Jovan Belcher)",-1.900,-1.530
2,5:23,1,10,DEN 39,14,3,Knowshon Moreno right end for 1 yard (tackle by Corey Mays),1.530,1.120
2,4:45,2,9,DEN 40,14,3,Knowshon Moreno middle for 3 yards (tackle by Glenn Dorsey),1.120,0.830
2,4:04,3,6,DEN 43,14,3,Kyle Orton pass incomplete short middle intended for Tony Scheffler,0.830,-0.520
2,3:58,4,6,DEN 43,14,3,"Mitch Berger punts 53 yards, returned by Bobby Wade for 5 yards (tackle by Spencer Larsen)",-0.520,0.380
2,3:46,1,10,KAN 9,14,3,Jamaal Charles right guard for no gain (tackle by Andre' Goodman),-0.380,-0.780
2,3:18,2,10,KAN 9,14,3,Matt Cassel pass complete short left to Bobby Wade for 7 yards (tackle by Elvis Dumervil),-0.780,-0.600
2,2:48,3,3,KAN 16,14,3,Matt Cassel pass incomplete short right intended for Brad Cottam,-0.600,-2.390
2,2:48,4,3,KAN 16,14,3,"Dustin Colquitt punts 63 yards, returned by Eddie Royal for 14 yards (tackle by Quinten Lawrence)",-2.390,-1.270
2,2:33,1,10,DEN 35,14,3,Correll Buckhalter right end for 8 yards (tackle by Jon McGraw),1.270,1.800
2,2:03,2,2,DEN 43,14,3,Correll Buckhalter middle for 11 yards (tackle by Jon McGraw),1.800,2.520
2,1:57,1,10,KAN 46,14,3,Kyle Orton pass complete short left to Correll Buckhalter for 4 yards (tackle by Travis Daniels),2.520,2.520
2,1:50,2,6,KAN 42,14,3,Kyle Orton sacked by Tamba Hali for -7 yards,2.520,0.890
2,1:07,3,13,KAN 49,14,3,"Kyle Orton sacked by Tamba Hali for -5 yards. Kyle Orton fumbles (forced by Tamba Hali), recovered by Glenn Dorsey at DEN-50. Penalty on Ryan Clady: Offensive Holding (Declined)",0.890,-2.260
2,1:00,1,10,DEN 50,14,3,Matt Cassel pass complete short left to Leonard Pope for 11 yards (tackle by Ty Law),2.260,2.980
2,0:53,,,,14,3,Timeout #1 by Kansas City Chiefs,0.000,2.980
2,0:53,1,10,DEN 39,14,3,Matt Cassel for 4 yards,2.980,2.980
2,0:44,2,6,DEN 35,14,3,Matt Cassel pass complete short left to Chris Chambers for 5 yards (tackle by Elvis Dumervil),2.980,2.940
2,0:37,,,,14,3,Timeout #2 by Kansas City Chiefs,0.000,2.940
2,0:37,3,1,DEN 30,14,3,Matt Cassel pass incomplete short right intended for Chris Chambers,2.940,1.520
2,0:28,,,,14,3,Timeout #3 by Kansas City Chiefs,0.000,1.520
2,0:28,4,1,DEN 30,14,6,Ryan Succop 47 yard field goal good,1.520,3.000
2,,,,KAN 30,14,6,"Ryan Succop kicks off 61 yards, returned by Eddie Royal for 19 yards (tackle by Mike Richardson)",0.000,0.810
2,0:19,1,10,DEN 28,14,6,Correll Buckhalter middle for 7 yards (tackle by Tamba Hali),0.810,1.210
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,14,6,"Matt Prater kicks off 63 yards, returned by Jamaal Charles for 19 yards (tackle by Darrell Reid)",0.000,0.670
3,14:56,1,10,KAN 26,14,6,Tim Castille middle for 2 yards (tackle by Ronald Fields),0.670,0.400
3,14:22,2,8,KAN 28,14,6,Matt Cassel pass incomplete,0.400,-0.300
3,14:13,3,8,KAN 28,14,6,Matt Cassel pass incomplete short middle intended for Leonard Pope (defended by Renaldo Hill),-0.300,-1.500
3,14:08,4,8,KAN 28,14,6,Brodie Croyle pass incomplete short left intended for Thomas Gafford,-1.500,-3.780
3,14:03,1,10,KAN 27,14,6,Knowshon Moreno middle for 1 yard (tackle by Tamba Hali),3.780,3.370
3,13:31,2,9,KAN 26,14,6,Kyle Orton pass incomplete short middle intended for Tony Scheffler,3.370,2.680
3,13:25,3,9,KAN 26,14,6,Kyle Orton pass incomplete short right intended for Eddie Royal. Penalty on Correll Buckhalter: Offensive Holding (Declined),2.680,1.740
3,13:20,4,9,KAN 26,17,6,Matt Prater 44 yard field goal good,1.740,3.000
3,,,,DEN 30,17,6,"Matt Prater kicks off 69 yards, returned by Quinten Lawrence for 20 yards (tackle by Champ Bailey)",0.000,0.340
3,13:09,1,10,KAN 21,17,6,Javarris Williams right guard for -1 yards (tackle by D.J. Williams),0.340,-0.340
3,12:30,2,11,KAN 20,17,6,Matt Cassel pass incomplete short right intended for Lance Long is intercepted by Andre' Goodman at KAN-29 and returned for 8 yards,-0.340,-4.170
3,12:21,1,10,KAN 21,17,6,Knowshon Moreno middle for 8 yards (tackle by Mike Brown),4.170,4.950
3,11:51,2,2,KAN 13,17,6,Knowshon Moreno left end for 2 yards (tackle by Tamba Hali),4.950,4.840
3,11:11,1,10,KAN 11,17,6,Knowshon Moreno right end for 4 yards (tackle by Demorrio Williams),4.840,4.890
3,10:35,2,6,KAN 7,23,6,"Kyle Orton pass complete short left to Brandon Marshall for 7 yards, touchdown",4.890,7.000
3,,,,KAN 2,24,6,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,24,6,"Matt Prater kicks off 64 yards, returned by Terrance Copper for 18 yards (tackle by Wesley Woodyard)",0.000,0.540
3,10:24,1,10,KAN 24,24,6,Jamaal Charles middle for 7 yards (tackle by Mario Haggan),0.540,0.940
3,9:55,2,3,KAN 31,24,6,Jamaal Charles right tackle for 2 yards (tackle by D.J. Williams),0.940,0.500
3,9:17,3,1,KAN 33,24,6,Jamaal Charles middle for 2 yards (tackle by Andra Davis),0.500,1.270
3,8:44,1,10,KAN 35,24,6,Matt Cassel pass incomplete short middle intended for Chris Chambers,1.270,0.720
3,8:40,2,10,KAN 35,24,6,Matt Cassel pass incomplete short left intended for Lance Long is intercepted by Renaldo Hill at KAN-42,0.720,-2.790
3,8:34,1,10,KAN 42,24,6,Correll Buckhalter left guard for 13 yards (tackle by Mike Brown),2.790,3.640
3,7:56,1,10,KAN 29,24,6,Correll Buckhalter left end for 10 yards (tackle by Jon McGraw),3.640,4.310
3,7:30,1,10,KAN 19,24,6,Knowshon Moreno middle for 1 yard (tackle by Tamba Hali),4.310,3.880
3,6:51,2,9,KAN 18,24,6,Kyle Orton pass complete short left to Brandon Marshall for -2 yards (tackle by Brandon Flowers),3.880,2.940
3,6:03,,,,24,6,Timeout #1 by Denver Broncos,0.000,2.940
3,6:03,3,11,KAN 20,24,6,Kyle Orton pass incomplete deep left intended for Brandon Marshall (defended by Brandon Carr),2.940,2.120
3,5:57,4,11,KAN 20,27,6,Matt Prater 38 yard field goal good,2.120,3.000
3,,,,DEN 30,27,6,"Matt Prater kicks off 72 yards, returned by Quinten Lawrence for 22 yards (tackle by Andre' Goodman)",0.000,0.280
3,5:48,1,10,KAN 20,27,6,Matt Cassel pass complete short right to Bobby Wade for 5 yards,0.280,0.410
3,5:32,2,5,KAN 25,27,6,Matt Cassel pass incomplete short right intended for Jamaal Charles,0.410,-0.300
3,5:23,3,5,KAN 25,27,6,Matt Cassel pass incomplete deep left intended for Bobby Wade,-0.300,-1.700
3,5:12,4,5,KAN 25,27,6,"Dustin Colquitt punts 58 yards, returned by Eddie Royal for 7 yards (tackle by Terrance Copper)",-1.700,-0.540
3,5:03,1,10,DEN 24,27,6,Correll Buckhalter middle for 1 yard (tackle by Wallace Gilberry),0.540,0.130
3,4:28,2,9,DEN 25,27,6,Brandon Marshall for no gain,0.130,-0.300
3,3:44,3,7,DEN 27,27,6,Kyle Orton pass incomplete short middle intended for Jabar Gaffney,-0.300,-1.570
3,3:38,4,7,DEN 27,27,6,Mitch Berger punts 50 yards. Penalty on Jovan Belcher: Running Into the Kicker (Declined),-1.570,-0.480
3,3:26,1,10,KAN 23,27,6,Matt Cassel pass complete short right to Lance Long for 16 yards,0.480,1.530
3,3:10,1,10,KAN 39,27,6,"Penalty on Leonard Pope: False Start, 5 yards (no play)",1.530,1.200
3,2:49,1,15,KAN 34,33,6,"Jamaal Charles right end for -4 yards (tackle by Mario Haggan). Jamaal Charles fumbles (forced by Mario Haggan), recovered by Andre' Goodman at KAN-30 and returned for 30 yards, touchdown",1.200,-7.000
3,,,,KAN 2,34,6,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,34,6,"Matt Prater kicks off 61 yards, returned by Quinten Lawrence for 13 yards (tackle by Wesley Woodyard)",0.000,0.410
3,2:34,1,10,KAN 22,34,6,Jamaal Charles middle for 3 yards (tackle by Mario Haggan),0.410,0.270
3,1:58,2,7,KAN 25,34,6,Matt Cassel pass complete short middle to Bobby Wade for 15 yards (tackle by Renaldo Hill),0.270,1.600
3,1:29,1,10,KAN 40,34,6,Matt Cassel sacked by Vonnie Holliday for -3 yards,1.600,0.650
3,1:12,2,13,KAN 37,34,6,Matt Cassel pass incomplete short right intended for Brad Cottam,0.650,-0.030
3,1:07,,,,34,6,Timeout #1 by Kansas City Chiefs,0.000,-0.030
3,1:06,3,13,KAN 37,34,6,Matt Cassel pass incomplete short left intended for Chris Chambers,-0.030,-0.910
3,1:04,4,13,KAN 37,34,6,"Dustin Colquitt punts 55 yards, returned by Eddie Royal for -4 yards (tackle by Tim Castille). Penalty on Alphonso Smith: Defensive Offside (Declined)",-0.910,0.380
3,0:51,1,10,DEN 4,34,6,Knowshon Moreno middle for 3 yards (tackle by Mike Brown),-0.380,-0.560
3,0:10,2,7,DEN 7,34,6,"Kyle Orton sacked by Tamba Hali for -5 yards. Kyle Orton fumbles (forced by Tamba Hali), recovered by Glenn Dorsey at DEN-3 (tackle by Russ Hochstein)",-0.560,-6.510
3,0:02,1,3,DEN 3,34,6,Brodie Croyle pass complete short right to Brad Cottam for -1 yards (tackle by Brian Dawkins),6.510,5.340
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,DEN 4,34,12,"Jamaal Charles left guard for 4 yards, touchdown",5.340,7.000
4,,,,DEN 2,34,13,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,34,13,"Ryan Succop kicks off 64 yards, returned by Correll Buckhalter for 14 yards (tackle by Travis Daniels)",0.000,0.280
4,14:52,1,10,DEN 20,34,13,Knowshon Moreno right guard for 4 yards (tackle by Corey Mays),0.280,0.270
4,14:12,2,6,DEN 24,34,13,Kyle Orton pass incomplete short left intended for Daniel Graham,0.270,-0.430
4,14:08,3,6,DEN 24,34,13,Kyle Orton pass complete short left to Brandon Marshall for 49 yards (tackle by Jon McGraw),-0.430,3.780
4,13:38,1,10,KAN 27,34,13,Knowshon Moreno middle for 4 yards (tackle by Mike Vrabel),3.780,3.770
4,13:00,2,6,KAN 23,34,13,Knowshon Moreno middle for no gain (tackle by Glenn Dorsey),3.770,3.070
4,12:21,3,6,KAN 23,34,13,Kyle Orton pass complete short left to Correll Buckhalter for 5 yards (tackle by Brandon Carr),3.070,2.400
4,12:11,4,1,KAN 18,40,13,"Knowshon Moreno left end for 18 yards, touchdown",2.400,7.000
4,,,,KAN 2,41,13,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,41,13,"Matt Prater kicks off 66 yards, returned by Quinten Lawrence for 26 yards (tackle by Spencer Larsen)",0.000,0.940
4,11:59,1,10,KAN 30,41,13,Brodie Croyle pass incomplete deep right intended for Quinten Lawrence,0.940,0.390
4,11:54,2,10,KAN 30,41,13,Brodie Croyle pass incomplete short middle intended for Lance Long,0.390,-0.300
4,11:51,3,10,KAN 30,41,13,Brodie Croyle pass incomplete deep middle intended for Bobby Wade. Penalty on Branden Albert: Offensive Holding (Declined),-0.300,-1.370
4,11:43,4,10,KAN 30,41,13,"Dustin Colquitt punts 50 yards, returned by Eddie Royal for 39 yards (tackle by Mike Richardson)",-1.370,-2.850
4,11:26,1,10,KAN 41,41,13,Kyle Orton pass complete deep left to Tony Scheffler for 19 yards (tackle by Corey Mays),2.850,4.110
4,10:45,1,10,KAN 22,41,13,Correll Buckhalter right tackle for -1 yards (tackle by Mike Brown and Mike Vrabel),4.110,3.430
4,10:04,2,11,KAN 23,41,13,Kyle Orton pass complete short left to Brandon Marshall for 2 yards (tackle by Travis Daniels),3.430,3.010
4,9:31,3,9,KAN 21,41,13,Eddie Royal right end for 1 yard (tackle by Mike Vrabel),3.010,2.120
4,8:53,4,8,KAN 20,44,13,Matt Prater 37 yard field goal good,2.120,3.000
4,,,,DEN 30,44,13,"Matt Prater kicks off 63 yards, returned by Quinten Lawrence for 21 yards (tackle by Darrell Reid)",0.000,0.810
4,8:44,1,10,KAN 28,44,13,Brodie Croyle pass complete short middle to Brad Cottam for 13 yards (tackle by Andre' Goodman),0.810,1.660
4,8:11,1,10,KAN 41,44,13,Brodie Croyle pass complete short right to Brad Cottam for 9 yards (tackle by Wesley Woodyard),1.660,2.340
4,8:11,2,1,,44,13,Tim Castille middle for 16 yards (tackle by Robert Ayers),2.340,3.310
4,7:13,1,10,DEN 34,44,13,Brodie Croyle pass incomplete deep left intended for Bobby Wade,3.310,2.770
4,7:07,2,10,DEN 34,44,13,Brodie Croyle pass complete short middle to Quinten Lawrence for 9 yards (tackle by Andre' Goodman),2.770,3.270
4,6:42,3,1,DEN 25,44,13,Brodie Croyle pass complete short left to Lance Long for 12 yards (tackle by Renaldo Hill),3.270,4.710
4,6:29,1,10,DEN 13,44,13,Brodie Croyle pass incomplete short right intended for Lance Long,4.710,4.050
4,6:23,2,10,DEN 13,44,13,Brodie Croyle pass incomplete short right intended for Bobby Wade,4.050,3.120
4,6:19,,,,44,13,Timeout #2 by Kansas City Chiefs,0.000,3.120
4,6:19,3,10,DEN 13,44,13,Brodie Croyle pass incomplete short middle intended for Bobby Wade,3.120,2.570
4,6:13,4,10,DEN 13,44,13,Brodie Croyle pass complete short middle to Tim Castille for 8 yards (tackle by Darcel McBath),2.570,0.380
4,6:03,1,10,DEN 5,44,13,Peyton Hillis middle for 5 yards (tackle by Demorrio Williams),-0.380,-0.420
4,5:22,2,5,DEN 10,44,13,Peyton Hillis middle for 4 yards (tackle by Tyson Jackson),-0.420,-0.370
4,4:36,3,1,DEN 14,44,13,"Penalty on Chris Kuper: False Start, 5 yards (no play)",-0.370,-0.950
4,4:36,3,6,DEN 9,44,13,Peyton Hillis left guard for 6 yards (tackle by Tamba Hali),-0.950,-0.220
4,3:53,1,10,DEN 15,44,13,Peyton Hillis middle for 6 yards (tackle by Andy Studebaker),-0.220,0.210
4,3:15,2,4,DEN 21,44,13,Peyton Hillis left end for 1 yard (tackle by Andy Studebaker and Demorrio Williams),0.210,-0.510
4,2:31,3,3,DEN 22,44,13,Peyton Hillis left end for 13 yards (tackle by Mike Brown),-0.510,1.270
4,2:00,1,10,DEN 35,44,13,Peyton Hillis right end for 12 yards (tackle by Brandon Carr),1.270,2.060
4,1:51,1,10,DEN 47,44,13,Chris Simms kneels for -2 yards,2.060,1.250
4,1:08,2,12,DEN 45,44,13,Chris Simms kneels for -1 yards,1.250,0.430
4,0:26,3,13,DEN 44,44,13,Chris Simms kneels for -1 yards,0.430,-0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
