Quarter,Time,Down,ToGo,Location,ARI,HOU,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss and deferred, Cardinals to receive the opening kickoff.",,
1,15:00,,,HOU 35,0,0,"Matt Ammendola kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,ARI 25,0,0,Kyler Murray pass complete short left to Trey McBride for 13 yards (tackle by Blake Cashman),0.610,1.470
1,14:18,1,10,ARI 38,0,0,"Kyler Murray pass incomplete deep left. Penalty on Steven Nelson: Illegal Contact, 5 yards (accepted) (no play)",1.470,1.800
1,14:13,1,10,ARI 43,0,0,James Conner left tackle for 9 yards (tackle by Blake Cashman and Steven Nelson),1.800,2.470
1,13:36,2,1,HOU 48,6,0,"Kyler Murray pass complete deep right to Rondale Moore for 48 yards, touchdown",2.470,7.000
1,13:28,,,HOU 15,7,0,Matt Prater kicks extra point good,0.000,0.000
1,13:28,,,ARI 35,7,0,"Penalty on HOU: Illegal Formation, 5 yards (accepted) (no play)",0.000,0.000
1,13:28,,,ARI 40,7,0,"Matt Prater kicks off 60 yards, touchback.",0.000,0.610
1,13:28,1,10,HOU 25,7,0,Devin Singletary left guard for 1 yard (tackle by Josh Woods),0.610,0.200
1,13:00,2,9,HOU 26,7,0,Devin Singletary left tackle for 4 yards (tackle by Kyzir White),0.200,0.040
1,12:39,3,5,HOU 30,7,0,C.J. Stroud pass complete short left to Robert Woods for 6 yards (tackle by Victor Dimukeje),0.040,1.330
1,12:06,1,10,HOU 36,7,0,C.J. Stroud pass incomplete short right intended for Nico Collins (defended by Kyzir White) (defended by Antonio Hamilton),1.330,0.790
1,12:00,2,10,HOU 36,7,0,C.J. Stroud pass incomplete deep left intended for Tank Dell,0.790,0.100
1,11:54,3,10,HOU 36,7,0,C.J. Stroud pass complete short right to Tank Dell for 22 yards (tackle by Dennis Gardeck),0.100,2.790
1,11:14,1,10,ARI 42,7,0,Devin Singletary right guard for 19 yards (tackle by Dennis Gardeck),2.790,4.040
1,10:33,1,10,ARI 23,7,0,Devin Singletary up the middle for 4 yards (tackle by Leki Fotu and Kyzir White),4.040,4.050
1,9:58,2,6,ARI 19,7,0,C.J. Stroud pass incomplete short right intended for Dalton Schultz,4.050,3.340
1,9:53,3,6,ARI 19,7,0,C.J. Stroud pass complete short right to Nico Collins for 4 yards (tackle by Jalen Thompson),3.340,2.570
1,9:32,4,2,ARI 15,7,0,Mike Boone for no gain (tackle by Kyzir White and Budda Baker),2.570,0.220
1,9:27,1,10,ARI 15,7,0,Kyler Murray pass complete short left to Elijah Higgins for 2 yards (tackle by DeAndre Houston-Carson),-0.220,-0.440
1,8:50,2,8,ARI 17,7,0,James Conner right end for 4 yards (tackle by Jalen Pitre and Blake Cashman),-0.440,-0.630
1,8:07,3,4,ARI 21,7,0,Kyler Murray pass incomplete deep left intended for Trey McBride (defended by DeAndre Houston-Carson),-0.630,-1.960
1,7:55,4,4,ARI 21,7,0,"Blake Gillikin punts 48 yards, returned by Steven Sims for 8 yards (tackle by Antonio Hamilton)",-1.960,-1.530
1,7:45,1,10,HOU 39,7,0,C.J. Stroud pass complete deep middle to Tank Dell for 20 yards (tackle by Budda Baker),1.530,2.850
1,7:09,1,10,ARI 41,7,0,C.J. Stroud pass complete short middle to Robert Woods for 17 yards (tackle by Jalen Thompson and Marco Wilson),2.850,3.970
1,6:33,1,10,ARI 24,7,0,Devin Singletary right guard for 4 yards (tackle by Roy Lopez and Kevin Strong),3.970,3.970
1,6:01,2,6,ARI 20,7,0,C.J. Stroud pass incomplete short right intended for Nico Collins,3.970,3.270
1,5:54,,,,,,Timeout #1 by Arizona Cardinals,,
1,5:54,3,6,ARI 20,7,6,"C.J. Stroud pass complete deep middle to Dalton Schultz for 20 yards, touchdown",3.270,7.000
1,5:48,,,ARI 15,7,7,Matt Ammendola kicks extra point good,0.000,0.000
1,5:48,,,HOU 35,7,7,"Matt Ammendola kicks off 65 yards, touchback.",0.000,0.610
1,5:48,1,10,ARI 25,7,7,Kyler Murray pass incomplete short middle intended for James Conner,0.610,0.060
1,5:43,2,10,ARI 25,7,7,James Conner left tackle for 11 yards (tackle by Christian Harris),0.060,1.330
1,5:01,1,10,ARI 36,7,7,James Conner right guard for 14 yards (tackle by Derek Stingley),1.330,2.260
1,4:34,1,10,HOU 50,7,7,Kyler Murray pass complete short middle to Marquise Brown for 5 yards (tackle by Blake Cashman),2.260,2.390
1,4:09,2,5,HOU 45,7,7,"Kyler Murray scrambles up the middle for 22 yards (tackle by DeAndre Houston-Carson). Penalty on Elijah Higgins: Offensive Holding, 10 yards (accepted)",2.390,3.380
1,3:35,1,10,HOU 33,7,7,Rondale Moore right end for 4 yards (tackle by Maliek Collins and Jalen Pitre),3.380,3.380
1,2:54,2,6,HOU 29,7,7,"Kyler Murray sacked by. Kyler Murray fumbles, recovered by James Conner at HOU-34",3.380,2.010
1,2:10,3,11,HOU 34,7,7,Kyler Murray sacked by Will Anderson for -5 yards,2.010,0.660
1,1:26,4,16,HOU 39,10,7,Matt Prater 57 yard field goal good,0.660,3.000
1,1:21,,,ARI 35,10,7,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
1,1:21,1,10,HOU 25,10,7,Devin Singletary right tackle for 2 yards (tackle by Leki Fotu),0.610,0.330
1,0:39,2,8,HOU 27,10,7,C.J. Stroud pass complete short right to Nico Collins for 6 yards (tackle by Antonio Hamilton),0.330,0.430
1,0:13,3,2,HOU 33,10,7,C.J. Stroud pass complete short middle to Robert Woods for 14 yards (tackle by Josh Woods),0.430,2.060
Quarter,Time,Down,ToGo,Location,ARI,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 47,10,7,Devin Singletary up the middle for 8 yards (tackle by Phil Hoskins),2.060,2.600
2,14:26,2,2,ARI 45,10,7,Devin Singletary left end for 11 yards (tackle by Jalen Thompson),2.600,3.310
2,13:55,1,10,ARI 34,10,7,C.J. Stroud sacked by Leki Fotu for -10 yards,3.310,1.420
2,13:17,2,20,ARI 44,10,7,C.J. Stroud pass complete short right to Steven Sims for 23 yards (tackle by Jalen Thompson),1.420,4.170
2,12:37,1,10,ARI 21,10,7,C.J. Stroud pass complete short right to Nico Collins for 10 yards (tackle by Starling Thomas),4.170,4.840
2,12:10,1,10,ARI 11,10,7,Devin Singletary up the middle for no gain (tackle by Roy Lopez and Zaven Collins),4.840,4.140
2,11:27,2,10,ARI 11,10,13,"Devin Singletary right guard for 11 yards, touchdown",4.140,7.000
2,11:20,,,ARI 15,10,14,Matt Ammendola kicks extra point good,0.000,0.000
2,11:20,,,HOU 35,10,14,"Matt Ammendola kicks off 65 yards, touchback.",0.000,0.610
2,11:20,1,10,ARI 25,10,14,Kyler Murray pass deep left intended for Marquise Brown is intercepted by Derek Stingley at HOU-25 and returned for no gain (tackle by Marquise Brown),0.610,-0.610
2,11:12,1,10,HOU 25,10,14,C.J. Stroud pass complete deep middle to Tank Dell for 16 yards (tackle by Antonio Hamilton),0.610,1.660
2,10:36,1,10,HOU 41,10,14,Devin Singletary left tackle for 1 yard (tackle by Roy Lopez and Phil Hoskins),1.660,1.260
2,10:06,2,9,HOU 42,10,14,C.J. Stroud pass complete short middle to John Metchie for 12 yards (tackle by Jalen Thompson),1.260,2.520
2,9:29,1,10,ARI 46,10,14,Devin Singletary right tackle for 2 yards (tackle by Dennis Gardeck and Dante Stills),2.520,2.250
2,8:49,2,8,ARI 44,10,14,C.J. Stroud pass complete short right to Tank Dell for 16 yards (tackle by Josh Woods),2.250,3.710
2,8:18,1,10,ARI 28,10,14,C.J. Stroud pass incomplete deep right intended for Robert Woods,3.710,3.170
2,8:10,2,10,ARI 28,10,14,Devin Singletary up the middle for 9 yards (tackle by Josh Woods and Kevin Strong),3.170,3.720
2,7:41,3,1,ARI 19,10,14,C.J. Stroud pass complete short middle to Nico Collins for 8 yards (tackle by Budda Baker),3.720,4.840
2,7:00,1,10,ARI 11,10,14,Devin Singletary left tackle for -1 yards (tackle by Leki Fotu and Roy Lopez),4.840,3.980
2,6:15,,,,,,Timeout #1 by Houston Texans,,
2,6:15,2,11,ARI 12,10,14,C.J. Stroud pass short middle intended for Nico Collins is intercepted by Jalen Thompson in end zone and returned for no gain,3.980,-0.280
2,6:10,1,10,ARI 20,10,14,James Conner right guard for 2 yards (tackle by Jerry Hughes and Blake Cashman),0.280,0.000
2,5:31,2,8,ARI 22,10,14,James Conner right tackle for 3 yards (tackle by Tavierre Thomas),0.000,-0.300
2,4:53,3,5,ARI 25,10,14,Kyler Murray pass complete short left to Trey McBride for 6 yards (tackle by Blake Cashman),-0.300,1.000
2,4:19,1,10,ARI 31,10,14,Marquise Brown right end for -6 yards (tackle by Jalen Pitre),1.000,-0.350
2,3:45,2,16,ARI 25,10,14,Kyler Murray pass complete short left to Trey McBride for 6 yards (tackle by Blake Cashman),-0.350,-0.230
2,3:02,3,10,ARI 31,10,14,Kyler Murray sacked by Blake Cashman for -8 yards,-0.230,-1.830
2,2:23,4,18,ARI 23,10,14,"Blake Gillikin punts 59 yards, returned by Steven Sims for 8 yards (tackle by Dennis Gardeck)",-1.830,-0.670
2,2:15,1,10,HOU 26,10,14,Devin Singletary up the middle for 3 yards (tackle by Phil Hoskins),0.670,0.540
2,2:00,2,7,HOU 29,10,14,Devin Singletary up the middle for 6 yards (tackle by Zaven Collins and Marco Wilson),0.540,0.630
2,1:24,3,1,HOU 35,10,14,C.J. Stroud pass complete short right to Tank Dell for 6 yards (tackle by Marco Wilson),0.630,1.660
2,0:55,1,10,HOU 41,10,14,C.J. Stroud pass complete short left to Nico Collins for 7 yards (tackle by Starling Thomas),1.660,2.070
2,0:39,2,3,HOU 48,10,14,C.J. Stroud pass complete short middle to Dalton Schultz for 12 yards (tackle by Krys Barnes),2.070,2.920
2,0:34,,,,,,Timeout #2 by Houston Texans,,
2,0:34,1,10,ARI 40,10,20,"C.J. Stroud pass complete deep right to Tank Dell for 40 yards, touchdown",2.920,7.000
2,0:26,,,ARI 15,10,21,Matt Ammendola kicks extra point good,0.000,0.000
