Quarter,Time,Down,ToGo,Location,ARI,HOU,Detail,EPB,EPA
2,0:26,,,HOU 35,10,21,"Penalty on Antonio Hamilton: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.000,0.000
2,0:26,,,HOU 50,10,21,"Matt Ammendola kicks off 46 yards, returned by Greg Dortch for 23 yards (tackle by Neville Hewitt)",0.000,0.740
2,0:17,1,10,ARI 27,10,21,Kyler Murray pass complete short right to Greg Dortch for 12 yards (tackle by Blake Cashman),0.740,1.530
2,0:11,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:11,1,10,ARI 39,10,21,Kyler Murray pass complete short middle to Trey McBride for 7 yards (tackle by Tavierre Thomas),1.530,1.930
2,0:06,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:06,,,,,,Timeout #3 by Houston Texans,,
2,0:06,2,3,ARI 46,10,21,Kyler Murray pass incomplete deep left (defended by Blake Cashman),1.930,1.220
Quarter,Time,Down,ToGo,Location,ARI,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,10,21,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,10,21,Devin Singletary left tackle for 5 yards (tackle by Josh Woods and Krys Barnes),0.610,0.740
3,14:19,2,5,HOU 30,10,21,C.J. Stroud pass complete short left to Devin Singletary for 4 yards (tackle by Victor Dimukeje),0.740,0.560
3,13:48,3,1,HOU 34,10,21,Devin Singletary right end for 21 yards (tackle by Jalen Thompson),0.560,2.590
3,13:06,1,10,ARI 45,10,21,C.J. Stroud sacked by Jalen Thompson for -9 yards,2.590,0.830
3,12:37,2,19,HOU 46,10,21,Davis Mills pass complete short right to Devin Singletary for 2 yards (tackle by Budda Baker),0.830,0.430
3,11:56,3,17,HOU 48,10,21,C.J. Stroud pass complete deep right to Tank Dell for 18 yards (tackle by Marco Wilson),0.430,3.310
3,11:07,1,10,ARI 34,10,21,C.J. Stroud pass complete short left to Robert Woods for 2 yards (tackle by Dante Stills),3.310,3.040
3,10:38,2,8,ARI 32,10,21,Devin Singletary left guard for -3 yards (tackle by Victor Dimukeje),3.040,1.950
3,10:00,3,11,ARI 35,10,21,C.J. Stroud pass complete short left to Mike Boone for 5 yards (tackle by Marco Wilson),1.950,1.430
3,9:19,4,6,ARI 30,10,21,Matt Ammendola 48 yard field goal no good,1.430,-1.470
3,9:15,1,10,ARI 38,10,21,James Conner up the middle for 11 yards (tackle by Derek Stingley and Jalen Pitre),1.470,2.190
3,8:39,1,10,ARI 49,10,21,Kyler Murray right end for 4 yards (tackle by Derek Stingley),2.190,2.190
3,8:05,2,6,HOU 47,10,21,Kyler Murray pass complete short middle to Geoff Swaim for 8 yards (tackle by Blake Cashman and Derek Stingley),2.190,2.980
3,7:25,1,10,HOU 39,10,21,James Conner left end for no gain (tackle by Blake Cashman and Steven Nelson),2.980,2.440
3,6:51,2,10,HOU 39,10,21,Kyler Murray pass complete short left to Trey McBride for 11 yards (tackle by Jalen Pitre),2.440,3.710
3,6:12,1,10,HOU 28,10,21,James Conner up the middle for 2 yards (tackle by Tavierre Thomas and Dylan Horton),3.710,3.440
3,5:30,2,8,HOU 26,10,21,James Conner left guard for 2 yards (tackle by Dylan Horton and Blake Cashman),3.440,3.010
3,4:55,3,6,HOU 24,10,21,"Kyler Murray scrambles right end for 6 yards (tackle by Christian Harris). Penalty on Will Anderson: Face Mask (15 Yards), 9 yards (accepted)",3.010,5.140
3,4:26,1,9,HOU 9,10,21,James Conner right tackle for -1 yards (tackle by Jonathan Greenard),5.140,4.190
3,3:46,2,10,HOU 10,10,21,Kyler Murray pass incomplete short right intended for Greg Dortch (defended by Christian Harris),4.190,3.130
3,3:41,3,10,HOU 10,10,21,Kyler Murray scrambles right end for 9 yards (tackle by Christian Harris),3.130,3.550
3,2:57,,,,,,Timeout #1 by Arizona Cardinals,,
3,2:57,4,1,HOU 1,16,21,"Kyler Murray right end for 1 yard, touchdown",3.550,7.000
3,2:52,,,HOU 2,16,21,"Two Point Attempt: Kyler Murray rushes, conversion fails.",1.000,-1.000
3,2:52,,,ARI 35,16,21,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,2:52,1,10,HOU 25,16,21,C.J. Stroud sacked by Dante Stills for -10 yards,0.610,-1.430
3,2:20,2,20,HOU 15,16,21,C.J. Stroud pass complete short right to Steven Sims for 2 yards (tackle by Krys Barnes),-1.430,-2.020
3,1:39,3,19,HOU 17,16,21,C.J. Stroud pass incomplete short left intended for Robert Woods (defended by Krys Barnes),-2.020,-2.320
3,1:30,4,19,HOU 17,16,21,"Cameron Johnston punts 44 yards, returned by Greg Dortch for 3 yards (tackle by Neville Hewitt). Penalty on Marco Wilson: Illegal Block Above the Waist, 10 yards (accepted)",-2.320,-1.070
3,1:20,1,10,ARI 32,16,21,Rondale Moore left end for 2 yards (tackle by Blake Cashman and Dylan Horton),1.070,0.800
3,0:45,2,8,ARI 34,16,21,James Conner up the middle for 9 yards (tackle by DeAndre Houston-Carson),0.800,1.800
3,0:18,1,10,ARI 43,16,21,Kyler Murray pass complete short left to Greg Dortch for 10 yards (tackle by Blake Cashman),1.800,2.460
Quarter,Time,Down,ToGo,Location,ARI,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 47,16,21,Kyler Murray pass complete short right to Greg Dortch for 17 yards (tackle by Derek Stingley),2.460,3.580
4,14:13,1,10,HOU 30,16,21,James Conner up the middle for -3 yards (tackle by Will Anderson),3.580,2.630
4,13:35,2,13,HOU 33,16,21,"Kyler Murray pass complete to Elijah Higgins for 20 yards (tackle by Steven Nelson) HOU challenged the pass completion ruling, and the original play was overturned. Kyler Murray pass incomplete short middle intended for Elijah Higgins",2.630,1.950
4,13:35,3,13,HOU 33,16,21,Tony Jones left guard for 10 yards (tackle by Jalen Pitre),1.950,2.030
4,12:55,4,3,HOU 23,16,21,Kyler Murray pass complete short right to Greg Dortch for 2 yards (tackle by Tavierre Thomas and Derek Stingley),2.030,-0.410
4,12:48,1,10,HOU 22,16,21,Devin Singletary up the middle for 2 yards (tackle by Phil Hoskins and Roy Lopez),0.410,0.140
4,12:14,2,8,HOU 24,16,21,C.J. Stroud pass complete short right to Nico Collins for 7 yards (tackle by Josh Woods and Antonio Hamilton),0.140,0.370
4,11:38,3,1,HOU 31,16,21,Andrew Beck right guard for no gain (tackle by Victor Dimukeje),0.370,-1.310
4,10:48,4,1,HOU 31,16,21,"Cameron Johnston punts 50 yards, recovered by Ka'dar Hollman at ARI-25 Replay Assistant challenged the fumble ruling, and the play was upheld.",-1.310,3.910
4,10:37,1,10,ARI 25,16,21,Devin Singletary up the middle for 1 yard (tackle by Josh Woods),3.910,3.500
4,10:12,2,9,ARI 24,16,21,C.J. Stroud pass complete short right to Tank Dell for 11 yards (tackle by Antonio Hamilton),3.500,4.710
4,9:44,1,10,ARI 13,16,21,C.J. Stroud pass incomplete short left intended for Nico Collins,4.710,4.050
4,9:42,2,10,ARI 13,16,21,C.J. Stroud pass short middle (defended by Antonio Hamilton) intended for Robert Woods is intercepted by Krys Barnes at ARI-3 and returned for 46 yards (tackle by George Fant),4.050,-2.190
4,9:30,1,10,ARI 49,16,21,Kyler Murray scrambles right end for 6 yards (tackle by Blake Cashman),2.190,2.460
4,8:49,2,4,HOU 45,16,21,James Conner left guard for -1 yards (tackle by Khalil Davis),2.460,1.620
4,8:12,3,5,HOU 46,16,21,"Kyler Murray pass incomplete intended for Marquise Brown. Penalty on Marquise Brown: Offensive Pass Interference, 10 yards (accepted) (no play)",1.620,0.300
4,8:05,3,15,ARI 44,16,21,Kyler Murray pass complete short left to Tony Jones for 11 yards (tackle by Blake Cashman),0.300,0.270
4,7:22,4,4,HOU 45,16,21,Kyler Murray pass incomplete short middle intended for Trey McBride,0.270,-1.930
4,7:18,1,10,HOU 45,16,21,Devin Singletary right tackle for 2 yards (tackle by Dante Stills and Cameron Thomas),1.930,1.650
4,6:45,2,8,HOU 47,16,21,C.J. Stroud pass complete short left to Robert Woods for 5 yards (tackle by Garrett Williams),1.650,1.620
4,6:16,3,3,ARI 48,16,21,C.J. Stroud pass complete deep left to Nico Collins for 23 yards (tackle by Jalen Thompson and Marco Wilson),1.620,3.910
4,5:39,1,10,ARI 25,16,21,Tank Dell sacked by BJ Ojulari for -1 yards,3.910,3.300
4,5:04,2,10,ARI 26,16,21,C.J. Stroud pass short left intended for Tank Dell is intercepted by Antonio Hamilton at ARI-19 and returned for no gain,3.300,-0.150
4,4:58,1,10,ARI 19,16,21,Kyler Murray left end for 3 yards (tackle by Jerry Hughes),0.150,0.070
4,4:23,2,7,ARI 22,16,21,Kyler Murray pass incomplete deep middle intended for Greg Dortch (defended by Derek Stingley),0.070,-0.680
4,4:18,3,7,ARI 22,16,21,"Penalty on ARI: Delay of Game, 5 yards (accepted) (no play)",-0.680,-1.420
4,4:18,3,12,ARI 17,16,21,Kyler Murray pass complete short left to Marquise Brown for 13 yards (tackle by Steven Nelson),-1.420,0.940
4,3:34,1,10,ARI 30,16,21,Kyler Murray pass complete short right to Greg Dortch for 31 yards (tackle by Blake Cashman and DeAndre Houston-Carson),0.940,2.980
4,2:47,1,10,HOU 39,16,21,Kyler Murray pass complete short middle to Greg Dortch for 4 yards (tackle by Blake Cashman),2.980,2.980
4,2:09,2,6,HOU 35,16,21,Kyler Murray pass complete short right to James Conner for 6 yards (tackle by Christian Harris),2.980,3.640
4,2:00,1,10,HOU 29,16,21,Kyler Murray pass complete short right to James Conner for -5 yards (tackle by Christian Harris),3.640,2.360
4,1:25,2,16,HOU 34,16,21,Kyler Murray pass complete short middle to Geoff Swaim for 7 yards (tackle by Blake Cashman and DeAndre Houston-Carson),2.360,2.680
4,0:41,3,8,HOU 27,16,21,Kyler Murray pass incomplete short right intended for Marquise Brown (defended by Christian Harris),2.680,1.670
4,0:35,,,,,,Timeout #2 by Arizona Cardinals,,
4,0:35,4,8,HOU 27,16,21,Kyler Murray pass incomplete deep left intended for Marquise Brown (defended by Steven Nelson),1.670,-0.740
4,0:30,1,10,HOU 27,16,21,C.J. Stroud kneels for -1 yards,0.740,0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
