Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
2,0:12,,,,0,15,Timeout #2 by Indianapolis Colts,0.000,-0.200
2,0:12,3,1,NWE 25,0,15,Tom Brady up the middle for 1 yard (tackle by Chad Bratzke),-0.200,0.670
2,0:08,1,10,NWE 26,0,15,Tom Brady kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,0,15,"Adam Vinatieri kicks off 55 yards, returned by Dominic Rhodes for 33 yards (tackle by Adam Vinatieri)",0.000,2.130
3,14:53,1,10,IND 48,0,15,Edgerrin James left tackle for 8 yards (tackle by Mike Vrabel),2.130,2.660
3,14:23,2,2,NWE 44,0,15,Edgerrin James left guard for 1 yard (tackle by Ted Johnson and Ted Washington),2.660,2.080
3,13:46,3,1,NWE 43,0,15,Peyton Manning pass incomplete intended for Marcus Pollard,2.080,0.400
3,13:41,4,1,NWE 43,0,15,Edgerrin James up the middle for 3 yards (tackle by Willie McGinest and Bobby Hamilton),0.400,2.920
3,13:12,1,10,NWE 40,0,15,Edgerrin James right end for 5 yards (tackle by Rodney Harrison),2.920,3.050
3,12:49,2,5,NWE 35,0,15,Peyton Manning pass complete to Dominic Rhodes for 9 yards (tackle by Mike Vrabel),3.050,3.840
3,12:10,1,10,NWE 26,0,15,Dominic Rhodes right end for 11 yards (tackle by Ted Johnson and Bobby Hamilton),3.840,4.580
3,11:26,1,10,NWE 15,0,15,Peyton Manning pass incomplete intended for Edgerrin James,4.580,3.950
3,11:20,2,10,NWE 15,0,15,Edgerrin James up the middle for 7 yards (tackle by Eugene Wilson and Rodney Harrison),3.950,4.450
3,10:36,3,3,NWE 8,0,15,Edgerrin James left guard for 6 yards (tackle by Tedy Bruschi and Ty Law),4.450,6.740
3,9:53,1,2,NWE 2,0,15,Peyton Manning pass incomplete intended for Tom Lopienski,6.740,5.720
3,9:48,2,2,NWE 2,6,15,"Edgerrin James left tackle for 2 yards, touchdown",5.720,7.000
3,,,,NWE 2,7,15,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,7,15,"Mike Vanderjagt kicks off 48 yards, returned by Patrick Pass for 21 yards (tackle by Robert Mathis)",0.000,1.800
3,9:39,1,10,NWE 43,7,15,Tom Brady pass complete to Larry Centers for 28 yards (tackle by Mike Doss),1.800,3.640
3,9:07,1,10,IND 29,7,15,Tom Brady pass complete to Troy Brown for 17 yards (tackle by David Thornton),3.640,4.780
3,8:40,1,10,IND 12,7,15,Tom Brady pass incomplete intended for Christian Fauria,4.780,4.100
3,8:32,2,10,IND 12,7,15,Tom Brady pass incomplete intended for Deion Branch,4.100,3.120
3,8:28,3,10,IND 12,7,15,Tom Brady pass complete to Kevin Faulk for 8 yards (tackle by David Thornton),3.120,3.040
3,7:39,4,2,IND 4,7,15,"Penalty on Ken Walter: Delay of Game, 5 yards (no play)",3.040,2.830
3,7:24,4,7,IND 9,7,18,Adam Vinatieri 27 yard field goal good,2.830,3.000
3,,,,NWE 30,7,18,"Adam Vinatieri kicks off 68 yards, returned by Dominic Rhodes for 27 yards (tackle by Tully Banta-Cain)",0.000,0.870
3,7:15,1,10,IND 29,7,18,Edgerrin James left tackle for 1 yard (tackle by Mike Vrabel and Adam Vinatieri),0.870,0.460
3,6:38,2,9,IND 30,7,18,Peyton Manning pass incomplete intended for Marcus Pollard (defended by Mike Vrabel),0.460,-0.230
3,6:35,3,9,IND 30,7,18,Peyton Manning pass incomplete intended for Marvin Harrison,-0.230,-1.370
3,6:30,4,9,IND 30,7,18,"Hunter Smith punts 55 yards, returned by Troy Brown for 16 yards (tackle by Jason Doering)",-1.370,-1.000
3,6:17,1,10,NWE 31,7,18,Antowain Smith up the middle for 35 yards (tackle by David Thornton and Marcus Washington),1.000,3.310
3,5:27,1,10,IND 34,7,18,Antowain Smith up the middle for 14 yards (tackle by Donald Strickland),3.310,4.240
3,4:45,1,10,IND 20,7,18,Antowain Smith left guard for no gain (tackle by Larry Tripplett and Mike Doss),4.240,3.690
3,4:09,2,10,IND 20,7,18,"Tom Brady for no gain. Tom Brady fumbles, recovered by Tom Brady at IND-21. Penalty on Josh Williams: Defensive Offside, 5 yards (no play)",3.690,4.450
3,3:49,2,5,IND 15,7,18,Tom Brady pass complete to Troy Brown for 9 yards (tackle by David Thornton),4.450,5.830
3,3:01,1,6,IND 6,7,18,Antowain Smith left tackle for 1 yard (tackle by Mike Doss),5.830,5.150
3,2:20,2,5,IND 5,7,18,Antowain Smith up the middle for 2 yards (tackle by Rob Morris),5.150,4.720
3,1:41,3,3,IND 3,7,18,Tom Brady pass incomplete intended for Christian Fauria,4.720,3.040
3,1:36,4,3,IND 3,7,21,Adam Vinatieri 21 yard field goal good,3.040,3.000
3,,,,NWE 30,7,21,"Adam Vinatieri kicks off 50 yards, returned by Ricky Williams for 13 yards (tackle by Don Davis)",0.000,1.140
3,1:29,1,10,IND 33,7,21,Peyton Manning sacked by Willie McGinest for -7 yards,1.140,-0.350
3,1:00,2,17,IND 26,7,21,Peyton Manning pass incomplete intended for Edgerrin James is intercepted by Ty Law at IND-31,-0.350,-3.510
3,0:54,1,10,IND 31,7,21,Tom Brady pass complete to David Givens for 13 yards (tackle by Donald Strickland),3.510,4.370
3,0:10,1,10,IND 18,7,21,Antowain Smith up the middle for 1 yard (tackle by Mike Doss and Rob Morris),4.370,3.940
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,IND 17,7,21,Tom Brady pass incomplete intended for Troy Brown,3.940,5.370
4,14:18,1,8,IND 8,7,21,Tom Brady pass complete to David Givens for 5 yards (tackle by David Macklin),5.370,5.530
4,13:40,2,3,IND 3,7,21,Tom Brady pass incomplete intended for Christian Fauria,5.530,4.720
4,13:34,3,3,IND 3,7,21,Tom Brady pass incomplete intended for Dedric Ward is intercepted by Walt Harris at IND-0,4.720,-0.280
4,13:28,1,10,IND 20,7,21,Edgerrin James right end for 1 yard (tackle by Rodney Harrison),0.280,-0.130
4,12:54,2,9,IND 21,7,21,Peyton Manning pass complete to Marcus Pollard for 11 yards (tackle by Roman Phifer),-0.130,1.070
4,12:18,1,10,IND 32,7,21,Peyton Manning pass incomplete intended for Brandon Stokley,1.070,0.530
4,12:13,2,10,IND 32,7,21,Peyton Manning pass complete to Reggie Wayne for 20 yards (tackle by Eugene Wilson),0.530,2.390
4,11:45,1,10,NWE 48,7,21,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Roman Phifer),2.390,2.520
4,11:11,2,5,NWE 43,7,21,Edgerrin James up the middle for 3 yards (tackle by Jarvis Green),2.520,2.210
4,10:42,3,2,NWE 40,7,21,Peyton Manning pass incomplete intended for Brandon Stokley,2.210,0.590
4,10:39,4,2,NWE 40,7,21,Edgerrin James up the middle for 3 yards (tackle by Roman Phifer),0.590,3.120
4,10:10,1,10,NWE 37,7,21,Peyton Manning pass incomplete intended for Brandon Stokley,3.120,2.570
4,10:02,2,10,NWE 37,7,21,Peyton Manning pass complete to Troy Walters for 10 yards (tackle by Rodney Harrison),2.570,3.780
4,9:39,1,10,NWE 27,7,21,Peyton Manning pass incomplete intended for Reggie Wayne,3.780,3.230
4,9:35,2,10,NWE 27,7,21,Dominic Rhodes right guard for 4 yards (tackle by Mike Vrabel and Tedy Bruschi),3.230,3.070
4,9:03,3,6,NWE 23,7,21,Peyton Manning sacked by Jarvis Green and Roman Phifer for -7 yards,3.070,1.410
4,8:31,4,13,NWE 30,7,21,Peyton Manning pass incomplete intended for Marvin Harrison is intercepted by Ty Law at NWE-11 and returned for 20 yards (tackle by Troy Walters),1.410,-1.000
4,8:17,1,10,NWE 31,7,21,Kevin Faulk right guard for 6 yards (tackle by Montae Reagor),1.000,1.270
4,7:44,2,4,NWE 37,7,21,Bethel Johnson right end for 3 yards (tackle by David Macklin),1.270,0.960
4,6:59,,,,7,21,Timeout #1 by New England Patriots,0.000,0.960
4,6:59,3,1,NWE 40,7,21,Kevin Faulk left end for -3 yards (tackle by Chad Bratzke),0.960,-0.910
4,6:16,4,4,NWE 37,7,21,"Ken Walter punts 30 yards, fair catch by Troy Walters",-0.910,-1.140
4,6:10,1,10,IND 33,7,21,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Tedy Bruschi),1.140,1.270
4,5:41,2,5,IND 38,7,21,Peyton Manning pass complete to Brandon Stokley for 12 yards,1.270,2.260
4,5:21,1,10,NWE 50,7,21,Peyton Manning pass complete to Edgerrin James for 8 yards (tackle by Asante Samuel),2.260,2.790
4,5:03,2,2,NWE 42,7,21,Peyton Manning pass incomplete intended for Reggie Wayne,2.790,2.080
4,5:00,3,2,NWE 42,7,21,Peyton Manning sacked by Jarvis Green for -6 yards,2.080,0.070
4,4:32,4,8,NWE 48,7,21,Peyton Manning pass complete to Troy Walters for 11 yards (tackle by Tyrone Poole),0.070,3.120
4,4:04,1,10,NWE 37,7,21,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Richard Seymour),3.120,2.570
4,4:02,2,10,NWE 37,7,21,Peyton Manning pass complete to Brandon Stokley for 4 yards (tackle by Roman Phifer),2.570,2.410
4,3:36,3,6,NWE 33,7,21,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Ty Law),2.410,3.910
4,3:11,1,10,NWE 25,7,21,Peyton Manning for 1 yard,3.910,3.500
4,3:05,2,9,NWE 24,7,21,Peyton Manning pass complete to Marcus Pollard for 14 yards,3.500,4.910
4,2:57,1,10,NWE 10,7,21,Edgerrin James left end for 3 yards (tackle by Asante Samuel),4.910,4.760
4,2:30,2,7,NWE 7,13,21,"Peyton Manning pass complete to Marcus Pollard for 7 yards, touchdown",4.760,7.000
4,,,,NWE 2,14,21,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,14,21,"Mike Vanderjagt kicks onside 14 yards, recovered by Christian Fauria",0.000,2.650
4,2:24,1,10,IND 44,14,21,Antowain Smith up the middle for no gain (tackle by Montae Reagor),2.650,2.110
4,2:19,,,,14,21,Timeout #1 by Indianapolis Colts,0.000,2.110
4,2:19,2,10,IND 44,14,21,Tom Brady pass incomplete intended for Dedric Ward (defended by Montae Reagor),2.110,1.420
4,2:16,3,10,IND 44,14,21,Tom Brady pass incomplete intended for Troy Brown (defended by David Thornton),1.420,0.330
4,2:12,4,10,IND 44,14,21,"Ken Walter punts 44 yards, touchback",0.330,-0.280
4,2:01,1,10,IND 20,14,21,Peyton Manning pass incomplete intended for Edgerrin James,0.280,-0.270
4,1:55,2,10,IND 20,14,21,Peyton Manning pass incomplete intended for Dominic Rhodes,-0.270,-0.960
4,1:51,,,,14,21,Timeout #2 by New England Patriots,0.000,-0.960
4,1:51,3,10,IND 20,14,21,Peyton Manning pass incomplete intended for Marcus Pollard,-0.960,-2.030
4,1:46,4,10,IND 20,14,21,Peyton Manning pass incomplete intended for Marcus Pollard,-2.030,-4.240
4,1:41,1,10,IND 20,14,21,Antowain Smith up the middle for no gain (tackle by Montae Reagor),4.240,3.690
4,1:36,,,,14,21,Timeout #2 by Indianapolis Colts,0.000,3.690
4,1:36,2,10,IND 20,14,21,"Penalty on Montae Reagor: Encroachment, 5 yards (no play)",3.690,4.450
4,1:36,2,5,IND 15,14,21,Antowain Smith right guard for -1 yards (tackle by Dwight Freeney),4.450,3.520
4,1:29,,,,14,21,Timeout #3 by Indianapolis Colts,0.000,3.520
4,1:29,3,6,IND 16,14,21,Tom Brady left end for no gain (tackle by David Macklin),3.520,2.400
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,0:55,,,,14,21,Timeout #3 by New England Patriots,0.000,2.400
4,0:55,4,6,IND 16,14,24,Adam Vinatieri 34 yard field goal good,2.400,3.000
4,,,,NWE 30,14,24,"Adam Vinatieri kicks off 40 yards, returned by Tupe Peko for 11 yards (tackle by Chris Akins)",0.000,1.660
4,0:46,1,10,IND 41,14,24,Peyton Manning pass complete to Marcus Pollard for 16 yards (tackle by Larry Izzo),1.660,2.720
4,0:25,1,10,NWE 43,14,24,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Asante Samuel),2.720,2.180
4,0:21,2,10,NWE 43,14,24,Peyton Manning pass incomplete intended for Edgerrin James,2.180,1.490
4,0:16,3,10,NWE 43,14,24,Peyton Manning pass incomplete intended for Reggie Wayne,1.490,0.400
4,0:11,4,10,NWE 43,14,24,Peyton Manning pass complete to Troy Walters for 9 yards (tackle by Asante Samuel),0.400,-1.200
4,0:07,1,10,NWE 34,14,24,Tom Brady kneels for -1 yards,1.200,0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
