Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Dominic Rhodes,IND,5,121,24.2,0,33,0,0,,0,0
Tupe Peko,IND,1,11,11.0,0,11,0,0,,0,0
Ricky Williams,IND,1,13,13.0,0,13,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Troy Brown,NWE,1,16,16.0,0,16,1,16,16.0,0,16
Kevin Faulk,NWE,1,16,16.0,0,16,0,0,,0,0
Patrick Pass,NWE,1,21,21.0,0,21,0,0,,0,0
