Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tashaun Gipson,SFO,0,3,3,100.0%,44,14.7,14.7,0,118.7,7.0,21,23,0,0,0,0.0,0,9,0,0.0%
Fred Warner,SFO,0,2,2,100.0%,11,5.5,5.5,0,89.6,0.5,1,10,1,0,0,0.0,0,10,0,0.0%
George Odum,SFO,0,2,2,100.0%,8,4.0,4.0,1,122.9,4.0,8,0,0,0,0,0.0,0,1,0,0.0%
Talanoa Hufanga,SFO,0,2,2,100.0%,18,9.0,9.0,0,104.2,2.0,4,14,0,0,0,0.0,0,6,0,0.0%
Samuel Womack,SFO,0,1,1,100.0%,7,7.0,7.0,1,135.4,7.0,7,0,0,0,0,0.0,0,4,0,0.0%
Charvarius Ward,SFO,0,1,1,100.0%,15,15.0,15.0,0,118.7,9.0,9,6,0,0,0,0.0,0,2,0,0.0%
Dre Greenlaw,SFO,0,1,1,100.0%,6,6.0,6.0,0,91.7,5.0,5,1,0,0,0,0.0,0,6,0,0.0%
Deommodore Lenoir,SFO,0,2,1,50.0%,20,20.0,10.0,0,85.4,11.0,17,3,0,0,0,0.0,0,2,0,0.0%
Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Drake Jackson,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Oren Burks,SFO,0,0,0,,,,,,,,,,1,0,0,0.0,0,6,0,0.0%
Kemoko Turay,SFO,0,0,0,,,,,,,,,,2,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Rashaan Evans,ATL,0,10,8,80.0%,109,13.6,10.9,0,112.1,6.3,54,55,3,0,0,0.0,0,11,1,8.3%
AJ Terrell,ATL,0,7,5,71.4%,52,10.4,7.4,2,132.1,8.9,12,40,0,0,0,0.0,0,4,1,20.0%
Isaiah Oliver,ATL,1,5,5,100.0%,30,6.0,6.0,0,52.1,8.8,6,24,1,0,0,0.0,0,3,0,0.0%
Casey Hayward,ATL,0,3,3,100.0%,27,9.0,9.0,0,104.2,7.7,23,4,0,0,0,0.0,0,2,1,33.3%
Grady Jarrett,ATL,0,2,2,100.0%,15,7.5,7.5,0,97.9,-3.0,-6,21,0,0,0,0.0,0,3,0,0.0%
Troy Andersen,ATL,0,3,2,66.7%,14,7.0,4.7,0,77.1,3.7,3,11,0,0,0,0.0,0,13,0,0.0%
Arnold Ebiketie,ATL,0,2,1,50.0%,10,10.0,5.0,0,64.6,2.0,-5,15,1,0,2,0.0,2,4,0,0.0%
Darren Hall,ATL,0,3,1,33.3%,3,3.0,1.0,0,42.4,20.7,-2,5,0,0,0,0.0,0,2,0,0.0%
Richie Grant,ATL,0,3,1,33.3%,6,6.0,2.0,0,42.4,12.3,-4,10,0,0,0,0.0,0,6,1,14.3%
Mike Ford,ATL,0,1,1,100.0%,21,21.0,21.0,0,118.7,4.0,4,17,0,0,0,0.0,0,2,0,0.0%
Lorenzo Carter,ATL,0,1,1,100.0%,9,9.0,9.0,0,104.2,-1.0,-1,10,0,0,0,0.0,0,0,0,
Nathan Landman,ATL,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Ta'Quon Graham,ATL,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Quinton Bell,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
DeAundre Alford,ATL,0,1,0,0.0%,,,0.0,,39.6,10.0,,,0,0,0,0.0,0,0,0,
Jaylinn Hawkins,ATL,1,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
