Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
1,1:40,,,CHI 35,7,7,"Robbie Gould kicks off 63 yards, returned by Dwayne Harris for 14 yards (tackle by Sherrick McManis)",0.000,0.140
1,1:30,1,10,DAL 16,7,7,DeMarco Murray right guard for 14 yards (tackle by Chris Conte and Shea McClellin),-0.140,0.940
1,0:49,1,10,DAL 30,7,7,DeMarco Murray left end for no gain (tackle by Jay Ratliff),0.940,0.390
1,0:06,2,10,DAL 30,7,7,Tony Romo pass complete short left to DeMarco Murray for 3 yards (tackle by Zackary Bowman),0.390,0.100
Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,DAL 33,7,7,Tony Romo sacked by James Anderson for -9 yards,0.100,-1.770
2,14:41,4,16,DAL 24,7,7,"Chris Jones punts 41 yards, out of bounds",-1.770,-1.270
2,14:32,1,10,CHI 35,7,7,Josh McCown pass complete short left to Alshon Jeffery for 11 yards (tackle by Barry Church),1.270,1.990
2,13:48,1,10,CHI 46,7,7,Josh McCown pass complete deep middle to Brandon Marshall for 20 yards (tackle by Brandon Carr),1.990,3.310
2,13:12,1,10,DAL 34,7,7,Alshon Jeffery right end for -7 yards (tackle by Bruce Carter),3.310,1.830
2,12:31,2,17,DAL 41,7,7,Josh McCown pass complete short right to Martellus Bennett for 3 yards (tackle by Barry Church),1.830,1.550
2,11:44,3,14,DAL 38,7,7,Josh McCown pass complete short right to Brandon Marshall for 15 yards (tackle by Barry Church). Penalty on Brandon Carr: Defensive Holding (Declined),1.550,4.040
2,11:20,1,10,DAL 23,7,7,Matt Forte right end for 3 yards (tackle by Sean Lee),4.040,3.900
2,10:37,2,7,DAL 20,7,7,Josh McCown left end for 10 yards (tackle by Bruce Carter),3.900,4.910
2,9:55,1,10,DAL 10,7,7,Matt Forte left guard for 3 yards (tackle by Sean Lee and Jarius Wynn),4.910,4.760
2,9:10,2,7,DAL 7,7,7,Josh McCown pass incomplete short middle intended for Alshon Jeffery,4.760,3.810
2,9:05,3,7,DAL 7,7,13,"Josh McCown right guard for 7 yards, touchdown",3.810,7.000
2,9:05,,,DAL 2,7,14,Robbie Gould kicks extra point good,0.000,0.000
2,9:05,,,CHI 35,7,14,"Robbie Gould kicks off 45 yards, returned by Tyler Clutts for 12 yards (tackle by Craig Steltz)",0.000,-1.070
2,8:51,1,10,DAL 32,7,14,Tony Romo pass complete deep middle to Gavin Escobar for 25 yards (tackle by Chris Conte and Khaseem Greene),1.070,2.720
2,8:18,1,10,CHI 43,7,14,DeMarco Murray left end for 11 yards (tackle by Jay Ratliff),2.720,3.450
2,7:43,1,10,CHI 32,7,14,DeMarco Murray right end for 6 yards (tackle by Chris Conte),3.450,3.710
2,7:15,2,4,CHI 26,7,14,DeMarco Murray right guard for 8 yards (tackle by Tim Jennings),3.710,4.370
2,6:41,1,10,CHI 18,7,14,DeMarco Murray right tackle for 2 yards (tackle by Khaseem Greene),4.370,4.090
2,6:02,2,8,CHI 16,7,14,DeMarco Murray right end for 6 yards (tackle by Major Wright),4.090,4.090
2,5:30,2,8,CHI 16,7,14,Timeout #1 by Dallas Cowboys,4.090,4.510
2,5:30,3,2,CHI 10,13,14,"Tony Romo pass complete short right to Jason Witten for 10 yards, touchdown",4.510,7.000
2,5:30,,,CHI 2,14,14,Dan Bailey kicks extra point good,0.000,0.000
2,5:30,,,DAL 35,14,14,"Dan Bailey kicks off 69 yards, returned by Devin Hester for 27 yards (tackle by Danny McCray)",0.000,-0.480
2,5:15,1,10,CHI 23,14,14,Josh McCown pass complete short right to Martellus Bennett for 7 yards (tackle by Orlando Scandrick),0.480,0.880
2,4:34,2,3,CHI 30,14,14,Matt Forte left tackle for 1 yard (tackle by Jason Hatcher),0.880,0.300
2,3:53,3,2,CHI 31,14,14,Josh McCown pass complete short right to Brandon Marshall for 10 yards (tackle by Orlando Scandrick),0.300,1.660
2,3:10,1,10,CHI 41,14,14,"Josh McCown pass complete deep left to Alshon Jeffery for 26 yards (tackle by Barry Church). Penalty on George Selvie: Roughing the Passer, 15 yards",1.660,4.370
2,2:40,1,10,DAL 18,14,14,Josh McCown pass complete short left to Dante Rosario for 13 yards (tackle by Bruce Carter),4.370,6.060
2,2:00,1,5,DAL 5,14,14,"Matt Forte right guard for -2 yards (tackle by Barry Church). Penalty on Roberto Garza: Offensive Holding, 10 yards (no play)",6.060,4.370
2,1:50,1,15,DAL 15,14,14,Josh McCown pass incomplete short left intended for Matt Forte,4.370,3.460
2,1:50,2,15,DAL 15,14,14,Josh McCown pass incomplete short middle intended for Martellus Bennett,3.460,2.930
2,1:45,3,15,DAL 15,14,14,Josh McCown pass complete short right to Matt Forte for 6 yards (tackle by Brandon Carr),2.930,2.830
2,1:38,4,9,DAL 9,14,17,Robbie Gould 27 yard field goal good,2.830,3.000
2,1:38,,,CHI 35,14,17,"Robbie Gould kicks off 60 yards, returned by Dwayne Harris for 24 yards (tackle by Blake Costanzo)",0.000,-0.870
2,1:27,1,10,DAL 29,14,17,Tony Romo pass complete short left to Dez Bryant for 10 yards (tackle by Tim Jennings and Major Wright),0.870,0.870
2,1:13,1,10,DAL 29,14,17,Timeout #2 by Dallas Cowboys,0.870,1.530
2,1:13,1,10,DAL 39,14,17,Tony Romo pass incomplete short right intended for Jason Witten,1.530,0.990
2,1:10,2,10,DAL 39,14,17,Tony Romo pass incomplete short left intended for DeMarco Murray,0.990,0.300
2,1:05,3,10,DAL 39,14,17,Tony Romo pass incomplete short right intended for Terrance Williams (defended by Zackary Bowman),0.300,-0.780
2,0:59,4,10,DAL 39,14,17,"Chris Jones punts 40 yards, returned by Devin Hester for 19 yards (tackle by Danny McCray)",-0.780,-1.600
2,0:47,1,10,CHI 40,14,17,Josh McCown pass incomplete deep right intended for Alshon Jeffery,1.600,1.050
2,0:41,2,10,CHI 40,14,17,Josh McCown pass complete short middle to Matt Forte for 9 yards (tackle by Bruce Carter),1.050,1.050
2,0:31,2,10,CHI 40,14,17,Timeout #1 by Chicago Bears,1.050,1.550
2,0:31,3,1,CHI 49,14,17,Josh McCown pass complete short left to Alshon Jeffery for 7 yards (tackle by Barry Church and Sean Lee),1.550,1.550
2,0:25,3,1,CHI 49,14,17,Timeout #2 by Chicago Bears,1.550,2.650
2,0:25,1,10,DAL 44,14,17,Josh McCown pass complete short middle to Brandon Marshall for 19 yards (tackle by Jeff Heath),2.650,2.650
2,0:17,1,10,DAL 44,14,17,Timeout #3 by Chicago Bears,2.650,3.910
2,0:17,1,10,DAL 25,14,23,"Josh McCown pass complete deep right to Alshon Jeffery for 25 yards, touchdown",3.910,7.000
2,0:17,,,DAL 2,14,24,Robbie Gould kicks extra point good,0.000,0.000
2,0:17,,,CHI 35,14,24,Robbie Gould kicks off 38 yards,0.000,-0.740
2,0:09,1,10,DAL 27,14,24,Tony Romo kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,14,24,"Dan Bailey kicks off 49 yards, returned by Michael Ford for 10 yards (tackle by Cameron Lawrence)",0.000,-0.670
3,14:54,1,10,CHI 26,14,24,"Josh McCown pass complete short right to Matt Forte for 3 yards (tackle by Jeff Heath). Penalty on George Selvie: Roughing the Passer, 15 yards",0.670,1.860
3,14:33,1,10,CHI 44,14,24,Josh McCown pass complete short right to Matt Forte for 4 yards (tackle by Bruce Carter),1.860,1.860
3,13:47,2,6,CHI 48,14,24,Josh McCown pass complete short right to Matt Forte for 34 yards (tackle by Kyle Wilber),1.860,4.370
3,12:54,1,10,DAL 18,14,24,Josh McCown pass incomplete deep left intended for Brandon Marshall (defended by Orlando Scandrick),4.370,3.800
3,12:48,2,10,DAL 18,14,24,Michael Bush left end for 2 yards (tackle by Brandon Carr),3.800,3.300
3,12:12,3,8,DAL 16,14,24,Josh McCown pass incomplete deep left intended for Brandon Marshall,3.300,2.380
3,12:07,4,8,DAL 16,14,27,Robbie Gould 34 yard field goal good,2.380,3.000
3,12:07,,,CHI 35,14,27,"Robbie Gould kicks off 55 yards, returned by Dwayne Harris for 43 yards (tackle by Michael Ford)",0.000,-2.460
3,11:54,1,10,CHI 47,14,27,Joseph Randle left end for 5 yards (tackle by Corey Wootton),2.460,2.590
3,11:16,2,5,CHI 42,14,27,DeMarco Murray left end for 1 yard (tackle by Jonathan Bostic),2.590,2.010
3,10:43,3,4,CHI 41,14,27,Tony Romo pass incomplete deep left intended for Dez Bryant,2.010,0.530
3,10:37,4,4,CHI 41,14,27,"Chris Jones punts 31 yards, fair catch by Devin Hester",0.530,0.380
3,10:30,1,10,CHI 10,14,27,Josh McCown pass complete short right to Martellus Bennett for 15 yards (tackle by Kyle Wilber),-0.380,0.610
3,9:52,1,10,CHI 25,14,27,Josh McCown pass incomplete deep right intended for Alshon Jeffery (defended by Bruce Carter),0.610,0.060
3,9:48,2,10,CHI 25,14,27,Matt Forte right end for no gain (tackle by Kyle Wilber),0.060,-0.620
3,9:03,3,10,CHI 25,14,27,"Josh McCown pass incomplete short left intended for Brandon Marshall is intercepted by Sterling Moore at CHI-36 and returned for 18 yards (tackle by Matt Slauson). Penalty on Brandon Carr: Defensive Holding, 5 yards (no play)",-0.620,0.940
3,8:52,1,10,CHI 30,14,27,Josh McCown pass incomplete deep left intended for Alshon Jeffery (defended by Brandon Carr),0.940,0.390
3,8:45,2,10,CHI 30,14,27,Matt Forte right end for 1 yard (tackle by George Selvie),0.390,-0.160
3,7:59,3,9,CHI 31,14,27,Josh McCown pass complete short middle to Earl Bennett for 14 yards (tackle by Sterling Moore),-0.160,1.930
3,7:16,1,10,CHI 45,14,27,Matt Forte right end for 7 yards (tackle by Bruce Carter),1.930,2.330
3,6:30,2,3,DAL 48,14,27,Matt Forte right tackle for 10 yards (tackle by Barry Church),2.330,3.050
3,5:53,1,10,DAL 38,14,27,Michael Bush left tackle for 9 yards (tackle by Ernie Sims),3.050,3.720
3,5:16,2,1,DAL 29,14,27,Michael Bush left guard for 5 yards (tackle by George Selvie),3.720,3.970
3,4:36,1,10,DAL 24,14,27,Matt Forte right guard for 5 yards (tackle by George Selvie),3.970,4.120
3,3:59,2,5,DAL 19,14,27,Matt Forte left guard for 12 yards (tackle by J.J. Wilcox),4.120,5.600
3,3:13,1,7,DAL 7,14,27,Matt Forte left guard for 3 yards (tackle by Kyle Wilber),5.600,5.340
3,2:25,2,4,DAL 4,14,33,"Josh McCown pass complete short right to Matt Forte for 4 yards, touchdown",5.340,7.000
3,2:25,,,,14,35,"Two Point Attempt: Josh McCown pass complete to Brandon Marshall, conversion succeeds",0.000,1.000
3,2:25,,,CHI 35,14,35,"Robbie Gould kicks off 42 yards, out of bounds",0.000,-1.600
3,2:20,1,10,DAL 40,14,35,Tony Romo pass complete deep right to Terrance Williams for 18 yards,1.600,2.790
3,1:53,1,10,CHI 42,14,35,Tony Romo sacked by Jay Ratliff for -5 yards,2.790,1.570
3,1:17,2,15,CHI 47,14,35,Tony Romo pass incomplete intended for DeMarco Murray,1.570,0.890
3,1:13,3,15,CHI 47,14,35,Tony Romo pass complete short right to James Hanna for 6 yards (tackle by Major Wright),0.890,0.530
3,0:25,4,9,CHI 41,14,35,Tony Romo pass incomplete short right intended for DeMarco Murray,0.530,-1.730
3,0:22,1,10,CHI 42,14,35,Michael Bush left guard for 4 yards (tackle by George Selvie),1.730,1.730
Quarter,Time,Down,ToGo,Location,DAL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CHI 46,14,35,"Josh McCown pass complete deep middle to Brandon Marshall for 22 yards (tackle by Orlando Scandrick). Penalty on Orlando Scandrick: Unnecessary Roughness, 15 yards",1.730,4.440
4,14:31,1,10,DAL 17,14,41,"Josh McCown pass complete short right to Michael Bush for 17 yards, touchdown",4.440,7.000
4,14:31,,,DAL 2,14,42,Robbie Gould kicks extra point good,0.000,0.000
4,14:31,,,CHI 35,14,42,"Robbie Gould kicks off 40 yards, returned by Joseph Randle for 7 yards (tackle by Blake Costanzo)",0.000,-1.070
4,14:19,1,10,DAL 32,14,42,DeMarco Murray right end for 11 yards (tackle by Zackary Bowman),1.070,1.800
4,13:49,1,10,DAL 43,14,42,DeMarco Murray right guard for 21 yards (tackle by Major Wright),1.800,3.180
4,13:21,1,10,CHI 36,14,42,DeMarco Murray right tackle for 12 yards (tackle by Chris Conte),3.180,3.970
4,12:48,1,10,CHI 24,14,42,Joseph Randle right tackle for 5 yards (tackle by Corey Wootton),3.970,4.120
4,12:19,2,5,CHI 19,14,42,Joseph Randle left tackle for 8 yards (tackle by Chris Conte),4.120,4.840
4,11:46,1,10,CHI 11,14,42,DeMarco Murray left guard for 2 yards (tackle by Chris Conte),4.840,4.510
4,11:05,2,8,CHI 9,14,42,Tony Romo pass incomplete short left intended for Dez Bryant,4.510,3.530
4,11:00,3,8,CHI 9,20,42,"Tony Romo pass complete to Cole Beasley for 9 yards, touchdown",3.530,7.000
4,11:00,,,CHI 2,21,42,Dan Bailey kicks extra point good,0.000,0.000
4,11:00,,,DAL 35,21,42,"Dan Bailey kicks onside 20 yards, recovered by Brandon Marshall",0.000,-1.930
4,10:51,1,10,CHI 45,21,42,Matt Forte left end for 2 yards (tackle by Kyle Wilber),1.930,1.650
4,10:05,2,8,CHI 47,21,42,Matt Forte right end for 18 yards (tackle by Kyle Wilber and Jeff Heath),1.650,3.250
4,9:23,1,10,DAL 35,21,42,Michael Bush right end for 4 yards (tackle by Drake Nevis),3.250,3.240
4,8:37,2,6,DAL 31,21,42,Michael Bush right guard for 8 yards (tackle by Kyle Wilber),3.240,4.040
4,7:49,1,10,DAL 23,21,42,Josh McCown sacked by DeMarcus Ware for -7 yards,4.040,2.550
4,7:10,2,17,DAL 30,21,42,Michael Bush right tackle for 5 yards (tackle by Kyle Wilber),2.550,2.540
4,6:24,3,12,DAL 25,21,42,Josh McCown pass complete short middle to Matt Forte for 13 yards (tackle by Orlando Scandrick),2.540,4.780
4,5:34,1,10,DAL 12,21,42,Matt Forte right tackle for 2 yards (tackle by Kyle Wilber),4.780,4.450
4,4:46,2,8,DAL 10,21,42,Matt Forte left guard for 4 yards (tackle by Drake Nevis),4.450,4.380
4,3:59,3,4,DAL 6,21,42,Matt Forte left guard for no gain (tackle by DeMarcus Ware),4.380,4.380
4,3:51,3,4,DAL 6,21,42,Timeout #1 by Dallas Cowboys,4.380,3.000
4,3:51,4,4,DAL 6,21,45,Robbie Gould 23 yard field goal good,3.000,3.000
4,3:51,,,CHI 35,21,45,"Robbie Gould kicks off 54 yards, returned by Terrance Williams for 14 yards (tackle by Anthony Walters)",0.000,-0.610
4,3:41,1,10,DAL 25,21,45,Joseph Randle left end for 3 yards (tackle by James Anderson),0.610,0.470
4,3:04,2,7,DAL 28,21,45,Joseph Randle right guard for no gain (tackle by Jonathan Bostic),0.470,-0.230
4,2:26,3,7,DAL 28,21,45,Kyle Orton pass complete short left to Gavin Escobar for 7 yards (tackle by James Anderson),-0.230,1.270
4,2:21,1,10,DAL 35,21,45,Joseph Randle left end for 19 yards (tackle by Chris Conte),1.270,2.520
4,2:00,1,10,CHI 46,21,45,Kyle Orton pass complete short left to Miles Austin for 15 yards (tackle by Zackary Bowman),2.520,3.510
4,1:54,1,10,CHI 31,21,45,Kyle Orton pass incomplete short right intended for Cole Beasley,3.510,2.970
4,1:50,2,10,CHI 31,21,45,Joseph Randle left guard for 9 yards (tackle by Isaiah Frey),2.970,3.470
4,1:14,3,1,CHI 22,21,45,Kyle Orton pass incomplete deep left intended for Miles Austin,3.470,2.140
4,1:09,4,1,CHI 22,21,45,Joseph Randle left guard for 3 yards (tackle by David Bass),2.140,4.310
4,0:36,1,10,CHI 19,21,45,Kyle Orton pass complete deep left to Terrance Williams for 18 yards (tackle by Zackary Bowman),4.310,6.970
4,0:11,1,1,CHI 1,27,45,"Joseph Randle left guard for 1 yard, touchdown",6.970,7.000
4,0:11,,,CHI 2,28,45,Dan Bailey kicks extra point good,0.000,0.000
4,0:11,,,DAL 35,28,45,"Dan Bailey kicks onside 24 yards, recovered by Brandon Marshall",0.000,-1.660
4,0:06,1,10,CHI 41,28,45,Josh McCown kneels for -1 yards,1.660,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
