Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
1,5:44,3,5,DAL 42,0,0,"Tom Brady sacked by Robert Quinn for -3 yards. Tom Brady fumbles (forced by Robert Quinn), recovered by Tom Brady at DAL-47",1.880,0.270
1,5:04,4,8,DAL 45,0,0,"Jake Bailey punts 45 yards, touchback.",0.270,-0.280
1,4:59,1,10,DAL 20,0,0,Ezekiel Elliott left end for 4 yards (tackle by Lawrence Guy and Jamie Collins),0.280,0.270
1,4:19,2,6,DAL 24,0,0,Dak Prescott pass complete short left to Tony Pollard for 8 yards (tackle by Stephon Gilmore),0.270,1.070
1,3:39,1,10,DAL 32,0,0,Ezekiel Elliott right end for -3 yards (tackle by Jamie Collins),1.070,0.120
1,3:01,2,13,DAL 29,0,0,"Dak Prescott pass incomplete deep right intended for Randall Cobb. Penalty on Tyron Smith: Tripping, 10 yards (no play)",0.120,-1.290
1,2:55,2,23,DAL 19,0,0,Dak Prescott pass complete short right to Ezekiel Elliott for 4 yards (tackle by Patrick Chung and Jamie Collins),-1.290,-1.350
1,2:25,3,19,DAL 23,0,0,Dak Prescott pass complete short left to Randall Cobb for 7 yards (tackle by Dont'a Hightower),-1.350,-1.370
1,1:45,4,12,DAL 30,0,0,"Chris Jones punts blocked by Matthew Slater, recovered by Nate Ebner",-1.370,-4.780
1,1:28,1,10,DAL 12,0,0,Sony Michel up the middle for 2 yards (tackle by Jeff Heath and Antwaun Woods),4.780,4.450
1,0:50,2,8,DAL 10,0,6,"Tom Brady pass complete short left to N'Keal Harry for 10 yards, touchdown",4.450,7.000
1,0:45,,,DAL 15,0,7,Nick Folk kicks extra point good,0.000,0.000
1,0:45,,,NWE 35,0,7,"Jake Bailey kicks off 53 yards, muffed catch by Tony Pollard returned by Tony Pollard for 1 yard (tackle by Brandon Bolden)",0.000,0.040
1,0:41,1,10,DAL 18,0,7,"Dak Prescott pass complete short middle to Blake Jarwin for 8 yards (tackle by Jamie Collins). Blake Jarwin fumbles (forced by Jamie Collins), recovered by Blake Jarwin at DAL-26",0.040,0.680
Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,DAL 26,0,7,Ezekiel Elliott right guard for no gain (tackle by Patrick Chung and Lawrence Guy),0.680,-0.140
2,14:23,3,2,DAL 26,0,7,Dak Prescott pass short right intended for Amari Cooper is intercepted by Stephon Gilmore at DAL-29 and returned for no gain,-0.140,-3.640
2,14:17,1,10,DAL 29,0,7,Sony Michel left end for 3 yards (tackle by Jaylon Smith and Jeff Heath),3.640,3.510
2,13:41,2,7,DAL 26,0,7,Sony Michel right end for no gain (tackle by Jaylon Smith),3.510,2.810
2,12:55,3,7,DAL 26,0,7,Tom Brady pass incomplete short left intended for Julian Edelman,2.810,1.740
2,12:51,4,7,DAL 26,0,10,Nick Folk 44 yard field goal good,1.740,3.000
2,12:46,,,NWE 35,0,10,"Nick Folk kicks off 41 yards, muffed catch by Dalton Schultz returned by Dalton Schultz for 5 yards (tackle by Chase Winovich)",0.000,0.940
2,12:43,1,10,DAL 30,0,10,Ezekiel Elliott up the middle for 8 yards (tackle by Stephon Gilmore),0.940,1.470
2,12:14,2,2,DAL 38,0,10,Ezekiel Elliott left guard for 3 yards (tackle by Lawrence Guy and Patrick Chung),1.470,1.660
2,11:42,1,10,DAL 41,0,10,Ezekiel Elliott left guard for 12 yards (tackle by Duron Harmon),1.660,2.460
2,11:05,1,10,NWE 47,0,10,Tony Pollard right end for 8 yards (tackle by Stephon Gilmore and Devin McCourty),2.460,2.990
2,10:35,2,2,NWE 39,0,10,Tony Pollard up the middle for 4 yards (tackle by Lawrence Guy),2.990,3.250
2,10:02,1,10,NWE 35,0,10,Ezekiel Elliott up the middle for 5 yards (tackle by Deatrich Wise),3.250,3.380
2,9:24,2,5,NWE 30,0,10,Ezekiel Elliott up the middle for 2 yards (tackle by Jamie Collins),3.380,2.940
2,8:44,3,3,NWE 28,0,10,Dak Prescott pass incomplete short left intended for Randall Cobb,2.940,1.680
2,8:40,4,3,NWE 28,3,10,Brett Maher 46 yard field goal good,1.680,3.000
2,8:36,,,DAL 35,3,10,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,8:36,1,10,NWE 25,3,10,Tom Brady pass complete short left to Jakobi Meyers for 32 yards (tackle by Joe Thomas),0.610,2.720
2,7:55,1,10,DAL 43,3,10,Tom Brady pass incomplete short left intended for Jakobi Meyers,2.720,2.180
2,7:49,2,10,DAL 43,3,10,Tom Brady pass complete deep left to Julian Edelman for 20 yards (tackle by Byron Jones),2.180,4.040
2,7:04,1,10,DAL 23,3,10,Tom Brady pass incomplete short right intended for Julian Edelman,4.040,3.500
2,7:01,2,10,DAL 23,3,10,Tom Brady pass incomplete short right intended for N'Keal Harry,3.500,2.810
2,6:55,3,10,DAL 23,3,10,Tom Brady pass incomplete short left intended for Julian Edelman,2.810,1.930
2,6:51,4,10,DAL 23,3,10,"Penalty on Danny Shelton: False Start, 5 yards (no play)",1.930,1.590
2,6:51,4,15,DAL 28,3,10,Nick Folk 46 yard field goal no good,1.590,-1.330
2,6:46,1,10,DAL 36,3,10,Ezekiel Elliott left guard for 2 yards (tackle by John Simon),1.330,1.060
2,6:09,2,8,DAL 38,3,10,Dak Prescott pass complete short left to Blake Jarwin for 4 yards (tackle by J.C. Jackson),1.060,0.890
2,5:39,3,4,DAL 42,3,10,Ezekiel Elliott up the middle for 5 yards (tackle by Patrick Chung),0.890,2.060
2,5:08,1,10,DAL 47,3,10,Ezekiel Elliott left guard for 2 yards (tackle by Danny Shelton),2.060,1.790
2,4:33,2,8,DAL 49,3,10,"Dak Prescott pass complete deep middle to Michael Gallup for 22 yards (tackle by Duron Harmon). Penalty on Deatrich Wise: Roughing the Passer, 15 yards",1.790,4.650
2,4:03,1,10,NWE 14,3,10,Ezekiel Elliott right guard for 3 yards (tackle by Dont'a Hightower and Jamie Collins),4.650,4.520
2,3:23,2,7,NWE 11,3,10,Dak Prescott pass incomplete short middle intended for Tony Pollard (defended by Dont'a Hightower),4.520,3.620
2,3:19,3,7,NWE 11,3,10,Dak Prescott pass complete short right to Tony Pollard for 2 yards (tackle by Chase Winovich),3.620,2.880
2,2:31,4,5,NWE 9,6,10,Brett Maher 27 yard field goal good,2.880,3.000
2,2:28,,,DAL 35,6,10,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,2:28,1,10,NWE 25,6,10,Sony Michel up the middle for 5 yards (tackle by Jeff Heath),0.610,0.740
2,2:00,2,5,NWE 30,6,10,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Chidobe Awuzie),0.740,1.330
2,1:24,1,10,NWE 36,6,10,James White right guard for 2 yards (tackle by DeMarcus Lawrence),1.330,1.060
2,0:50,2,8,NWE 38,6,10,Tom Brady pass incomplete deep left intended for N'Keal Harry,1.060,0.370
2,0:44,3,8,NWE 38,6,10,Tom Brady pass complete deep right to Jakobi Meyers for 23 yards (tackle by Chidobe Awuzie and Joe Thomas),0.370,2.980
2,0:38,,,,,,Timeout #1 by New England Patriots,,
2,0:38,1,10,DAL 39,6,10,Tom Brady pass incomplete short right,2.980,2.440
2,0:33,2,10,DAL 39,6,10,James White right guard for 3 yards (tackle by DeMarcus Lawrence),2.440,2.150
2,0:28,,,,,,Timeout #2 by New England Patriots,,
2,0:28,3,7,DAL 36,6,10,Tom Brady pass complete short middle to Julian Edelman for 6 yards (tackle by Jaylon Smith),2.150,1.520
2,0:04,,,,,,Timeout #3 by New England Patriots,,
2,0:04,4,1,DAL 30,6,10,Nick Folk 48 yard field goal no good,1.520,1.400
Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,6,10,"Brett Maher kicks off 49 yards, returned by James White for 20 yards (tackle by Josh Jones and Darian Thompson)",0.000,1.330
3,14:55,1,10,NWE 36,6,10,Rex Burkhead up the middle for 4 yards (tackle by Antwaun Woods and DeMarcus Lawrence),1.330,1.330
3,14:14,2,6,NWE 40,6,10,"Penalty on Isaiah Wynn: False Start, 5 yards (no play)",1.330,0.660
3,13:56,2,11,NWE 35,6,10,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Sean Lee),0.660,0.890
3,13:21,3,4,NWE 42,6,10,Tom Brady pass incomplete short left intended for James White,0.890,-0.590
3,13:17,4,4,NWE 42,6,10,"Jake Bailey punts 58 yards, touchback.",-0.590,-0.280
3,13:09,1,10,DAL 20,6,10,Ezekiel Elliott right guard for 3 yards (tackle by Lawrence Guy),0.280,0.140
3,12:34,2,7,DAL 23,6,10,Dak Prescott pass incomplete short left,0.140,-0.560
3,12:26,3,7,DAL 23,6,10,Dak Prescott pass incomplete short left intended for Michael Gallup,-0.560,-1.830
3,12:22,4,7,DAL 23,6,10,Chris Jones punts 49 yards downed by C.J. Goodwin,-1.830,-0.810
3,12:09,1,10,NWE 28,6,10,Brandon Bolden left end for 11 yards (tackle by Joe Thomas),0.810,1.530
3,11:38,1,10,NWE 39,6,10,"Sony Michel right guard for 2 yards (tackle by Jaylon Smith). Penalty on Shaq Mason: Offensive Holding, 10 yards (no play)",1.530,0.870
3,11:12,1,20,NWE 29,6,10,Tom Brady pass incomplete short middle intended for Jakobi Meyers (defended by Chidobe Awuzie),0.870,-0.360
3,11:06,2,20,NWE 29,6,10,Tom Brady pass incomplete deep left intended for Jakobi Meyers,-0.360,-1.020
3,11:00,3,20,NWE 29,6,10,Tom Brady pass complete deep left to Julian Edelman for 20 yards (tackle by Jaylon Smith),-1.020,2.190
3,10:24,1,10,NWE 49,6,10,Rex Burkhead left guard for -1 yards (tackle by Michael Bennett),2.190,1.510
3,9:42,2,11,NWE 48,6,10,Tom Brady pass incomplete short left intended for Rex Burkhead (defended by Sean Lee),1.510,0.830
3,9:34,3,11,NWE 48,6,10,Tom Brady sacked by Maliek Collins for -6 yards,0.830,-0.590
3,8:48,4,17,NWE 42,6,10,Jake Bailey punts 30 yards out of bounds,-0.590,-0.810
3,8:41,1,10,DAL 28,6,10,Dak Prescott pass complete short middle to Ezekiel Elliott for 5 yards (tackle by Ja'Whaun Bentley and Elandon Roberts),0.810,0.940
3,8:03,2,5,DAL 33,6,10,Ezekiel Elliott up the middle for 2 yards (tackle by Patrick Chung and Ja'Whaun Bentley),0.940,0.500
3,7:22,3,3,DAL 35,6,10,Dak Prescott pass complete short left to Randall Cobb for 2 yards (tackle by Jonathan Jones),0.500,-0.910
3,6:29,4,1,DAL 37,6,10,Chris Jones punts 35 yards downed by C.J. Goodwin,-0.910,-0.810
3,6:19,1,10,NWE 28,6,10,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Chidobe Awuzie),0.810,1.070
3,5:48,2,4,NWE 34,6,10,Sony Michel left tackle for 1 yard (tackle by Sean Lee and Christian Covington),1.070,0.500
3,5:03,3,3,NWE 35,6,10,Tom Brady pass incomplete deep left intended for Jakobi Meyers (defended by Jeff Heath),0.500,-1.040
3,4:58,4,3,NWE 35,6,10,"Jake Bailey punts 65 yards, touchback.",-1.040,-0.280
3,4:48,1,10,DAL 20,6,10,Ezekiel Elliott right end for 10 yards (tackle by Devin McCourty and Ja'Whaun Bentley),0.280,0.940
3,4:19,1,10,DAL 30,6,10,Dak Prescott pass incomplete short right intended for Jason Witten,0.940,0.390
3,4:15,2,10,DAL 30,6,10,Ezekiel Elliott right guard for 2 yards (tackle by Ja'Whaun Bentley and Jonathan Jones),0.390,-0.030
3,3:34,3,8,DAL 32,6,10,Dak Prescott pass complete short left to Michael Gallup for 11 yards (tackle by J.C. Jackson),-0.030,1.800
3,2:46,1,10,DAL 43,6,10,Tony Pollard right end for 7 yards (tackle by Jamie Collins),1.800,2.200
3,2:10,2,3,DAL 50,6,10,Tony Pollard right guard for no gain (tackle by Lawrence Guy),2.200,1.490
3,1:23,3,3,DAL 50,6,10,"Dak Prescott pass complete short left to Amari Cooper for 15 yards (tackle by Stephon Gilmore). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",1.490,0.170
3,0:57,3,13,DAL 40,6,10,Dak Prescott pass incomplete deep right intended for Tavon Austin,0.170,-0.720
3,0:52,4,13,DAL 40,6,10,"Penalty on DAL: Delay of Game, 5 yards (no play)",-0.720,-1.040
3,0:52,4,18,DAL 35,6,10,"Chris Jones punts 47 yards downed by C.J. Goodwin. Penalty on Ventell Bryant: Illegal Motion, 5 yards (no play)",-1.040,-1.370
3,0:41,4,23,DAL 30,6,10,"Chris Jones punts 32 yards, fair catch by Rex Burkhead at NE-38",-1.370,-1.470
3,0:34,1,10,NWE 38,6,10,Sony Michel left end for 5 yards (tackle by Sean Lee and Jaylon Smith),1.470,1.600
Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,NWE 43,6,10,Sony Michel left guard for 15 yards (tackle by Xavier Woods and Chidobe Awuzie),1.600,2.790
4,14:13,1,10,DAL 42,6,10,Tom Brady pass incomplete short left intended for Julian Edelman (defended by Jaylon Smith),2.790,2.240
4,14:10,2,10,DAL 42,6,10,Tom Brady pass complete short right to Jakobi Meyers for 10 yards (tackle by Chidobe Awuzie),2.240,3.450
4,13:28,1,10,DAL 32,6,10,"Penalty on Shaq Mason: False Start, 5 yards (no play)",3.450,3.120
4,13:11,1,15,DAL 37,6,10,Tom Brady pass complete short right to Rex Burkhead for 8 yards (tackle by Jourdan Lewis and Sean Lee),3.120,3.310
4,12:31,2,7,DAL 29,6,10,Tom Brady pass incomplete deep right intended for Ben Watson,3.310,2.610
4,12:27,3,7,DAL 29,6,10,Tom Brady pass complete short left to Jakobi Meyers for 9 yards (tackle by Chidobe Awuzie),2.610,4.240
4,11:47,1,10,DAL 20,6,10,Sony Michel left tackle for 1 yard (tackle by Christian Covington),4.240,3.820
4,11:11,2,9,DAL 19,6,10,"Tom Brady pass incomplete short left intended for Julian Edelman. Penalty on Jaylon Smith: Defensive Pass Interference, 5 yards (no play)",3.820,4.650
4,11:07,1,10,DAL 14,6,10,Sony Michel up the middle for -4 yards (tackle by DeMarcus Lawrence),4.650,3.480
4,10:25,2,14,DAL 18,6,10,Tom Brady pass incomplete deep left intended for N'Keal Harry,3.480,2.840
4,10:21,3,14,DAL 18,6,10,Tom Brady pass complete short right to James White for -6 yards (tackle by Michael Bennett),2.840,1.870
4,9:37,4,20,DAL 24,6,13,Nick Folk 42 yard field goal good,1.870,3.000
4,9:32,,,NWE 35,6,13,"Jake Bailey kicks off 54 yards, returned by Tony Pollard for no gain (tackle by Joejuan Williams)",0.000,-0.370
4,9:31,1,10,DAL 11,6,13,Ezekiel Elliott up the middle for 5 yards (tackle by Patrick Chung),-0.370,-0.300
4,8:53,2,5,DAL 16,6,13,"Dak Prescott pass complete deep left to Randall Cobb for 59 yards (tackle by Devin McCourty). Randall Cobb fumbles (forced by Devin McCourty), recovered by Randall Cobb at NE-30. Penalty on J.C. Jackson: Illegal Contact (Declined)",-0.300,3.910
4,8:32,1,10,NWE 25,6,13,Dak Prescott pass complete short middle to Tony Pollard for -1 yards (tackle by Danny Shelton and Lawrence Guy),3.910,3.230
4,7:48,2,11,NWE 26,6,13,Dak Prescott pass complete short right to Ezekiel Elliott for 12 yards (tackle by Dont'a Hightower),3.230,4.650
4,7:05,1,10,NWE 14,6,13,Ezekiel Elliott left end for 3 yards (tackle by Elandon Roberts),4.650,4.520
4,6:21,2,7,NWE 11,6,13,Dak Prescott pass incomplete short right intended for Jason Witten (defended by Stephon Gilmore),4.520,3.620
4,6:15,3,7,NWE 11,6,13,Dak Prescott pass incomplete short left intended for Blake Jarwin,3.620,2.700
4,6:08,4,7,NWE 11,9,13,Brett Maher 29 yard field goal good,2.700,3.000
4,6:04,,,DAL 35,9,13,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,6:04,1,10,NWE 25,9,13,Tom Brady pass complete short middle to Julian Edelman for 5 yards (tackle by Sean Lee),0.610,0.740
4,5:26,2,5,NWE 30,9,13,Tom Brady pass complete short right to Rex Burkhead for 6 yards (tackle by Sean Lee),0.740,1.330
4,4:57,1,10,NWE 36,9,13,Tom Brady pass incomplete deep right intended for Rex Burkhead,1.330,0.790
4,4:52,2,10,NWE 36,9,13,Tom Brady pass complete deep right to Julian Edelman for 23 yards (tackle by Jourdan Lewis),0.790,2.850
4,4:09,1,10,DAL 41,9,13,Sony Michel left tackle for 4 yards (tackle by Christian Covington),2.850,2.850
4,3:34,2,6,DAL 37,9,13,Sony Michel right guard for -4 yards (tackle by Kerry Hyder and Dorance Armstrong),2.850,1.620
4,2:51,3,10,DAL 41,9,13,Tom Brady pass incomplete short right intended for Rex Burkhead,1.620,0.530
4,2:48,4,10,DAL 41,9,13,Jake Bailey punts 33 yards downed by Matthew Slater,0.530,0.380
4,2:38,1,10,DAL 8,9,13,Dak Prescott pass complete short middle to Randall Cobb for 18 yards (tackle by Jonathan Jones),-0.380,0.670
4,2:10,1,10,DAL 26,9,13,Dak Prescott pass incomplete short right intended for Jason Witten,0.670,0.130
4,2:06,2,10,DAL 26,9,13,Dak Prescott pass complete short left to Michael Gallup for 9 yards (tackle by J.C. Jackson),0.130,0.630
4,2:00,3,1,DAL 35,9,13,"Dak Prescott pass complete short right to Ezekiel Elliott for 3 yards (tackle by Jonathan Jones). Penalty on Travis Frederick: Tripping, 10 yards (no play)",0.630,-0.690
4,1:53,3,11,DAL 25,9,13,Dak Prescott pass incomplete short right intended for Randall Cobb,-0.690,-1.700
4,1:50,4,11,DAL 25,9,13,Dak Prescott pass incomplete deep middle intended for Amari Cooper,-1.700,-3.910
4,1:44,1,10,DAL 25,9,13,Sony Michel left tackle for 5 yards (tackle by Christian Covington),3.910,4.040
4,1:40,,,,,,Timeout #1 by Dallas Cowboys,,
4,1:40,2,5,DAL 20,9,13,Sony Michel left end for 12 yards (tackle by Xavier Woods and Joe Thomas),4.040,5.370
4,1:33,,,,,,Timeout #2 by Dallas Cowboys,,
4,1:33,1,8,DAL 8,9,13,Tom Brady kneels for -2 yards,5.370,4.190
4,1:32,,,,,,Timeout #3 by Dallas Cowboys,,
4,1:32,2,10,DAL 10,9,13,Sony Michel left tackle for -4 yards (tackle by Maliek Collins),4.190,3.000
4,0:47,3,14,DAL 14,9,13,Tom Brady kneels for -1 yards,3.000,2.440
4,0:05,,,,,,Timeout #1 by New England Patriots,,
4,0:05,4,15,DAL 15,9,13,Tom Brady pass incomplete short right,2.440,0.220
4,0:01,,,,,,Timeout #2 by New England Patriots,,
4,0:01,1,10,DAL 15,9,13,Dak Prescott pass complete short left to Michael Gallup for 13 yards (tackle by Jamie Collins and J.C. Jackson),-0.220,0.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
