Quarter,Time,Tm,Detail,PIT,TEN
1.0,5:42,Steelers,Diontae Johnson 11 yard pass from Ben Roethlisberger (Chris Boswell kick),7,0
2.0,12:16,Steelers,Benny Snell Jr. 1 yard rush (Chris Boswell kick),14,0
,5:26,Titans,Corey Davis 4 yard pass from Ryan Tannehill (Stephen Gostkowski kick),14,7
,2:50,Steelers,Chris Boswell 38 yard field goal,17,7
,0:52,Steelers,Diontae Johnson 9 yard pass from Ben Roethlisberger (Chris Boswell kick),24,7
3.0,10:26,Steelers,Chris Boswell 30 yard field goal,27,7
,9:36,Titans,A.J. Brown 73 yard pass from Ryan Tannehill (Stephen Gostkowski kick),27,14
,2:55,Titans,Stephen Gostkowski 51 yard field goal,27,17
4.0,10:13,Titans,Derrick Henry 1 yard rush (Stephen Gostkowski kick),27,24
