Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
1,7:55,1,10,TEN 11,0,0,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,4.840,4.140
1,7:52,2,10,TEN 11,0,0,Ben Roethlisberger pass complete short left to Eric Ebron for 9 yards (tackle by Kenny Vaccaro),4.140,5.120
1,7:21,3,1,TEN 2,0,0,Benny Snell up the middle for 1 yard (tackle by Kevin Byard and Rashaan Evans),5.120,6.970
1,6:36,1,1,TEN 1,0,0,"Ben Roethlisberger pass complete short right to James Conner for 1 yard. Penalty on Chukwuma Okorafor: Face Mask (15 Yards), 15 yards (no play)",6.970,4.310
1,6:33,1,16,TEN 16,0,0,Ben Roethlisberger pass complete short left to Eric Ebron for 5 yards (tackle by Tye Smith and Jayon Brown),4.310,4.020
1,5:45,2,11,TEN 11,6,0,"Ben Roethlisberger pass complete short left to Diontae Johnson for 11 yards, touchdown",4.020,7.000
1,5:42,,,TEN 15,7,0,Chris Boswell kicks extra point good,0.000,0.000
1,5:42,,,PIT 35,7,0,"Chris Boswell kicks off 63 yards, returned by Kalif Raymond for 23 yards (tackle by Marcus Allen). Penalty on Amani Hooker: Offensive Holding, 10 yards",0.000,-0.220
1,5:37,1,10,TEN 15,7,0,"Derrick Henry up the middle for 5 yards (tackle by Robert Spillane and Cameron Heyward). Penalty on Jonnu Smith: Offensive Holding, 7 yards (no play)",-0.220,-0.650
1,5:15,1,17,TEN 8,7,0,Ryan Tannehill pass incomplete short middle intended for A.J. Brown,-0.650,-1.290
1,5:10,2,17,TEN 8,7,0,Derrick Henry right tackle for 1 yard (tackle by Vince Williams),-1.290,-2.120
1,4:38,3,16,TEN 9,7,0,Ryan Tannehill pass incomplete short right intended for Corey Davis (defended by Cameron Sutton),-2.120,-2.490
1,4:35,4,16,TEN 9,7,0,"Brett Kern punts 63 yards, returned by Ray-Ray McCloud for 11 yards (tackle by Daren Bates and William Compton)",-2.490,-1.530
1,4:21,1,10,PIT 39,7,0,Anthony McFarland left tackle for 6 yards (tackle by Rashaan Evans),1.530,1.800
1,3:39,2,4,PIT 45,7,0,James Conner left tackle for -10 yards (tackle by Jeffery Simmons and DaQuan Jones),1.800,-0.230
1,2:55,3,14,PIT 35,7,0,Ben Roethlisberger pass complete deep left to Eric Ebron for 22 yards (tackle by Johnathan Joseph),-0.230,2.720
1,2:12,1,10,TEN 43,7,0,James Conner right end for 7 yards (tackle by Rashaan Evans),2.720,3.120
1,1:25,2,3,TEN 36,7,0,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 2 yards (tackle by Harold Landry),3.120,2.680
1,0:38,3,1,TEN 34,7,0,James Conner up the middle for 3 yards (tackle by Jadeveon Clowney and DaQuan Jones),2.680,3.510
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TEN 31,7,0,Ben Roethlisberger pass incomplete short right intended for Diontae Johnson,3.510,2.970
2,14:56,2,10,TEN 31,7,0,"Ben Roethlisberger pass complete short middle to Chase Claypool for -2 yards (tackle by Jadeveon Clowney). Chase Claypool fumbles (forced by Jadeveon Clowney), recovered by Chase Claypool at TEN-41",2.970,2.020
2,14:22,3,12,TEN 33,7,0,Ben Roethlisberger pass complete deep left to JuJu Smith-Schuster for 21 yards (tackle by Kristian Fulton),2.020,4.780
2,13:38,1,10,TEN 12,7,0,James Conner right end for 9 yards (tackle by Jayon Brown),4.780,5.790
2,13:03,2,1,TEN 3,7,0,James Conner up the middle for 2 yards (tackle by DaQuan Jones),5.790,6.970
2,12:24,1,1,TEN 1,7,0,Ben Roethlisberger pass incomplete short right intended for James Conner,6.970,5.910
2,12:21,2,1,TEN 1,13,0,"Benny Snell left end for 1 yard, touchdown",5.910,7.000
2,12:16,,,TEN 15,14,0,Chris Boswell kicks extra point good,0.000,0.000
2,12:16,,,PIT 35,14,0,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,12:16,1,10,TEN 25,14,0,Ryan Tannehill pass incomplete short middle intended for Jonnu Smith (defended by Joe Haden),0.610,0.060
2,12:13,2,10,TEN 25,14,0,Derrick Henry right guard for 14 yards (tackle by Vince Williams),0.060,1.530
2,11:36,1,10,TEN 39,14,0,Derrick Henry left guard for 6 yards (tackle by Robert Spillane),1.530,1.800
2,10:53,2,4,TEN 45,14,0,Ryan Tannehill pass complete short left to A.J. Brown for 13 yards (tackle by Minkah Fitzpatrick),1.800,2.790
2,10:16,1,10,PIT 42,14,0,Derrick Henry right guard for 3 yards (tackle by Vince Williams and Robert Spillane),2.790,2.650
2,9:36,2,7,PIT 39,14,0,Derrick Henry left tackle for -2 yards (tackle by T.J. Watt),2.650,1.680
2,8:54,3,9,PIT 41,14,0,Ryan Tannehill pass complete deep middle to Adam Humphries for 19 yards (tackle by Minkah Fitzpatrick),1.680,4.110
2,8:13,1,10,PIT 22,14,0,Jeremy McNichols left tackle for 2 yards (tackle by Vince Williams),4.110,3.830
2,7:33,2,8,PIT 20,14,0,Ryan Tannehill pass complete short middle to Corey Davis for 7 yards (tackle by Alex Highsmith),3.830,4.390
2,7:09,3,1,PIT 13,14,0,"Penalty on Henry Mondeaux: Encroachment, 5 yards (no play)",4.390,5.370
2,6:59,1,8,PIT 8,14,0,Derrick Henry up the middle for no gain (tackle by Alex Highsmith and Joe Haden),5.370,4.570
2,6:14,2,8,PIT 8,14,0,Ryan Tannehill up the middle for 4 yards (tackle by Vince Williams),4.570,4.490
2,5:30,3,4,PIT 4,14,6,"Ryan Tannehill pass complete short right to Corey Davis for 4 yards, touchdown",4.490,7.000
2,5:26,,,PIT 15,14,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,5:26,,,TEN 35,14,7,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,5:26,1,10,PIT 25,14,7,James Conner left guard for 24 yards (tackle by Malcolm Butler),0.610,2.190
2,4:40,1,10,PIT 49,14,7,James Conner up the middle for 8 yards (tackle by Amani Hooker and Kristian Fulton),2.190,2.730
2,3:53,2,2,TEN 43,14,7,Ben Roethlisberger pass complete short left to James Conner for 18 yards (tackle by Jayon Brown),2.730,3.910
2,3:14,1,10,TEN 25,14,7,Ben Roethlisberger pass incomplete short left intended for James Conner (defended by Amani Hooker),3.910,3.360
2,3:08,2,10,TEN 25,14,7,"Ben Roethlisberger pass incomplete deep right intended for Diontae Johnson. Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (no play)",3.360,4.040
2,3:04,2,5,TEN 20,14,7,Ben Roethlisberger pass incomplete deep left intended for Eric Ebron (defended by Johnathan Joseph),4.040,3.340
2,2:59,3,5,TEN 20,14,7,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster,3.340,2.170
2,2:54,4,5,TEN 20,17,7,Chris Boswell 38 yard field goal good,2.170,3.000
2,2:50,,,PIT 35,17,7,"Chris Boswell kicks off 58 yards, muffed catch by Kalif Raymond returned by Kalif Raymond for 3 yards (tackle by Jordan Dangerfield)",0.000,-0.380
2,2:44,1,10,TEN 10,17,7,Derrick Henry right tackle for -4 yards (tackle by T.J. Watt),-0.380,-1.070
2,2:00,2,14,TEN 6,17,7,Derrick Henry right guard for 9 yards (tackle by Vince Williams),-1.070,-0.840
2,1:54,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,1:54,3,5,TEN 15,17,7,Ryan Tannehill pass incomplete short middle intended for Corey Davis,-0.840,-2.440
2,1:51,4,5,TEN 15,17,7,"Brett Kern punts 59 yards, returned by Ray-Ray McCloud for 57 yards (tackle by Amani Hooker)",-2.440,-4.440
2,1:35,1,10,TEN 17,17,7,James Conner left guard for 2 yards (tackle by Jayon Brown and Rashaan Evans),4.440,4.150
2,1:03,2,8,TEN 15,17,7,Ben Roethlisberger pass complete short left to Diontae Johnson for 6 yards (tackle by Johnathan Joseph),4.150,4.570
2,0:57,3,2,TEN 9,23,7,"Ben Roethlisberger pass complete short right to Diontae Johnson for 9 yards, touchdown",4.570,7.000
2,0:52,,,TEN 15,24,7,Chris Boswell kicks extra point good,0.000,0.000
2,0:52,,,PIT 35,24,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,0:52,1,10,TEN 25,24,7,Ryan Tannehill pass complete short right to Corey Davis for 4 yards (tackle by Cameron Sutton),0.610,0.600
2,0:32,2,6,TEN 29,24,7,Ryan Tannehill pass incomplete deep left intended for A.J. Brown,0.600,-0.100
2,0:28,3,6,TEN 29,24,7,Ryan Tannehill pass complete short left to Anthony Firkser for 3 yards (tackle by Steven Nelson and Justin Layne),-0.100,-1.240
2,0:21,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,0:21,4,3,TEN 32,24,7,"Beau Brinkley aborted snap, recovered by Brett Kern at TEN-18 Brett Kern pass incomplete deep left intended for Geoff Swaim. Penalty on Beau Brinkley: Ineligible Downfield Pass (Declined)",-1.240,-3.450
2,0:14,,,,,,Timeout #1 by Tennessee Titans,,
2,0:14,1,10,TEN 32,24,7,"Penalty on Eric Ebron: False Start, 5 yards (no play)",3.450,3.120
2,0:14,1,15,TEN 37,24,7,"Ben Roethlisberger pass deep right intended for Diontae Johnson is intercepted by Dane Cruikshank at TEN-0 and returned for 13 yards, lateral to Tye Smith for 5 yards",3.120,0.000
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,24,7,"Chris Boswell kicks off 56 yards, returned by Kalif Raymond for 17 yards (tackle by James Pierre and Olasunkanmi Adeniyi)",0.000,0.670
3,14:55,1,10,TEN 26,24,7,Ryan Tannehill sacked by T.J. Watt for -7 yards,0.670,-0.870
3,14:18,2,17,TEN 19,24,7,Derrick Henry up the middle for 1 yard (tackle by Terrell Edmunds),-0.870,-1.350
3,13:35,3,16,TEN 20,24,7,Ryan Tannehill pass incomplete short right intended for Corey Davis (defended by Terrell Edmunds),-1.350,-2.030
3,13:30,4,16,TEN 20,24,7,"Brett Kern punts 61 yards, returned by Ray-Ray McCloud for 15 yards (tackle by William Compton)",-2.030,-1.200
3,13:19,1,10,PIT 34,24,7,"James Conner left end for 9 yards (tackle by Kenny Vaccaro). Penalty on Kenny Vaccaro: Unnecessary Roughness, 15 yards",1.200,2.790
3,13:06,1,10,TEN 42,24,7,James Conner up the middle for -1 yards (tackle by Harold Landry),2.790,2.110
3,12:24,2,11,TEN 43,24,7,Ben Roethlisberger pass complete short left to Diontae Johnson for 7 yards (tackle by Malcolm Butler),2.110,2.340
3,12:02,3,4,TEN 36,24,7,"Ben Roethlisberger pass incomplete deep right intended for Chase Claypool (defended by Malcolm Butler). Penalty on Malcolm Butler: Defensive Pass Interference, 21 yards (no play)",2.340,4.580
3,11:57,1,10,TEN 15,24,7,James Conner right tackle for 6 yards (tackle by Kevin Byard and Rashaan Evans),4.580,5.030
3,11:16,2,4,TEN 9,24,7,James Conner right end for -3 yards (tackle by Vic Beasley),5.030,3.580
3,10:33,,,,,,Timeout #1 by Tennessee Titans,,
3,10:33,3,7,TEN 12,24,7,Ben Roethlisberger pass incomplete short middle intended for Eric Ebron,3.580,2.630
3,10:29,4,7,TEN 12,27,7,Chris Boswell 30 yard field goal good,2.630,3.000
3,10:26,,,PIT 35,27,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,10:26,1,10,TEN 25,27,7,Derrick Henry left guard for 2 yards (tackle by T.J. Watt),0.610,0.330
3,9:47,2,8,TEN 27,27,13,"Ryan Tannehill pass complete short middle to A.J. Brown for 73 yards, touchdown",0.330,7.000
3,9:36,,,PIT 15,27,14,Stephen Gostkowski kicks extra point good,0.000,0.000
3,9:36,,,TEN 35,27,14,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
3,9:36,1,10,PIT 25,27,14,Ben Roethlisberger pass incomplete short right intended for Anthony McFarland (defended by Rashaan Evans),0.610,0.060
3,9:30,2,10,PIT 25,27,14,James Conner up the middle for no gain (tackle by Jeffery Simmons),0.060,-0.620
3,8:53,3,10,PIT 25,27,14,Ben Roethlisberger pass complete short left to Diontae Johnson for 7 yards (tackle by Kevin Byard),-0.620,-1.240
3,8:09,4,3,PIT 32,27,14,"Jordan Berry punts 49 yards, fair catch by Kalif Raymond at TEN-19",-1.240,-0.150
3,8:02,1,10,TEN 19,27,14,Derrick Henry right guard for no gain (tackle by Stephon Tuitt and Joe Haden),0.150,-0.390
3,7:25,2,10,TEN 19,27,14,Derrick Henry left tackle for 2 yards (tackle by Alex Highsmith and Vince Williams),-0.390,-0.810
3,6:45,3,8,TEN 21,27,14,Ryan Tannehill pass complete short middle to Anthony Firkser for 4 yards (tackle by Cameron Sutton),-0.810,-1.700
3,5:56,4,4,TEN 25,27,14,"Brett Kern punts 59 yards, fair catch by Ray-Ray McCloud at PIT-16",-1.700,0.140
3,5:49,1,10,PIT 16,27,14,Ben Roethlisberger pass complete short left to Eric Ebron for 5 yards (tackle by Harold Landry),-0.140,0.150
3,5:10,2,5,PIT 21,27,14,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 2 yards (tackle by Chris Jackson),0.150,-0.450
3,4:29,3,3,PIT 23,27,14,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 7 yards (tackle by Amani Hooker and Chris Jackson),-0.450,0.940
3,3:49,1,10,PIT 30,27,14,Ben Roethlisberger pass short left (defended by Jeffery Simmons) intended for Diontae Johnson is intercepted by Jayon Brown at PIT-30 and returned for no gain,0.940,-3.580
3,3:44,1,10,PIT 30,27,14,Ryan Tannehill sacked by Vince Williams for -3 yards,3.580,2.630
3,3:07,2,13,PIT 33,27,14,Ryan Tannehill pass incomplete short right intended for Jonnu Smith (defended by T.J. Watt),2.630,1.950
3,3:04,3,13,PIT 33,27,14,Ryan Tannehill pass incomplete short right intended for Adam Humphries,1.950,1.150
3,3:00,4,13,PIT 33,27,17,Stephen Gostkowski 51 yard field goal good,1.150,3.000
3,2:55,,,TEN 35,27,17,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
3,2:55,1,10,PIT 25,27,17,James Conner left end for 5 yards (tackle by Kenny Vaccaro and Malcolm Butler),0.610,0.740
3,2:19,2,5,PIT 30,27,17,Ben Roethlisberger pass complete short left to Vance McDonald for 9 yards (tackle by Jayon Brown),0.740,1.530
3,1:40,1,10,PIT 39,27,17,James Conner up the middle for no gain (tackle by Jadeveon Clowney),1.530,0.990
3,0:58,2,10,PIT 39,27,17,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,0.990,0.300
3,0:55,3,10,PIT 39,27,17,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster (defended by Jayon Brown),0.300,-0.780
3,0:49,4,10,PIT 39,27,17,"Jordan Berry punts 51 yards, returned by Kalif Raymond for 5 yards (tackle by James Pierre). Penalty on James Pierre: Unnecessary Roughness, 15 yards",-0.780,-0.940
3,0:38,1,10,TEN 30,27,17,Derrick Henry up the middle for 3 yards (tackle by Cameron Heyward and Vince Williams),0.940,0.800
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,TEN 33,27,17,Derrick Henry left guard for 9 yards (tackle by Steven Nelson),0.800,1.730
4,14:24,1,10,TEN 42,27,17,Derrick Henry right tackle for 3 yards (tackle by Tyson Alualu and Cameron Heyward),1.730,1.590
4,13:44,2,7,TEN 45,27,17,Ryan Tannehill pass complete short right to Corey Davis for 6 yards (tackle by Joe Haden),1.590,1.690
4,13:20,3,1,PIT 49,27,17,Ryan Tannehill up the middle for 1 yard (tackle by Tyson Alualu),1.690,2.390
4,12:40,1,10,PIT 48,27,17,Derrick Henry right guard for 4 yards (tackle by Alex Highsmith),2.390,2.390
4,12:15,2,6,PIT 44,27,17,Ryan Tannehill pass complete short middle to A.J. Brown for 20 yards (tackle by Minkah Fitzpatrick and Steven Nelson),2.390,3.970
4,11:43,1,10,PIT 24,27,17,Derrick Henry left tackle for 17 yards (tackle by Minkah Fitzpatrick),3.970,5.600
4,11:25,1,7,PIT 7,27,17,Derrick Henry up the middle for 6 yards (tackle by Minkah Fitzpatrick and Joe Haden),5.600,5.910
4,10:50,2,1,PIT 1,27,17,Ryan Tannehill pass incomplete short right intended for Jonnu Smith (defended by Terrell Edmunds),5.910,5.170
4,10:46,3,1,PIT 1,27,17,Derrick Henry up the middle for no gain (tackle by Robert Spillane and T.J. Watt),5.170,3.550
4,10:19,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,10:19,4,1,PIT 1,27,17,Ryan Tannehill pass incomplete short left intended for Corey Davis. Penalty on Minkah Fitzpatrick: Defensive Holding (no play),3.550,6.970
4,10:15,1,1,PIT 1,27,23,"Derrick Henry up the middle for 1 yard, touchdown",6.970,7.000
4,10:13,,,PIT 15,27,24,Stephen Gostkowski kicks extra point good,0.000,0.000
4,10:13,,,TEN 35,27,24,"Stephen Gostkowski kicks off 64 yards, returned by Ray-Ray McCloud for 17 yards (tackle by Nick Dzubnar). Penalty on Henry Mondeaux: Offensive Holding, 9 yards",0.000,-0.380
4,10:08,1,10,PIT 9,27,24,Ben Roethlisberger pass complete short left to Eric Ebron for 2 yards (tackle by Malcolm Butler),-0.380,-0.630
4,9:28,2,8,PIT 11,27,24,Ben Roethlisberger pass complete short left to Eric Ebron for 7 yards (tackle by Malcolm Butler),-0.630,-0.370
4,9:01,3,1,PIT 18,27,24,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 5 yards (tackle by Chris Jackson),-0.370,0.480
4,8:17,1,10,PIT 23,27,24,James Conner right guard for 3 yards (tackle by Jack Crawford),0.480,0.340
4,7:35,2,7,PIT 26,27,24,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster (defended by Jayon Brown),0.340,-0.360
4,7:31,3,7,PIT 26,27,24,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 7 yards (tackle by Malcolm Butler),-0.360,1.140
4,7:05,1,10,PIT 33,27,24,Ben Roethlisberger pass complete deep left to JuJu Smith-Schuster for 28 yards (tackle by Kenny Vaccaro),1.140,2.980
4,6:31,1,10,TEN 39,27,24,Ben Roethlisberger pass incomplete short left intended for Diontae Johnson,2.980,2.440
4,6:28,2,10,TEN 39,27,24,Ben Roethlisberger pass complete short right to James Conner for 7 yards (tackle by Jadeveon Clowney),2.440,2.680
4,5:42,3,3,TEN 32,27,24,Ben Roethlisberger pass complete short right to Diontae Johnson for 4 yards (tackle by Tye Smith),2.680,3.710
4,4:57,1,10,TEN 28,27,24,Ben Roethlisberger pass complete short middle to Ray-Ray McCloud for 3 yards (tackle by Malcolm Butler),3.710,3.570
4,4:11,2,7,TEN 25,27,24,Ben Roethlisberger pass incomplete short right intended for James Washington,3.570,2.870
4,4:07,3,7,TEN 25,27,24,Ben Roethlisberger pass complete short left to Diontae Johnson for 8 yards (tackle by Malcolm Butler),2.870,4.440
4,3:35,1,10,TEN 17,27,24,Jaylen Samuels right end for 5 yards (tackle by Kevin Byard),4.440,4.690
4,2:50,2,5,TEN 12,27,24,James Conner left guard for 3 yards (tackle by Jeffery Simmons and Jack Crawford),4.690,4.570
4,2:45,,,,,,Timeout #2 by Tennessee Titans,,
4,2:45,3,2,TEN 9,27,24,"Ben Roethlisberger pass complete short middle to Chase Claypool for 1 yard (tackle by William Compton and Kevin Byard). Penalty on Jaylen Samuels: Offensive Pass Interference, 10 yards (no play)",4.570,2.910
4,2:40,3,12,TEN 19,27,24,Ben Roethlisberger pass deep middle (defended by Jayon Brown) intended for JuJu Smith-Schuster is intercepted by Amani Hooker at TEN-0 and returned for no gain,2.910,-0.280
4,2:35,1,10,TEN 20,27,24,Ryan Tannehill pass complete short left to A.J. Brown for 9 yards (tackle by Cameron Sutton),0.280,0.950
4,2:15,2,1,TEN 29,27,24,"Penalty on Dennis Kelly: False Start, 5 yards (no play)",0.950,0.270
4,2:15,2,6,TEN 24,27,24,Ryan Tannehill pass complete short left to A.J. Brown for 17 yards (tackle by Steven Nelson),0.270,1.660
4,2:11,1,10,TEN 41,27,24,Ryan Tannehill pass complete short right to Jonnu Smith for 9 yards (tackle by Cameron Sutton),1.660,2.340
4,2:00,2,1,TEN 50,27,24,Ryan Tannehill pass complete short right to Derrick Henry for -1 yards (tackle by Joe Haden),2.340,1.490
4,1:40,3,2,TEN 49,27,24,Ryan Tannehill pass complete short right to Corey Davis for 7 yards (tackle by Joe Haden),1.490,2.650
4,1:36,1,10,PIT 44,27,24,Ryan Tannehill pass complete short right to Derrick Henry for -2 yards (tackle by Vince Williams),2.650,1.840
4,1:09,2,12,PIT 46,27,24,Ryan Tannehill pass incomplete short right intended for Adam Humphries (defended by Cameron Sutton),1.840,1.160
4,1:05,3,12,PIT 46,27,24,Ryan Tannehill pass complete deep right to A.J. Brown for 21 yards (tackle by Terrell Edmunds),1.160,3.910
4,1:00,1,10,PIT 25,27,24,"Ryan Tannehill pass incomplete short right. Penalty on Ryan Tannehill: Intentional Grounding, 10 yards",3.910,2.010
4,0:40,2,20,PIT 35,27,24,Ryan Tannehill pass complete short right to Corey Davis for 7 yards (tackle by Joe Haden),2.010,2.280
4,0:24,3,13,PIT 28,27,24,Ryan Tannehill pass incomplete deep right intended for Corey Davis,2.280,1.590
4,0:19,4,13,PIT 28,27,24,Stephen Gostkowski 45 yard field goal no good,1.590,-1.270
4,0:14,1,10,PIT 35,27,24,Ben Roethlisberger kneels for -1 yards,1.270,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
