Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
2,14:26,1,10,NOR 30,0,3,Leonard Fournette left guard for 13 yards (tackle by Tyrann Mathieu),3.580,4.440
2,13:43,1,10,NOR 17,0,3,Leonard Fournette right guard for 2 yards (tackle by Shy Tuttle),4.440,4.150
2,13:04,2,8,NOR 15,0,3,Tom Brady pass incomplete short left intended for Rachaad White,4.150,3.340
2,12:59,3,8,NOR 15,0,3,Tom Brady pass complete short right to Leonard Fournette for 7 yards (tackle by Marshon Lattimore and Justin Evans),3.340,2.990
2,12:17,4,1,NOR 8,0,3,Leonard Fournette right guard for -1 yards (tackle by Carl Granderson),2.990,0.380
2,12:12,1,10,NOR 9,0,3,Mark Ingram left end for 1 yard (tackle by Devin White),-0.380,-0.710
2,11:39,2,9,NOR 10,0,3,Jameis Winston pass complete short left to Mark Ingram for 3 yards (tackle by Lavonte David and Anthony Nelson),-0.710,-0.950
2,10:55,3,6,NOR 13,0,3,Jameis Winston pass incomplete deep right intended for Chris Olave,-0.950,-2.490
2,10:48,4,6,NOR 13,0,3,"Blake Gillikin punts 54 yards, returned by Jaelon Darden for 17 yards (tackle by Adam Prentice)",-2.490,-2.260
2,10:37,1,10,NOR 50,0,3,Tom Brady pass complete short right to Leonard Fournette for 2 yards (tackle by Pete Werner),2.260,1.980
2,10:03,2,8,NOR 48,0,3,Leonard Fournette left tackle for no gain (tackle by Pete Werner),1.980,1.290
2,9:23,3,8,NOR 48,0,3,"Penalty on Tristan Wirfs: False Start, 4 yards (accepted) (no play)",1.290,0.760
2,9:10,3,12,TAM 48,0,3,Tom Brady pass complete short right to Russell Gage for 3 yards (tackle by Bradley Roby),0.760,0.000
2,8:27,4,9,NOR 49,0,3,"Jake Camarda punts 42 yards, fair catch by Deonte Harty at NO-7",0.000,0.380
2,8:20,1,10,NOR 7,0,3,Jameis Winston pass incomplete short middle intended for Chris Olave,-0.380,-0.780
2,8:14,2,10,NOR 7,0,3,Jameis Winston pass incomplete short right intended for Michael Thomas (defended by Carlton Davis),-0.780,-1.420
2,8:10,3,10,NOR 7,0,3,Jameis Winston pass complete short middle to Michael Thomas for 13 yards (tackle by Carlton Davis),-1.420,0.280
2,7:27,1,10,NOR 20,0,3,Tony Jones right tackle for 6 yards (tackle by Carlton Davis),0.280,0.540
2,6:53,2,4,NOR 26,0,3,"Jameis Winston pass complete short right to Michael Thomas for no gain (tackle by Carlton Davis). Penalty on Michael Thomas: Offensive Pass Interference, 10 yards (accepted) (no play)",0.540,-0.940
2,6:27,2,14,NOR 16,0,3,Jameis Winston pass complete short right to Jarvis Landry for 4 yards (tackle by Lavonte David),-0.940,-0.960
2,5:43,3,10,NOR 20,0,3,"Penalty on Devin White: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.960,-0.300
2,5:28,3,5,NOR 25,0,3,Jameis Winston pass complete short left to Chris Olave for 8 yards (tackle by Jamel Dean),-0.300,1.140
2,4:48,1,10,NOR 33,0,3,Jameis Winston pass incomplete deep middle intended for Chris Olave,1.140,0.590
2,4:40,2,10,NOR 33,0,3,Mark Ingram right guard for 6 yards (tackle by Shaquil Barrett),0.590,0.700
2,3:59,3,4,NOR 39,0,3,"Jameis Winston sacked by Shaquil Barrett for no gain. Jameis Winston fumbles (forced by Shaquil Barrett), recovered by James Hurst at NO-39",0.700,-0.780
2,3:18,4,4,NOR 39,0,3,"Penalty on Zack Baun: False Start, 5 yards (accepted) (no play)",-0.780,-1.110
2,3:11,4,9,NOR 34,0,3,"Blake Gillikin punts 53 yards, returned by Jaelon Darden for no gain",-1.110,0.320
2,3:02,1,10,TAM 13,0,3,"Penalty on Luke Goedeke: False Start, 5 yards (accepted) (no play)",-0.320,-0.570
2,3:02,1,15,TAM 8,0,3,Leonard Fournette right tackle for 2 yards (tackle by Demario Davis and Pete Werner),-0.570,-1.000
2,2:22,2,13,TAM 10,0,3,Tom Brady pass complete short right to Cade Otton for 4 yards (tackle by Pete Werner),-1.000,-1.300
2,2:00,3,9,TAM 14,0,3,Tom Brady pass incomplete short middle,-1.300,-2.470
2,1:56,4,9,TAM 14,0,3,"Jake Camarda punts 49 yards, returned by Deonte Harty for -6 yards (tackle by Pat O'Connor)",-2.470,-1.000
2,1:43,1,10,NOR 31,0,3,Jameis Winston pass complete short right to Jarvis Landry for 3 yards (tackle by Devin White),1.000,0.870
2,1:38,2,7,NOR 34,0,3,Jameis Winston pass complete short right to Juwan Johnson for 2 yards (tackle by Carlton Davis),0.870,0.430
2,1:33,3,5,NOR 36,0,3,Jameis Winston pass complete short middle to Chris Olave for 4 yards (tackle by Lavonte David),0.430,2.590
2,1:33,1,10,TAM 45,0,3,"Penalty on Lavonte David: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",2.590,2.590
2,1:27,1,10,TAM 45,0,3,Jameis Winston pass complete short left to Chris Olave for 6 yards (tackle by Jamel Dean),2.590,2.850
2,1:21,2,4,TAM 39,0,3,Jameis Winston pass incomplete short left intended for Michael Thomas (defended by Logan Ryan),2.850,2.150
2,1:17,3,4,TAM 39,0,3,Jameis Winston sacked by Antoine Winfield for no gain,2.150,0.660
2,0:28,4,4,TAM 39,0,3,"Penalty on NOR: Delay of Game, 5 yards (accepted) (no play)",0.660,0.330
2,0:28,4,9,TAM 44,0,3,"Blake Gillikin punts 30 yards, fair catch by Jaelon Darden at TB-14",0.330,0.280
2,0:22,1,10,TAM 14,0,3,Tom Brady kneels for -1 yards,-0.280,-0.850
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,0,3,"Wil Lutz kicks off 53 yards, returned by Giovani Bernard for 14 yards (tackle by Zack Baun and Kaden Elliss)",0.000,0.670
3,14:57,1,10,TAM 26,0,3,Leonard Fournette left guard for 3 yards (tackle by Marcus Davenport and Shy Tuttle),0.670,0.540
3,14:12,2,7,TAM 29,0,3,Tom Brady pass complete short left to Mike Evans for 7 yards (tackle by Tyrann Mathieu),0.540,1.330
3,13:32,1,10,TAM 36,0,3,Tom Brady pass complete short right to Russell Gage for 4 yards (tackle by Bradley Roby),1.330,1.330
3,12:59,2,6,TAM 40,0,3,"Scott Miller right end for 8 yards (tackle by Bradley Roby). Penalty on Jaelon Darden: Offensive Holding, 10 yards (accepted)",1.330,1.060
3,12:29,2,8,TAM 38,0,3,Tom Brady pass incomplete short right intended for Scott Miller,1.060,0.370
3,12:22,3,8,TAM 38,0,3,"Tom Brady pass complete short left to Russell Gage for no gain (tackle by Marshon Lattimore). Penalty on Bradley Roby: Defensive Holding, 5 yards (accepted) (no play)",0.370,1.800
3,11:53,1,10,TAM 43,0,3,Tom Brady pass incomplete deep right intended for Mike Evans (defended by Marshon Lattimore),1.800,1.250
3,11:44,2,10,TAM 43,0,3,Leonard Fournette right tackle for 2 yards (tackle by Cameron Jordan and Shy Tuttle),1.250,0.830
3,11:01,3,8,TAM 45,0,3,Tom Brady pass incomplete deep right intended for Scott Miller,0.830,-0.390
3,10:55,4,8,TAM 45,0,3,"Jake Camarda punts 39 yards, fair catch by Deonte Harty at NO-16",-0.390,0.140
3,10:48,1,10,NOR 16,0,3,Mark Ingram left guard for no gain (tackle by Mike Edwards and Joe Tryon-Shoyinka),-0.140,-0.660
3,10:13,2,10,NOR 16,0,3,Jameis Winston pass incomplete deep right intended for Chris Olave,-0.660,-1.320
3,10:05,3,10,NOR 16,0,3,Jameis Winston pass incomplete deep right intended for Chris Olave,-1.320,-2.390
3,10:00,4,10,NOR 16,0,3,"Blake Gillikin punts 46 yards, fair catch by Jaelon Darden at TB-38. Penalty on J.T. Gray: Player Out of Bounds on a Punt, 5 yards (accepted)",-2.390,-1.800
3,9:53,1,10,TAM 43,0,3,Rachaad White right guard for 2 yards (tackle by Carl Granderson and Shy Tuttle),1.800,1.520
3,9:16,2,8,TAM 45,0,3,"Tom Brady pass complete short right to Breshad Perriman for 4 yards (tackle by Demario Davis) NOR challenged the pass completion ruling, and the original play was overturned. Tom Brady pass incomplete short right intended for Breshad Perriman (defended by Demario Davis)",1.520,0.830
3,9:14,3,8,TAM 45,0,3,Tom Brady pass complete short left to Breshad Perriman for 10 yards (tackle by Bradley Roby),0.830,2.590
3,8:45,1,10,NOR 45,0,3,Tom Brady pass incomplete deep left intended for Scott Miller,2.590,2.040
3,8:36,2,10,NOR 45,0,3,Tom Brady pass complete short left to Russell Gage for 10 yards (tackle by Marshon Lattimore),2.040,3.250
3,8:14,1,10,NOR 35,0,3,Rachaad White right guard for -1 yards (tackle by Cameron Jordan),3.250,2.570
3,7:35,2,11,NOR 36,0,3,Tom Brady pass incomplete short left intended for Rachaad White (defended by Shy Tuttle),2.570,1.880
3,7:32,3,11,NOR 36,0,3,Tom Brady pass complete short right to Breshad Perriman for 7 yards (tackle by Kaden Elliss),1.880,1.560
3,6:51,4,4,NOR 29,3,3,Ryan Succop 47 yard field goal good,1.560,3.000
3,6:44,,,TAM 35,3,3,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
3,6:44,1,10,NOR 25,3,3,Jameis Winston pass complete short right to Michael Thomas for 11 yards,0.610,1.330
3,6:02,1,10,NOR 36,3,3,Taysom Hill right tackle for 3 yards (tackle by Devin White and Rakeem Nunez-Roches),1.330,1.200
3,5:20,2,7,NOR 39,3,3,Jameis Winston pass complete short middle to Juwan Johnson for 6 yards (tackle by Devin White),1.200,1.290
3,4:45,3,1,NOR 45,3,3,Mark Ingram up the middle for 12 yards (tackle by Antoine Winfield),1.290,2.720
3,3:57,1,10,TAM 43,3,3,Jameis Winston pass complete short right to Jarvis Landry for 8 yards (tackle by Carlton Davis),2.720,3.260
3,3:31,2,2,TAM 35,3,3,Dwayne Washington left end for 3 yards (tackle by Jamel Dean),3.260,3.450
3,2:54,1,10,TAM 32,3,3,Dwayne Washington left guard for 8 yards (tackle by Jamel Dean and Devin White),3.450,3.980
3,2:14,2,2,TAM 24,3,3,Dwayne Washington right tackle for 4 yards (tackle by Lavonte David and Devin White),3.980,4.240
3,1:19,1,10,TAM 20,3,3,"Mark Ingram left guard for 9 yards. Mark Ingram fumbles (forced by Logan Ryan) (tackle by Lavonte David, recovered by Carl Nassib at TB-10 (tackle by Logan Ryan) (tackle by Logan Ryan)",4.240,0.380
3,1:11,1,10,TAM 10,3,3,Leonard Fournette right tackle for 5 yards (tackle by Marcus Davenport and Bradley Roby),-0.380,-0.350
3,0:30,2,5,TAM 15,3,3,Leonard Fournette right guard for 4 yards (tackle by Tanoh Kpassagnon and Pete Werner),-0.350,-0.370
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,TAM 19,3,3,Leonard Fournette left guard for no gain (tackle by Shy Tuttle),-0.370,-2.140
4,14:18,4,1,TAM 19,3,3,"Penalty on NOR: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",-2.140,0.540
4,14:18,1,10,TAM 24,3,3,Leonard Fournette right end for 7 yards (tackle by Marcus Maye),0.540,0.940
4,13:40,2,3,TAM 31,3,3,Tom Brady sacked by and Shy Tuttle for -2 yards and David Onyemata for -2 yards,0.940,-0.030
4,12:55,3,5,TAM 29,3,3,Tom Brady pass incomplete deep right intended for Scott Miller,-0.030,-1.440
4,12:49,4,5,TAM 29,3,3,"Penalty on Mike Evans: Unsportsmanlike Conduct / Offense, 15 yards (offset) Penalty on Marshon Lattimore: Unsportsmanlike Conduct / Defense, 15 yards (offset) (no play)",-1.440,-1.440
4,12:49,4,5,TAM 29,3,3,Jake Camarda punts 26 yards out of bounds,-1.440,-1.930
4,12:42,1,10,NOR 45,3,3,Tony Jones right guard for 2 yards (tackle by Rakeem Nunez-Roches and Antoine Winfield),1.930,1.650
4,11:58,2,8,NOR 47,3,3,Jameis Winston pass deep middle intended for Chris Olave is intercepted by Jamel Dean in end zone and returned for no gain,1.650,-0.280
4,11:48,1,10,TAM 20,3,3,Leonard Fournette left guard for 5 yards (tackle by Demario Davis and Carl Granderson),0.280,0.410
4,11:11,2,5,TAM 25,3,3,Tom Brady pass complete short middle to Scott Miller for 11 yards (tackle by Tyrann Mathieu),0.410,1.330
4,10:37,1,10,TAM 36,3,3,Tom Brady pass incomplete short right intended for Leonard Fournette,1.330,0.790
4,10:33,2,10,TAM 36,3,3,Tom Brady pass incomplete short right intended for Scott Miller,0.790,0.100
4,10:28,3,10,TAM 36,3,3,Tom Brady pass complete short middle to Cameron Brate for 9 yards (tackle by Demario Davis),0.100,-0.390
4,10:15,4,1,TAM 45,3,3,"Penalty on Bradley Roby: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-0.390,2.920
4,10:15,1,10,NOR 40,3,3,Leonard Fournette right tackle for 2 yards (tackle by Shy Tuttle and Justin Evans),2.920,2.640
4,9:24,2,8,NOR 38,3,3,"Tom Brady pass incomplete short left intended for Ko Kieft. Penalty on Shy Tuttle: Defensive Holding, 5 yards (accepted) (no play)",2.640,3.380
4,9:17,1,10,NOR 33,3,3,Leonard Fournette left guard for 5 yards (tackle by Marcus Maye),3.380,3.510
4,8:40,2,5,NOR 28,3,3,Leonard Fournette left guard for no gain (tackle by Pete Werner),3.510,2.810
4,7:49,3,5,NOR 28,9,3,"Tom Brady pass complete deep right to Breshad Perriman for 28 yards, touchdown",2.810,7.000
4,7:41,,,NOR 15,10,3,Ryan Succop kicks extra point good,0.000,0.000
4,7:41,,,TAM 35,10,3,"Jake Camarda kicks off 65 yards, returned by Deonte Harty for 33 yards (tackle by Carlton Davis and Sean Murphy-Bunting)",0.000,1.140
4,7:35,1,10,NOR 33,10,3,Jameis Winston sacked by and Vita Vea for -5 yards and Joe Tryon-Shoyinka for -5 yards,1.140,-0.080
4,6:56,2,15,NOR 28,10,3,Jameis Winston pass deep left intended for Juwan Johnson is intercepted by Jamel Dean at TB-47 and returned for 24 yards (tackle by James Hurst),-0.080,-3.640
4,6:45,1,10,NOR 29,10,3,Tom Brady pass complete short middle to Scott Miller for no gain (tackle by Pete Werner),3.640,3.100
4,6:04,2,10,NOR 29,10,3,Tom Brady pass incomplete short left intended for Russell Gage,3.100,2.410
4,6:00,3,10,NOR 29,10,3,Tom Brady pass incomplete deep middle intended for Cameron Brate (defended by Kaden Elliss),2.410,1.500
4,5:55,4,11,NOR 29,13,3,Ryan Succop 47 yard field goal good,1.500,3.000
4,5:50,,,TAM 35,13,3,"Jake Camarda kicks off 67 yards, returned by Deonte Harty for 32 yards (tackle by Dee Delaney)",0.000,0.940
4,5:43,1,10,NOR 30,13,3,Jameis Winston sacked by Devin White for -5 yards,0.940,-0.280
4,5:17,2,15,NOR 25,13,3,Jameis Winston pass complete short right to Juwan Johnson for 22 yards (tackle by Carlton Davis),-0.280,2.060
4,4:52,1,10,NOR 47,13,3,Jameis Winston pass incomplete deep right intended for Chris Olave,2.060,1.520
4,4:45,2,10,NOR 47,13,3,Jameis Winston pass complete short middle to Michael Thomas for 11 yards (tackle by Logan Ryan),1.520,2.790
4,4:23,1,10,TAM 42,19,3,"Jameis Winston pass short left intended for Jarvis Landry is intercepted by Mike Edwards at TB-32 and returned for 68 yards, touchdown",2.790,-7.000
4,4:11,,,NOR 15,20,3,Ryan Succop kicks extra point good,0.000,0.000
4,4:11,,,TAM 35,20,3,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
4,4:11,1,10,NOR 25,20,3,Jameis Winston pass incomplete short right intended for Juwan Johnson (defended by Devin White),0.610,0.060
4,4:06,2,10,NOR 25,20,3,Jameis Winston pass complete short right to Juwan Johnson for 10 yards (tackle by Carlton Davis),0.060,1.270
4,3:49,1,10,NOR 35,20,3,"Jameis Winston pass incomplete deep middle intended for Chris Olave. Penalty on Carlton Davis: Defensive Pass Interference, 42 yards (accepted) (no play)",1.270,4.040
4,3:39,1,10,TAM 23,20,3,Jameis Winston pass complete short left to Michael Thomas for 10 yards (tackle by Mike Edwards and Jamel Dean),4.040,4.710
4,3:15,1,10,TAM 13,20,3,"Penalty on James Hurst: False Start, 5 yards (accepted) (no play)",4.710,4.290
4,3:15,1,15,TAM 18,20,3,Jameis Winston pass complete short right to Chris Olave for 11 yards (tackle by Carlton Davis),4.290,5.150
4,3:11,2,4,TAM 7,20,3,Jameis Winston pass incomplete short middle intended for Juwan Johnson,5.150,4.330
4,3:07,3,4,TAM 7,20,9,"Jameis Winston pass complete short right to Michael Thomas for 7 yards, touchdown",4.330,7.000
4,3:02,,,TAM 15,20,10,Wil Lutz kicks extra point good,0.000,0.000
4,3:02,,,NOR 35,20,10,"Wil Lutz kicks onside 8 yards, returned by Cade Otton for no gain",0.000,2.720
4,3:01,1,10,NOR 43,20,10,Leonard Fournette left guard for 5 yards (tackle by Tanoh Kpassagnon and Kaden Elliss),2.720,2.850
4,2:56,,,,,,Timeout #1 by New Orleans Saints,,
4,2:56,2,5,NOR 38,20,10,Leonard Fournette right guard for 1 yard (tackle by David Onyemata),2.850,2.280
4,2:52,,,,,,Timeout #2 by New Orleans Saints,,
4,2:52,3,4,NOR 37,20,10,Tom Brady pass incomplete deep right intended for Breshad Perriman (defended by Alontae Taylor),2.280,0.790
4,2:46,4,4,NOR 37,20,10,"Penalty on TAM: Delay of Game, 5 yards (accepted) (no play)",0.790,0.460
4,2:46,4,9,NOR 42,20,10,Jake Camarda punts 32 yards out of bounds,0.460,0.380
4,2:37,1,10,NOR 10,20,10,"Jameis Winston pass complete deep right to Chris Olave for 51 yards. Chris Olave fumbles, recovered by Carlton Davis at TB-34 (tackle by Chris Olave) Replay Assistant challenged the fumble ruling, and the play was upheld.",-0.380,-1.200
4,2:27,1,10,TAM 34,20,10,Leonard Fournette right guard for -1 yards (tackle by Kentavius Street),1.200,0.520
4,2:22,,,,,,Timeout #3 by New Orleans Saints,,
4,2:22,2,11,TAM 33,20,10,Leonard Fournette right end for no gain (tackle by Pete Werner),0.520,-0.160
4,2:00,3,11,TAM 33,20,10,Leonard Fournette left guard for 3 yards (tackle by David Onyemata),-0.160,-0.980
4,1:14,4,8,TAM 36,20,10,"Jake Camarda punts 41 yards, fair catch by Deonte Harty at NO-23",-0.980,-0.480
4,1:07,1,10,NOR 23,20,10,Jameis Winston pass incomplete deep right intended for Michael Thomas,0.480,-0.070
4,1:02,2,10,NOR 23,20,10,Jameis Winston sacked by Shaquil Barrett for -10 yards,-0.070,-2.530
4,0:30,3,20,NOR 13,20,10,Jameis Winston pass complete short left to Jarvis Landry for 10 yards (tackle by Devin White),-2.530,-1.830
4,0:08,4,10,NOR 23,20,10,Jameis Winston pass complete short right to Deonte Harty for 9 yards,-1.830,-3.450
4,0:03,1,10,NOR 32,20,10,Tom Brady kneels for -1 yards,3.450,2.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
