Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Saints,-10.0,-18.41,-15.88,-2.11,-19.96,9.2,-1.73,15.81,3.81,-2.71,-4.0,3.91,2.31,-2.31,-2.62
Buccaneers,10.0,-9.2,1.73,-15.81,-3.81,18.41,15.88,2.11,19.96,2.71,-3.91,4.0,2.31,-2.31,2.62
