Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
1,6:26,4,8,GNB 36,0,0,"Darren Bennett punts 36 yards, touchback",0.880,-0.280
1,6:18,1,10,GNB 20,0,0,Brett Favre pass complete to Donald Driver for 18 yards (tackle by Corey Chavous),0.280,1.470
1,5:57,1,10,GNB 38,0,0,Ahman Green up the middle for 2 yards (tackle by Spencer Johnson and Kenechi Udeze),1.470,1.190
1,5:21,2,8,GNB 40,0,0,Ahman Green right guard for 1 yard (tackle by E.J. Henderson),1.190,0.630
1,4:43,3,7,GNB 41,0,0,Brett Favre pass incomplete intended for Donald Driver,0.630,-0.650
1,4:39,4,7,GNB 41,0,0,"Bryan Barker punts 42 yards. Penalty on Rushen Jones: Offensive Holding, 8 yards",-0.650,0.380
1,4:32,1,10,MIN 9,0,0,Michael Bennett up the middle for 6 yards (tackle by Mark Roman and Aaron Kampman),-0.380,-0.280
1,3:57,2,4,MIN 15,0,0,Daunte Culpepper pass complete to Jermaine Wiggins for 12 yards (tackle by Al Harris),-0.280,0.740
1,3:20,1,10,MIN 27,0,0,Michael Bennett left end for no gain (tackle by Aaron Kampman and Na'il Diggs),0.740,0.200
1,2:44,2,10,MIN 27,0,0,Michael Bennett left guard for 5 yards (tackle by Grady Jackson and Corey Williams),0.200,0.170
1,2:04,3,5,MIN 32,0,0,Daunte Culpepper pass complete to Nate Burleson for 42 yards (tackle by Joey Thomas),0.170,3.840
1,1:08,1,10,GNB 26,0,0,Michael Bennett up the middle for 2 yards (tackle by Colin Cole and Hannibal Navies),3.840,3.570
1,0:31,2,8,GNB 24,0,0,Michael Bennett up the middle for 12 yards (tackle by Hannibal Navies),3.570,4.780
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 12,0,0,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Al Harris),4.780,4.100
2,14:55,2,10,GNB 12,0,6,"Daunte Culpepper pass complete to Randy Moss for 12 yards, touchdown",4.100,7.000
2,,,,GNB 2,0,7,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,0,7,"Jose Cortez kicks off 68 yards, returned by Antonio Chatman for 25 yards (tackle by Moe Williams)",0.000,0.740
2,14:43,1,10,GNB 27,0,7,Brett Favre pass incomplete intended for Javon Walker (defended by Kevin Williams),0.740,0.200
2,14:40,2,10,GNB 27,0,7,Brett Favre pass complete to Antonio Chatman for 14 yards (tackle by Brian Williams),0.200,1.660
2,14:06,1,10,GNB 41,0,7,Ahman Green left tackle for 10 yards (tackle by Chris Claiborne),1.660,2.320
2,13:33,1,10,MIN 49,0,7,Ahman Green left guard for 4 yards (tackle by Kevin Williams and Spencer Johnson),2.320,2.320
2,12:56,2,6,MIN 45,0,7,Brett Favre pass incomplete intended for Donald Driver (defended by Brian Williams),2.320,1.620
2,12:50,3,6,MIN 45,0,7,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Brian Williams),1.620,3.380
2,12:11,1,10,MIN 33,0,7,"Najeh Davenport right guard for 1 yard (tackle by E.J. Henderson and Kenny Mixon). Penalty on Kevin Williams: Defensive Offside, 5 yards (no play)",3.380,4.110
2,11:54,1,5,MIN 28,0,7,Ahman Green left end for 3 yards (tackle by Spencer Johnson and Darrion Scott),4.110,3.920
2,11:17,2,2,MIN 25,0,7,Brett Favre pass incomplete intended for Donald Driver (defended by Spencer Johnson),3.920,3.200
2,11:13,3,2,MIN 25,0,7,Brett Favre pass complete to Antonio Chatman for 5 yards (tackle by Antoine Winfield),3.200,4.240
2,10:37,1,10,MIN 20,0,7,Najeh Davenport up the middle for 4 yards (tackle by Spencer Johnson and Chris Claiborne),4.240,4.280
2,10:00,2,6,MIN 16,0,7,Ahman Green right tackle for 4 yards (tackle by E.J. Henderson and Brian Williams),4.280,4.340
2,9:18,3,2,MIN 12,0,7,Brett Favre pass complete to William Henderson for 3 yards (tackle by Terrance Shaw),4.340,5.140
2,8:36,1,9,MIN 9,0,7,Najeh Davenport right guard for 3 yards (tackle by Spencer Johnson),5.140,4.950
2,7:54,2,6,MIN 6,0,7,Brett Favre pass complete to Tony Fisher for -3 yards (tackle by Chris Claiborne),4.950,3.360
2,7:14,3,9,MIN 9,0,7,Brett Favre pass complete to Donald Driver for 8 yards (tackle by E.J. Henderson),3.360,3.550
,,,,,,,"GNB challenged the ruling, and the play was upheld.",,
2,6:40,4,1,MIN 1,6,7,"Ahman Green right guard for 1 yard, touchdown",3.550,7.000
2,,,,MIN 2,7,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,7,7,"Ryan Longwell kicks off 63 yards, returned by Kelly Campbell for 25 yards (tackle by Ben Steele)",0.000,1.070
2,6:30,1,10,MIN 32,7,13,"Daunte Culpepper pass complete to Nate Burleson for 68 yards, touchdown",1.070,7.000
2,,,,GNB 2,7,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,7,14,"Jose Cortez kicks off 66 yards, returned by Antonio Chatman for 22 yards (tackle by Rod Davis)",0.000,0.670
2,6:09,1,10,GNB 26,7,14,Ahman Green right guard for 3 yards (tackle by Kenny Mixon and Kevin Williams),0.670,0.540
2,5:29,2,7,GNB 29,7,14,Brett Favre pass complete to Ahman Green for 6 yards (tackle by Chris Claiborne),0.540,0.630
2,5:00,3,1,GNB 35,7,14,Tony Fisher up the middle for 2 yards (tackle by Chris Claiborne and Lance Johnstone),0.630,1.400
2,4:21,1,10,GNB 37,7,14,Najeh Davenport right guard for 1 yard (tackle by Keith Newman and Darrion Scott),1.400,0.990
2,3:39,,,,7,14,Timeout #3 by Green Bay Packers,0.000,0.990
2,3:39,2,9,GNB 38,7,14,Brett Favre pass complete to Donald Driver for 25 yards (tackle by Chris Claiborne),0.990,3.120
2,3:00,1,10,MIN 37,7,14,Ahman Green up the middle for 2 yards (tackle by Lance Johnstone and Kevin Williams),3.120,2.840
2,2:22,2,8,MIN 35,7,14,Brett Favre pass complete to Tony Fisher for 9 yards (tackle by Brian Russell),2.840,3.840
2,2:00,1,10,MIN 26,7,14,Najeh Davenport right guard for 4 yards (tackle by Kevin Williams),3.840,3.840
2,1:23,2,6,MIN 22,13,14,"Brett Favre pass complete to Bubba Franks for 22 yards, touchdown",3.840,7.000
2,,,,MIN 2,14,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,14,14,"Ryan Longwell kicks off 63 yards, returned by Kelly Campbell for 55 yards (tackle by Ryan Longwell)",0.000,3.050
2,1:08,1,10,GNB 38,14,20,"Daunte Culpepper pass complete to Michael Bennett for 38 yards, touchdown. Penalty on Joey Thomas: Defensive Holding (Declined)",3.050,7.000
2,,,,GNB 2,14,21,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,14,21,"Jose Cortez kicks off 63 yards, returned by Antonio Chatman for 59 yards (tackle by Terrance Shaw)",0.000,3.310
2,0:47,1,10,MIN 34,14,21,Brett Favre pass complete to Tony Fisher for 4 yards (tackle by E.J. Henderson),3.310,3.310
2,0:30,2,6,MIN 30,14,21,Brett Favre pass incomplete intended for Tony Fisher,3.310,2.610
2,0:25,3,6,MIN 30,14,21,Brett Favre pass complete to Donald Driver for 5 yards (tackle by Brian Williams),2.610,1.950
2,0:04,4,1,MIN 25,17,21,Ryan Longwell 42 yard field goal good,1.950,3.000
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,17,21,"Ryan Longwell kicks off 67 yards, returned by Kelly Campbell for 30 yards (tackle by Michael Hawthorne)",0.000,1.140
3,14:53,1,10,MIN 33,17,21,Daunte Culpepper pass complete to Jermaine Wiggins for 11 yards (tackle by Darren Sharper),1.140,1.860
3,14:18,1,10,MIN 44,17,21,Daunte Culpepper for 10 yards,1.860,2.520
3,13:51,1,10,GNB 46,17,21,Michael Bennett up the middle for 4 yards (tackle by Nick Barnett),2.520,2.520
3,13:15,2,6,GNB 42,17,21,"Daunte Culpepper pass complete to Nate Burleson for 22 yards (tackle by Nick Barnett). Penalty on Randy Moss: Offensive Pass Interference, 10 yards (no play)",2.520,1.170
3,12:51,2,16,MIN 48,17,21,Michael Bennett up the middle for 4 yards (tackle by Nick Barnett),1.170,1.030
3,12:11,3,12,GNB 48,17,21,Daunte Culpepper pass incomplete intended for Randy Moss,1.030,0.070
3,12:06,4,12,GNB 48,17,21,"Darren Bennett punts 37 yards, fair catch by Antonio Chatman",0.070,0.370
3,11:59,1,10,GNB 11,17,21,Ahman Green left end for 4 yards (tackle by E.J. Henderson),-0.370,-0.430
3,11:23,2,6,GNB 15,17,21,Brett Favre pass complete to Javon Walker for 25 yards (tackle by Keith Newman),-0.430,1.600
3,10:42,1,10,GNB 40,17,21,Brett Favre pass incomplete intended for Donald Driver (defended by Brian Williams),1.600,1.050
3,10:36,2,10,GNB 40,17,21,Najeh Davenport right end for 1 yard (tackle by E.J. Henderson),1.050,0.500
3,9:53,3,9,GNB 41,17,21,Brett Favre pass complete to Donald Driver for 34 yards (tackle by Corey Chavous),0.500,3.910
3,9:10,1,10,MIN 25,17,21,Brett Favre pass complete to Ahman Green for 14 yards (tackle by Chris Claiborne),3.910,4.840
3,8:28,1,10,MIN 11,17,21,Najeh Davenport up the middle for 2 yards (tackle by Spencer Johnson and E.J. Henderson),4.840,4.510
3,7:47,2,8,MIN 9,23,21,"Brett Favre pass complete to Javon Walker for 9 yards, touchdown",4.510,7.000
3,,,,MIN 2,24,21,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,24,21,"Ryan Longwell kicks off 60 yards, returned by Mewelde Moore for 20 yards (tackle by William Henderson). Penalty on Larry Ned: Offensive Holding, 10 yards",0.000,0.280
3,7:35,1,10,MIN 20,24,21,Michael Bennett up the middle for 4 yards (tackle by Aaron Kampman),0.280,0.270
3,7:00,2,6,MIN 24,24,21,Nate Burleson right end for 5 yards (tackle by Aaron Kampman),0.270,0.230
3,6:17,3,1,MIN 29,24,21,Moe Williams right guard for 4 yards (tackle by Corey Williams and Nick Barnett),0.230,1.140
3,5:34,1,10,MIN 33,24,21,Daunte Culpepper pass complete to Sean Berton for 11 yards (tackle by Hannibal Navies),1.140,1.860
3,4:54,1,10,MIN 44,24,21,Michael Bennett right guard for -3 yards (tackle by Grady Jackson),1.860,0.910
3,4:13,2,13,MIN 41,24,21,Daunte Culpepper pass complete to Michael Bennett for 12 yards (tackle by Aaron Kampman),0.910,1.820
3,3:37,3,1,GNB 47,24,21,Daunte Culpepper right end for 5 yards (tackle by Na'il Diggs),1.820,2.790
3,3:07,1,10,GNB 42,24,21,Daunte Culpepper pass complete to Sean Berton for 8 yards (tackle by Ahmad Carroll),2.790,3.320
3,2:29,2,2,GNB 34,24,21,Mewelde Moore right guard for 3 yards (tackle by Nick Barnett),3.320,3.510
3,1:43,1,10,GNB 31,24,21,Daunte Culpepper pass complete to Michael Bennett for 17 yards (tackle by Hannibal Navies),3.510,4.650
3,1:03,1,10,GNB 14,24,21,Daunte Culpepper pass complete to Jermaine Wiggins for -6 yards (tackle by Hannibal Navies),4.650,3.280
3,0:13,2,16,GNB 20,24,21,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,3.280,2.610
3,0:06,,,,24,21,Timeout #1 by Minnesota Vikings,0.000,2.610
3,0:06,3,16,GNB 20,24,21,"Penalty on Adam Goldberg: False Start, 5 yards (no play)",2.610,1.950
3,0:06,3,21,GNB 25,24,21,Daunte Culpepper pass complete to Moe Williams for 14 yards (tackle by Joey Thomas),1.950,2.700
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,GNB 11,24,24,Morten Andersen 29 yard field goal good,2.700,3.000
4,,,,MIN 30,24,24,"Jose Cortez kicks off 71 yards, returned by Antonio Chatman for 31 yards (tackle by Moe Williams)",0.000,0.940
4,14:51,1,10,GNB 30,24,24,Brett Favre pass incomplete intended for Javon Walker (defended by Brian Williams),0.940,0.390
4,14:46,2,10,GNB 30,24,24,Ahman Green right end for 6 yards (tackle by Corey Chavous),0.390,0.500
4,14:11,3,4,GNB 36,24,24,Brett Favre pass complete to Andrae Thurman for 3 yards (tackle by Antoine Winfield),0.500,-0.780
4,13:38,4,1,GNB 39,24,24,"Bryan Barker punts 46 yards, returned by Nate Burleson for no gain",-0.780,0.220
4,13:30,1,10,MIN 15,24,24,Michael Bennett right end for 1 yard (tackle by Nick Barnett and Na'il Diggs),-0.220,-0.580
4,13:00,2,9,MIN 16,24,24,Michael Bennett left guard for 4 yards (tackle by Hannibal Navies and Aaron Kampman),-0.580,-0.760
4,12:22,3,5,MIN 20,24,24,Daunte Culpepper pass complete to Randy Moss for 18 yards (tackle by Darren Sharper),-0.760,1.470
4,11:38,1,10,MIN 38,24,24,Michael Bennett left end for 11 yards (tackle by Darren Sharper),1.470,2.190
4,10:55,1,10,MIN 49,24,24,Daunte Culpepper right end for 6 yards (tackle by Hannibal Navies),2.190,2.460
4,10:05,2,4,GNB 45,24,24,Daunte Culpepper pass incomplete intended for Randy Moss,2.460,1.750
4,9:58,3,4,GNB 45,24,24,Daunte Culpepper pass incomplete,1.750,0.270
4,9:50,4,4,GNB 45,24,24,Darren Bennett punts 44 yards,0.270,0.380
4,9:37,1,10,GNB 1,24,24,Ahman Green right guard for 2 yards (tackle by Kevin Williams),-0.380,-0.630
4,9:09,2,8,GNB 3,24,24,Ahman Green right tackle for 4 yards (tackle by Spencer Johnson and E.J. Henderson),-0.630,-0.720
4,8:31,3,4,GNB 7,24,30,"Brett Favre pass incomplete intended for Javon Walker is intercepted by Chris Claiborne at GNB-15 and returned for 15 yards, touchdown",-0.720,-7.000
4,,,,GNB 2,24,31,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 30,24,31,"Jose Cortez kicks off 77 yards, touchback",0.000,0.280
4,8:18,1,10,GNB 20,24,31,Brett Favre pass complete to Ahman Green for no gain,0.280,-0.270
4,7:41,2,10,GNB 20,24,31,Brett Favre pass incomplete intended for Antonio Chatman,-0.270,-0.960
4,7:35,,,,24,31,Timeout #1 by Green Bay Packers,0.000,-0.960
4,7:35,3,10,GNB 20,24,31,Brett Favre pass complete to Donald Driver for 20 yards (tackle by Willie Offord),-0.960,1.600
4,7:24,1,10,GNB 40,24,31,Ahman Green right end for 4 yards (tackle by E.J. Henderson and Willie Offord),1.600,1.590
4,6:41,2,6,GNB 44,24,31,Brett Favre pass complete to Javon Walker for 17 yards (tackle by Brian Williams),1.590,2.980
4,6:18,1,10,MIN 39,24,31,"Penalty on Mike Wahle: False Start, 5 yards (no play)",2.980,2.650
4,6:02,1,15,MIN 44,24,31,"Brett Favre pass complete to Donald Driver for 12 yards (tackle by Terrance Shaw). Penalty on Terrance Shaw: Face Mask (15 Yards), 15 yards",2.650,4.440
4,5:44,1,10,MIN 17,24,31,Najeh Davenport right end for 6 yards (tackle by Keith Newman and Corey Chavous),4.440,4.890
4,5:01,2,4,MIN 11,24,31,Najeh Davenport left end for 3 yards (tackle by Brian Russell),4.890,4.800
4,4:53,3,1,MIN 8,24,31,Ahman Green right tackle for 1 yard (tackle by Keith Newman),4.800,5.600
4,4:31,1,7,MIN 7,24,31,Brett Favre pass incomplete intended for Donald Driver,5.600,4.760
4,4:24,2,7,MIN 7,24,31,Ahman Green left tackle for 4 yards (tackle by Spencer Johnson),4.760,4.720
4,3:42,3,3,MIN 3,24,31,Brett Favre pass incomplete intended for Bubba Franks,4.720,3.040
4,3:38,4,3,MIN 3,30,31,"Brett Favre pass complete to Donald Driver for 3 yards, touchdown",3.040,7.000
4,,,,MIN 2,31,31,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,31,31,"Ryan Longwell kicks off 59 yards, returned by Mewelde Moore for 22 yards (tackle by Jason Horton). Penalty on Jason Horton: Offside on Free Kick, 5 yards",0.000,1.470
4,2:48,1,10,MIN 38,31,31,Michael Bennett left end for 11 yards (tackle by Na'il Diggs),1.470,2.190
4,2:47,1,10,MIN 49,31,31,"Penalty on Sean Berton: False Start, 5 yards (no play)",2.190,1.860
4,2:47,1,15,MIN 44,31,31,"Michael Bennett up the middle for 15 yards (tackle by Mark Roman). Penalty on Matt Birk: Offensive Holding, 10 yards (no play)",1.860,1.200
4,2:40,1,25,MIN 34,31,31,Michael Bennett right end for no gain (tackle by Grady Jackson),1.200,-0.380
4,2:00,2,25,MIN 34,31,31,Daunte Culpepper pass incomplete intended for Randy Moss,-0.380,-1.020
4,1:53,3,25,MIN 34,31,31,Daunte Culpepper pass complete to Jermaine Wiggins for 20 yards (tackle by Nick Barnett),-1.020,0.200
4,1:44,4,5,GNB 46,31,31,"Darren Bennett punts 40 yards, returned by Antonio Chatman for 7 yards (tackle by Mewelde Moore)",0.200,0.320
4,1:35,1,10,GNB 13,31,31,Brett Favre pass complete to Donald Driver for 7 yards (tackle by Chris Claiborne),-0.320,0.220
4,1:16,2,3,GNB 20,31,31,Brett Favre pass complete to Javon Walker for 8 yards (tackle by Terrance Shaw),0.220,0.810
4,0:55,1,10,GNB 28,31,31,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Mark Tauscher: Illegal Formation, 5 yards (no play)",0.810,0.480
4,0:50,1,15,GNB 23,31,31,Brett Favre pass incomplete intended for Javon Walker,0.480,-0.410
4,0:46,2,15,GNB 23,31,31,Brett Favre pass complete to Tony Fisher for 21 yards (tackle by Rhett Nelson),-0.410,1.860
4,0:38,1,10,GNB 44,31,31,Brett Favre pass incomplete intended for Donald Driver,1.860,1.320
4,0:33,2,10,GNB 44,31,31,Brett Favre pass complete to Donald Driver for 18 yards (tackle by Brian Russell),1.320,3.050
4,0:25,,,,31,31,Timeout #2 by Green Bay Packers,0.000,3.050
4,0:25,1,10,MIN 38,31,31,Brett Favre pass complete to Javon Walker for 31 yards (tackle by Terrance Shaw),3.050,5.600
4,0:17,1,7,MIN 7,31,31,Brett Favre kneels for -1 yards,5.600,4.570
4,0:12,,,,31,31,Timeout #2 by Minnesota Vikings,0.000,4.570
4,0:12,2,8,MIN 8,31,31,Brett Favre kneels for -1 yards,4.570,3.360
4,0:10,,,,31,31,Timeout #3 by Minnesota Vikings,0.000,3.360
4,0:10,3,9,MIN 9,31,31,Brett Favre kneels for -2 yards,3.360,2.700
4,0:03,,,,31,31,Timeout #3 by Green Bay Packers,0.000,2.700
4,0:03,4,11,MIN 11,34,31,Ryan Longwell 29 yard field goal good,2.700,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
