Player,Pos
Daunte Culpepper,QB
Michael Bennett,RB
Sean Berton,HB
Nate Burleson,WR
Randy Moss,WR
Jermaine Wiggins,TE
Bryant McKinnie,LT
Chris Liwienski,LG
Matt Birk,C
David Dixon,RG
Adam Goldberg,RT
Kenny Mixon,LDE
Kevin Williams,UT
Spencer Johnson,NT
Kenechi Udeze,RDE
Keith Newman,SLB
E.J. Henderson,MLB
Chris Claiborne,WLB
Brian Williams,LCB
Terrance Shaw,RCB
Corey Chavous,SS
Brian Russell,FS
