Quarter,Time,Tm,Detail,JAX,TEN
1.0,4:30,Titans,Eddie George 8 yard pass from Steve McNair (Joe Nedney kick),0,7
2.0,12:49,Titans,Joe Nedney 40 yard field goal,0,10
,10:36,Titans,Joe Nedney 26 yard field goal,0,13
,3:53,Jaguars,David Garrard 4 yard rush (Hayden Epstein kick),7,13
,0:13,Titans,Joe Nedney 33 yard field goal,7,16
3.0,0:53,Jaguars,David Garrard 41 yard rush (Hayden Epstein kick),14,16
4.0,8:07,Titans,Eddie George 1 yard rush (Joe Nedney kick),14,23
