Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,TAM 30,0,0,"Matt Bryant kicks off 61 yards, returned by Jerious Norwood for 16 yards (tackle by Donte Nicholson)",0.000,0.610
1,14:55,1,10,ATL 25,0,0,Michael Turner up the middle for 5 yards (tackle by Gaines Adams and Tanard Jackson),0.610,0.740
1,14:22,2,5,ATL 30,0,0,Michael Turner left tackle for 3 yards (tackle by Jermaine Phillips and Kevin Carter),0.740,0.430
1,13:40,3,2,ATL 33,0,0,Jerious Norwood right end for no gain (tackle by Ronde Barber and Kevin Carter),0.430,-1.180
1,13:05,4,2,ATL 33,0,0,"Michael Koenen punts 44 yards, fair catch by Clifton Smith. Penalty on Aqib Talib: Unnecessary Roughness, 10 yards, Penalty on Aqib Talib: Illegal Block Above the Waist (Declined)",-1.180,0.350
1,12:56,1,10,TAM 12,0,0,Warrick Dunn up the middle for -1 yards (tackle by Grady Jackson),-0.350,-0.850
1,12:27,2,11,TAM 11,0,0,Warrick Dunn left end for 2 yards (tackle by Coy Wire),-0.850,-1.300
1,11:47,3,9,TAM 13,0,0,"Penalty on Jerramy Stevens: False Start, 5 yards (no play)",-1.300,-1.890
1,11:34,3,14,TAM 8,0,0,"Penalty on Davin Joseph: False Start, 4 yards (no play)",-1.890,-2.360
1,11:20,3,18,TAM 4,0,0,Warrick Dunn left tackle for 4 yards (tackle by Keith Brooking and Jonathan Babineaux),-2.360,-2.490
1,10:39,4,14,TAM 8,0,0,"Josh Bidwell punts 39 yards, returned by Harry Douglas for 13 yards (tackle by Andrew Economos)",-2.490,-3.310
1,10:30,1,10,TAM 34,0,0,Michael Turner up the middle for 5 yards (tackle by Jermaine Phillips and Phillip Buchanon),3.310,3.450
1,9:54,2,5,TAM 29,0,0,Michael Turner left tackle for no gain (tackle by Barrett Ruud and Jermaine Phillips),3.450,2.740
1,9:14,3,5,TAM 29,0,0,"Penalty on Justin Blalock: False Start, 5 yards (no play)",2.740,2.080
1,8:55,3,10,TAM 34,0,0,Matt Ryan pass complete deep middle to Michael Jenkins for 23 yards (tackle by Cato June),2.080,4.840
1,8:17,1,10,TAM 11,0,0,Michael Turner up the middle for 1 yard (tackle by Jermaine Phillips and Barrett Ruud),4.840,4.320
1,7:35,2,9,TAM 10,0,0,Matt Ryan pass incomplete short left intended for Justin Peelle (defended by Ronde Barber),4.320,3.300
1,7:30,3,9,TAM 10,0,0,Matt Ryan up the middle for 2 yards (tackle by Ronde Barber),3.300,2.960
1,6:53,4,7,TAM 8,0,3,Jason Elam 26 yard field goal good,2.960,3.000
1,,,,ATL 30,0,3,"Michael Koenen kicks off 62 yards, returned by Clifton Smith for 17 yards (tackle by Thomas DeCoud)",0.000,0.610
1,6:43,1,10,TAM 25,0,3,Brian Griese pass complete short middle to Antonio Bryant for 7 yards (tackle by Chris Houston),0.610,1.010
1,6:14,2,3,TAM 32,0,3,Cadillac Williams left tackle for 4 yards (tackle by Grady Jackson),1.010,1.330
1,5:34,1,10,TAM 36,0,3,Brian Griese pass incomplete short left intended for Alex Smith (defended by Coy Wire),1.330,0.790
1,5:31,2,10,TAM 36,0,3,Brian Griese pass complete short left to Warrick Dunn for 7 yards (tackle by Coy Wire),0.790,1.030
1,5:02,3,3,TAM 43,0,3,Brian Griese pass incomplete short middle intended for Michael Clayton (defended by Keith Brooking),1.030,-0.520
1,4:56,4,3,TAM 43,0,3,"Josh Bidwell punts 36 yards, returned by Harry Douglas for 7 yards (tackle by Quincy Black)",-0.520,-0.810
1,4:47,1,10,ATL 28,0,3,Matt Ryan pass complete deep right to Roddy White for 30 yards (tackle by Phillip Buchanon),0.810,2.790
1,4:17,1,10,TAM 42,0,3,Michael Turner up the middle for 9 yards (tackle by Tanard Jackson and Ronde Barber),2.790,3.460
1,3:45,2,1,TAM 33,0,3,Michael Turner right tackle for -1 yards (tackle by Derrick Brooks),3.460,2.610
1,3:04,3,2,TAM 34,0,3,Matt Ryan pass complete short left to Michael Jenkins for 6 yards (tackle by Cato June),2.610,3.710
1,2:40,1,10,TAM 28,0,3,Matt Ryan pass incomplete,3.710,3.170
1,2:35,2,10,TAM 28,0,3,Michael Turner right end for 18 yards (tackle by Barrett Ruud),3.170,4.910
1,1:54,1,10,TAM 10,0,3,Michael Turner up the middle for 2 yards (tackle by Stylez G. White),4.910,4.570
1,1:14,2,8,TAM 8,0,3,Matt Ryan pass complete short right to Jerious Norwood for 7 yards (tackle by Phillip Buchanon),4.570,5.170
1,1:03,3,1,TAM 1,0,9,"Michael Turner right tackle for 1 yard, touchdown",5.170,7.000
1,,,,TAM 2,0,10,Jason Elam kicks extra point good,0.000,0.000
1,,,,ATL 30,0,10,"Michael Koenen kicks off 65 yards, returned by Clifton Smith for 17 yards (tackle by Coy Wire). Penalty on Quincy Black: Illegal Block Above the Waist, 10 yards",0.000,-0.350
1,0:55,1,10,TAM 12,0,10,Brian Griese pass complete short left to Jerramy Stevens for 20 yards (tackle by Erik Coleman),-0.350,1.070
1,0:12,1,10,TAM 32,0,10,Brian Griese pass complete deep middle to Antonio Bryant for 27 yards (tackle by Domonique Foxworth),1.070,2.850
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 41,0,10,Brian Griese pass incomplete short left intended for B.J. Askew,2.850,2.310
2,14:56,2,10,ATL 41,0,10,Warrick Dunn up the middle for no gain (tackle by Keith Brooking and Chauncey Davis),2.310,1.620
2,14:15,3,10,ATL 41,0,10,Brian Griese sacked by John Abraham for -9 yards,1.620,-0.060
2,13:43,4,19,ATL 50,0,10,"Josh Bidwell punts 40 yards, fair catch by Brian Finneran",-0.060,0.380
2,13:35,1,10,ATL 10,0,10,Michael Turner left tackle for 2 yards (tackle by Cato June),-0.380,-0.630
2,12:56,2,8,ATL 12,0,10,Jerious Norwood right end for -5 yards (tackle by Derrick Brooks and Kevin Carter),-0.630,-1.770
2,12:22,3,13,ATL 7,0,10,Matt Ryan pass incomplete deep middle intended for Harry Douglas,-1.770,-2.490
