Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
1,6:43,1,10,ATL 38,3,0,Jacquizz Rodgers left guard for 4 yards (tackle by Thomas Davis and Luke Kuechly),1.470,1.460
1,6:09,2,6,ATL 42,3,0,Matt Ryan pass complete short right to Roddy White for 13 yards (tackle by Bene Benwikere),1.460,2.590
1,5:42,1,10,CAR 45,3,0,Devonta Freeman left guard for 3 yards (tackle by Star Lotulelei),2.590,2.450
1,5:09,2,7,CAR 42,3,0,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Josh Norman),2.450,1.750
1,5:01,3,7,CAR 42,3,0,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers (defended by Luke Kuechly),1.750,0.460
1,4:57,4,7,CAR 42,3,0,"Matthew Bosher punts 29 yards, fair catch by Brenton Bersin",0.460,0.320
1,4:49,1,10,CAR 13,3,0,Jonathan Stewart right end for 9 yards (tackle by Kemal Ishmael),-0.320,0.490
1,4:23,2,1,CAR 22,3,0,Mike Tolbert right guard for 7 yards (tackle by Paul Worrilow),0.490,0.870
1,3:50,1,10,CAR 29,3,0,Cam Newton pass incomplete deep left intended for Kelvin Benjamin,0.870,0.330
1,3:43,2,10,CAR 29,3,0,Cam Newton pass complete short middle to Jonathan Stewart for 9 yards (tackle by Prince Shembo),0.330,0.830
1,2:56,3,1,CAR 38,3,0,Philly Brown left end for 28 yards (tackle by Dwight Lowery),0.830,3.310
1,2:28,1,10,ATL 34,3,0,Jonathan Stewart left guard for 3 yards (tackle by Prince Shembo),3.310,3.180
1,1:52,2,7,ATL 31,3,0,Cam Newton right tackle for 9 yards (tackle by Kemal Ishmael),3.180,4.110
1,1:20,1,10,ATL 22,3,0,Jonathan Stewart right end for 11 yards (tackle by Kemal Ishmael),4.110,4.840
1,0:45,1,10,ATL 11,3,0,Cam Newton pass complete short right to Jerricho Cotchery for 6 yards (tackle by Robert McClain),4.840,5.280
1,0:10,2,4,ATL 5,9,0,"Cam Newton pass complete short right to Ed Dickson for 5 yards, touchdown",5.280,7.000
1,0:10,,,ATL 2,10,0,Graham Gano kicks extra point good,0.000,0.000
1,0:10,,,CAR 35,10,0,"Graham Gano kicks off 69 yards, returned by Devin Hester for 66 yards (tackle by Joe Webb)",0.000,-3.050
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 38,10,0,Devonta Freeman left guard for -1 yards (tackle by Luke Kuechly),3.050,2.370
2,14:28,2,11,CAR 39,10,0,Matt Ryan pass complete short middle to Harry Douglas for 5 yards (tackle by Thomas Davis),2.370,2.340
2,13:51,3,6,CAR 34,10,0,Matt Ryan pass complete short right to Devonta Freeman for 7 yards (tackle by Roman Harper),2.340,3.780
2,13:16,1,10,CAR 27,10,0,Jacquizz Rodgers left tackle for -1 yards (tackle by Dwan Edwards),3.780,3.100
2,12:37,2,11,CAR 28,10,0,Matt Ryan pass complete short left to Jacquizz Rodgers for 7 yards (tackle by Roman Harper),3.100,3.340
2,12:12,3,4,CAR 21,10,0,Matt Ryan pass complete short right to Julio Jones for 14 yards (tackle by Luke Kuechly),3.340,5.600
2,11:33,1,7,CAR 7,10,0,Matt Ryan pass complete short left to Harry Douglas for 4 yards (tackle by Josh Norman),5.600,5.530
2,10:52,2,3,CAR 3,10,0,Matt Ryan pass incomplete short right intended for Patrick DiMarco,5.530,4.720
2,10:47,3,3,CAR 3,10,0,Matt Ryan pass incomplete short right intended for Roddy White,4.720,3.040
2,10:41,4,3,CAR 3,10,3,Matt Bryant 21 yard field goal good,3.040,3.000
2,10:41,,,ATL 35,10,3,"Matthew Bosher kicks off 63 yards, returned by Brenton Bersin for 20 yards (tackle by Dezmen Southward)",0.000,-0.410
2,10:31,1,10,CAR 22,10,3,Cam Newton pass incomplete short left intended for Kelvin Benjamin,0.410,-0.130
2,10:27,2,10,CAR 22,10,3,Cam Newton left tackle for 9 yards (tackle by Paul Worrilow),-0.130,0.370
2,9:42,3,1,CAR 31,10,3,Cam Newton pass incomplete short right intended for Brenton Bersin (defended by Desmond Trufant),0.370,-1.310
2,9:36,4,1,CAR 31,10,3,"Brad Nortman punts 39 yards, out of bounds",-1.310,-0.940
2,9:28,1,10,ATL 30,10,3,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by Josh Norman),0.940,0.390
2,9:24,2,10,ATL 30,10,3,Devonta Freeman left guard for 5 yards (tackle by Star Lotulelei),0.390,0.370
2,8:47,3,5,ATL 35,10,3,Matt Ryan sacked by Kony Ealy for -6 yards,0.370,-1.440
2,8:11,4,11,ATL 29,10,3,"Matthew Bosher punts 56 yards, fair catch by Brenton Bersin",-1.440,0.220
2,8:01,1,10,CAR 15,10,3,Jonathan Stewart right guard for 3 yards (tackle by Dwight Lowery),-0.220,-0.280
2,7:29,2,7,CAR 18,10,3,Cam Newton pass complete deep left to Philly Brown for 28 yards (tackle by Kemal Ishmael),-0.280,1.990
2,6:57,1,10,CAR 46,10,3,Jonathan Stewart right guard for 1 yard (tackle by Paul Worrilow),1.990,1.590
2,6:23,2,9,CAR 47,10,3,Jonathan Stewart right tackle for no gain (tackle by Cliff Matthews and Paul Worrilow),1.590,0.890
2,5:37,3,9,CAR 47,10,3,Cam Newton pass incomplete short right intended for Kelvin Benjamin,0.890,-0.260
2,5:34,4,9,CAR 47,10,3,"Brad Nortman punts 34 yards, out of bounds",-0.260,-0.150
2,5:26,1,10,ATL 19,10,3,Matt Ryan sacked by Charles Johnson for -5 yards,0.150,-1.110
2,4:53,2,15,ATL 14,10,3,"Penalty on Ryan Schraeder: False Start, 5 yards (no play)",-1.110,-1.510
2,4:32,2,20,ATL 9,16,3,"Matt Ryan pass incomplete deep right intended for Roddy White is intercepted by Roman Harper at ATL-31 and returned for 31 yards, touchdown",-1.510,-7.000
2,4:18,,,ATL 2,17,3,Graham Gano kicks extra point good,0.000,0.000
2,4:18,,,CAR 35,17,3,"Graham Gano kicks off 71 yards, returned by Devin Hester for 29 yards (tackle by Tre Boston). Penalty on Prince Shembo: Offensive Holding, 6 yards",0.000,0.380
2,4:13,1,10,ATL 6,17,3,Devonta Freeman right tackle for 2 yards (tackle by Roman Harper),-0.380,-0.630
2,3:35,2,8,ATL 8,17,3,Devonta Freeman right guard for 2 yards (tackle by Charles Johnson),-0.630,-0.950
2,2:54,3,6,ATL 10,17,3,Matt Ryan pass complete short middle to Devin Hester for 12 yards (tackle by Thomas Davis),-0.950,0.410
2,2:07,1,10,ATL 22,17,3,"Matt Ryan pass complete short middle to Roddy White for 20 yards (tackle by Adarius Glanton). Roddy White fumbles (forced by Adarius Glanton), recovered by Thomas Davis at ATL-42 and returned for 33 yards (tackle by Levine Toilolo). Penalty on Jacquizz Rodgers: Low Block, 5 yards",0.410,-6.280
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,1:54,1,4,ATL 4,23,3,"Cam Newton right guard for 4 yards, touchdown",6.280,7.000
2,1:54,,,ATL 2,24,3,Graham Gano kicks extra point good,0.000,0.000
2,1:54,,,CAR 35,24,3,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,1:47,1,10,ATL 20,24,3,Matt Ryan pass complete short middle to Harry Douglas for 7 yards (tackle by Luke Kuechly),0.280,0.680
2,1:27,2,3,ATL 27,24,3,Matt Ryan pass complete short middle to Julio Jones for 14 yards (tackle by Tre Boston). Penalty on Josh Norman: Illegal Contact (Declined),0.680,1.660
2,1:20,1,10,ATL 41,24,3,Matt Ryan pass complete short right to Harry Douglas for 4 yards (tackle by Bene Benwikere),1.660,1.660
2,1:01,2,6,ATL 45,24,3,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers,1.660,0.960
2,0:55,3,6,ATL 45,24,3,Matt Ryan pass incomplete short left intended for Devonta Freeman,0.960,-0.390
2,0:47,4,6,ATL 45,24,3,"Matthew Bosher punts 45 yards, fair catch by Brenton Bersin",-0.390,0.380
2,0:43,1,10,CAR 10,24,3,Jonathan Stewart left end for 3 yards (tackle by Prince Shembo and Paul Worrilow),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,24,3,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,ATL 20,24,3,Jacquizz Rodgers right tackle for 3 yards (tackle by Luke Kuechly and Adarius Glanton),0.280,0.140
3,14:32,2,7,ATL 23,24,3,Matt Ryan sacked by Kawann Short and Thomas Davis for -9 yards. Penalty on Jon Asamoah: Offensive Holding (Declined),0.140,-2.030
3,14:08,3,16,ATL 14,24,3,Matt Ryan sacked by Wes Horton for -6 yards,-2.030,-2.490
3,13:31,4,22,ATL 8,24,3,"Matthew Bosher punts 57 yards, returned by Brenton Bersin for 6 yards (tackle by Javier Arenas)",-2.490,-1.660
3,13:18,1,10,CAR 41,24,3,Jonathan Stewart right guard for 2 yards (tackle by Kroy Biermann and Jonathan Babineaux),1.660,1.390
3,12:42,2,8,CAR 43,24,3,Cam Newton pass incomplete short left intended for Kelvin Benjamin,1.390,0.700
3,12:37,3,8,CAR 43,24,3,Cam Newton pass complete short right to Kelvin Benjamin for 9 yards (tackle by Desmond Trufant),0.700,2.390
3,12:09,1,10,ATL 48,24,3,Cam Newton pass complete short right to Jerricho Cotchery for 18 yards (tackle by Robert McClain),2.390,3.580
3,11:38,1,10,ATL 30,24,3,Mike Tolbert right guard for no gain (tackle by Jonathan Babineaux and Kroy Biermann),3.580,3.030
3,10:53,2,10,ATL 30,24,3,"Cam Newton pass complete short right to Ed Dickson for 4 yards (tackle by Robert McClain). Penalty on Philly Brown: Illegal Shift, 5 yards (no play)",3.030,2.360
3,10:25,2,15,ATL 35,24,3,Philly Brown left end for 13 yards (tackle by Kemal Ishmael),2.360,3.400
3,10:01,3,2,ATL 22,24,3,"Penalty on Mike Remmers: False Start, 6 yards (no play)",3.400,2.610
3,9:38,3,8,ATL 28,24,3,Cam Newton sacked by Joplo Bartu for -2 yards,2.610,1.410
3,8:49,4,10,ATL 30,27,3,Graham Gano 48 yard field goal good,1.410,3.000
3,8:49,,,CAR 35,27,3,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,8:43,1,10,ATL 20,27,3,Matt Ryan pass complete short left to Devin Hester for 5 yards (tackle by Colin Cole),0.280,0.410
3,8:16,2,5,ATL 25,27,3,Devonta Freeman left tackle for 2 yards (tackle by Dwan Edwards),0.410,-0.030
3,7:45,3,3,ATL 27,27,3,Matt Ryan pass incomplete short middle intended for Levine Toilolo (defended by Thomas Davis),-0.030,-1.570
3,7:41,4,3,ATL 27,27,3,"Matthew Bosher punts 59 yards, returned by Brenton Bersin for no gain",-1.570,0.280
3,7:31,1,10,CAR 14,27,3,Jonathan Stewart left end for 4 yards (tackle by Paul Worrilow and Sean Baker),-0.280,-0.210
3,6:48,2,6,CAR 18,27,3,Jonathan Stewart left guard for 4 yards (tackle by Jonathan Massaquoi and Corey Peters),-0.210,-0.440
3,6:04,3,2,CAR 22,27,3,Cam Newton pass incomplete short right intended for Greg Olsen,-0.440,-1.900
3,5:59,4,2,CAR 22,27,3,Brad Nortman punts 72 yards,-1.900,0.380
3,5:46,1,10,ATL 6,27,3,Matt Ryan pass complete short right to Bear Pascoe for 2 yards (tackle by Adarius Glanton),-0.380,-0.630
3,5:10,2,8,ATL 8,27,3,Matt Ryan pass complete short left to Julio Jones for 10 yards,-0.630,0.040
3,4:41,1,10,ATL 18,27,3,Matt Ryan pass incomplete short left intended for Julio Jones,0.040,-0.490
3,4:33,2,10,ATL 18,27,3,Matt Ryan pass incomplete short right intended for Roddy White,-0.490,-1.170
3,4:30,3,10,ATL 18,27,3,Matt Ryan pass complete deep middle to Julio Jones for 20 yards (tackle by Luke Kuechly),-1.170,1.470
3,3:45,1,10,ATL 38,27,3,Matt Ryan pass incomplete deep left intended for Devin Hester,1.470,0.920
3,3:41,2,10,ATL 38,27,3,Matt Ryan pass complete short left to Devin Hester for no gain,0.920,0.230
3,3:02,3,10,ATL 38,27,3,"Matt Ryan pass incomplete short left intended for Roddy White is intercepted by Thomas Davis at 50 and returned for 50 yards. Penalty on Thomas Davis: Illegal Contact, 5 yards (no play)",0.230,1.800
3,2:49,1,10,ATL 43,27,3,Jacquizz Rodgers left guard for 2 yards (tackle by Star Lotulelei),1.800,1.520
3,2:21,2,8,ATL 45,27,3,Matt Ryan pass complete short right to Roddy White for 14 yards (tackle by Luke Kuechly),1.520,2.850
3,1:55,1,10,CAR 41,27,3,"Penalty on Justin Blalock: False Start, 5 yards (no play)",2.850,2.520
3,1:42,1,15,CAR 46,27,3,Matt Ryan pass incomplete short left intended for Devin Hester,2.520,2.520
3,1:36,1,15,CAR 46,27,3,Timeout #1 by Carolina Panthers,2.520,1.630
3,1:36,2,15,CAR 46,27,3,"Penalty on Roddy White: False Start, 5 yards (no play)",1.630,0.960
3,1:36,2,20,ATL 49,27,3,Matt Ryan pass complete short right to Roddy White for 12 yards (tackle by Bene Benwikere),0.960,1.880
3,1:03,3,8,CAR 39,27,3,Matt Ryan pass complete short right to Levine Toilolo for 3 yards (tackle by Roman Harper),1.880,0.880
3,0:23,4,5,CAR 36,33,3,"Matt Ryan pass incomplete deep left intended for Harry Douglas is intercepted by Tre Boston at CAR-16 and returned for 84 yards, touchdown. Penalty on Josh Norman: Unsportsmanlike Conduct, 15 yards",0.880,-7.000
3,0:07,,,ATL 2,34,3,Graham Gano kicks extra point good,0.000,0.000
3,0:07,,,CAR 20,34,3,"Graham Gano kicks off 78 yards, returned by Devin Hester for 23 yards (tackle by Adarius Glanton)",0.000,-0.610
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 25,34,3,Matt Ryan pass complete short right to Jacquizz Rodgers for 4 yards (tackle by Bene Benwikere and Colin Cole),0.610,0.600
4,14:36,2,6,ATL 29,34,3,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers (defended by Luke Kuechly),0.600,-0.100
4,14:30,3,6,ATL 29,34,3,Matt Ryan pass complete short middle to Roddy White for 19 yards (tackle by Bene Benwikere). Penalty on Charles Johnson: Defensive Offside (Declined),-0.100,2.130
4,14:11,1,10,ATL 48,34,3,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Luke Kuechly),2.130,2.390
4,13:47,2,4,CAR 46,34,3,Matt Ryan pass complete short left to Devin Hester for 15 yards (tackle by Thomas DeCoud),2.390,3.510
4,13:20,1,10,CAR 31,34,3,Matt Ryan pass complete short left to Harry Douglas for 8 yards (tackle by Colin Jones),3.510,3.510
4,12:53,1,10,CAR 31,34,3,Timeout #2 by Carolina Panthers,3.510,4.050
4,12:53,2,2,CAR 23,34,3,Matt Ryan pass complete short middle to Jacquizz Rodgers for 8 yards (tackle by Roman Harper),4.050,4.580
4,12:14,1,10,CAR 15,34,3,"Matt Ryan pass incomplete short left intended for Julio Jones. Penalty on Justin Blalock: Offensive Holding, 10 yards (no play)",4.580,3.910
4,12:07,1,20,CAR 25,34,3,Matt Ryan sacked by Star Lotulelei for -4 yards,3.910,2.130
4,11:33,2,24,CAR 29,34,3,Matt Ryan right end for 6 yards (tackle by Colin Jones),2.130,2.280
4,11:11,3,18,CAR 23,34,3,Matt Ryan pass incomplete deep middle intended for Julio Jones,2.280,1.930
4,11:05,4,18,CAR 23,34,3,Matt Ryan sacked by Star Lotulelei for -5 yards,1.930,-0.810
4,11:00,1,10,CAR 28,34,3,Mike Tolbert right end for 2 yards (tackle by Prince Shembo),0.810,0.530
4,10:11,2,8,CAR 30,34,3,"Penalty on Cam Newton: Delay of Game, 5 yards (no play)",0.530,-0.140
4,9:45,2,13,CAR 25,34,3,Mike Tolbert right end for 2 yards (tackle by Kroy Biermann),-0.140,-0.560
4,9:00,3,11,CAR 27,34,3,Fozzy Whittaker right guard for 13 yards (tackle by Joplo Bartu and Robert McClain),-0.560,1.600
4,8:09,1,10,CAR 40,34,3,Fozzy Whittaker left guard for 2 yards (tackle by Paul Soliai),1.600,1.320
4,7:24,2,8,CAR 42,34,3,Fozzy Whittaker right guard for 3 yards (tackle by Malliciah Goodman),1.320,1.030
4,6:37,3,5,CAR 45,34,3,Fozzy Whittaker left end for 7 yards (tackle by Dezmen Southward),1.030,2.390
4,5:51,1,10,ATL 48,34,3,Fozzy Whittaker right end for 11 yards (tackle by Sean Baker),2.390,3.120
4,5:01,1,10,ATL 37,34,3,Fozzy Whittaker right tackle for 1 yard (tackle by Jonathan Babineaux and Prince Shembo),3.120,2.710
4,4:17,2,9,ATL 36,34,3,Mike Tolbert right end for 2 yards (tackle by Corey Peters and Tyson Jackson),2.710,2.280
4,3:29,3,7,ATL 34,34,3,Mike Tolbert left guard for -1 yards (tackle by Prince Shembo),2.280,2.280
4,2:41,3,7,ATL 34,34,3,Timeout #3 by Carolina Panthers,2.280,0.970
4,2:41,4,8,ATL 35,34,3,Fozzy Whittaker right end for 4 yards (tackle by Prince Shembo),0.970,-1.000
4,2:35,1,10,ATL 31,34,3,Matt Ryan pass complete short right to Devonta Freeman for -4 yards (tackle by Star Lotulelei),1.000,-0.080
4,2:11,2,14,ATL 27,34,3,Matt Ryan pass complete short right to Roddy White for 5 yards (tackle by Bene Benwikere),-0.080,-0.100
4,2:00,3,9,ATL 32,34,3,Matt Ryan pass incomplete short right intended for Roddy White (defended by Ben Jacobs),-0.100,-1.240
4,1:50,4,9,ATL 32,34,3,Matt Ryan pass complete short right to Levine Toilolo for 11 yards (tackle by Ben Jacobs and Bene Benwikere),-1.240,1.800
4,1:41,1,10,ATL 43,34,3,Jacquizz Rodgers left guard for 9 yards (tackle by Mario Addison),1.800,2.470
4,1:15,2,1,CAR 48,34,3,Jacquizz Rodgers right guard for no gain (tackle by Frank Alexander),2.470,1.750
4,0:45,3,1,CAR 48,34,3,Jacquizz Rodgers left guard for 7 yards (tackle by Adarius Glanton),1.750,2.850
4,0:16,1,10,CAR 41,34,3,Jacquizz Rodgers left guard for 17 yards (tackle by Carrington Byndom),2.850,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
