Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
2,13:31,4,30,HOU 4,3,9,"Chad Stanley punts 43 yards, returned by Bruce Branch for -3 yards (tackle by Troy Evans), safety. Penalty on Billy Miller: Offensive Holding, 4 yards",-2.490,-2.000
2,13:31,4,30,HOU 4,3,9,--,-2.490,0.000
2,13:31,,,HOU 20,3,9,"Kris Brown kicks off 49 yards, returned by Bruce Branch for 12 yards (tackle by Jason Bell)",0.000,1.800
2,13:16,1,10,WAS 43,3,9,Patrick Ramsey pass complete to Derrius Thompson for 11 yards (tackle by Marcus Coleman),1.800,2.520
2,12:46,1,10,HOU 46,3,9,Ladell Betts right tackle for 16 yards (tackle by Matt Stevens and Eric Brown),2.520,3.580
2,11:59,1,10,HOU 30,3,9,Ladell Betts left tackle for no gain (tackle by Jay Foreman),3.580,3.030
2,11:23,2,10,HOU 30,3,9,Patrick Ramsey pass incomplete intended for Derrius Thompson (defended by Kenny Wright),3.030,2.340
2,11:17,3,10,HOU 30,3,9,Patrick Ramsey pass incomplete (defended by Kailee Wong). Penalty on Tre' Johnson: Illegal Touch Pass (Declined),2.340,1.410
2,11:11,4,10,HOU 30,3,9,Jose Cortez 48 yard field goal no good,1.410,-1.470
2,11:07,1,10,HOU 38,3,9,David Carr pass complete to Corey Bradford for 7 yards (tackle by Fred Smoot),1.470,1.870
2,10:36,2,3,HOU 45,3,9,Jonathan Wells right end for -1 yards (tackle by LaVar Arrington),1.870,1.020
2,9:53,3,4,HOU 44,3,9,"David Carr pass incomplete intended for Billy Miller. Penalty on Bruce Smith: Roughing the Passer, 15 yards (no play)",1.020,2.850
2,9:48,1,10,WAS 41,3,9,David Carr pass incomplete intended for Corey Bradford,2.850,2.310
2,9:43,2,10,WAS 41,3,9,"Penalty on Billy Miller: False Start, 5 yards (no play)",2.310,1.630
2,9:43,2,15,WAS 46,3,9,Jonathan Wells right tackle for 5 yards (tackle by Kevin Mitchell and Ifeanyi Ohalete),1.630,1.620
2,9:18,3,10,WAS 41,3,9,Jarrod Baxter right tackle for 4 yards (tackle by Antonio Pierce and Ifeanyi Ohalete),1.620,0.790
2,8:35,4,6,WAS 37,3,9,David Carr pass incomplete intended for Jabar Gaffney is intercepted by David Terrell at WAS-23 and returned for 22 yards,0.790,-1.930
2,8:25,1,10,WAS 45,3,9,Kenny Watson right guard for 14 yards (tackle by Eric Brown),1.930,2.850
2,7:49,1,10,HOU 41,3,9,Patrick Ramsey pass incomplete intended for Rod Gardner,2.850,2.310
2,7:44,2,10,HOU 41,3,9,Kenny Watson right tackle for 1 yard (tackle by Jerry DeLoach),2.310,1.750
2,7:03,3,9,HOU 40,3,9,Patrick Ramsey pass incomplete intended for Darnerien McCants,1.750,0.590
2,6:57,4,9,HOU 40,3,9,"Craig Jarrett punts 10 yards, out of bounds",0.590,-0.940
2,6:51,1,10,HOU 30,3,9,Jonathan Wells middle for 5 yards (tackle by Kevin Mitchell and Ifeanyi Ohalete),0.940,1.070
2,6:18,2,5,HOU 35,3,9,Jonathan Wells right tackle for no gain (tackle by Carl Powell and LaVar Arrington),1.070,0.370
2,5:38,3,5,HOU 35,3,9,David Carr pass complete to Billy Miller for 6 yards (tackle by Jessie Armstead),0.370,1.660
2,4:54,1,10,HOU 41,3,9,David Carr pass complete to Jonathan Wells for 6 yards (tackle by Champ Bailey and Ifeanyi Ohalete),1.660,1.930
2,4:13,2,4,HOU 47,3,9,Jonathan Wells left tackle for 2 yards (tackle by Jessie Armstead),1.930,1.490
2,3:29,3,2,HOU 49,3,9,David Carr pass incomplete,1.490,-0.130
2,3:22,4,2,HOU 49,3,9,"Chad Stanley punts 51 yards, touchback",-0.130,-0.280
2,3:12,1,10,WAS 20,3,9,Ladell Betts right guard for 4 yards (tackle by Kenny Wright),0.280,0.270
2,2:35,2,6,WAS 24,3,9,Patrick Ramsey pass complete to Darnerien McCants for 7 yards (tackle by Aaron Glenn and Corey Sears),0.270,1.000
2,2:05,1,10,WAS 31,3,9,Ladell Betts right guard for 10 yards (tackle by Aaron Glenn),1.000,1.660
2,2:00,1,10,WAS 41,3,9,Patrick Ramsey pass incomplete intended for Darnerien McCants (defended by Kailee Wong),1.660,1.120
2,1:56,2,10,WAS 41,3,9,Patrick Ramsey pass complete to Rod Gardner for 13 yards (tackle by Marcus Coleman and Jamie Sharper),1.120,2.520
2,1:26,1,10,HOU 46,3,9,Patrick Ramsey pass complete to Rod Gardner for 33 yards (tackle by Kevin Williams),2.520,4.710
2,1:26,1,10,HOU 46,,,Timeout #2 by Houston Texans,2.520,4.710
2,1:15,1,10,HOU 13,3,15,"Patrick Ramsey pass complete to Derrius Thompson for 13 yards, touchdown",4.710,7.000
2,1:15,,,HOU 13,3,16,Jose Cortez kicks extra point good,0.000,0.000
2,1:15,,,WAS 30,3,16,"Jose Cortez kicks off 70 yards, touchback",0.000,0.280
2,1:09,1,10,HOU 20,3,16,James Allen right end for -2 yards (tackle by Jessie Armstead),0.280,-0.630
2,1:00,1,10,HOU 20,,,Timeout #2 by Washington Redskins,0.280,-0.630
2,1:00,2,12,HOU 18,3,16,David Carr pass complete to James Allen for 12 yards (tackle by David Terrell),-0.630,0.940
2,0:31,1,10,HOU 30,3,16,James Allen right end for 6 yards (tackle by David Terrell),0.940,1.200
2,0:27,1,10,HOU 30,,,Timeout #3 by Houston Texans,0.940,1.200
2,0:27,2,4,HOU 36,3,16,David Carr pass incomplete intended for Billy Miller,1.200,0.500
2,0:22,3,4,HOU 36,3,16,James Allen middle for 4 yards (tackle by Antonio Pierce),0.500,1.600
2,0:09,1,10,HOU 40,3,16,David Carr pass incomplete,1.600,1.050
2,0:08,2,10,HOU 40,3,16,David Carr pass complete to Jabar Gaffney for 16 yards (tackle by David Terrell),1.050,2.650
Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,3,16,"Kris Brown kicks off 72 yards, returned by Ladell Betts for 26 yards (tackle by Troy Evans)",0.000,0.540
3,14:55,1,10,WAS 24,3,16,Kenny Watson left end for 2 yards (tackle by Seth Payne),0.540,0.270
3,14:25,2,8,WAS 26,3,16,Kenny Watson middle for -1 yards (tackle by Jamie Sharper and Corey Sears),0.270,-0.560
3,13:48,3,9,WAS 25,3,16,Patrick Ramsey pass incomplete intended for Derrius Thompson,-0.560,-1.700
3,13:41,4,9,WAS 25,3,16,"Craig Jarrett punts 38 yards, returned by Avion Black for 7 yards (tackle by Zeron Flemister)",-1.700,-1.860
3,13:29,1,10,HOU 44,3,16,Jonathan Wells left end for 3 yards (tackle by LaVar Arrington),1.860,1.720
3,12:52,2,7,HOU 47,3,16,David Carr pass incomplete intended for Billy Miller,1.720,1.030
3,12:48,3,7,HOU 47,3,16,David Carr pass incomplete intended for JaJuan Dawson (defended by Rashad Bauman),1.030,-0.260
3,12:43,4,7,HOU 47,3,16,"Penalty on Jay Foreman: False Start, 5 yards (no play)",-0.260,-0.590
3,12:43,4,12,HOU 42,3,16,"Chad Stanley punts 37 yards, returned by Bruce Branch for 3 yards (tackle by James Allen)",-0.590,-0.540
3,12:33,1,10,WAS 24,3,16,Patrick Ramsey pass complete to Derrius Thompson for 14 yards (tackle by Aaron Glenn),0.540,1.470
3,11:56,1,10,WAS 38,3,16,Ladell Betts left tackle for 2 yards (tackle by Jay Foreman),1.470,1.190
3,11:17,2,8,WAS 40,3,16,Patrick Ramsey pass complete to Darnerien McCants for 30 yards (tackle by Kevin Williams),1.190,3.580
3,10:42,1,10,HOU 30,3,16,Ladell Betts middle for 2 yards (tackle by Corey Sears and Jeff Posey),3.580,3.300
3,10:06,2,8,HOU 28,3,16,Patrick Ramsey pass incomplete intended for Derrius Thompson,3.300,2.610
3,10:01,3,8,HOU 28,3,16,Patrick Ramsey pass incomplete intended for Chris Doering,2.610,1.590
3,9:57,4,8,HOU 28,3,16,Jose Cortez 46 yard field goal no good,1.590,-1.330
3,9:52,1,10,HOU 36,3,16,David Carr pass complete to Billy Miller for 16 yards (tackle by Ifeanyi Ohalete),1.330,2.390
3,9:14,1,10,WAS 48,3,16,David Carr pass incomplete intended for Jabar Gaffney (defended by David Terrell),2.390,1.850
3,9:08,2,10,WAS 48,3,16,Jonathan Wells left end for 1 yard (tackle by Renaldo Wynn),1.850,1.290
3,8:25,3,9,WAS 47,3,16,"David Carr left end for 11 yards (tackle by LaVar Arrington). David Carr fumbles (forced by LaVar Arrington), recovered by Ifeanyi Ohalete at WAS-37 (tackle by David Carr)",1.290,-1.400
3,8:12,1,10,WAS 37,3,16,Kenny Watson left end for 5 yards (tackle by Jerry DeLoach),1.400,1.530
3,7:35,2,5,WAS 42,3,16,Kenny Watson left end for 4 yards (tackle by Jay Foreman),1.530,1.360
3,7:01,3,1,WAS 46,3,16,Kenny Watson middle for 2 yards (tackle by Jamie Sharper),1.360,2.130
3,6:29,1,10,WAS 48,3,16,"Patrick Ramsey pass incomplete intended for Rod Gardner. Penalty on Aaron Glenn: Defensive Pass Interference, 10 yards (no play)",2.130,2.790
3,6:24,1,10,HOU 42,3,16,Kenny Watson right tackle for 2 yards (tackle by Seth Payne),2.790,2.510
3,5:47,2,8,HOU 40,3,16,"Patrick Ramsey pass incomplete intended for Darnerien McCants (defended by Marcus Coleman). Penalty on WAS: Offensive Holding, 10 yards (no play)",2.510,1.160
3,5:41,2,18,,3,16,"Patrick Ramsey pass complete to Ladell Betts for 2 yards (tackle by Gary Walker and Kris Brown). Penalty on Chris Samuels: Offensive Holding, 10 yards (no play)",1.160,-0.190
3,5:33,2,28,WAS 40,3,16,"Patrick Ramsey for no gain. Patrick Ramsey fumbles, recovered by Patrick Ramsey at WAS-37",-0.190,-1.220
3,5:09,3,31,WAS 37,3,16,Ladell Betts left end for 15 yards (tackle by Kevin Williams),-1.220,0.070
3,4:33,4,16,HOU 48,3,16,"Craig Jarrett punts 35 yards, returned by Avion Black for -2 yards (tackle by Ricot Joseph)",0.070,0.370
3,4:22,1,10,HOU 11,3,16,Jonathan Wells right guard for 2 yards (tackle by Bruce Smith),-0.370,-0.630
3,3:41,2,8,HOU 13,3,16,David Carr pass incomplete (defended by Daryl Gardener),-0.630,-1.190
3,3:36,3,8,HOU 13,3,16,David Carr for 9 yards (tackle by Jessie Armstead),-1.190,0.410
3,3:06,1,10,HOU 22,3,16,"David Carr pass incomplete. Penalty on David Carr: Intentional Grounding, 10 yards",0.410,-1.510
3,2:57,2,20,HOU 12,3,16,"Penalty on Jimmy Herndon: False Start, 5 yards (no play)",-1.510,-1.880
3,2:57,2,25,HOU 7,3,16,David Carr pass incomplete,-1.880,-3.180
3,2:51,2,25,HOU 7,,,Timeout #1 by Houston Texans,-1.880,-3.180
3,2:51,3,25,HOU 7,3,16,David Carr pass incomplete intended for Jabar Gaffney,-3.180,-2.490
3,2:47,4,25,HOU 7,3,16,Chad Stanley punts 47 yards,-2.490,-1.990
3,2:34,1,10,WAS 46,3,16,"Patrick Ramsey pass incomplete intended for Darnerien McCants. Penalty on Marcus Coleman: Defensive Pass Interference, 29 yards, Penalty on Marcus Coleman: Illegal Contact (Declined) (no play)",1.990,3.910
3,2:28,1,10,HOU 25,3,16,Patrick Ramsey pass incomplete intended for Derrius Thompson,3.910,3.360
3,2:24,2,10,HOU 25,3,16,Patrick Ramsey pass incomplete intended for Darnerien McCants,3.360,2.680
3,2:20,3,10,HOU 25,3,16,Patrick Ramsey pass complete to Darnerien McCants for 13 yards (tackle by Kevin Williams),2.680,4.780
3,1:40,1,10,HOU 12,3,16,Ladell Betts middle for 4 yards (tackle by Gary Walker and Matt Stevens),4.780,4.830
3,1:09,2,6,HOU 8,3,16,Patrick Ramsey pass incomplete intended for Darnerien McCants (defended by Kenny Wright),4.830,3.930
3,1:05,3,6,HOU 8,3,16,Ladell Betts middle for 7 yards (tackle by Kevin Williams and Jay Foreman),3.930,6.970
3,0:23,1,1,HOU 1,3,16,Ladell Betts middle for no gain (tackle by Eric Brown),6.970,5.910
Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,HOU 1,3,16,Ladell Betts left end for -2 yards (tackle by Jamie Sharper),5.910,4.720
4,14:20,3,3,HOU 3,3,22,"Ladell Betts middle for 3 yards, touchdown",4.720,7.000
4,14:20,,,HOU 3,3,23,Jose Cortez kicks extra point good,0.000,0.000
4,14:20,,,WAS 30,3,23,"Jose Cortez kicks off 60 yards, returned by Avion Black for 20 yards (tackle by Ricot Joseph). Avion Black fumbles, recovered by Eddie Mason at HOU-35",0.000,-3.250
4,14:09,1,10,HOU 35,3,23,Patrick Ramsey pass complete to Kenny Watson for 2 yards (tackle by Jay Foreman),3.250,2.970
4,13:36,2,8,HOU 33,3,23,Kenny Watson left tackle for 7 yards (tackle by Eric Brown),2.970,3.200
4,12:57,3,1,HOU 26,3,23,"Patrick Ramsey pass incomplete intended for Rod Gardner. Penalty on Rod Gardner: Offensive Pass Interference, 10 yards (no play)",3.200,1.880
4,12:51,3,11,HOU 36,3,23,"Penalty on WAS: Delay of Game, 5 yards (no play)",1.880,1.220
4,12:51,3,16,HOU 41,3,23,Patrick Ramsey pass incomplete intended for Chris Doering,1.220,0.530
4,12:46,4,16,HOU 41,3,23,"Craig Jarrett punts 10 yards, out of bounds",0.530,-1.000
4,12:40,1,10,HOU 31,3,23,"Penalty on Billy Miller: False Start, 5 yards (no play)",1.000,0.670
4,12:40,1,15,HOU 26,3,23,David Carr pass complete to Corey Bradford for 6 yards (tackle by Jessie Armstead),0.670,0.600
4,12:15,2,9,HOU 32,3,23,David Carr sacked by Bruce Smith for -8 yards,0.600,-1.150
4,11:56,3,17,HOU 24,3,23,David Carr pass incomplete intended for Billy Miller (defended by Antonio Pierce),-1.150,-1.770
4,11:49,4,17,HOU 24,3,23,"Chad Stanley punts 50 yards, returned by Champ Bailey for 11 yards (tackle by Jason Bell). Penalty on Walter Rasby: Offensive Holding, 10 yards",-1.770,0.140
4,11:38,1,10,WAS 16,3,23,Ladell Betts right guard for 1 yard (tackle by Jamie Sharper and Corey Sears),-0.140,-0.510
4,10:57,2,9,WAS 17,3,23,Ladell Betts left guard for 5 yards (tackle by Jay Foreman),-0.510,-0.570
4,10:15,3,4,WAS 22,3,23,Ladell Betts right tackle for 1 yard (tackle by Jay Foreman and Jeff Posey),-0.570,-1.830
4,9:42,4,3,WAS 23,9,23,"Craig Jarrett punts, blocked by Jimmy McClain, recovered by Kevin Williams, touchdown",-1.830,-7.000
4,9:34,,,WAS 23,10,23,Kris Brown kicks extra point good,0.000,0.000
4,9:34,,,HOU 30,10,23,"Kris Brown kicks off 65 yards, returned by Ladell Betts for 21 yards (tackle by Troy Evans)",0.000,0.670
4,9:27,1,10,WAS 26,10,23,Kenny Watson left end for 14 yards (tackle by Matt Stevens and Jay Foreman),0.670,1.600
4,8:46,1,10,WAS 40,10,23,Kenny Watson left end for 7 yards (tackle by Matt Stevens and Jay Foreman),1.600,2.000
4,8:02,2,3,WAS 47,10,23,Kenny Watson left end for 2 yards (tackle by Jeff Posey),2.000,1.550
4,7:21,3,1,WAS 49,10,23,Kenny Watson right guard for 12 yards (tackle by Jeff Posey),1.550,2.980
4,7:15,1,10,HOU 39,10,23,Ladell Betts right end for 5 yards (tackle by Jamie Sharper),2.980,3.120
4,5:57,2,5,HOU 34,10,23,Ladell Betts right end for 15 yards (tackle by Eric Brown),3.120,4.310
4,5:24,1,10,HOU 19,10,23,Kenny Watson middle for 10 yards (tackle by Matt Stevens),4.310,5.140
4,4:41,1,9,HOU 9,10,23,Kenny Watson left end for no gain (tackle by Jeff Posey and Eric Brown),5.140,4.380
4,3:57,2,9,HOU 9,10,23,Kenny Watson middle for no gain (tackle by Corey Sears),4.380,3.360
4,3:13,3,9,HOU 9,10,23,Ladell Betts right end for 4 yards (tackle by Matt Stevens and Seth Payne),3.360,3.010
4,2:58,3,9,HOU 9,,,Timeout #2 by Houston Texans,3.360,3.010
4,2:58,4,5,HOU 5,10,26,Jose Cortez 23 yard field goal good,3.010,3.000
4,2:58,,,WAS 30,10,26,"Jose Cortez kicks off 50 yards, returned by Avion Black for 14 yards (tackle by Eddie Mason)",0.000,1.200
4,2:48,1,10,HOU 34,10,26,David Carr pass complete to Billy Miller for 8 yards (tackle by Champ Bailey),1.200,1.740
4,2:25,2,2,HOU 42,10,26,David Carr pass complete to Corey Bradford for 15 yards (tackle by Champ Bailey),1.740,2.720
4,2:04,1,10,WAS 43,10,26,David Carr pass complete to JaJuan Dawson for 5 yards (tackle by David Terrell),2.720,2.850
4,1:58,2,5,WAS 38,10,26,David Carr pass incomplete intended for Corey Bradford (defended by Champ Bailey),2.850,2.150
4,1:53,2,5,WAS 38,,,Timeout #3 by Houston Texans,2.850,2.150
4,1:53,3,5,WAS 38,10,26,David Carr pass incomplete intended for JaJuan Dawson,2.150,0.720
4,1:50,4,5,WAS 38,10,26,David Carr sacked by Bruce Smith for -2 yards,0.720,-1.660
4,1:41,1,10,WAS 41,10,26,Rock Cartwright middle for 20 yards (tackle by Eric Brown),1.660,2.980
4,0:58,1,10,HOU 39,10,26,Rock Cartwright left guard for 1 yard (tackle by Jamie Sharper),2.980,2.580
4,0:21,2,9,HOU 38,10,26,Patrick Ramsey kneels for -2 yards,2.580,1.620
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
