Quarter,Time,Tm,Detail,CIN,CLE
1.0,0:56,Browns,Jarvis Landry 26 yard pass from Case Keenum (Chase McLaughlin kick),0,7
2.0,11:22,Browns,D'Ernest Johnson 4 yard rush (Chase McLaughlin kick),0,14
,3:28,Bengals,Trayvon Henderson 29 yard fumble return (Elliott Fry kick),7,14
3.0,5:00,Bengals,Elliott Fry 36 yard field goal,10,14
4.0,7:14,Browns,Demetric Felton 10 yard pass from Case Keenum (Chase McLaughlin kick),10,21
,2:26,Bengals,Chris Evans 4 yard pass from Brandon Allen (pass failed),16,21
