0,1
Game Info,Game Info
Won Toss,Titans (deferred)
Roof,retractable roof (closed)
Surface,fieldturf
Duration,3:08
Attendance,71815
Vegas Line,Houston Texans -4.0
Over/Under,40.0 (over)
