Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
1,7:51,2,5,HOU 25,0,7,Lamar Miller left tackle for no gain (tackle by Al Woods and Brian Orakpo),0.410,-0.300
1,7:22,3,5,HOU 25,0,7,"Brock Osweiler pass complete short right to C.J. Fiedorowicz for 6 yards (tackle by Daimion Stafford). Penalty on Daimion Stafford: Horse Collar Tackle, 15 yards",-0.300,1.990
1,6:54,1,10,HOU 46,0,7,Brock Osweiler pass complete deep left to Ryan Griffin for 45 yards (tackle by Jason McCourty),1.990,5.140
1,6:20,1,9,TEN 9,0,7,Lamar Miller left end for 4 yards (tackle by Avery Williamson),5.140,5.150
1,5:38,2,5,TEN 5,0,13,"Brock Osweiler pass complete short middle to Will Fuller for 5 yards, touchdown",5.150,7.000
1,5:38,,,TEN 5,0,14,Nick Novak kicks extra point good,0.000,0.000
1,5:38,,,HOU 35,0,14,"Nick Novak kicks off 62 yards, returned by Marc Mariani for 25 yards (tackle by Akeem Dent)",0.000,-0.810
1,5:26,1,10,TEN 28,0,14,DeMarco Murray right guard for 3 yards (tackle by John Simon and Benardrick McKinney),0.810,0.670
1,4:56,2,7,TEN 31,0,14,DeMarco Murray left end for 10 yards (tackle by Kareem Jackson),0.670,1.660
1,4:16,1,10,TEN 41,0,14,Marcus Mariota pass complete deep right to Delanie Walker for 24 yards (tackle by Andre Hal),1.660,3.250
1,3:32,1,10,HOU 35,0,14,Marcus Mariota pass incomplete short left intended for Delanie Walker,3.250,2.700
1,3:27,2,10,HOU 35,0,14,DeMarco Murray left tackle for 5 yards (tackle by Christian Covington),2.700,2.680
1,2:46,3,5,HOU 30,0,14,Marcus Mariota pass incomplete short right intended for Delanie Walker,2.680,1.450
1,2:40,4,5,HOU 30,3,14,Ryan Succop 48 yard field goal good,1.450,3.000
1,2:40,,,TEN 35,3,14,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
1,2:36,1,10,HOU 25,3,14,Brock Osweiler sacked by Brian Orakpo for -10 yards,0.610,-1.430
1,1:53,2,20,HOU 15,3,14,Brock Osweiler pass complete short middle to C.J. Fiedorowicz for 10 yards (tackle by Avery Williamson),-1.430,-0.620
1,1:15,3,10,HOU 25,3,14,Brock Osweiler pass complete short left to Will Fuller for 28 yards (tackle by Karl Klug),-0.620,2.460
1,0:36,1,10,TEN 47,3,14,"Lamar Miller left end for 5 yards (tackle by Jason McCourty and David Bass). Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",2.460,1.800
1,0:10,1,20,HOU 43,3,14,Brock Osweiler pass complete short right to Lamar Miller for 10 yards (tackle by Avery Williamson),1.800,1.910
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,TEN 47,3,14,Brock Osweiler pass complete deep middle to Will Fuller for 20 yards (tackle by Perrish Cox and Rashad Johnson),1.910,3.780
2,14:31,1,10,TEN 27,3,14,Lamar Miller right end for -3 yards (tackle by Wesley Woodyard),3.780,2.830
2,13:56,2,13,TEN 30,3,14,Brock Osweiler pass incomplete short right intended for C.J. Fiedorowicz,2.830,2.150
2,13:52,3,13,TEN 30,3,14,"Brock Osweiler pass incomplete. Penalty on Brock Osweiler: Intentional Grounding, 10 yards",2.150,0.590
2,13:47,4,23,TEN 40,3,14,"Penalty on TEN: Defensive 12 On-field, 5 yards (no play)",0.590,0.970
2,13:47,4,18,TEN 35,3,17,Nick Novak 53 yard field goal good,0.970,3.000
2,13:47,,,HOU 35,3,17,"Nick Novak kicks off 60 yards, returned by Antonio Andrews for 17 yards (tackle by Brian Peters)",0.000,-0.410
2,13:37,1,10,TEN 22,3,17,DeMarco Murray right guard for 2 yards (tackle by Devon Still and Whitney Mercilus),0.410,0.140
2,13:00,2,8,TEN 24,3,17,Marcus Mariota pass complete deep left to Rishard Matthews for 60 yards (tackle by Kareem Jackson),0.140,4.510
2,12:13,1,10,HOU 16,3,17,DeMarco Murray middle for 14 yards (tackle by Andre Hal),4.510,6.740
2,11:32,1,2,HOU 2,3,17,Marcus Mariota pass incomplete,6.740,5.720
2,11:26,2,2,HOU 2,9,17,"DeMarco Murray middle for 2 yards, touchdown. Penalty on Ben Jones: Taunting, 15 yards",5.720,7.000
2,11:26,,,HOU 2,10,17,Ryan Succop kicks extra point good,0.000,0.000
2,11:26,,,TEN 35,10,17,"Ryan Succop kicks off 62 yards, returned by Tyler Ervin for 28 yards (tackle by LeShaun Sims)",0.000,-1.000
2,11:14,1,10,HOU 31,10,17,Alfred Blue middle for 17 yards (tackle by Rashad Johnson and Angelo Blackson),1.000,2.130
2,10:34,1,10,HOU 48,10,17,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins,2.130,1.580
2,10:28,2,10,HOU 48,10,17,Brock Osweiler pass complete short left to C.J. Fiedorowicz for 18 yards (tackle by Daimion Stafford),1.580,3.310
2,9:51,1,10,TEN 34,10,17,Alfred Blue left guard for no gain (tackle by Avery Williamson and Karl Klug),3.310,2.770
2,9:17,2,10,TEN 34,10,17,Brock Osweiler pass complete short left to Alfred Blue for 4 yards (tackle by David Bass),2.770,2.610
2,8:34,3,6,TEN 30,10,17,Brock Osweiler pass incomplete short right intended for Jaelen Strong,2.610,1.430
2,8:29,4,6,TEN 30,10,17,Nick Novak 48 yard field goal no good,1.430,-1.470
2,8:25,1,10,TEN 38,10,17,Marcus Mariota right end for 9 yards (tackle by Benardrick McKinney),1.470,2.140
2,7:49,2,1,TEN 47,10,17,Derrick Henry left end for 2 yards (tackle by Whitney Mercilus),2.140,2.190
2,7:06,1,10,TEN 49,10,17,Marcus Mariota pass incomplete deep left intended for Delanie Walker is intercepted by Quintin Demps at HOU-35 and returned for 6 yards,2.190,-1.660
2,6:55,1,10,HOU 41,10,17,Brock Osweiler pass incomplete short left intended for DeAndre Hopkins is intercepted by Jason McCourty at HOU-45 and returned for 6 yards,1.660,-2.980
2,6:44,1,10,HOU 39,10,17,DeMarco Murray right tackle for 7 yards (tackle by Benardrick McKinney),2.980,3.390
2,6:12,2,3,HOU 32,10,17,DeMarco Murray middle for 2 yards (tackle by Devon Still and John Simon),3.390,2.940
2,5:28,3,1,HOU 30,10,17,Marcus Mariota right end for 3 yards (tackle by Andre Hal),2.940,3.780
2,4:48,1,10,HOU 27,10,17,Marcus Mariota pass incomplete deep middle intended for Tajae Sharpe (defended by Kareem Jackson),3.780,3.230
2,4:41,2,10,HOU 27,10,17,Derrick Henry middle for 6 yards (tackle by Brian Cushing),3.230,3.340
2,4:01,3,4,HOU 21,10,17,Marcus Mariota pass complete short left to DeMarco Murray for 14 yards (tackle by A.J. Bouye and Benardrick McKinney),3.340,5.600
2,3:17,1,7,HOU 7,10,17,Marcus Mariota pass incomplete short right intended for Tajae Sharpe,5.600,4.760
2,3:10,2,7,HOU 7,10,17,DeMarco Murray left tackle for 6 yards (tackle by Vince Wilfork and John Simon),4.760,5.170
2,2:32,3,1,HOU 1,16,17,"DeMarco Murray left tackle for 1 yard, touchdown",5.170,7.000
2,2:32,,,HOU 1,17,17,Ryan Succop kicks extra point good,0.000,0.000
2,2:32,,,TEN 35,17,17,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
2,2:28,1,10,HOU 25,17,17,Brock Osweiler pass complete short left to Jaelen Strong for 9 yards (tackle by Daimion Stafford and Sean Spence),0.610,1.280
2,2:07,2,1,HOU 34,17,17,Lamar Miller middle for 4 yards (tackle by Avery Williamson and Karl Klug),1.280,1.470
2,2:00,1,10,HOU 38,17,17,Brock Osweiler pass incomplete short right intended for Ryan Griffin (defended by Rashad Johnson),1.470,0.920
2,1:55,2,10,HOU 38,17,17,Lamar Miller middle for 6 yards (tackle by Rashad Johnson and Avery Williamson),0.920,1.020
2,1:30,3,4,HOU 44,17,17,Brock Osweiler pass incomplete short right intended for Will Fuller,1.020,-0.460
2,1:25,4,4,HOU 44,17,17,"Shane Lechler punts 45 yards, returned by Marc Mariani for 1 yard (tackle by Charles James)",-0.460,0.350
2,1:15,1,10,TEN 12,17,17,Marcus Mariota pass complete short right to Kendall Wright for 3 yards (tackle by Kareem Jackson),-0.350,-0.350
2,1:09,1,10,TEN 12,17,17,Timeout #1 by Houston Texans,-0.350,-0.500
2,1:09,2,7,TEN 15,17,17,Marcus Mariota pass incomplete short right intended for Tajae Sharpe,-0.500,-1.070
2,1:05,3,7,TEN 15,17,17,Marcus Mariota pass incomplete short left intended for Delanie Walker (defended by A.J. Bouye),-1.070,-2.440
2,0:58,4,7,TEN 15,17,17,"Brett Kern punts 55 yards, returned by Tyler Ervin for 16 yards (tackle by Aaron Wallace). Penalty on Antwon Blake: Offensive Holding, 10 yards",-2.440,-2.650
2,0:46,1,10,TEN 44,17,17,Brock Osweiler pass incomplete deep right intended for Ryan Griffin,2.650,2.110
2,0:42,2,10,TEN 44,17,17,Brock Osweiler pass complete short left to Ryan Griffin for 6 yards (tackle by Brice McCain),2.110,2.110
2,0:35,2,10,TEN 44,17,17,Timeout #2 by Houston Texans,2.110,2.210
2,0:35,3,4,TEN 38,17,17,Brock Osweiler pass complete short right to Ryan Griffin for 3 yards (tackle by Perrish Cox and Daimion Stafford),2.210,2.210
2,0:15,3,4,TEN 38,17,17,Timeout #3 by Houston Texans,2.210,1.000
2,0:15,4,1,TEN 35,17,17,"Penalty on Shane Lechler: Delay of Game, 5 yards (no play)",1.000,1.000
2,0:15,4,1,TEN 35,17,17,Timeout #1 by Tennessee Titans,1.000,0.590
2,0:15,4,6,TEN 40,17,17,"Brock Osweiler pass incomplete short right intended for DeAndre Hopkins (defended by Perrish Cox). Penalty on Perrish Cox: Defensive Pass Interference, 13 yards (no play)",0.590,3.780
2,0:11,1,10,TEN 27,17,20,Nick Novak 45 yard field goal good,3.780,3.000
2,0:11,,,HOU 35,17,20,"Nick Novak kicks off 48 yards, out of bounds",0.000,-1.600
2,0:07,1,10,TEN 40,17,20,Marcus Mariota middle for 6 yards (tackle by Whitney Mercilus),1.600,1.860
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,17,20,"Nick Novak kicks off 65 yards, returned by Marc Mariani for 33 yards (tackle by Kevin Johnson)",0.000,1.140
3,14:51,1,10,TEN 33,17,20,Marcus Mariota pass complete short right to Andre Johnson for 6 yards (tackle by Johnathan Joseph),1.140,1.400
3,14:19,2,4,TEN 39,17,20,DeMarco Murray left end for 3 yards (tackle by Whitney Mercilus and Quintin Demps),1.400,1.090
3,13:43,3,1,TEN 42,17,20,DeMarco Murray left end for 1 yard (tackle by Whitney Mercilus),1.090,1.800
3,13:03,1,10,TEN 43,17,20,"Marcus Mariota pass incomplete short right intended for Andre Johnson. Penalty on Ben Jones: Offensive Holding, 10 yards (no play)",1.800,1.140
3,12:56,1,20,TEN 33,17,20,"Marcus Mariota pass complete short left to Tajae Sharpe for 5 yards (tackle by Kareem Jackson). Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (no play)",1.140,1.470
3,12:39,1,15,TEN 38,17,20,Marcus Mariota pass complete short middle to Andre Johnson for 7 yards (tackle by Quintin Demps),1.470,1.520
3,12:05,2,8,TEN 45,17,20,DeMarco Murray middle for 4 yards (tackle by Andre Hal and Vince Wilfork),1.520,1.350
3,11:20,3,4,TEN 49,17,20,"Penalty on Quinton Spain: False Start, 5 yards (no play)",1.350,0.690
3,11:00,3,9,TEN 44,17,20,Marcus Mariota pass complete deep middle to Rishard Matthews for 22 yards (tackle by Kevin Johnson),0.690,3.310
3,10:13,1,10,HOU 34,17,20,"Marcus Mariota pass incomplete short right intended for Delanie Walker. Penalty on TEN: Illegal Formation (Offsetting), Penalty on Jadeveon Clowney: Neutral Zone Infraction (Offsetting) (no play)",3.310,3.310
3,10:06,1,10,HOU 34,17,20,Marcus Mariota pass incomplete deep right intended for Kendall Wright,3.310,2.770
3,10:01,2,10,HOU 34,17,20,DeMarco Murray right end for 4 yards (tackle by Quintin Demps),2.770,2.770
3,9:18,2,10,HOU 34,17,20,Timeout #1 by Tennessee Titans,2.770,2.610
3,9:18,3,6,HOU 30,17,20,Marcus Mariota pass complete deep middle to Andre Johnson for 20 yards (tackle by Quintin Demps),2.610,4.910
3,8:38,1,10,HOU 10,17,20,DeMarco Murray right guard for 1 yard (tackle by D.J. Reader and Devon Still),4.910,4.380
3,7:56,2,9,HOU 9,17,20,DeMarco Murray right guard for 1 yard (tackle by Whitney Mercilus),4.380,3.580
3,7:11,3,8,HOU 8,17,20,Marcus Mariota pass incomplete short right intended for Delanie Walker (defended by A.J. Bouye),3.580,2.950
3,7:07,4,8,HOU 8,20,20,Ryan Succop 26 yard field goal good,2.950,3.000
3,7:07,,,TEN 35,20,20,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,7:04,1,10,HOU 25,20,20,Lamar Miller middle for 6 yards (tackle by Rashad Johnson),0.610,0.870
3,6:37,2,4,HOU 31,20,20,Brock Osweiler pass complete short right to Jay Prosch for 6 yards (tackle by Wesley Woodyard and Jason McCourty),0.870,1.400
3,6:14,1,10,HOU 37,20,20,Lamar Miller left tackle for 4 yards (tackle by Avery Williamson),1.400,1.400
3,5:38,2,6,HOU 41,20,20,Brock Osweiler pass complete short left to Will Fuller for 6 yards (tackle by Kevin Byard),1.400,2.060
3,4:55,1,10,HOU 47,20,20,Lamar Miller right guard for 11 yards (tackle by Daimion Stafford),2.060,2.790
3,4:26,1,10,TEN 42,20,20,Lamar Miller right guard for -2 yards (tackle by Rashad Johnson),2.790,1.970
3,3:51,2,12,TEN 44,20,20,Brock Osweiler pass incomplete deep right intended for DeAndre Hopkins is intercepted by Perrish Cox at TEN-22,1.970,-0.410
3,3:44,1,10,TEN 22,20,20,Marcus Mariota sacked by Jadeveon Clowney for -6 yards,0.410,-1.080
3,2:59,2,16,TEN 16,20,20,Derrick Henry middle for 1 yard (tackle by Vince Wilfork),-1.080,-1.680
3,2:16,3,15,TEN 17,20,20,"Penalty on Josh Kline: False Start, 5 yards (no play)",-1.680,-2.590
3,1:51,3,20,TEN 12,20,20,Marcus Mariota pass complete short right to Delanie Walker for 10 yards (tackle by Jadeveon Clowney),-2.590,-1.900
3,1:12,4,10,TEN 22,20,26,"Brett Kern punts 45 yards, returned by Will Fuller for 67 yards, touchdown",-1.900,-7.000
3,0:56,,,TEN 22,20,27,Nick Novak kicks extra point good,0.000,0.000
3,0:56,,,HOU 35,20,27,"Nick Novak kicks off 64 yards, returned by Marc Mariani for 22 yards (tackle by Brian Peters)",0.000,-0.480
3,0:50,1,10,TEN 23,20,27,DeMarco Murray middle for 2 yards (tackle by Brian Cushing),0.480,0.200
3,0:15,2,8,TEN 25,20,27,DeMarco Murray right tackle for 5 yards (tackle by Benardrick McKinney),0.200,0.170
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,TEN 30,20,27,Marcus Mariota right end for 2 yards (tackle by Benardrick McKinney),0.170,-1.240
,,,,,,,"TEN challenged the short of the line to gain ruling, and the play was upheld.",,
4,14:19,4,1,TEN 32,20,27,"Brett Kern punts 46 yards, returned by Tyler Ervin for 1 yard (tackle by Antwon Blake)",-1.240,-0.480
4,14:10,1,10,HOU 23,20,27,"Penalty on Jeff Allen: False Start, 5 yards (no play)",0.480,0.000
4,14:10,1,15,HOU 18,20,27,Brock Osweiler pass complete short middle to Jaelen Strong for 8 yards (tackle by Wesley Woodyard and Avery Williamson),0.000,0.340
4,13:33,2,7,HOU 26,20,27,Brock Osweiler pass complete short right to Jaelen Strong for 3 yards (tackle by Avery Williamson),0.340,0.040
4,12:52,3,4,HOU 29,20,27,Brock Osweiler pass incomplete short left intended for DeAndre Hopkins (defended by Perrish Cox),0.040,-1.440
4,12:46,4,4,HOU 29,20,27,"Shane Lechler punts 47 yards, returned by Marc Mariani for 9 yards (tackle by Jon Weeks)",-1.440,-1.140
4,12:35,1,10,TEN 33,20,27,DeMarco Murray right end for 6 yards (tackle by Brian Cushing),1.140,1.400
4,11:59,2,4,TEN 39,20,27,DeMarco Murray left end for -4 yards (tackle by Whitney Mercilus),1.400,0.170
4,11:17,3,8,TEN 35,20,27,"Marcus Mariota pass incomplete deep right intended for Kendall Wright. Penalty on Charles James: Defensive Pass Interference, 24 yards (no play)",0.170,2.850
4,11:10,1,10,HOU 41,20,27,"Marcus Mariota pass incomplete short left intended for Tajae Sharpe. Penalty on Taylor Lewan: Offensive Holding, 10 yards (no play)",2.850,2.190
4,11:05,1,20,TEN 49,20,27,"DeMarco Murray right tackle for 2 yards (tackle by Benardrick McKinney). DeMarco Murray fumbles (forced by Benardrick McKinney), recovered by DeMarco Murray at HOU-49",2.190,1.230
4,10:24,2,18,HOU 49,20,27,Marcus Mariota pass incomplete short left intended for Tajae Sharpe (defended by A.J. Bouye),1.230,0.560
4,10:19,3,18,HOU 49,20,27,Marcus Mariota pass incomplete deep left intended for Tajae Sharpe (defended by Andre Hal),0.560,0.000
4,10:12,4,18,HOU 49,20,27,"Brett Kern punts 40 yards, fair catch by Tyler Ervin",0.000,0.380
4,10:05,1,10,HOU 9,20,27,Lamar Miller middle for 6 yards (tackle by Jurrell Casey),-0.380,-0.280
4,9:35,2,4,HOU 15,20,27,Lamar Miller middle for 2 yards (tackle by Rashad Johnson),-0.280,-0.480
4,8:57,3,2,HOU 17,20,27,Brock Osweiler pass complete short right to DeAndre Hopkins for 4 yards (tackle by Perrish Cox),-0.480,0.340
4,8:19,1,10,HOU 21,20,27,Lamar Miller middle for 14 yards (tackle by Daimion Stafford),0.340,1.270
4,7:35,1,10,HOU 35,20,27,Lamar Miller middle for no gain (tackle by Wesley Woodyard),1.270,0.720
4,6:57,2,10,HOU 35,20,27,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins (defended by Jurrell Casey),0.720,0.040
4,6:52,3,10,HOU 35,20,27,Brock Osweiler right end for 14 yards (tackle by Jason McCourty),0.040,2.190
4,6:04,1,10,HOU 49,20,27,Alfred Blue middle for 2 yards (tackle by DaQuan Jones and Brian Orakpo),2.190,1.920
4,5:25,2,8,TEN 49,20,27,Brock Osweiler pass complete short middle to Will Fuller for 1 yard (tackle by Sean Spence),1.920,1.360
4,4:44,3,7,TEN 48,20,27,Brock Osweiler pass complete short left to Jaelen Strong for 6 yards (tackle by Jason McCourty),1.360,0.460
4,4:38,4,1,TEN 42,20,27,Jay Prosch middle for no gain (tackle by David Bass),0.460,-1.730
4,4:34,1,10,TEN 42,20,27,DeMarco Murray left tackle for 10 yards (tackle by Johnathan Joseph),1.730,2.390
4,3:57,1,10,HOU 48,20,27,Marcus Mariota pass incomplete deep middle intended for Delanie Walker,2.390,1.850
4,3:51,2,10,HOU 48,20,27,"Penalty on Jack Conklin: False Start, 5 yards (no play)",1.850,1.170
4,3:51,2,15,TEN 47,20,27,Marcus Mariota pass complete short middle to Tajae Sharpe for 10 yards (tackle by Benardrick McKinney),1.170,1.820
4,3:11,3,5,HOU 43,20,27,Marcus Mariota pass complete short right to Kendall Wright for 11 yards (tackle by A.J. Bouye),1.820,3.450
4,2:40,1,10,HOU 32,20,27,DeMarco Murray left tackle for 4 yards (tackle by Quintin Demps),3.450,3.440
4,2:02,2,6,HOU 28,20,27,Marcus Mariota pass incomplete deep right intended for Anthony Fasano (defended by Andre Hal),3.440,2.740
4,1:56,3,6,HOU 28,20,27,Marcus Mariota pass incomplete short middle intended for Andre Johnson (defended by Johnathan Joseph),2.740,1.610
4,1:52,4,6,HOU 28,20,27,Marcus Mariota pass incomplete short middle intended for Andre Johnson,1.610,-0.810
4,1:47,1,10,HOU 28,20,27,Lamar Miller right tackle for 1 yard (tackle by DaQuan Jones and Karl Klug),0.810,0.810
4,1:42,1,10,HOU 28,20,27,Timeout #3 by Tennessee Titans,0.810,0.400
4,1:42,2,9,HOU 29,20,27,Lamar Miller right end for 3 yards (tackle by DaQuan Jones and Avery Williamson),0.400,0.100
4,0:58,3,6,HOU 32,20,27,Lamar Miller right tackle for 2 yards (tackle by Avery Williamson),0.100,0.100
4,0:14,3,6,HOU 32,20,27,Timeout #1 by Houston Texans,0.100,-1.110
4,0:14,4,4,HOU 34,20,27,"Shane Lechler punts 58 yards, returned by Marc Mariani for 17 yards (tackle by Alfred Blue)",-1.110,-0.610
4,0:04,1,10,TEN 25,20,27,Marcus Mariota pass incomplete short right intended for DeMarco Murray. Penalty on DeMarco Murray: Illegal Forward Pass,0.610,0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
