Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
1,9:46,1,10,DET 34,0,0,"Gus Frerotte pass complete short left to Aundrae Allison for 5 yards (tackle by Brian Kelly). Penalty on Anthony Herrera: Offensive Holding, 10 yards (no play)",3.310,2.650
1,9:17,1,20,DET 44,0,0,Adrian Peterson right tackle for no gain (tackle by Shaun Cody),2.650,1.420
1,8:44,2,20,DET 44,0,0,Chester Taylor left guard for 5 yards (tackle by Kalvin Pearson),1.420,1.420
1,8:09,3,15,DET 39,0,0,Gus Frerotte pass incomplete short left intended for Chester Taylor,1.420,0.660
1,8:04,4,15,DET 39,0,0,"Chris Kluwe punts 39 yards, touchback",0.660,-0.280
1,7:55,1,10,DET 20,0,0,Dan Orlovsky pass incomplete short right intended for Calvin Johnson,0.280,-0.270
1,7:52,2,10,DET 20,0,0,Rudi Johnson right guard for 1 yard (tackle by Ben Leber),-0.270,-0.820
1,7:10,3,9,DET 21,0,0,Dan Orlovsky pass complete short left to Kevin Smith for 8 yards (tackle by Cedric Griffin),-0.820,-1.440
1,6:46,4,1,DET 29,0,0,"Nick Harris punts 49 yards, returned by Charles Gordon for 5 yards (tackle by Alex Lewis)",-1.440,-0.740
1,6:33,1,10,MIN 27,0,0,Gus Frerotte pass complete short left to Bobby Wade for 2 yards (tackle by Brian Kelly),0.740,0.470
1,5:52,2,8,MIN 29,0,0,Adrian Peterson up the middle for 12 yards (tackle by Daniel Bullocks),0.470,1.660
1,5:15,1,10,MIN 41,0,0,Adrian Peterson up the middle for 2 yards (tackle by Dewayne White and Ernie Sims),1.660,1.390
1,4:41,2,8,MIN 43,0,0,Gus Frerotte pass complete short left to Robert Ferguson for 9 yards (tackle by Brian Kelly),1.390,2.390
1,3:59,1,10,DET 48,0,0,Gus Frerotte pass complete short left to Robert Ferguson for 7 yards (tackle by Brian Kelly),2.390,2.790
1,3:24,2,3,DET 41,0,0,Gus Frerotte sacked by Ernie Sims and Cory Redding for -6 yards,2.790,1.290
1,2:54,3,9,DET 47,0,0,Gus Frerotte pass complete short left to Chester Taylor for 15 yards (tackle by Daniel Bullocks),1.290,3.450
1,2:31,1,10,DET 32,0,0,Gus Frerotte pass complete short right to Bobby Wade for 12 yards (tackle by Ryan Nece),3.450,4.240
1,1:53,1,10,DET 20,0,0,Adrian Peterson left tackle for 4 yards (tackle by Brian Kelly),4.240,4.280
1,1:13,2,6,DET 16,0,0,Adrian Peterson right guard for 5 yards (tackle by Dewayne White and Paris Lenon),4.280,4.590
1,0:38,3,1,DET 11,0,0,"Adrian Peterson up the middle for 4 yards (tackle by Daniel Bullocks). Adrian Peterson fumbles (forced by Daniel Bullocks), recovered by Dwight Smith at DET-1 (tackle by Visanthe Shiancoe)",4.590,0.380
1,0:31,1,10,DET 1,0,0,Dan Orlovsky pass incomplete short right intended for Rudi Johnson,-0.380,-0.780
1,0:27,2,10,DET 1,0,0,Dan Orlovsky pass incomplete deep left intended for Calvin Johnson,-0.780,-1.420
1,0:21,,,,0,0,Timeout #1 by Detroit Lions,0.000,-1.420
1,0:21,3,10,DET 1,0,2,"Dan Orlovsky sacked by Jared Allen for -1 yards, safety",-1.420,-2.000
1,,,,DET 20,0,2,"Nick Harris kicks off 68 yards, returned by Charles Gordon for 42 yards (tackle by Nick Harris)",0.000,2.520
1,0:11,1,10,DET 46,0,2,Gus Frerotte sacked by Paris Lenon for -6 yards,2.520,1.170
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,16,MIN 48,0,2,Chester Taylor up the middle for 6 yards (tackle by Shaun Cody and Jared DeVries),1.170,1.290
2,14:19,3,10,DET 46,0,2,Gus Frerotte sacked by Jared DeVries for -7 yards,1.290,-0.260
2,13:48,4,17,MIN 47,0,2,"Chris Kluwe punts 53 yards, touchback",-0.260,-0.280
2,13:39,1,10,DET 20,0,2,Rudi Johnson left tackle for -5 yards (tackle by Darren Sharper and Ben Leber),0.280,-1.070
2,12:54,2,15,DET 15,0,2,Dan Orlovsky pass complete short left to Calvin Johnson for 4 yards (tackle by Cedric Griffin),-1.070,-1.140
2,12:09,3,11,DET 19,0,2,Dan Orlovsky pass incomplete deep left intended for Roy E. Williams,-1.140,-2.140
2,12:03,4,11,DET 19,0,2,"Nick Harris punts 52 yards. Penalty on Naufahu Tahi: Offensive Holding, 10 yards",-2.140,-0.150
2,11:51,1,10,MIN 19,0,2,Adrian Peterson right end for 3 yards,0.150,0.070
2,11:16,2,7,MIN 22,0,2,Adrian Peterson up the middle for 1 yard (tackle by Dwight Smith),0.070,-0.550
2,10:39,3,6,MIN 23,0,2,Gus Frerotte pass incomplete deep right intended for Aundrae Allison,-0.550,-1.830
2,10:33,4,6,MIN 23,0,2,"Chris Kluwe punts 54 yards, returned by Mike Furrey for no gain. Penalty on Jordon Dizon: Illegal Block Above the Waist, 10 yards",-1.830,0.320
2,10:23,1,10,DET 13,0,2,Kevin Smith left guard for 4 yards (tackle by David Herron),-0.320,-0.300
2,9:46,2,6,DET 17,0,2,Dan Orlovsky pass complete short middle to Roy E. Williams for 17 yards (tackle by Cedric Griffin),-0.300,1.200
2,9:06,1,10,DET 34,0,2,Kevin Smith right guard for 3 yards (tackle by Kevin Williams),1.200,1.060
2,8:31,2,7,DET 37,0,2,Kevin Smith left tackle for 3 yards (tackle by Vinny Ciurciu),1.060,0.760
2,7:49,3,4,DET 40,0,2,Dan Orlovsky pass incomplete,0.760,-0.720
2,7:45,4,4,DET 40,0,2,"Nick Harris punts 48 yards, fair catch by Charles Gordon",-0.720,0.350
2,7:38,1,10,MIN 12,0,2,Adrian Peterson right guard for 5 yards (tackle by Daniel Bullocks and Brian Kelly),-0.350,-0.230
2,7:01,2,5,MIN 17,0,2,Gus Frerotte pass incomplete short left intended for Bernard Berrian (defended by Shaun Cody). Penalty on Bernard Berrian: Illegal Shift (Declined),-0.230,-0.840
2,6:57,3,5,MIN 17,0,2,Gus Frerotte pass complete short right to Bernard Berrian for 8 yards (tackle by Leigh Bodden),-0.840,0.610
2,6:28,1,10,MIN 25,0,2,Adrian Peterson up the middle for 5 yards (tackle by Langston Moore and Dewayne White),0.610,0.740
2,5:56,2,5,MIN 30,0,2,Gus Frerotte pass complete short right to Bernard Berrian for -2 yards (tackle by Daniel Bullocks),0.740,-0.230
2,5:13,3,7,MIN 28,0,2,Gus Frerotte pass incomplete short middle intended for Aundrae Allison,-0.230,-1.500
2,5:09,4,7,MIN 28,0,2,"Chris Kluwe punts 46 yards, returned by Shaun McDonald for 5 yards (tackle by Garrett Mills)",-1.500,-1.000
2,4:58,1,10,DET 31,0,2,Dan Orlovsky pass complete short middle to Michael Gaines for 7 yards (tackle by Ben Leber),1.000,1.410
2,4:22,2,3,DET 38,0,2,Kevin Smith left tackle for 50 yards (tackle by Vinny Ciurciu),1.410,4.780
2,3:33,1,10,MIN 12,0,2,"Dan Orlovsky for 1 yard. Dan Orlovsky fumbles, recovered by Dan Orlovsky at MIN-13",4.780,4.100
2,2:53,2,10,MIN 12,0,2,Dan Orlovsky sacked by Kevin Williams for -11 yards,4.100,2.080
2,2:14,3,21,MIN 23,0,2,Kevin Smith up the middle for 2 yards (tackle by Ray Edwards),2.080,2.060
2,2:00,4,19,MIN 21,3,2,Jason Hanson 40 yard field goal good,2.060,3.000
2,,,,DET 30,3,2,"Jason Hanson kicks off 70 yards, returned by Maurice Hicks for 17 yards (tackle by Casey Fitzsimmons)",0.000,-0.060
2,1:50,1,10,MIN 17,3,2,Gus Frerotte pass complete short right to Bobby Wade for 11 yards (tackle by Ramzee Robinson),-0.060,0.810
2,1:27,1,10,MIN 28,3,2,Gus Frerotte pass complete short middle to Visanthe Shiancoe for 10 yards (tackle by Ernie Sims),0.810,1.470
2,1:07,1,10,MIN 38,3,2,Gus Frerotte pass incomplete,1.470,0.920
2,1:01,2,10,MIN 38,3,2,Gus Frerotte pass complete short middle to Chester Taylor for 8 yards (tackle by Dewayne White),0.920,1.290
2,0:52,,,,3,2,Timeout #1 by Minnesota Vikings,0.000,1.290
2,0:52,3,2,MIN 46,3,2,Gus Frerotte pass incomplete deep right intended for Aundrae Allison,1.290,-0.320
2,0:48,4,2,MIN 46,3,2,"Chris Kluwe punts 54 yards, touchback",-0.320,-0.280
2,0:41,1,10,DET 20,3,2,Rudi Johnson left guard for 2 yards (tackle by Pat Williams),0.280,0.000
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,3,2,"Ryan Longwell kicks off 55 yards, returned by Casey Fitzsimmons for 16 yards (tackle by Tyrell Johnson)",0.000,1.000
3,14:55,1,10,DET 31,3,2,Rudi Johnson right guard for 8 yards (tackle by Jared Allen),1.000,1.540
3,14:23,2,2,DET 39,3,2,Rudi Johnson right tackle for 4 yards (tackle by Pat Williams),1.540,1.800
3,13:43,1,10,DET 43,3,2,Rudi Johnson left tackle for 2 yards (tackle by Ray Edwards and Chad Greenway),1.800,1.520
3,13:03,2,8,DET 45,3,2,Dan Orlovsky pass complete short left to Roy E. Williams for 6 yards (tackle by Cedric Griffin),1.520,1.620
3,12:21,3,2,MIN 49,3,2,Dan Orlovsky pass complete short left to Rudi Johnson for 4 yards (tackle by Ben Leber),1.620,2.590
3,11:44,1,10,MIN 45,3,2,"Rudi Johnson left tackle for 11 yards. Penalty on Edwin Mulitalo: Offensive Holding, 10 yards (no play)",2.590,1.930
3,11:14,1,20,DET 45,3,2,Rudi Johnson left tackle for -1 yards (tackle by Ray Edwards),1.930,0.560
3,10:35,2,21,DET 44,3,2,Rudi Johnson left guard for 2 yards (tackle by Cedric Griffin),0.560,0.170
3,9:56,3,19,DET 46,3,2,Dan Orlovsky pass complete deep right to Calvin Johnson for 37 yards (tackle by Darren Sharper),0.170,4.440
3,9:10,1,10,MIN 17,3,2,Rudi Johnson up the middle for 5 yards (tackle by Ben Leber),4.440,4.690
3,8:32,2,5,MIN 12,9,2,"Dan Orlovsky pass complete short right to Calvin Johnson for 12 yards, touchdown",4.690,7.000
3,,,,MIN 2,10,2,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,10,2,"Jason Hanson kicks off 72 yards, returned by Maurice Hicks for 27 yards (tackle by Casey Fitzsimmons)",0.000,0.610
3,8:18,1,10,MIN 25,10,2,Gus Frerotte pass incomplete short right intended for Bernard Berrian,0.610,0.060
3,8:11,2,10,MIN 25,10,2,Adrian Peterson up the middle for 13 yards (tackle by Daniel Bullocks),0.060,1.470
3,7:39,1,10,MIN 38,10,2,Adrian Peterson right tackle for 2 yards (tackle by Ernie Sims),1.470,1.190
3,7:10,2,8,MIN 40,10,2,Adrian Peterson right tackle for 2 yards (tackle by Dewayne White and Jared DeVries),1.190,0.760
3,6:28,3,6,MIN 42,10,2,Gus Frerotte pass incomplete short right intended for Aundrae Allison is intercepted by Leigh Bodden at DET-45 and returned for 2 yards,0.760,-2.060
3,6:22,1,10,DET 47,10,2,Dan Orlovsky pass incomplete deep middle intended for Calvin Johnson,2.060,1.520
3,6:14,2,10,DET 47,10,2,Rudi Johnson left guard for 9 yards (tackle by Cedric Griffin),1.520,2.020
3,5:33,3,1,MIN 44,10,2,Jerome Felton up the middle for no gain (tackle by Kevin Williams),2.020,0.330
3,4:55,4,1,MIN 44,10,2,"Nick Harris punts 30 yards, fair catch by Charles Gordon",0.330,0.280
3,4:47,1,10,MIN 14,10,8,"Gus Frerotte pass complete short middle to Bernard Berrian for 86 yards, touchdown",-0.280,7.000
3,,,,DET 2,10,9,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,10,9,"Ryan Longwell kicks off 65 yards, returned by Brandon Middleton for 15 yards (tackle by Husain Abdullah)",0.000,0.280
3,4:29,1,10,DET 20,10,9,Rudi Johnson right tackle for -4 yards (tackle by Kevin Williams),0.280,-0.940
3,3:44,2,14,DET 16,10,9,Dan Orlovsky pass incomplete short middle intended for Michael Gaines (defended by Ben Leber),-0.940,-1.690
3,3:37,3,14,DET 16,10,9,Dan Orlovsky sacked by Kevin Williams for -5 yards,-1.690,-2.490
3,3:07,4,19,DET 11,10,9,"Nick Harris punts 53 yards, returned by Charles Gordon for no gain",-2.490,-1.330
3,2:56,1,10,MIN 36,10,9,Adrian Peterson up the middle for 3 yards (tackle by Jared DeVries and Ryan Nece),1.330,1.200
3,2:17,2,7,MIN 39,10,9,Gus Frerotte pass incomplete short right intended for Bobby Wade,1.200,0.500
3,2:13,3,7,MIN 39,10,9,"Gus Frerotte sacked by Kalvin Pearson for -9 yards. Gus Frerotte fumbles (forced by Kalvin Pearson), recovered by Chester Taylor at MIN-27 and returned for 1 yards",0.500,-1.500
3,1:31,4,18,MIN 28,10,9,"Chris Kluwe punts 60 yards, returned by Shaun McDonald for 13 yards (tackle by Chad Greenway). Penalty on John Owens: Illegal Block Above the Waist, 10 yards",-1.500,0.220
3,1:17,1,10,DET 15,10,9,"Dan Orlovsky pass incomplete short left intended for Calvin Johnson. Penalty on Cedric Griffin: Defensive Pass Interference, 39 yards (no play)",-0.220,2.520
3,1:17,1,10,MIN 46,10,9,Dan Orlovsky pass incomplete,2.520,1.980
3,1:11,2,10,MIN 46,10,9,Rudi Johnson left tackle for 5 yards (tackle by Pat Williams and Chad Greenway),1.980,1.950
3,0:30,3,5,MIN 41,10,9,Dan Orlovsky sacked by Ray Edwards and Ben Leber for -9 yards. Penalty on Kevin Smith: Offensive Holding (Declined),1.950,-0.060
3,0:11,4,14,,10,9,"Nick Harris punts 42 yards, fair catch by Charles Gordon",-0.060,0.380
3,0:03,1,10,MIN 8,10,9,Adrian Peterson up the middle for 10 yards (tackle by Ernie Sims),-0.380,0.040
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 18,10,9,Adrian Peterson up the middle for 2 yards (tackle by Ernie Sims),0.040,-0.130
4,14:16,2,8,MIN 20,10,9,Gus Frerotte pass incomplete short left intended for Robert Ferguson (defended by Kalvin Pearson),-0.130,-0.910
4,14:12,3,8,MIN 20,10,9,Gus Frerotte pass complete short middle to Jim Kleinsasser for 34 yards,-0.910,2.520
4,13:25,1,10,DET 46,10,9,Bernard Berrian left end for 3 yards (tackle by Ramzee Robinson),2.520,2.380
4,12:49,2,7,DET 43,10,9,"Adrian Peterson left guard for 4 yards (tackle by Corey Smith). Adrian Peterson fumbles (forced by Corey Smith), recovered by Leigh Bodden at DET-38 (tackle by Steve Hutchinson)",2.380,-1.470
4,12:43,1,10,DET 38,10,9,"Dan Orlovsky pass complete deep middle to Calvin Johnson for 32 yards. Calvin Johnson fumbles, recovered by Ben Leber at MIN-30 and returned for 10 yards",1.470,-1.600
,,,,,,,"DET challenged the pass completion ruling, and the play was upheld.",,
4,12:29,1,10,MIN 40,10,9,Adrian Peterson left guard for 4 yards (tackle by Jared DeVries and Ernie Sims),1.600,1.590
4,11:56,2,6,MIN 44,10,9,"Gus Frerotte pass complete short middle to Bobby Wade for 46 yards (tackle by Leigh Bodden). Bobby Wade fumbles (forced by Leigh Bodden), ball out of bounds at DET-10",1.590,4.910
4,11:26,1,10,DET 10,10,9,"Chester Taylor left end for 8 yards (tackle by Dwight Smith). Penalty on Ryan Cook: Offensive Holding, 10 yards (no play)",4.910,4.240
4,11:04,1,20,DET 20,10,9,Gus Frerotte pass incomplete short right intended for Robert Ferguson,4.240,3.000
4,10:59,2,20,DET 20,10,9,Chester Taylor left guard for no gain (tackle by Paris Lenon),3.000,2.340
4,10:14,3,20,DET 20,10,9,Gus Frerotte pass incomplete short right intended for Naufahu Tahi,2.340,2.120
4,10:09,4,20,DET 20,10,9,"Ryan Longwell 38 yard field goal no good, blocked by Jared DeVries",2.120,-0.810
4,10:04,1,10,DET 28,10,9,"Dan Orlovsky pass complete deep right to Michael Gaines for 17 yards. Michael Gaines fumbles, recovered by Roy E. Williams at DET-46 and returned for 6 yards",0.810,2.390
4,9:24,1,10,MIN 48,10,9,Rudi Johnson up the middle for 3 yards (tackle by Chad Greenway and Cedric Griffin),2.390,2.250
4,8:40,2,7,MIN 45,10,9,Rudi Johnson up the middle for 3 yards (tackle by Ben Leber),2.250,1.950
4,8:04,3,4,MIN 42,10,9,Dan Orlovsky sacked by Kevin Williams for -4 yards,1.950,0.200
4,7:32,4,8,MIN 46,10,9,Nick Harris punts 37 yards,0.200,0.380
4,7:23,1,10,MIN 9,10,9,Gus Frerotte pass incomplete short right intended for Bobby Wade (defended by Ryan Nece),-0.380,-0.780
4,7:20,2,10,MIN 9,10,9,Chester Taylor right guard for -3 yards (tackle by Kalvin Pearson and Shaun Cody),-0.780,-1.770
4,6:39,3,13,MIN 6,10,9,Gus Frerotte pass complete short middle to Chester Taylor for 10 yards (tackle by Leigh Bodden),-1.770,-2.390
4,6:10,4,3,MIN 16,10,9,"Chris Kluwe punts 53 yards, returned by Shaun McDonald for 7 yards (tackle by Charles Gordon)",-2.390,-1.470
4,6:01,1,10,DET 38,10,9,Rudi Johnson right end for 1 yard (tackle by Tyrell Johnson),1.470,1.060
4,5:24,2,9,DET 39,10,9,Dan Orlovsky pass complete short right to John Owens for 3 yards (tackle by Antoine Winfield),1.060,0.760
4,4:54,,,,10,9,Timeout #2 by Detroit Lions,0.000,0.760
4,4:54,3,6,DET 42,10,9,Dan Orlovsky pass incomplete short right intended for Mike Furrey,0.760,-0.590
4,4:49,4,6,DET 42,10,9,"Nick Harris punts 58 yards, touchback",-0.590,-0.280
4,4:41,1,10,MIN 20,10,9,Adrian Peterson left end for 10 yards (tackle by Daniel Bullocks and Langston Moore),0.280,0.940
4,4:09,1,10,MIN 30,10,9,Gus Frerotte pass complete short left to Bernard Berrian for 6 yards (tackle by Brian Kelly),0.940,1.200
4,3:34,2,4,MIN 36,10,9,Gus Frerotte pass complete short right to Jim Kleinsasser for 6 yards (tackle by Leigh Bodden),1.200,1.730
4,2:59,1,10,MIN 42,10,9,Gus Frerotte pass complete short right to Adrian Peterson for -5 yards (tackle by Gerald Alexander),1.730,0.510
4,2:22,2,15,MIN 37,10,9,"Penalty on Ryan Cook: False Start, 5 yards (no play)",0.510,-0.160
4,2:22,2,20,MIN 32,10,9,"Gus Frerotte pass incomplete deep right intended for Aundrae Allison. Penalty on Leigh Bodden: Defensive Pass Interference, 42 yards (no play)",-0.160,3.840
4,2:15,1,10,DET 26,10,9,"Adrian Peterson left tackle for 8 yards (tackle by Dwight Smith). Penalty on Bobby Wade: Offensive Holding, 10 yards",3.840,3.710
4,2:08,1,12,DET 28,10,9,Chester Taylor up the middle for 13 yards (tackle by Langston Moore),3.710,4.580
4,2:00,1,10,DET 15,10,9,Adrian Peterson right tackle for 5 yards (tackle by Gerald Alexander),4.580,4.840
4,1:44,,,,10,9,Timeout #3 by Detroit Lions,0.000,4.840
4,1:44,2,5,DET 10,10,9,Adrian Peterson right tackle for -2 yards (tackle by Shaun Cody),4.840,3.580
4,0:59,3,7,DET 12,10,9,Adrian Peterson right guard for 3 yards (tackle by Dewayne White and Shaun Cody),3.580,2.900
4,0:12,,,,10,9,Timeout #1 by Minnesota Vikings,0.000,2.900
4,0:12,4,4,DET 9,10,12,Ryan Longwell 26 yard field goal good,2.900,3.000
4,,,,MIN 30,10,12,"Ryan Longwell kicks off 49 yards, returned by Brandon Middleton for 19 yards (tackle by Husain Abdullah)",0.000,1.600
4,0:04,1,10,DET 40,10,12,Dan Orlovsky sacked by Kevin Williams for -8 yards,1.600,-0.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
