Quarter,Time,Tm,Detail,GNB,CHI
1.0,2:08,Bears,Jordan Howard 9 yard rush (Cody Parkey kick),0,7
2.0,7:27,Packers,Mason Crosby 41 yard field goal,3,7
,0:30,Bears,Tarik Cohen 12 yard pass from Mitchell Trubisky (Cody Parkey kick),3,14
3.0,9:26,Packers,Mason Crosby 43 yard field goal,6,14
,4:10,Packers,Jamaal Williams 10 yard rush (Davante Adams pass from Aaron Rodgers),14,14
4.0,10:16,Bears,Trey Burton 13 yard pass from Mitchell Trubisky (Cody Parkey kick),14,21
,6:43,Bears,Cody Parkey 24 yard field goal,14,24
,0:11,Packers,Mason Crosby 45 yard field goal,17,24
