Player,Pos
Joe Webb,QB
Adrian Peterson,HB
Jerome Felton,FB
Jerome Simpson,WR
Michael Jenkins,WR
Kyle Rudolph,TE
Matt Kalil,LT
Charlie Johnson,LG
John Sullivan,C
Brandon Fusco,RG
Phil Loadholt,RT
Brian Robison,LDE
Kevin Williams,UT
Letroy Guion,NT
Jared Allen,RDE
Chad Greenway,SLB
Erin Henderson,WLB
Antoine Winfield,LCB
A.J. Jefferson,CB
Chris Cook,RCB
Jamarca Sanford,SS
Harrison Smith,FS
