Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Football Team won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Brian Johnson kicks off 57 yards, returned by Corey Clement for 21 yards (tackle by Darrick Forrest)",,
1,14:56,1,10,DAL 29,0,0,Ezekiel Elliott up the middle for 4 yards (tackle by Daron Payne),,
1,14:24,2,6,DAL 33,0,0,Dak Prescott pass complete short right to Dalton Schultz for 4 yards (tackle by Jamin Davis),,
1,13:57,3,2,DAL 37,0,0,Ezekiel Elliott left guard for 3 yards (tackle by Jonathan Allen and Shaka Toney),,
1,13:23,1,10,DAL 40,0,0,Dak Prescott pass incomplete short right intended for CeeDee Lamb,,
1,13:19,2,10,DAL 40,0,0,Dak Prescott pass complete short right to CeeDee Lamb for 18 yards (tackle by William Jackson),,
1,12:51,1,10,WAS 42,0,0,Dak Prescott pass incomplete short left intended for Michael Gallup,,
1,12:49,2,10,WAS 42,0,0,Dak Prescott pass complete short left to Amari Cooper for 7 yards (tackle by Kendall Fuller),,
1,12:11,3,3,WAS 35,0,0,Dak Prescott pass complete short left to Ezekiel Elliott for 15 yards (tackle by Jamin Davis),,
1,11:40,1,10,WAS 20,0,0,Corey Clement right guard for no gain (tackle by Jonathan Allen and Matthew Ioannidis),,
1,11:08,2,10,WAS 20,0,0,Dak Prescott sacked by Landon Collins for no gain,,
1,10:26,3,10,WAS 20,0,0,Dak Prescott pass complete short right to Amari Cooper for 3 yards (tackle by Bobby McCain),,
1,9:42,4,5,WAS 17,3,0,Greg Zuerlein 35 yard field goal good,,
1,9:37,,,DAL 35,3,0,"Greg Zuerlein kicks off 65 yards, touchback.",,
1,9:37,1,10,WAS 25,3,0,Taylor Heinicke pass complete short right to Adam Humphries for 14 yards (tackle by Anthony Brown),,
1,9:05,1,10,WAS 39,3,0,Antonio Gibson left end for 2 yards (tackle by Leighton Vander Esch),,
1,8:28,2,8,WAS 41,3,0,Taylor Heinicke pass incomplete short right intended for Curtis Samuel,,
1,8:23,3,8,WAS 41,3,0,"Penalty on Charles Leno: False Start, 5 yards (accepted) (no play)",,
1,8:23,3,13,WAS 36,3,0,Taylor Heinicke pass incomplete deep right intended for Dyami Brown,,
1,8:17,4,13,WAS 36,3,0,"Tress Way punts 59 yards, returned by Cedrick Wilson for no gain (tackle by David Mayo). Penalty on Corey Clement: Defensive Offside, 5 yards (declined)",,
1,8:03,1,10,DAL 5,3,0,Ezekiel Elliott left tackle for 4 yards (tackle by David Mayo),,
1,7:26,2,6,DAL 9,3,0,Dak Prescott pass complete short middle to CeeDee Lamb for 12 yards (tackle by Cole Holcomb and Kamren Curl),,
1,6:54,1,10,DAL 21,3,0,"Dak Prescott aborted snap, recovered by Ezekiel Elliott at DAL-19 Ezekiel Elliott for no gain (tackle by Daniel Wise)",,
1,6:21,2,12,DAL 19,3,0,Dak Prescott pass deep left intended for CeeDee Lamb is intercepted by Landon Collins at DAL-40 and returned for 3 yards (tackle by CeeDee Lamb),,
1,6:13,1,10,DAL 37,3,0,Antonio Gibson left guard for no gain (tackle by Dorance Armstrong and Leighton Vander Esch),,
1,5:37,2,10,DAL 37,3,0,Taylor Heinicke pass incomplete short right intended for Ricky Seals-Jones,,
1,5:32,3,10,DAL 37,3,0,Taylor Heinicke pass short left intended for DeAndre Carter is intercepted by Randy Gregory at DAL-47 and returned for 12 yards (tackle by DeAndre Carter),,
1,5:26,1,10,WAS 41,3,0,Ezekiel Elliott right guard for 5 yards (tackle by Jonathan Allen),,
1,4:51,2,5,WAS 36,3,0,"Tyler Biadasz aborted snap, recovered by Dak Prescott at WAS-36 Dak Prescott pass complete deep middle to Michael Gallup for 24 yards (tackle by William Jackson). Penalty on Matthew Ioannidis: Defensive Offside, 5 yards (declined)",,
1,4:43,1,10,WAS 12,3,0,Ezekiel Elliott right guard for 5 yards (tackle by Jonathan Allen),,
1,4:02,2,5,WAS 7,3,0,"Dak Prescott pass incomplete short middle intended for Ezekiel Elliott. Penalty on Tyron Smith: Illegal Formation, 5 yards (accepted) (no play)",,
1,4:05,2,10,WAS 12,3,0,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,,
1,4:01,3,10,WAS 12,3,0,"Dak Prescott pass complete short left to Amari Cooper for no gain. Penalty on Jonathan Allen: Defensive Offside, 5 yards (accepted) (no play)",,
1,3:46,3,5,WAS 7,9,0,"Dak Prescott pass complete short middle to Amari Cooper for 7 yards, touchdown",,
1,3:42,,,WAS 15,9,0,"Penalty on Matthew Ioannidis: Roughing the Passer, 1 yard (accepted) (no play)",,
1,3:42,1,1,WAS 2,11,0,"Two Point Attempt: Ezekiel Elliott rushes, conversion succeeds.",,
1,3:42,,,DAL 35,11,0,"Greg Zuerlein kicks off 66 yards, returned by DeAndre Carter for 28 yards (tackle by Darian Thompson). Penalty on Luke Gifford: Face Mask (15 Yards), 15 yards (offset) . Penalty on Sammis Reyes: Taunting / Offense, 15 yards (offset)",,
1,3:36,1,10,WAS 27,11,0,Antonio Gibson left end for 1 yard (tackle by Chauncey Golston),,
1,2:59,2,9,WAS 28,11,0,Taylor Heinicke scrambles left guard for 3 yards (tackle by Jayron Kearse),,
1,2:14,3,6,WAS 31,11,0,"Taylor Heinicke pass incomplete deep left intended for Adam Humphries. Penalty on Malik Hooker: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",,
1,2:08,1,10,WAS 46,11,0,Antonio Gibson left end for 3 yards (tackle by Dorance Armstrong and Carlos Watkins),,
1,1:29,2,7,WAS 49,11,0,Taylor Heinicke pass incomplete short middle intended for Terry McLaurin (defended by Trevon Diggs),,
1,1:26,3,7,WAS 49,11,0,Taylor Heinicke pass complete short middle to Adam Humphries for 5 yards (tackle by Malik Hooker),,
1,0:41,4,2,DAL 46,17,0,"Taylor Heinicke sacked by Micah Parsons for -17 yards. Taylor Heinicke fumbles (forced by Micah Parsons), recovered by Dorance Armstrong at WAS-37 and returned for 37 yards, touchdown",,
1,0:29,,,WAS 15,18,0,Greg Zuerlein kicks extra point good,,
1,0:29,,,DAL 35,18,0,"Greg Zuerlein kicks off 65 yards, touchback.",,
1,0:29,1,10,WAS 25,18,0,Kyle Allen for 11 yards (tackle by Keanu Neal),,
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 36,18,0,Antonio Gibson right tackle for 2 yards (tackle by Trysten Hill),,
2,14:24,2,8,WAS 38,18,0,Taylor Heinicke pass incomplete short left intended for Ricky Seals-Jones (defended by Anthony Brown),,
2,14:14,3,8,WAS 38,18,0,Taylor Heinicke sacked by Micah Parsons for -9 yards,,
2,13:27,4,17,WAS 29,18,0,"Tress Way punts 57 yards, returned by CeeDee Lamb for 4 yards (tackle by Deshazor Everett)",,
2,13:15,1,10,DAL 18,18,0,Dak Prescott pass incomplete deep middle intended for Michael Gallup,,
2,13:07,2,10,DAL 18,18,0,Corey Clement left tackle for 4 yards (tackle by Kendall Fuller and Tim Settle),,
2,12:34,3,6,DAL 22,18,0,"Dak Prescott pass complete deep left to Michael Gallup for no gain. Penalty on La'el Collins: Offensive Holding, 10 yards (accepted) (no play)",,
2,12:00,3,16,DAL 12,18,0,Dak Prescott pass complete short left to CeeDee Lamb for 4 yards (tackle by Kendall Fuller),,
2,11:24,4,12,DAL 16,18,0,"Bryan Anger punts 43 yards, fair catch by DeAndre Carter at WAS-41",,
2,11:17,1,10,WAS 41,18,0,Taylor Heinicke pass incomplete short right intended for Curtis Samuel,,
