Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,13,60,0,1,28,2.2,32,2.5,0,
Kalen Ballage,LAC,8,11,1,2,-2,-0.3,13,1.6,0,
Justin Herbert,LAC,4,14,1,2,13,3.3,1,0.3,0,
Joshua Kelley,LAC,2,8,0,1,3,1.5,5,2.5,0,
Keenan Allen,LAC,1,-1,0,0,-1,-1.0,0,0.0,0,
Jalen Guyton,LAC,1,4,0,0,3,3.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,26,76,1,4,27,1.0,49,1.9,1,26.0
Marcus Mariota,LVR,9,88,1,8,60,6.7,28,3.1,1,9.0
Devontae Booker,LVR,3,12,0,,6,2.0,6,2.0,0,
AJ Cole III,LVR,1,0,0,,0,0.0,0,0.0,0,
Alec Ingold,LVR,1,2,0,1,0,0.0,2,2.0,0,
Theo Riddick,LVR,1,-5,0,,-5,-5.0,0,0.0,0,
