Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,WAS 30,0,0,"Graham Gano kicks off 64 yards, returned by Akwasi Owusu-Ansah for 21 yards (tackle by Chris Horton)",0.000,0.740
1,14:55,1,10,DAL 27,0,0,Tony Romo pass complete short right to Miles Austin for 15 yards (tackle by LaRon Landry),0.740,1.730
1,14:14,1,10,DAL 42,0,0,Tony Romo pass complete short middle to Martellus Bennett for 7 yards (tackle by LaRon Landry and Andre Carter),1.730,2.130
1,13:40,2,3,DAL 49,0,0,Marion Barber right tackle for 4 yards (tackle by LaRon Landry and Rocky McIntosh),2.130,2.460
1,13:09,1,10,WAS 47,0,0,Marion Barber left tackle for 10 yards (tackle by DeAngelo Hall),2.460,3.120
1,12:31,1,10,WAS 37,0,0,Tony Romo pass complete short right to Dez Bryant for 2 yards (tackle by Rocky McIntosh and Andre Carter),3.120,2.840
1,11:48,2,8,WAS 35,0,0,Tony Romo pass complete short right to Dez Bryant for -1 yards (tackle by DeAngelo Hall),2.840,2.010
1,11:04,3,9,WAS 36,0,0,Tony Romo pass incomplete short right intended for Roy Williams (defended by DeAngelo Hall),2.010,0.880
1,11:01,4,9,WAS 36,0,0,"Mat McBriar punts 36 yards, touchback",0.880,-0.280
1,10:51,1,10,WAS 20,0,0,Clinton Portis right guard for no gain (tackle by Keith Brooking and Bradie James),0.280,-0.270
1,10:11,2,10,WAS 20,0,0,Donovan McNabb pass complete short left to Chris Cooley for 2 yards (tackle by Gerald Sensabaugh),-0.270,-0.690
1,9:26,3,8,WAS 22,0,0,"Donovan McNabb pass complete short middle to Santana Moss for 16 yards (tackle by Alan Ball and Bradie James). Penalty on Jay Ratliff: Roughing the Passer, 15 yards",-0.690,2.460
1,8:29,1,10,DAL 47,0,0,Clinton Portis left end for 4 yards (tackle by Anthony Spencer and Igor Olshansky),2.460,2.450
1,7:52,2,6,DAL 43,0,0,Clinton Portis right end for -1 yards (tackle by DeMarcus Ware),2.450,1.620
1,7:10,3,7,DAL 44,0,0,Donovan McNabb for 17 yards (tackle by Alan Ball),1.620,3.780
1,6:34,1,10,DAL 27,0,0,Donovan McNabb pass incomplete short right intended for Joey Galloway,3.780,3.230
1,6:29,2,10,DAL 27,0,0,Donovan McNabb pass complete short left to Chris Cooley for 14 yards (tackle by Igor Olshansky),3.230,4.710
1,5:56,1,10,DAL 13,0,0,Clinton Portis right guard for 4 yards (tackle by Josh Brent),4.710,4.770
1,5:18,2,6,DAL 9,0,0,Clinton Portis left end for -2 yards (tackle by DeMarcus Ware),4.770,3.450
1,4:35,3,8,DAL 11,0,0,Donovan McNabb pass incomplete short right intended for Clinton Portis,3.450,2.700
1,4:29,4,8,DAL 11,0,3,Graham Gano 29 yard field goal good,2.700,3.000
1,,,,WAS 30,0,3,"Graham Gano kicks off 58 yards, returned by Akwasi Owusu-Ansah for 16 yards (tackle by Byron Westbrook)",0.000,0.810
1,4:20,1,10,DAL 28,0,3,Tony Romo pass complete short left to Felix Jones for 24 yards (tackle by LaRon Landry),0.810,2.390
1,3:47,1,10,WAS 48,0,3,Tony Romo pass complete short right to Miles Austin for 13 yards (tackle by LaRon Landry and DeAngelo Hall),2.390,3.250
1,2:55,1,10,WAS 35,0,3,Tony Romo pass complete short left to Felix Jones for 2 yards (tackle by Rocky McIntosh),3.250,2.970
1,2:14,2,8,WAS 33,0,3,Tony Romo pass complete short middle to Marion Barber for -1 yards (tackle by Phillip Buchanon),2.970,2.150
1,1:30,3,9,WAS 34,0,3,Tony Romo pass complete short right to Roy Williams for 11 yards (tackle by London Fletcher),2.150,4.040
1,0:52,1,10,WAS 23,0,3,"Tony Romo pass complete short right to Dez Bryant for -1 yards (tackle by DeAngelo Hall and London Fletcher). Penalty on London Fletcher: Unnecessary Roughness, 12 yards",4.040,4.780
1,0:23,1,10,WAS 12,0,3,Marion Barber pass incomplete short right intended for Jason Witten,4.780,4.100
1,0:13,2,10,WAS 12,0,3,Marion Barber left end for 6 yards (tackle by LaRon Landry and London Fletcher),4.100,4.380
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,WAS 6,0,3,"Tony Romo pass complete short right to Miles Austin for 1 yard (tackle by Phillip Buchanon and Reed Doughty). Penalty on Dez Bryant: Offensive Pass Interfere, 10 yards (no play)",4.380,2.930
2,14:31,3,14,WAS 16,0,3,Tony Romo pass incomplete deep middle intended for Jason Witten,2.930,2.380
2,14:26,4,14,WAS 16,0,3,David Buehler 34 yard field goal no good,2.380,-0.540
2,14:21,1,10,WAS 24,0,3,Donovan McNabb pass incomplete deep left intended for Santana Moss (defended by Mike Jenkins),0.540,0.000
2,14:14,2,10,WAS 24,0,3,Clinton Portis left tackle for 3 yards (tackle by Jay Ratliff and Igor Olshansky),0.000,-0.300
2,13:36,3,7,WAS 27,0,3,Donovan McNabb pass incomplete short right intended for Chris Cooley (defended by Keith Brooking),-0.300,-1.570
2,13:30,4,7,WAS 27,0,3,"Josh Bidwell punts 51 yards, returned by Dez Bryant for 11 yards (tackle by Mike Sellers)",-1.570,-1.140
2,13:20,1,10,DAL 33,0,3,Felix Jones left tackle for 6 yards (tackle by LaRon Landry),1.140,1.400
2,12:38,2,4,DAL 39,0,3,Felix Jones left guard for 3 yards (tackle by Ma'ake Kemoeatu and London Fletcher),1.400,1.090
2,11:45,,,,0,3,Timeout #1 by Dallas Cowboys,0.000,1.090
2,11:45,3,1,DAL 42,0,3,Marion Barber for 3 yards (tackle by Rocky McIntosh),1.090,1.930
2,11:19,1,10,DAL 45,0,3,Tony Romo pass incomplete short middle intended for Marion Barber,1.930,1.380
2,11:15,2,10,DAL 45,0,3,Tony Romo sacked by Rocky McIntosh for -5 yards. Penalty on Andre Gurode: Offensive Holding (Declined),1.380,0.040
2,10:44,3,15,DAL 40,0,3,Tony Romo pass incomplete short middle intended for Jason Witten,0.040,-0.720
2,10:39,4,15,DAL 40,0,3,Mat McBriar punts 45 yards,-0.720,0.220
2,10:31,1,10,WAS 15,0,3,Donovan McNabb pass complete deep middle to Santana Moss for 16 yards (tackle by Terence Newman). Penalty on Anthony Spencer: Defensive Offside (Declined),-0.220,1.000
2,10:00,1,10,WAS 31,0,3,Donovan McNabb pass complete deep middle to Santana Moss for 17 yards (tackle by Keith Brooking),1.000,2.130
2,9:26,1,10,WAS 48,0,3,Clinton Portis left guard for 3 yards (tackle by Josh Brent and Igor Olshansky),2.130,1.990
2,8:49,2,7,DAL 49,0,3,Donovan McNabb pass incomplete short middle intended for Chris Cooley,1.990,1.290
2,8:41,3,7,DAL 49,0,3,Donovan McNabb pass incomplete short right intended for Chris Cooley,1.290,0.000
2,8:32,4,7,DAL 49,0,3,Josh Bidwell punts 48 yards,0.000,0.380
