Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
1,6:23,4,6,TAM 39,0,0,"Jake Camarda punts 42 yards, returned by Brandon Powell for 7 yards (tackle by Cam Gill)",-0.780,-0.670
1,6:14,1,10,MIN 26,0,0,Alexander Mattison left guard for 3 yards (tackle by Joe Tryon-Shoyinka and Vita Vea),0.670,0.540
1,5:46,2,7,MIN 29,0,0,Kirk Cousins pass complete short right to Josh Oliver for 1 yard (tackle by Devin White),0.540,-0.030
1,5:05,3,6,MIN 30,0,0,"Kirk Cousins sacked by Antoine Winfield for -10 yards. Kirk Cousins fumbles (forced by Antoine Winfield), recovered by Antoine Winfield at MIN-18",-0.030,-4.370
1,4:58,1,10,MIN 18,0,0,Baker Mayfield pass incomplete short middle intended for Ko Kieft,4.370,3.800
1,4:54,2,10,MIN 18,0,0,Rachaad White left guard for 4 yards (tackle by Jordan Hicks and Brian Asamoah),3.800,3.630
1,4:11,3,6,MIN 14,0,0,Baker Mayfield sacked by Danielle Hunter for -4 yards,3.630,2.250
1,3:27,4,10,MIN 18,3,0,Chase McLaughlin 36 yard field goal good,2.250,3.000
1,3:23,,,TAM 35,3,0,"Jake Camarda kicks off 63 yards, returned by Ty Chandler for 15 yards (tackle by Zyon McCollum)",0.000,-0.060
1,3:20,1,10,MIN 17,3,0,Kirk Cousins pass complete short left to C.J. Ham for 6 yards (tackle by Devin White and Carlton Davis),-0.060,0.350
1,2:40,2,4,MIN 23,3,0,Alexander Mattison left end for 2 yards (tackle by Ryan Neal and Devin White),0.350,-0.240
1,1:57,3,2,MIN 25,3,0,Kirk Cousins pass complete short right to Jordan Addison for no gain (tackle by Christian Izien),-0.240,-1.700
1,1:15,4,2,MIN 25,3,0,"Ryan Wright punts 55 yards, returned by Deven Thompkins for no gain (tackle by NaJee Thompson). Penalty on SirVocea Dennis: Offensive Holding, 10 yards (accepted)",-1.700,0.380
1,1:05,1,10,TAM 10,3,0,Rachaad White left guard for 6 yards (tackle by Camryn Bynum),-0.380,-0.230
1,0:36,2,4,TAM 16,3,0,Rachaad White right guard for no gain (tackle by Jonathan Bullard and Troy Dye),-0.230,-0.950
Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,TAM 16,3,0,Rachaad White left end for 1 yard (tackle by Camryn Bynum),-0.950,-2.320
2,14:22,4,3,TAM 17,3,0,"Jake Camarda punts 63 yards, returned by Brandon Powell for 7 yards (tackle by Kaevon Merriweather). Penalty on Jalen Nailor: Offensive Holding, 10 yards (accepted)",-2.320,0.060
2,14:08,1,10,MIN 17,3,0,Kirk Cousins pass complete deep middle to Justin Jefferson for 25 yards (tackle by Antoine Winfield),-0.060,1.730
2,13:33,1,10,MIN 42,3,0,Ty Chandler left end for 2 yards (tackle by Devin White and Jamel Dean),1.730,1.460
2,12:59,2,8,MIN 44,3,0,Kirk Cousins pass complete short left to Ty Chandler for 18 yards (tackle by Vita Vea),1.460,3.050
2,12:21,1,10,TAM 38,3,0,Ty Chandler right end for -3 yards (tackle by Logan Hall),3.050,2.100
2,11:49,2,13,TAM 41,3,0,Kirk Cousins pass complete short right to T.J. Hockenson for 2 yards (tackle by Lavonte David),2.100,1.680
2,11:21,3,11,TAM 39,3,6,"Kirk Cousins pass complete deep middle to Jordan Addison for 39 yards, touchdown. Penalty on Jamel Dean: Illegal Contact, 5 yards (declined)",1.680,7.000
2,11:15,,,TAM 15,3,7,Greg Joseph kicks extra point good,0.000,0.000
2,11:15,,,MIN 35,3,7,"Greg Joseph kicks off 70 yards, returned by Deven Thompkins for 23 yards (tackle by Josh Metellus)",0.000,0.040
2,11:11,1,10,TAM 18,3,7,Sean Tucker left end for 5 yards (tackle by Ivan Pace and Dean Lowry),0.040,0.410
2,10:32,2,4,TAM 24,3,7,Baker Mayfield pass incomplete short left,0.410,-0.400
2,10:27,3,4,TAM 24,3,7,Baker Mayfield right end for 1 yard (tackle by Josh Metellus),-0.400,-1.700
2,9:49,4,3,TAM 25,3,7,"Penalty on TAM: Delay of Game, 5 yards (accepted) (no play)",-1.700,-2.140
2,9:37,4,8,TAM 19,3,7,Jake Camarda punts 50 yards downed by Zach Triner,-2.140,-1.000
2,9:24,1,10,MIN 31,3,7,Kirk Cousins pass complete deep left to K.J. Osborn for 19 yards (tackle by Jamel Dean),1.000,2.260
2,8:56,1,10,MIN 50,3,7,Kirk Cousins pass complete short left to Justin Jefferson for 5 yards (tackle by Carlton Davis),2.260,2.390
2,8:20,2,5,TAM 45,3,7,Alexander Mattison left guard for 4 yards (tackle by Shaquil Barrett),2.390,2.210
2,7:44,3,1,TAM 41,3,7,Kirk Cousins pass complete short right to Justin Jefferson for 22 yards (tackle by Carlton Davis),2.210,4.310
2,7:09,1,10,TAM 19,3,7,Kirk Cousins pass complete short left to Josh Oliver for 13 yards (tackle by Antoine Winfield and Jamel Dean),4.310,5.830
2,6:37,1,6,TAM 6,3,7,Kirk Cousins pass incomplete short left intended for K.J. Osborn,5.830,4.950
2,6:32,2,6,TAM 6,3,7,Alexander Mattison up the middle for -1 yards (tackle by Lavonte David and William Gholston),4.950,3.810
2,5:49,3,7,TAM 7,3,7,Kirk Cousins pass incomplete short right intended for Jordan Addison,3.810,2.970
2,5:43,4,7,TAM 7,3,10,Greg Joseph 25 yard field goal good,2.970,3.000
2,5:41,,,MIN 35,3,10,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,5:41,1,10,TAM 25,3,10,Rachaad White right tackle for 5 yards (tackle by Dean Lowry),0.610,0.740
2,5:16,2,5,TAM 30,3,10,Baker Mayfield pass incomplete short left intended for Trey Palmer,0.740,0.040
2,5:10,3,5,TAM 30,3,10,Baker Mayfield pass incomplete short right,0.040,-1.370
2,5:04,4,5,TAM 30,3,10,"Jake Camarda punts 59 yards, returned by Brandon Powell for 3 yards (tackle by Josh Hayes)",-1.370,0.280
2,4:55,1,10,MIN 14,3,10,Ty Chandler left tackle for 1 yard (tackle by Shaquil Barrett and Devin White),-0.280,-0.640
2,4:20,2,9,MIN 15,3,10,Kirk Cousins pass complete short right to T.J. Hockenson for 2 yards (tackle by Shaquil Barrett),-0.640,-1.040
2,3:33,3,7,MIN 17,3,10,Kirk Cousins pass complete short left to K.J. Osborn for 6 yards (tackle by Ryan Neal),-1.040,-1.830
2,2:46,4,1,MIN 23,3,10,Ryan Wright punts 38 yards out of bounds,-1.830,-1.530
2,2:39,1,10,TAM 39,3,10,Rachaad White left end for -1 yards (tackle by Danielle Hunter and Jordan Hicks),1.530,0.850
2,2:15,2,11,TAM 38,3,10,Rachaad White up the middle for 4 yards (tackle by Dean Lowry and Danielle Hunter),0.850,0.700
2,2:00,3,7,TAM 42,3,10,"Penalty on Patrick Jones: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.700,1.360
2,2:00,3,2,TAM 47,3,10,Baker Mayfield pass complete short right to Chris Godwin for 14 yards (tackle by Josh Metellus),1.360,2.980
2,1:43,1,10,MIN 39,3,10,Baker Mayfield pass complete short left to Mike Evans for 9 yards (tackle by Josh Metellus),2.980,3.660
2,1:29,2,1,MIN 30,3,10,Rachaad White right guard for 2 yards (tackle by Ivan Pace and Danielle Hunter),3.660,3.710
2,1:19,1,10,MIN 28,3,10,Baker Mayfield pass incomplete deep right intended for Deven Thompkins (defended by Josh Metellus),3.710,3.170
2,1:14,2,10,MIN 28,9,10,"Baker Mayfield pass complete deep middle to Mike Evans for 28 yards, touchdown",3.170,7.000
2,1:09,,,MIN 15,10,10,Chase McLaughlin kicks extra point good,0.000,0.000
2,1:09,,,TAM 35,10,10,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
2,1:09,1,10,MIN 25,10,10,Kirk Cousins pass incomplete deep right intended for Justin Jefferson,0.610,0.060
2,1:04,2,10,MIN 25,10,10,Kirk Cousins pass complete short right to Justin Jefferson for 6 yards (tackle by Carlton Davis),0.060,0.170
2,1:00,3,4,MIN 31,10,10,Kirk Cousins pass complete short right to T.J. Hockenson for 5 yards (tackle by Jamel Dean),0.170,1.330
2,0:54,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:54,1,10,MIN 36,10,10,Kirk Cousins pass complete deep middle to Justin Jefferson for 42 yards (tackle by Antoine Winfield),1.330,4.110
2,0:27,1,10,TAM 22,10,10,Kirk Cousins pass complete short right to Jordan Addison for 9 yards (tackle by Ryan Neal),4.110,5.060
2,0:23,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:23,2,1,TAM 13,10,10,Kirk Cousins pass short left intended for K.J. Osborn is intercepted by Christian Izien at TB-2 and returned for 14 yards (tackle by Justin Jefferson),5.060,0.140
2,0:16,1,10,TAM 16,10,10,Chase Edmonds right guard for 5 yards (tackle by D.J. Wonnum and Harrison Phillips),-0.140,0.150
Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,10,10,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,10,10,Rachaad White left tackle for 2 yards (tackle by Harrison Phillips),0.610,0.330
3,14:20,2,8,TAM 27,10,10,Rachaad White right guard for 2 yards (tackle by Harrison Phillips and D.J. Wonnum),0.330,-0.100
3,13:41,3,6,TAM 29,10,10,Baker Mayfield pass complete short right to Mike Evans for 11 yards (tackle by Harrison Smith and Camryn Bynum),-0.100,1.600
3,12:59,1,10,TAM 40,10,10,Baker Mayfield pass complete short middle to Rachaad White for 8 yards (tackle by Camryn Bynum),1.600,2.130
3,12:16,2,2,TAM 48,10,10,Chase Edmonds up the middle for 3 yards (tackle by Harrison Smith and Camryn Bynum),2.130,2.320
3,11:36,1,10,MIN 49,10,10,Baker Mayfield pass complete short left to Sean Tucker for 3 yards (tackle by Ivan Pace),2.320,2.190
3,10:57,2,7,MIN 46,10,10,Baker Mayfield pass complete short left to Cade Otton for 13 yards (tackle by Harrison Phillips and Camryn Bynum),2.190,3.380
3,10:13,1,10,MIN 33,10,10,Sean Tucker right tackle for 1 yard (tackle by Danielle Hunter),3.380,2.970
3,9:32,2,9,MIN 32,10,10,Sean Tucker up the middle for 3 yards (tackle by Ivan Pace and Danielle Hunter),2.970,2.680
3,8:57,3,6,MIN 29,10,10,Baker Mayfield pass complete short left to Deven Thompkins for 8 yards (tackle by Akayleb Evans and Byron Murphy),2.680,4.170
3,8:21,1,10,MIN 21,10,10,Baker Mayfield pass incomplete short left intended for Mike Evans,4.170,3.630
3,8:16,2,10,MIN 21,10,10,Baker Mayfield pass complete short middle to Deven Thompkins for 2 yards (tackle by Josh Metellus),3.630,3.180
3,7:34,3,8,MIN 19,10,10,Baker Mayfield pass complete short right to Cade Otton for 6 yards (tackle by Camryn Bynum),3.180,2.690
3,6:47,4,2,MIN 13,10,10,"Chase McLaughlin yard field goal good. Penalty on Jay Ward: Defensive Offside, 5 yards (accepted) (no play)",2.690,5.370
3,6:44,1,8,MIN 8,10,10,Rachaad White right tackle for 1 yard (tackle by Jonathan Bullard and Dean Lowry),5.370,4.760
3,6:10,2,7,MIN 7,10,10,Baker Mayfield pass incomplete short right intended for Chris Godwin,4.760,3.810
3,6:06,3,7,MIN 7,16,10,"Baker Mayfield pass complete short middle to Trey Palmer for 7 yards, touchdown",3.810,7.000
3,6:01,,,MIN 15,17,10,Chase McLaughlin kicks extra point good,0.000,0.000
3,6:01,,,TAM 35,17,10,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
3,6:01,1,10,MIN 25,17,10,Alexander Mattison left guard for 2 yards (tackle by Vita Vea),0.610,0.330
3,5:21,2,8,MIN 27,17,10,Kirk Cousins pass complete short left to Justin Jefferson for 5 yards (tackle by Ryan Neal and Lavonte David),0.330,0.300
3,4:42,3,3,MIN 32,17,10,Kirk Cousins pass complete short right to T.J. Hockenson for 8 yards (tackle by Christian Izien),0.300,1.600
3,4:13,1,10,MIN 40,17,10,Alexander Mattison up the middle for 9 yards (tackle by Antoine Winfield and Ryan Neal),1.600,2.270
3,3:51,2,1,MIN 49,17,10,Kirk Cousins up the middle for 3 yards (tackle by Devin White),2.270,2.390
3,3:20,1,10,TAM 48,17,10,Kirk Cousins pass complete short right to Josh Oliver for 18 yards (tackle by Jamel Dean),2.390,3.580
3,2:38,1,10,TAM 30,17,10,Kirk Cousins sacked by Anthony Nelson for -6 yards,3.580,2.290
3,1:55,2,15,TAM 36,17,10,Kirk Cousins pass complete short right to Alexander Mattison for 3 yards (tackle by Mike Greene),2.290,2.020
3,1:31,3,12,TAM 33,17,10,Kirk Cousins pass complete short left to Jordan Addison for 13 yards (tackle by Carlton Davis),2.020,4.240
3,0:58,1,10,TAM 20,17,10,Kirk Cousins pass incomplete short middle intended for T.J. Hockenson,4.240,3.690
3,0:52,2,10,TAM 20,17,10,"Penalty on Christian Darrisaw: False Start, 5 yards (accepted) (no play)",3.690,3.020
3,0:52,2,15,TAM 25,17,10,Kirk Cousins pass complete short middle to T.J. Hockenson for 14 yards (tackle by Antoine Winfield and Lavonte David),3.020,4.590
3,0:16,3,1,TAM 11,17,10,Alexander Mattison up the middle for 2 yards (tackle by Shaquil Barrett),4.590,5.140
Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,TAM 9,17,10,Kirk Cousins pass incomplete short right intended for Alexander Mattison,5.140,4.380
4,14:52,2,9,TAM 9,17,10,Kirk Cousins left tackle for 4 yards (tackle by Devin White),4.380,4.260
4,14:33,3,5,TAM 5,17,10,"Kirk Cousins pass incomplete short right intended for K.J. Osborn. Penalty on Christian Izien: Defensive Pass Interference, 4 yards (accepted) (no play)",4.260,6.970
4,14:23,1,1,TAM 1,17,10,Alexander Mattison up the middle for -3 yards (tackle by Vita Vea),6.970,5.340
4,13:43,2,4,TAM 4,17,16,"Kirk Cousins pass complete short right to Alexander Mattison for 4 yards, touchdown",5.340,7.000
4,13:37,,,TAM 15,17,17,Greg Joseph kicks extra point good,0.000,0.000
4,13:37,,,MIN 35,17,17,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,13:37,1,10,TAM 25,17,17,Baker Mayfield pass complete short middle to Sean Tucker for 6 yards (tackle by Harrison Smith),0.610,0.870
4,12:59,2,4,TAM 31,17,17,Sean Tucker left end for 4 yards (tackle by Josh Metellus),0.870,1.270
4,12:19,1,10,TAM 35,17,17,Sean Tucker left tackle for 2 yards (tackle by Harrison Phillips),1.270,0.990
4,11:41,2,8,TAM 37,17,17,Baker Mayfield pass incomplete short middle intended for Mike Evans (defended by Harrison Phillips),0.990,0.300
4,11:34,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,11:34,3,8,TAM 37,17,17,"Baker Mayfield left end for 3 yards (tackle by Akayleb Evans). Penalty on Robert Hainsey: Offensive Holding, 10 yards (declined)",0.300,-0.720
4,11:24,4,5,TAM 40,17,17,"Jake Camarda punts 60 yards, touchback.",-0.720,-0.280
4,11:11,1,10,MIN 20,17,17,Kirk Cousins pass complete short left to T.J. Hockenson for -3 yards (tackle by Devin White),0.280,-0.790
4,10:35,2,13,MIN 17,17,17,Kirk Cousins pass complete short middle to K.J. Osborn for 6 yards (tackle by Antoine Winfield and Christian Izien),-0.790,-0.690
4,10:10,3,8,MIN 22,17,17,Kirk Cousins pass incomplete short right intended for K.J. Osborn,-0.690,-1.830
4,10:03,4,7,MIN 23,17,17,"Ryan Wright punts 54 yards, returned by Deven Thompkins for no gain (tackle by Jalen Nailor)",-1.830,-0.480
4,9:56,1,10,TAM 23,17,17,Baker Mayfield pass complete short left to Mike Evans for 6 yards (tackle by Akayleb Evans and Harrison Smith),0.480,0.740
4,9:20,2,4,TAM 29,17,17,Rachaad White up the middle for 3 yards (tackle by Harrison Phillips),0.740,0.430
4,8:49,3,1,TAM 32,17,17,"Rachaad White up the middle for no gain (tackle by Jonathan Bullard) TAM challenged the short of the line to gain ruling, and the play was upheld.",0.430,-1.240
4,8:18,4,1,TAM 32,17,17,Baker Mayfield up the middle for 1 yard (tackle by Harrison Phillips),-1.240,1.140
4,7:54,1,10,TAM 33,17,17,Baker Mayfield right end for 5 yards (tackle by Byron Murphy),1.140,1.270
4,7:13,2,5,TAM 38,17,17,Baker Mayfield pass complete short right to Chris Godwin for 16 yards (tackle by Byron Murphy and Camryn Bynum),1.270,2.520
4,6:36,1,10,MIN 46,17,17,Baker Mayfield pass complete short left to Mike Evans for 6 yards (tackle by Akayleb Evans),2.520,2.790
4,6:06,2,4,MIN 40,17,17,Baker Mayfield pass incomplete deep left intended for Mike Evans (defended by Akayleb Evans),2.790,2.080
4,5:54,3,4,MIN 40,17,17,Baker Mayfield pass complete short right to Trey Palmer for 1 yard (tackle by Camryn Bynum and Byron Murphy),2.080,0.660
4,5:15,,,,,,Timeout #1 by Minnesota Vikings,,
4,5:15,4,3,MIN 39,20,17,Chase McLaughlin 57 yard field goal good,0.660,3.000
4,5:10,,,TAM 35,20,17,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
4,5:10,1,10,MIN 25,20,17,Kirk Cousins pass complete short left to T.J. Hockenson for -4 yards (tackle by Lavonte David and Logan Hall),0.610,-0.480
4,4:34,2,14,MIN 21,20,17,Kirk Cousins pass complete short left to Justin Jefferson for 7 yards (tackle by Lavonte David),-0.480,-0.230
4,4:08,3,7,MIN 28,20,17,Kirk Cousins pass incomplete short right intended for Jordan Addison (defended by Carlton Davis),-0.230,-1.500
4,4:03,4,7,MIN 28,20,17,"Ryan Wright punts 58 yards, returned by Deven Thompkins for 16 yards (tackle by Brian Asamoah)",-1.500,-0.940
4,3:52,1,10,TAM 30,20,17,"Rachaad White up the middle for 5 yards (tackle by Ivan Pace and Dean Lowry). Penalty on Dean Lowry: Face Mask (15 Yards), 15 yards (accepted)",0.940,2.260
4,3:47,1,10,TAM 50,20,17,Baker Mayfield pass complete short right to Mike Evans for 6 yards (tackle by Jordan Hicks),2.260,2.520
4,3:44,,,,,,Timeout #2 by Minnesota Vikings,,
4,3:44,2,4,MIN 44,20,17,Rachaad White left guard for 1 yard (tackle by Khyiris Tonga and Ivan Pace),2.520,1.950
4,3:39,,,,,,Timeout #3 by Minnesota Vikings,,
4,3:39,3,3,MIN 43,20,17,Baker Mayfield right end for 4 yards (tackle by Ivan Pace),1.950,2.980
4,2:52,1,10,MIN 39,20,17,Rachaad White right tackle for no gain (tackle by Harrison Phillips and Jonathan Bullard),2.980,2.440
4,2:11,2,10,MIN 39,20,17,Rakim Jarrett right end for no gain (tackle by Ivan Pace),2.440,1.750
4,2:00,3,10,MIN 39,20,17,Baker Mayfield pass complete short right to Chris Godwin for 11 yards,1.750,3.710
4,1:55,1,10,MIN 28,20,17,Baker Mayfield kneels for -1 yards,3.710,3.030
4,1:22,2,11,MIN 29,20,17,Baker Mayfield kneels for -1 yards,3.030,2.210
4,0:46,3,12,MIN 30,20,17,Baker Mayfield kneels for -1 yards,2.210,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
