Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
2,7:05,1,10,SEA 21,6,10,"Trent Dilfer pass complete to Koren Robinson for 79 yards, touchdown",0.340,7.000
2,7:05,,,STL 21,7,10,Rian Lindell kicks extra point good,0.000,0.000
2,7:05,,,SEA 30,7,10,"Rian Lindell kicks off 67 yards, returned by Terrence Wilkins for 19 yards (tackle by Ryan Hannam)",0.000,0.410
2,6:45,1,10,STL 22,7,10,Marc Bulger pass complete to Ernie Conwell for 18 yards (tackle by Marcus Robertson),0.410,1.600
2,6:08,1,10,STL 40,7,10,Marshall Faulk left tackle for 18 yards (tackle by Ken Lucas),1.600,2.790
2,5:25,1,10,SEA 42,7,10,"Marshall Faulk left tackle for no gain (tackle by Antonio Cochran). Penalty on Orlando Pace: Unnecessary Roughness, 15 yards",2.790,0.220
2,4:56,2,25,STL 43,7,10,Marc Bulger pass incomplete intended for Torry Holt (defended by Marcus Robertson),0.220,-0.430
2,4:48,3,25,STL 43,7,10,Marc Bulger pass complete to Marshall Faulk for 13 yards (tackle by Lamar King),-0.430,0.330
2,4:07,4,12,SEA 44,7,10,"Mitch Berger punts 44 yards, touchback",0.330,-0.280
2,3:56,1,10,SEA 20,7,10,"Trent Dilfer pass complete to Itula Mili for 18 yards (tackle by Tommy Polley). Itula Mili fumbles (forced by Tommy Polley), recovered by Shaun Alexander at SEA-37",0.280,1.400
2,3:16,1,10,SEA 37,7,10,Shaun Alexander middle for -1 yards (tackle by Ryan Pickett),1.400,0.720
2,2:36,2,11,SEA 36,7,10,"Trent Dilfer pass incomplete intended for James Williams. Penalty on Dre' Bly: Defensive Pass Interference, 8 yards (no play)",0.720,1.860
2,2:30,1,10,SEA 44,7,10,Shaun Alexander middle for 5 yards (tackle by Aeneas Williams),1.860,1.990
2,2:00,2,5,SEA 49,7,10,Trent Dilfer pass incomplete intended for Shaun Alexander,1.990,1.290
2,1:54,3,5,SEA 49,7,10,Trent Dilfer pass incomplete intended for Darrell Jackson,1.290,-0.130
2,1:50,4,5,SEA 49,7,10,"Jeff Feagles punts 35 yards, fair catch by Terrence Wilkins",-0.130,0.140
2,1:41,1,10,STL 16,7,10,Marshall Faulk for 8 yards (tackle by Reggie Tongue),-0.140,0.550
2,1:36,2,2,STL 24,7,10,Marc Bulger pass complete to Isaac Bruce for 14 yards (tackle by Shawn Springs),0.550,1.470
2,1:29,1,10,STL 38,7,10,Marc Bulger pass complete to Ernie Conwell for 13 yards (tackle by Marcus Robertson),1.470,2.320
2,1:06,1,10,SEA 49,7,10,Marc Bulger pass incomplete,2.320,1.780
2,1:05,2,10,SEA 49,7,10,Marc Bulger pass incomplete intended for Torry Holt,1.780,1.090
2,1:00,3,10,SEA 49,7,10,Marc Bulger pass complete to Isaac Bruce for 22 yards (tackle by Marcus Robertson),1.090,3.780
2,0:40,1,10,SEA 27,7,10,Marc Bulger pass incomplete,3.780,3.230
2,0:40,2,10,SEA 27,7,10,Marc Bulger pass incomplete intended for Marshall Faulk,3.230,2.540
2,0:37,3,10,SEA 27,7,10,Marc Bulger pass incomplete intended for Marshall Faulk,2.540,1.670
2,0:29,4,10,SEA 27,7,13,Jeff Wilkins 45 yard field goal good,1.670,3.000
2,0:29,,,STL 30,13,13,"Jeff Wilkins kicks off 67 yards, returned by Maurice Morris for 97 yards, touchdown",0.000,7.000
2,0:29,,,STL 27,14,13,Rian Lindell kicks extra point good,0.000,0.000
2,0:29,,,SEA 30,14,13,"Rian Lindell kicks off 48 yards, out of bounds",0.000,1.600
2,0:16,1,10,STL 40,14,13,Marc Bulger pass incomplete intended for Ricky Proehl is intercepted by Doug Evans at SEA-40,1.600,-1.600
2,0:08,1,10,SEA 40,14,13,Trent Dilfer pass complete to James Williams for 15 yards (tackle by Travis Fisher),1.600,2.590
2,0:02,1,10,STL 45,14,13,Trent Dilfer pass incomplete intended for Darrell Jackson (defended by Adam Archuleta),2.590,2.040
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,14,13,"Jeff Wilkins kicks off 67 yards, returned by Maurice Morris for 31 yards (tackle by Nick Sorensen)",0.000,1.200
3,14:53,1,10,SEA 34,14,13,Trent Dilfer pass incomplete intended for Itula Mili,1.200,0.660
3,14:47,2,10,SEA 34,14,13,Trent Dilfer pass incomplete intended for Shaun Alexander (defended by Tommy Polley),0.660,-0.030
3,14:42,3,10,SEA 34,14,13,Trent Dilfer pass complete to Bobby Engram for 13 yards (tackle by Aeneas Williams),-0.030,2.060
3,14:02,1,10,SEA 47,14,13,Trent Dilfer pass incomplete intended for Bobby Engram,2.060,1.520
3,13:56,2,10,SEA 47,14,13,Shaun Alexander left tackle for 3 yards (tackle by Adam Archuleta),1.520,1.220
3,13:18,3,7,,14,13,Trent Dilfer pass incomplete intended for Koren Robinson,1.220,-0.060
3,13:12,4,7,,14,13,"Jeff Feagles punts 50 yards, touchback",-0.060,-0.280
3,13:02,1,10,STL 20,14,13,Marshall Faulk middle for 5 yards (tackle by Marcus Bell),0.280,0.410
3,12:25,2,5,STL 25,14,13,Marc Bulger pass complete to Torry Holt for 3 yards (tackle by Ken Lucas),0.410,0.100
3,11:46,3,2,STL 28,14,13,Terrence Wilkins left end for 14 yards (tackle by Ken Lucas),0.100,1.730
3,11:08,1,10,STL 42,14,13,Marc Bulger pass complete to Marshall Faulk for 7 yards (tackle by Marcus Bell),1.730,2.130
3,10:25,2,3,STL 49,14,13,Marshall Faulk right tackle for -3 yards (tackle by Lamar King),2.130,1.030
3,9:43,3,6,STL 46,14,13,Marc Bulger pass complete to Ricky Proehl for 14 yards (tackle by Reggie Tongue),1.030,2.920
3,9:00,1,10,SEA 40,14,13,Marshall Faulk left guard for no gain (tackle by Lamar King),2.920,2.370
3,8:23,2,10,SEA 40,14,13,Marc Bulger pass incomplete intended for Brandon Manumaleuna (defended by Marcus Bell),2.370,1.680
3,8:19,3,10,SEA 40,14,13,Marc Bulger pass complete to Torry Holt for 16 yards (tackle by Reggie Tongue),1.680,3.970
3,7:35,1,10,SEA 24,14,13,Marc Bulger pass complete to Isaac Bruce for 7 yards (tackle by Shawn Springs),3.970,4.460
3,6:50,2,3,SEA 17,14,13,Marshall Faulk middle for 10 yards (tackle by Doug Evans),4.460,5.600
3,6:05,1,7,SEA 7,14,13,Marshall Faulk left tackle for 4 yards (tackle by Marcus Robertson and Isaiah Kacyvenski),5.600,5.530
3,5:19,2,3,SEA 3,14,19,"Marshall Faulk middle for 3 yards, touchdown",5.530,7.000
3,5:19,,,SEA 3,14,20,Jeff Wilkins kicks extra point good,0.000,0.000
3,5:19,,,STL 30,14,20,"Jeff Wilkins kicks off 69 yards, returned by Maurice Morris for 18 yards (tackle by Don Davis)",0.000,0.150
3,5:02,1,10,SEA 19,14,20,Trent Dilfer pass incomplete intended for Bobby Engram (defended by Grant Wistrom),0.150,-0.390
3,4:59,2,10,SEA 19,14,20,Trent Dilfer pass incomplete intended for Bobby Engram,-0.390,-1.070
3,4:54,3,10,SEA 19,14,20,"Trent Dilfer sacked by Leonard Little for -7 yards. Trent Dilfer fumbles (forced by Leonard Little), recovered by Adam Archuleta at SEA-20 (tackle by Koren Robinson)",-1.070,-4.240
3,4:42,1,10,SEA 20,14,20,Marshall Faulk right end for -4 yards (tackle by Shawn Springs),4.240,3.150
3,4:00,2,14,SEA 24,14,20,Marc Bulger pass incomplete intended for Marshall Faulk,3.150,2.480
3,3:50,2,14,SEA 24,,,Timeout #1 by Los Angeles Rams,3.150,2.480
3,3:50,3,14,SEA 24,14,20,Marc Bulger sacked by Chad Brown for -5 yards,2.480,1.500
3,3:34,4,19,SEA 29,14,23,Jeff Wilkins 47 yard field goal good,1.500,3.000
3,3:34,,,STL 30,14,23,"Jeff Wilkins kicks off 62 yards, returned by Maurice Morris for 56 yards (tackle by Courtland Bullard). Penalty on D.D. Lewis: Offensive Holding, 10 yards, Penalty on Terreal Bierria: Offensive Holding (Declined)",0.000,-0.220
3,3:13,1,10,SEA 15,14,23,Trent Dilfer pass incomplete intended for Shaun Alexander,-0.220,-0.710
3,3:09,2,10,SEA 15,14,23,Trent Dilfer pass complete to Koren Robinson for 83 yards (tackle by Travis Fisher),-0.710,6.740
3,2:16,1,2,STL 2,14,23,"Trent Dilfer pass incomplete intended for Itula Mili. Penalty on Don Davis: Defensive Holding, 1 yards (no play)",6.740,6.970
3,2:10,1,1,STL 1,14,23,Shaun Alexander left guard for no gain (tackle by Jamie Duncan),6.970,5.910
3,1:28,2,1,STL 1,14,23,Trent Dilfer pass incomplete intended for Itula Mili is intercepted by Kim Herring at STL--5,5.910,-0.280
3,1:20,1,10,STL 20,14,23,Marshall Faulk right guard for 7 yards (tackle by Reggie Tongue),0.280,0.680
3,0:42,2,3,STL 27,14,23,Marshall Faulk left tackle for 7 yards (tackle by Reggie Tongue),0.680,1.200
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 34,14,23,Marshall Faulk middle for 4 yards (tackle by Marcus Bell),1.200,1.200
4,14:26,2,6,STL 38,14,23,Marc Bulger pass complete to Ernie Conwell for 7 yards (tackle by Curtis Fuller),1.200,1.930
4,13:41,1,10,STL 45,14,23,Marc Bulger pass complete to Torry Holt for 52 yards (tackle by Curtis Fuller),1.930,6.510
4,12:52,1,3,SEA 3,14,23,Marshall Faulk middle for 1 yard (tackle by Ken Lucas),6.510,5.720
4,12:16,2,2,SEA 2,14,29,"Marshall Faulk left tackle for 2 yards, touchdown",5.720,7.000
4,12:16,,,SEA 2,14,30,Jeff Wilkins kicks extra point good,0.000,0.000
4,12:16,,,STL 30,14,30,"Jeff Wilkins kicks off 69 yards, returned by Maurice Morris for 18 yards (tackle by Lamar Gordon)",0.000,0.150
4,12:07,1,10,SEA 19,14,30,Shaun Alexander right tackle for -4 yards (tackle by Leonard Little),0.150,-1.000
4,11:30,2,14,SEA 15,14,30,Shaun Alexander right tackle for 2 yards (tackle by Travis Fisher),-1.000,-1.420
4,10:50,3,12,SEA 17,14,30,Trent Dilfer pass incomplete intended for James Williams is intercepted by Dre' Bly at SEA-39,-1.420,-2.980
4,10:44,1,10,SEA 39,14,30,Marshall Faulk right end for 13 yards (tackle by Reggie Tongue),2.980,3.840
4,9:56,1,10,SEA 26,14,30,Lamar Gordon middle for 2 yards (tackle by D.D. Lewis and Orlando Huff),3.840,3.570
4,9:18,2,8,SEA 24,14,30,Marc Bulger pass complete to Marshall Faulk for 10 yards (tackle by Curtis Fuller),3.570,4.650
4,8:27,1,10,SEA 14,14,30,Marc Bulger pass complete to Lamar Gordon for 8 yards (tackle by D.D. Lewis),4.650,5.470
4,7:43,2,2,SEA 6,14,30,Lamar Gordon left tackle for 4 yards (tackle by Reggie Tongue),5.470,6.740
4,7:01,1,2,SEA 2,14,30,Lamar Gordon middle for 1 yard (tackle by Brandon Mitchell),6.740,5.910
4,6:14,2,1,SEA 1,14,30,Marc Bulger pass incomplete intended for Chris Massey (defended by Chad Brown),5.910,5.170
4,6:09,3,1,SEA 1,14,36,"Marshall Faulk right tackle for 1 yard, touchdown",5.170,7.000
4,6:09,,,SEA 1,14,37,Jeff Wilkins kicks extra point good,0.000,0.000
4,6:09,,,STL 30,14,37,"Jeff Wilkins kicks off 71 yards, returned by Maurice Morris for 29 yards (tackle by James Whitley)",0.000,0.810
4,5:59,1,10,SEA 28,14,37,Maurice Morris left guard for 15 yards (tackle by Aeneas Williams),0.810,1.800
4,5:22,1,10,SEA 43,14,37,Trent Dilfer pass incomplete intended for Itula Mili,1.800,1.250
4,5:17,2,10,SEA 43,14,37,Maurice Morris right end for 6 yards (tackle by Leonard Little),1.250,1.350
4,4:39,3,4,SEA 49,14,37,Koren Robinson right end for -5 yards (tackle by Nick Sorensen),1.350,-0.460
4,4:39,4,9,SEA 44,14,37,"Penalty on Jeff Feagles: Delay of Game, 5 yards (no play)",-0.460,-0.780
4,3:49,4,14,SEA 39,14,37,"Jeff Feagles punts 44 yards, fair catch by Terrence Wilkins",-0.780,0.060
4,3:41,1,10,STL 17,20,37,"Lamar Gordon for 1 yard (tackle by D.D. Lewis). Lamar Gordon fumbles (forced by D.D. Lewis), recovered by Reggie Tongue at STL-15 and returned for 11 yards (tackle by Andy McCollum). Reggie Tongue fumbles (forced by Andy McCollum), recovered by Chad Eaton at STL-1 and returned for 1 yards (tackle by Andy McCollum), touchdown, touchdown",-0.060,-7.000
4,3:28,1,,STL 17,20,37,"Two Point Attempt: Trent Dilfer pass incomplete intended for Itula Mili, conversion fails. Penalty on Adam Archuleta: Roughing the Passer, 1 yards (no play)",1.000,1.000
4,3:28,1,,STL 17,20,37,"Two Point Attempt: Matt Hasselbeck, conversion fails",1.000,-1.000
4,3:28,,,SEA 30,20,37,"Rian Lindell kicks onside 15 yards, recovered by Dre' Bly",0.000,-2.590
4,3:26,1,10,SEA 45,20,37,Marshall Faulk left guard for 2 yards (tackle by Chad Eaton),2.590,2.310
4,3:26,1,10,SEA 45,,,Timeout #2 by Los Angeles Rams,2.590,2.310
4,2:41,2,8,SEA 43,20,37,Marshall Faulk right tackle for no gain (tackle by Tim Terry),2.310,1.620
4,2:41,2,8,SEA 43,,,Timeout #1 by Seattle Seahawks,2.310,1.620
4,2:32,3,8,SEA 43,20,37,Marc Bulger pass complete to Marshall Faulk for no gain,1.620,0.400
4,2:22,3,8,SEA 43,,,Timeout #2 by Seattle Seahawks,1.620,0.400
4,2:22,4,8,SEA 43,20,37,"Mitch Berger punts 43 yards, touchback",0.400,-0.280
4,2:13,1,10,SEA 20,20,37,Matt Hasselbeck pass complete to James Williams for 11 yards (tackle by Dre' Bly),0.280,1.000
4,2:00,1,10,SEA 31,20,37,Matt Hasselbeck pass complete to Maurice Morris for 12 yards (tackle by Adam Archuleta),1.000,1.800
4,2:00,1,10,SEA 31,,,Timeout #3 by Los Angeles Rams,1.000,1.800
4,1:46,1,10,SEA 43,20,37,Matt Hasselbeck pass incomplete intended for Itula Mili,1.800,1.250
4,1:42,2,10,SEA 43,20,37,Matt Hasselbeck pass incomplete intended for Bobby Engram,1.250,0.560
4,1:39,3,10,SEA 43,20,37,Matt Hasselbeck pass incomplete intended for Koren Robinson,0.560,-0.520
4,1:32,4,10,SEA 43,20,37,Matt Hasselbeck middle for 4 yards (tackle by Leonard Little),-0.520,-2.460
4,1:25,1,10,SEA 47,20,37,Marc Bulger for -2 yards (tackle by Chad Eaton),2.460,1.640
4,0:47,2,12,SEA 49,20,37,Marc Bulger for -2 yards (tackle by Chad Eaton),1.640,0.700
4,0:18,3,14,STL 49,20,37,Marc Bulger for -1 yards (tackle by Chad Eaton),0.700,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
