#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,STL 26,3,1:39,0,Punt
2,1,10:41,STL 38,10,4:41,62,Touchdown
3,1,4:44,STL 17,4,2:04,45,Punt
4,2,14:06,STL 10,14,6:55,77,Field Goal
5,2,6:51,STL 22,5,2:55,34,Punt
6,2,1:41,STL 16,10,1:12,57,Field Goal
7,2,0:16,STL 40,1,0:08,0,Interception
8,3,13:02,STL 20,13,7:54,80,Touchdown
9,3,4:42,SEA 20,4,1:19,-9,Field Goal
10,3,1:20,STL 20,7,4:08,80,Touchdown
11,4,10:44,SEA 39,8,4:39,39,Touchdown
12,4,3:41,STL 17,1,0:13,1,Fumble
13,4,3:28,SEA 45,3,1:15,2,Punt
14,4,1:25,SEA 47,3,1:25,-5,End of Game
