Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
2,13:05,3,8,ARI 11,3,0,Kyler Murray pass complete short left to Chase Edmonds for 17 yards (tackle by Tarell Basham),,
2,12:23,1,10,ARI 28,3,0,Jonathan Ward up the middle for 2 yards (tackle by Randy Gregory),,
2,11:48,2,8,ARI 30,3,0,Kyler Murray pass complete short left to Zach Ertz for 3 yards (tackle by Jayron Kearse),,
2,11:10,3,5,ARI 33,3,0,Kyler Murray pass complete short left to Antoine Wesley for 3 yards (tackle by Anthony Brown),,
2,10:33,4,2,ARI 36,3,0,"Chris Banjo pass complete deep middle to Jonathan Ward for 23 yards (tackle by Nahshon Wright). Penalty on Nahshon Wright: Defensive Pass Interference, 15 yards (declined)",,
2,10:20,1,10,DAL 41,3,0,Chase Edmonds up the middle for 1 yard (tackle by Tarell Basham and Carlos Watkins),,
2,9:44,2,9,DAL 40,3,0,Kyler Murray pass complete short middle to Zach Ertz for 3 yards (tackle by Leighton Vander Esch),,
2,9:01,3,6,DAL 37,3,0,"Kyler Murray pass incomplete short left intended for Zach Ertz. Penalty on Donovan Wilson: Defensive Pass Interference, 14 yards (accepted) (no play)",,
2,8:53,1,10,DAL 23,3,0,Chase Edmonds up the middle for -5 yards (tackle by Randy Gregory),,
2,8:15,2,15,DAL 28,3,0,Kyler Murray pass complete short middle to A.J. Green for 20 yards (tackle by Jayron Kearse),,
2,7:38,1,8,DAL 8,3,0,Chase Edmonds left end for 2 yards (tackle by Jourdan Lewis),,
2,7:10,2,6,DAL 6,3,0,"Kyler Murray scrambles left end for no gain (tackle by Randy Gregory). Penalty on Josh Jones: Offensive Holding, 10 yards (accepted) (no play)",,
2,6:47,2,16,DAL 16,3,0,Kyler Murray pass complete short right to Greg Dortch for 10 yards (tackle by Trevon Diggs),,
2,6:07,3,6,DAL 6,3,0,Kyler Murray pass complete short right to Chase Edmonds for 5 yards (tackle by Micah Parsons),,
2,5:32,,,,,,Timeout #1 by Arizona Cardinals,,
2,5:32,4,1,DAL 1,9,0,"Kyler Murray pass complete short left to Antoine Wesley for 1 yard, touchdown",,
2,5:27,,,DAL 15,10,0,Matt Prater kicks extra point good,,
2,5:27,,,ARI 35,10,0,"Matt Prater kicks off 60 yards, returned by Corey Clement for 18 yards (tackle by Joe Walker and Dennis Gardeck)",,
2,5:23,1,10,DAL 23,10,0,Ezekiel Elliott left end for 6 yards (tackle by Zaven Collins and Kevin Peterson),,
2,4:53,2,4,DAL 29,10,0,Dak Prescott pass complete short right to Amari Cooper for 9 yards (tackle by Byron Murphy),,
2,4:17,1,10,DAL 38,10,0,Dak Prescott pass complete short right to Dalton Schultz for 7 yards (tackle by Budda Baker),,
2,3:42,2,3,DAL 45,10,0,Ezekiel Elliott right guard for 3 yards (tackle by Jalen Thompson and Corey Peters),,
2,2:54,1,10,DAL 48,10,0,"Ezekiel Elliott right guard for 3 yards (tackle by Jalen Thompson). Penalty on Dalton Schultz: Offensive Holding, 10 yards (accepted)",,
2,2:38,1,17,DAL 41,10,0,Dak Prescott pass complete short middle to Cedrick Wilson for 7 yards (tackle by Isaiah Simmons),,
2,2:08,2,10,DAL 48,10,0,Dak Prescott pass complete short right to Cedrick Wilson for 11 yards (tackle by Isaiah Simmons),,
2,2:00,1,10,ARI 41,10,0,"Dak Prescott pass short right is intercepted by Budda Baker at ARI-27 and returned for no gain (tackle by Amari Cooper). Penalty on Antonio Hamilton: Defensive Pass Interference, 5 yards (accepted) (no play)",,
2,1:52,1,10,ARI 36,10,0,Dak Prescott pass incomplete short middle intended for Amari Cooper (defended by Budda Baker),,
2,1:47,2,10,ARI 36,10,0,"Dak Prescott pass incomplete short middle intended for CeeDee Lamb. Penalty on Jordan Hicks: Defensive Pass Interference, 10 yards (accepted) (no play)",,
2,1:43,1,10,ARI 26,10,0,Dak Prescott pass incomplete short left intended for Dalton Schultz,,
2,1:39,2,10,ARI 26,10,0,Dak Prescott pass incomplete short right intended for Michael Gallup (defended by Byron Murphy),,
2,1:35,3,10,ARI 26,10,0,"Dak Prescott pass incomplete deep right intended for Amari Cooper. Penalty on Budda Baker: Defensive Offside, 5 yards (accepted) (no play)",,
2,1:30,3,5,ARI 21,10,6,"Dak Prescott pass complete deep left to Michael Gallup for 21 yards, touchdown",,
2,1:25,,,ARI 15,10,7,Greg Zuerlein kicks extra point good,,
2,1:25,,,DAL 35,10,7,"Greg Zuerlein kicks off 65 yards, touchback.",,
2,1:25,1,10,ARI 25,10,7,Kyler Murray pass complete short left to Chase Edmonds for 3 yards (tackle by Leighton Vander Esch),,
2,1:19,2,7,ARI 28,10,7,Kyler Murray pass complete short middle to Zach Ertz for 4 yards (tackle by Leighton Vander Esch),,
2,0:56,3,3,ARI 32,10,7,Chase Edmonds up the middle for 7 yards (tackle by Jayron Kearse),,
2,0:51,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:51,1,10,ARI 39,10,7,Kyler Murray pass complete short right to Zach Ertz for 9 yards (tackle by Malik Hooker and Jayron Kearse),,
2,0:33,2,1,ARI 48,10,7,Kyler Murray pass complete short left to Christian Kirk for 4 yards,,
2,0:28,1,10,DAL 48,10,7,Kyler Murray pass complete short right to Christian Kirk for 5 yards (tackle by Jourdan Lewis),,
2,0:23,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:23,2,5,DAL 43,10,7,Kyler Murray pass incomplete deep right intended for A.J. Green,,
2,0:15,3,5,DAL 43,10,7,"Penalty on DeMarcus Lawrence: Defensive Offside, 4 yards (accepted) (no play)",,
2,0:15,3,1,DAL 39,10,7,Chase Edmonds up the middle for 4 yards (tackle by Osa Odighizuwa),,
2,0:10,,,,,,Timeout #4 by Arizona Cardinals,,
2,0:10,1,10,DAL 35,10,7,Kyler Murray pass incomplete deep right,,
2,0:03,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:03,2,10,DAL 35,13,7,Matt Prater 53 yard field goal good,,
Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,13,7,"Greg Zuerlein kicks off 65 yards, touchback.",,
3,15:00,1,10,ARI 25,13,7,Kyler Murray pass incomplete short left intended for Chase Edmonds (no play),,
3,14:55,1,15,ARI 20,13,7,Chase Edmonds up the middle for 1 yard (tackle by Donovan Wilson),,
3,14:15,2,14,ARI 21,13,7,Kyler Murray pass complete short right to Christian Kirk for 5 yards (tackle by Jourdan Lewis),,
3,13:38,3,9,ARI 26,13,7,Kyler Murray pass complete short left to Chase Edmonds for 11 yards (tackle by Tarell Basham and Damontae Kazee),,
3,13:02,1,10,ARI 37,13,7,Chase Edmonds right end for -3 yards (tackle by Micah Parsons),,
3,12:23,2,13,ARI 34,13,7,Kyler Murray pass complete deep left to Christian Kirk for 43 yards (tackle by Jourdan Lewis),,
3,11:42,1,10,DAL 23,13,7,Kyler Murray pass complete short left to Chase Edmonds for -7 yards (tackle by Micah Parsons),,
3,10:58,2,17,DAL 30,13,7,Kyler Murray pass complete short left to Christian Kirk for 6 yards (tackle by Jourdan Lewis),,
3,10:18,3,11,DAL 24,13,7,"Kyler Murray scrambles up the middle for no gain (tackle by DeMarcus Lawrence). Penalty on Randy Gregory: Defensive Offside, 5 yards (accepted) (no play)",,
3,9:45,3,6,DAL 19,19,7,"Kyler Murray pass complete deep left to Antoine Wesley for 19 yards, touchdown",,
3,9:39,,,DAL 2,19,7,Two Point Attempt: Kyler Murray pass incomplete intended for intended for Zach Ertz,,
3,9:39,,,ARI 35,19,7,"Matt Prater kicks off 63 yards, returned by Corey Clement for 20 yards (tackle by Deionte Thompson and Dennis Gardeck)",,
3,9:34,1,10,DAL 22,19,7,"Dak Prescott fumbles (forced by Chandler Jones), recovered by Dak Prescott at DAL-15 and returned for 7 yards Dak Prescott pass incomplete short right intended for Dalton Schultz (defended by Zaven Collins)",,
3,9:28,2,10,DAL 22,19,7,Dak Prescott pass incomplete short left intended for Amari Cooper,,
3,9:24,3,10,DAL 22,19,7,"Dak Prescott scrambles left end for no gain. Penalty on Connor Williams: Offensive Holding, 10 yards (accepted) (no play)",,
3,9:01,3,20,DAL 12,19,7,Dak Prescott pass incomplete deep right intended for Dalton Schultz,,
3,8:53,4,20,DAL 12,19,7,"Bryan Anger punts 45 yards, fair catch by Christian Kirk at ARI-43",,
3,8:45,1,10,ARI 43,19,7,Kyler Murray pass complete short left to Christian Kirk for 16 yards (tackle by Kelvin Joseph),,
3,8:16,1,10,DAL 41,19,7,Kyler Murray left end for 2 yards (tackle by Jayron Kearse),,
3,7:45,2,8,DAL 39,19,7,Kyler Murray pass complete short left to Zach Ertz for 7 yards (tackle by Tarell Basham),,
3,7:03,3,1,DAL 32,19,7,Kyler Murray right end for 7 yards (tackle by Randy Gregory),,
3,6:24,,,,,,Timeout #1 by Arizona Cardinals,,
3,6:24,1,10,DAL 25,19,7,Kyler Murray right end for 12 yards (tackle by Osa Odighizuwa),,
3,5:41,1,10,DAL 13,19,7,Chase Edmonds up the middle for 5 yards (tackle by Dorance Armstrong and Malik Hooker),,
3,4:55,2,4,DAL 8,19,7,Chase Edmonds up the middle for no gain (tackle by Carlos Watkins),,
3,4:12,3,5,DAL 8,19,7,Kyler Murray pass incomplete short right intended for Zach Ertz (defended by Jayron Kearse),,
3,4:04,,,,,,Timeout #1 by Dallas Cowboys,,
3,4:04,4,5,DAL 8,22,7,Matt Prater 26 yard field goal good,,
3,4:01,,,ARI 35,22,7,"Matt Prater kicks off 65 yards, touchback.",,
3,4:01,1,10,DAL 25,22,7,Ezekiel Elliott right tackle for 1 yard (tackle by Zaven Collins),,
3,3:27,2,9,DAL 26,22,7,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,,
3,3:24,3,9,DAL 26,22,7,Dak Prescott pass incomplete short middle intended for Amari Cooper (defended by Zach Allen),,
3,3:21,4,9,DAL 26,22,7,"Bryan Anger punts 51 yards, fair catch by Christian Kirk at ARI-23",,
3,3:13,1,10,ARI 23,22,7,Kyler Murray pass incomplete short right intended for Chase Edmonds,,
3,3:09,2,10,ARI 23,22,7,Jonathan Ward left guard for 1 yard (tackle by Randy Gregory and Neville Gallimore),,
3,2:34,3,9,ARI 24,22,7,Kyler Murray sacked by Dorance Armstrong for -14 yards,,
3,1:54,4,23,ARI 10,22,7,"Penalty on Jonathan Ward: False Start, 5 yards (accepted) (no play)",,
3,1:52,4,28,ARI 5,22,7,"Andy Lee punts 43 yards, returned by CeeDee Lamb for 17 yards (tackle by Aaron Brewer and Darrell Daniels)",,
3,1:41,1,10,ARI 31,22,7,Dak Prescott pass complete short left to Tony Pollard for 12 yards (tackle by Isaiah Simmons),,
3,1:21,1,10,ARI 19,22,7,"Dak Prescott aborted snap, recovered by Dak Prescott at ARI-22 and returned for -3 yards Dak Prescott for no gain (tackle by Leki Fotu and Isaiah Simmons)",,
3,0:48,2,13,ARI 22,22,7,Dak Prescott pass incomplete short left intended for Tony Pollard,,
3,0:44,3,13,ARI 22,22,7,Dak Prescott scrambles left end for 12 yards (tackle by Jordan Hicks),,
Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,ARI 10,22,7,Dak Prescott left tackle for 3 yards (tackle by Jalen Thompson),,
4,14:28,1,7,ARI 7,22,7,Dak Prescott pass incomplete short left intended for Dalton Schultz,,
4,14:22,2,7,ARI 7,22,7,Dak Prescott pass complete short left to Amari Cooper for 5 yards (tackle by Kevin Peterson),,
4,13:53,3,2,ARI 2,22,13,"Dak Prescott pass complete short left to Cedrick Wilson for 2 yards, touchdown",,
4,13:49,,,ARI 2,22,13,"Penalty on DAL: Delay of Game, 5 yards (accepted) (no play)",,
4,13:49,,,ARI 20,22,14,Greg Zuerlein kicks extra point good,,
4,13:49,,,DAL 35,22,14,"Greg Zuerlein kicks off 65 yards, touchback.",,
4,13:49,1,10,ARI 25,22,14,Kyler Murray pass complete short right to A.J. Green for 12 yards (tackle by Trevon Diggs),,
4,13:22,1,10,ARI 37,22,14,Eno Benjamin left tackle for 2 yards (tackle by Chauncey Golston and Dorance Armstrong),,
4,12:48,2,8,ARI 39,22,14,Kyler Murray pass incomplete deep right,,
4,12:43,3,8,ARI 39,22,14,Kyler Murray scrambles right tackle for 2 yards (tackle by Donovan Wilson),,
4,12:05,4,6,ARI 41,22,14,"Andy Lee punts 47 yards, returned by CeeDee Lamb for -2 yards (tackle by Charles Washington)",,
4,11:55,1,10,DAL 10,22,14,Dak Prescott pass complete deep middle to CeeDee Lamb for 26 yards (tackle by Budda Baker),,
4,11:07,1,10,DAL 36,22,14,Ezekiel Elliott up the middle for -1 yards (tackle by Chandler Jones),,
4,10:42,2,11,DAL 35,22,14,"Dak Prescott scrambles up the middle for 4 yards. Dak Prescott fumbles (forced by Isaiah Simmons), recovered by Dennis Gardeck at DAL-44",,
4,10:30,1,10,DAL 44,22,14,"Eno Benjamin left tackle for 1 yard (tackle by Leighton Vander Esch). Penalty on Osa Odighizuwa: Face Mask (15 Yards), 15 yards (accepted)",,
4,10:14,1,10,DAL 28,22,14,Chase Edmonds up the middle for 1 yard (tackle by Dorance Armstrong),,
4,9:31,2,9,DAL 27,22,14,Kyler Murray pass incomplete deep right intended for Zach Ertz,,
4,9:21,3,9,DAL 27,22,14,Kyler Murray pass complete short left to Antoine Wesley for 7 yards (tackle by Kelvin Joseph),,
4,8:36,4,2,DAL 20,25,14,Matt Prater 38 yard field goal good,,
4,8:32,,,ARI 35,25,14,"Matt Prater kicks off 65 yards, touchback.",,
4,8:32,1,10,DAL 25,25,14,Dak Prescott pass complete short left to Cedrick Wilson for no gain (tackle by Kevin Peterson),,
4,8:06,2,10,DAL 25,25,14,Dak Prescott pass complete short left to Dalton Schultz for 8 yards (tackle by Kevin Peterson),,
4,7:31,3,2,DAL 33,25,14,Dak Prescott scrambles up the middle for 1 yard (tackle by Zach Allen),,
4,6:47,4,1,DAL 34,25,14,Dak Prescott pass complete short left to Cedrick Wilson for 7 yards (tackle by Byron Murphy),,
4,6:20,1,10,DAL 41,25,14,Cedrick Wilson pass complete short right to Tony Pollard for 31 yards (tackle by Dennis Gardeck),,
4,5:48,1,10,ARI 28,25,14,Dak Prescott pass complete short left to CeeDee Lamb for 16 yards (tackle by Kevin Peterson),,
4,5:20,1,10,ARI 12,25,14,Dak Prescott pass complete short middle to Cedrick Wilson for 8 yards (tackle by Byron Murphy),,
4,4:49,2,2,ARI 4,25,20,"Dak Prescott pass complete short left to Amari Cooper for 4 yards, touchdown",,
4,4:42,,,ARI 2,25,22,Two Point Attempt: Dak Prescott pass complete to to Cedrick Wilson for no gain,,
4,4:42,,,DAL 35,25,22,"Greg Zuerlein kicks off 65 yards, touchback.",,
4,4:42,1,10,ARI 25,25,22,Kyler Murray pass incomplete deep right intended for Christian Kirk,,
4,4:36,2,10,ARI 25,25,22,Kyler Murray left end for 15 yards (tackle by Malik Hooker),,
4,3:53,1,10,ARI 40,25,22,Chase Edmonds up the middle for 3 yards (tackle by Leighton Vander Esch and Dorance Armstrong),,
4,3:10,2,7,ARI 43,25,22,Kyler Murray pass complete short left to Zach Ertz for 11 yards (tackle by Anthony Brown),,
4,3:01,,,,,,Timeout #2 by Dallas Cowboys,,
4,3:01,1,10,DAL 46,25,22,Chase Edmonds right end for 11 yards (tackle by Micah Parsons),,
4,2:51,,,,,,Timeout #3 by Dallas Cowboys,,
4,2:51,1,10,DAL 35,25,22,Chase Edmonds left end for 6 yards (tackle by Randy Gregory and DeMarcus Lawrence),,
4,2:07,2,4,DAL 29,25,22,Kyler Murray left end for 9 yards (tackle by Donovan Wilson),,
4,1:58,1,10,DAL 20,25,22,Kyler Murray kneels for -1 yards,,
4,1:18,2,11,DAL 21,25,22,Kyler Murray kneels for -1 yards,,
4,0:37,3,12,DAL 22,25,22,Kyler Murray kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
