Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Zack Martin,G,64,100%,0,0%,3,12%
Tyler Biadasz,C,64,100%,0,0%,3,12%
Connor Williams,G,64,100%,0,0%,3,12%
La'el Collins,T,64,100%,0,0%,0,0%
Dak Prescott,QB,64,100%,0,0%,0,0%
Tyron Smith,T,64,100%,0,0%,0,0%
Dalton Schultz,TE,60,94%,0,0%,0,0%
Amari Cooper,WR,58,91%,0,0%,0,0%
CeeDee Lamb,WR,56,88%,0,0%,4,15%
Ezekiel Elliott,RB,45,70%,0,0%,0,0%
Cedrick Wilson Jr.,WR,30,47%,0,0%,0,0%
Michael Gallup,WR,26,41%,0,0%,0,0%
Tony Pollard,RB,19,30%,0,0%,0,0%
Jeremy Sprinkle,TE,11,17%,0,0%,13,50%
Sean McKeon,TE,5,8%,0,0%,13,50%
Connor McGovern,G,5,8%,0,0%,3,12%
Noah Brown,WR,4,6%,0,0%,18,69%
Terence Steele,T,1,2%,0,0%,3,12%
Trevon Diggs,CB,0,0%,77,100%,0,0%
Jayron Kearse,FS,0,0%,77,100%,0,0%
Anthony Brown,CB,0,0%,77,100%,0,0%
Micah Parsons,LB,0,0%,76,99%,5,19%
Leighton Vander Esch,LB,0,0%,57,74%,11,42%
Donovan Wilson,SS,0,0%,51,66%,2,8%
DeMarcus Lawrence,DE,0,0%,51,66%,0,0%
Jourdan Lewis,CB,0,0%,50,65%,0,0%
Randy Gregory,DE,0,0%,47,61%,0,0%
Osa Odighizuwa,DT,0,0%,41,53%,5,19%
Dorance Armstrong Jr.,DE,0,0%,39,51%,10,38%
Malik Hooker,FS,0,0%,35,45%,0,0%
Tarell Basham,DE,0,0%,31,40%,9,35%
Damontae Kazee,SS,0,0%,31,40%,4,15%
Neville Gallimore,DT,0,0%,31,40%,0,0%
Trysten Hill,DT,0,0%,29,38%,0,0%
Carlos Watkins,DE,0,0%,24,31%,5,19%
Kelvin Joseph,CB,0,0%,19,25%,12,46%
Chauncey Golston,DE,0,0%,4,5%,18,69%
Luke Gifford,LB,0,0%,0,0%,23,88%
Darian Thompson,FS,0,0%,0,0%,23,88%
Nahshon Wright,CB,0,0%,0,0%,22,85%
C.J. Goodwin,CB,0,0%,0,0%,18,69%
Corey Clement,RB,0,0%,0,0%,18,69%
Malik Turner,WR,0,0%,0,0%,14,54%
Greg Zuerlein,K,0,0%,0,0%,7,27%
Bryan Anger,P,0,0%,0,0%,7,27%
Jake McQuaide,LS,0,0%,0,0%,7,27%
Ty Nsekhe,T,0,0%,0,0%,3,12%
