Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,IND 28,0,7,Andrew Luck pass complete short right to Trent Richardson for 9 yards (tackle by Brandon Flowers),0.100,1.400
2,14:22,1,10,IND 37,0,7,Andrew Luck pass complete short left to Da'Rick Rogers for 13 yards (tackle by Sean Smith),1.400,2.260
2,13:37,1,10,,0,7,Andrew Luck pass complete short middle to Griff Whalen for 21 yards (tackle by Brandon Flowers),2.260,3.640
2,12:53,1,10,KAN 29,0,7,Andrew Luck sacked by Derrick Johnson for -9 yards,3.640,1.890
,,,,,,,"KAN challenged the runner was down by contact ruling, and the original play was overturned.",,
2,12:28,2,19,KAN 38,0,7,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,1.890,1.220
2,12:22,3,19,KAN 38,0,7,Andrew Luck pass complete short left to Da'Rick Rogers for 10 yards (tackle by Dunta Robinson),1.220,1.590
2,11:45,4,9,KAN 28,3,7,Adam Vinatieri 46 yard field goal good,1.590,3.000
2,11:45,,,IND 35,3,7,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,11:40,1,10,KAN 20,3,7,Jamaal Charles left guard for 4 yards (tackle by Fili Moala),0.280,0.270
2,11:05,2,6,KAN 24,3,7,Jamaal Charles right tackle for 3 yards (tackle by Josh McNary),0.270,-0.030
2,10:22,3,3,KAN 27,3,7,Alex Smith pass complete short left to Jamaal Charles for 4 yards (tackle by Darius Butler),-0.030,1.000
2,9:51,1,10,KAN 31,3,7,Alex Smith pass incomplete short right intended for Anthony Fasano,1.000,0.460
2,9:44,2,10,KAN 31,3,7,"Knile Davis up the middle for 2 yards (tackle by Robert Mathis). Knile Davis fumbles (forced by Robert Mathis), recovered by Cory Redding at KAN-33 (tackle by Geoff Schwartz)",0.460,-3.380
2,9:39,1,10,KAN 33,3,7,Andrew Luck pass incomplete short right intended for Donald Brown,3.380,2.840
2,9:35,2,10,KAN 33,9,7,"Andrew Luck pass complete short right to Donald Brown for 33 yards, touchdown",2.840,7.000
2,9:35,,,KAN 2,10,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,9:35,,,IND 35,10,7,"Pat McAfee kicks off 70 yards, returned by Quintin Demps for 30 yards (tackle by Andy Studebaker)",0.000,-0.610
2,9:17,1,10,KAN 25,10,7,Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Jerrell Freeman),0.610,0.060
2,9:14,2,10,KAN 25,10,7,Jamaal Charles left tackle for 4 yards (tackle by Erik Walden),0.060,-0.100
2,8:34,3,6,KAN 29,10,7,Alex Smith pass complete short right to Dwayne Bowe for 3 yards (tackle by Antoine Bethea),-0.100,-1.240
2,7:49,4,3,KAN 32,10,7,"Dustin Colquitt punts 59 yards, returned by Griff Whalen for 7 yards (tackle by Ron Parker)",-1.240,0.140
2,7:36,1,10,IND 16,10,7,Donald Brown right guard for 1 yard (tackle by Allen Bailey and Frank Zombo),-0.140,-0.510
2,6:57,2,9,IND 17,10,7,Andrew Luck up the middle for 3 yards (tackle by Allen Bailey),-0.510,-0.820
2,6:19,3,6,IND 20,10,7,Andrew Luck pass complete deep left to T.Y. Hilton for 31 yards (tackle by Eric Berry),-0.820,2.320
2,5:41,1,10,KAN 49,10,7,Andrew Luck pass complete short left to Trent Richardson for 2 yards (tackle by Eric Berry),2.320,2.050
2,4:54,2,8,KAN 47,10,7,Andrew Luck pass incomplete deep right intended for LaVon Brazill,2.050,1.360
2,4:47,3,8,KAN 47,10,7,Andrew Luck pass complete short right to Griff Whalen for 7 yards (tackle by Sean Smith),1.360,0.590
2,4:08,4,1,KAN 40,10,7,Trent Richardson up the middle for 6 yards (tackle by Allen Bailey),0.590,3.310
2,3:37,1,10,KAN 34,10,7,Andrew Luck pass complete short right to Stanley Havili for 1 yard (tackle by Derrick Johnson),3.310,2.910
2,2:49,2,9,KAN 33,10,7,Trent Richardson right guard for 4 yards (tackle by Dontari Poe),2.910,2.740
2,2:07,3,5,KAN 29,10,7,Andrew Luck pass complete short left to Da'Rick Rogers for 2 yards (tackle by Dunta Robinson),2.740,1.770
2,1:59,4,3,KAN 27,13,7,Adam Vinatieri 45 yard field goal good,1.770,3.000
2,1:59,,,IND 35,13,7,"Pat McAfee kicks off 62 yards, returned by Quintin Demps for 16 yards (tackle by Kavell Conner)",0.000,-0.150
2,1:49,1,10,KAN 19,13,7,Alex Smith pass complete short left to Dexter McCluster for 11 yards (tackle by Jerrell Freeman),0.150,0.940
2,1:24,1,10,KAN 30,13,7,Alex Smith pass complete short right to Jamaal Charles for 9 yards (tackle by Antoine Bethea),0.940,0.940
2,1:15,1,10,KAN 30,13,7,Timeout #1 by Kansas City Chiefs,0.940,1.610
2,1:15,2,1,KAN 39,13,7,Alex Smith right end for 8 yards (tackle by Darius Butler),1.610,2.060
2,1:10,1,10,KAN 47,13,7,Alex Smith pass complete short middle to Donnie Avery for 11 yards (tackle by Josh Gordy),2.060,2.060
2,1:02,1,10,KAN 47,13,7,Timeout #2 by Kansas City Chiefs,2.060,2.790
2,1:02,1,10,IND 42,13,7,"Alex Smith pass incomplete short right intended for Junior Hemingway. Penalty on Anthony Fasano: Offensive Pass Interference, 10 yards (no play)",2.790,2.130
,,,,,,,"IND challenged the fumble ruling, and the play was upheld.",,
2,0:55,1,20,KAN 48,13,7,Alex Smith pass incomplete short left intended for Donnie Avery (defended by Vontae Davis),2.130,0.890
2,0:50,2,20,KAN 48,13,7,Alex Smith pass complete short right to Jamaal Charles for 3 yards (tackle by Josh McNary),0.890,0.890
2,0:39,2,20,KAN 48,13,7,Timeout #2 by Indianapolis Colts,0.890,0.630
2,0:39,3,17,IND 49,13,7,Alex Smith pass complete short middle to Jamaal Charles for 15 yards (tackle by Jerrell Freeman and Darius Butler),0.630,0.630
2,0:20,3,17,IND 49,13,7,Timeout #3 by Kansas City Chiefs,0.630,1.100
2,0:20,4,2,IND 34,13,7,Jamaal Charles up the middle for 5 yards (tackle by Josh McNary),1.100,3.640
2,0:08,1,10,IND 29,13,7,Alex Smith spiked the ball,3.640,3.100
2,0:06,2,10,IND 29,13,7,Ryan Succop 47 yard field goal no good,3.100,-1.400
2,0:02,1,10,IND 37,13,7,Andrew Luck kneels for -1 yards,1.400,0.720
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,13,7,"Pat McAfee kicks off 63 yards, returned by Knile Davis for 48 yards (tackle by Pat McAfee)",0.000,-2.260
3,14:52,1,10,,13,7,Alex Smith pass incomplete deep right intended for Dwayne Bowe,2.260,1.710
3,14:46,2,10,,13,7,"Alex Smith for no gain. Alex Smith fumbles, recovered by Jamaal Charles at KAN-44",1.710,0.230
3,14:00,3,16,KAN 44,13,7,"Alex Smith sacked by Robert Mathis for -7 yards. Alex Smith fumbles (forced by Robert Mathis), recovered by Jerrell Freeman at IND-44 (tackle by Jamaal Charles)",0.230,-1.860
3,13:52,1,10,IND 44,13,7,Donald Brown up the middle for no gain (tackle by Akeem Jordan),1.860,1.320
3,13:14,2,10,IND 44,13,7,"Andrew Luck pass incomplete short left intended for Da'Rick Rogers. Penalty on Sean Smith: Defensive Holding, 5 yards (no play)",1.320,2.190
3,13:08,1,10,IND 49,19,7,"Donald Brown right guard for 51 yards, touchdown",2.190,7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
3,13:08,,,KAN 2,20,7,Adam Vinatieri kicks extra point good,0.000,0.000
3,13:08,,,IND 35,20,7,"Pat McAfee kicks off 62 yards, returned by Knile Davis for 13 yards (tackle by Cam Johnson)",0.000,0.140
3,12:50,1,10,KAN 16,20,7,Jamaal Charles up the middle for 5 yards (tackle by Fili Moala and Kelvin Sheppard),-0.140,0.150
3,12:12,2,5,KAN 21,20,7,Alex Smith sacked by Fili Moala and Ricardo Mathews for -8 yards,0.150,-1.750
3,11:29,3,13,KAN 13,20,7,Alex Smith pass complete short right to Jamaal Charles for 7 yards (tackle by Antoine Bethea),-1.750,-2.030
3,10:48,4,6,KAN 20,20,7,"Dustin Colquitt punts 60 yards, returned by Griff Whalen for 9 yards (tackle by Josh Martin)",-2.030,-0.870
3,10:37,1,10,IND 29,20,7,Andrew Luck pass complete short right to T.Y. Hilton for 3 yards (tackle by Eric Berry),0.870,0.730
3,9:53,2,7,IND 32,20,7,Trent Richardson up the middle for no gain (tackle by Dontari Poe),0.730,0.040
3,9:12,3,7,IND 32,20,7,"Andrew Luck pass incomplete deep left intended for Da'Rick Rogers. Penalty on Sean Smith: Defensive Holding, 5 yards (no play)",0.040,1.400
3,9:06,1,10,IND 37,20,7,Trent Richardson up the middle for 1 yard (tackle by Akeem Jordan),1.400,0.990
3,8:21,2,9,IND 38,20,7,Trent Richardson left guard for 6 yards (tackle by Frank Zombo and Akeem Jordan),0.990,1.090
3,7:35,3,3,IND 44,20,7,"Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Dunta Robinson). Penalty on Dontari Poe: Taunting, 15 yards",1.090,2.850
3,7:28,1,10,KAN 41,20,7,Andrew Luck right end for 4 yards (tackle by Akeem Jordan),2.850,2.850
3,6:55,2,6,KAN 37,20,7,Trent Richardson left tackle for 4 yards (tackle by Frank Zombo),2.850,2.680
3,6:07,3,2,KAN 33,20,7,Andrew Luck pass complete short right to T.Y. Hilton for 6 yards (tackle by Kendrick Lewis),2.680,3.780
3,5:34,1,10,KAN 27,20,7,Trent Richardson left tackle for 3 yards (tackle by Tamba Hali),3.780,3.640
3,4:51,2,7,KAN 24,20,7,Andrew Luck pass complete short left to Jack Doyle for 6 yards (tackle by Marcus Cooper),3.640,3.840
3,4:21,3,1,KAN 18,20,7,Andrew Luck up the middle for 1 yard (tackle by Tyson Jackson),3.840,4.440
3,3:51,1,10,KAN 17,20,7,Donald Brown left end for 5 yards (tackle by Kendrick Lewis),4.440,4.690
3,3:03,2,5,KAN 12,20,7,Andrew Luck pass incomplete short right intended for Weslye Saunders,4.690,3.880
3,2:56,3,5,KAN 12,20,7,Andrew Luck pass incomplete short left intended for Trent Richardson (defended by Derrick Johnson),3.880,2.680
3,2:51,4,5,KAN 12,23,7,Adam Vinatieri 30 yard field goal good,2.680,3.000
3,2:51,,,IND 35,23,7,"Pat McAfee kicks off 60 yards, returned by Knile Davis for 33 yards (tackle by Cassius Vaughn). Knile Davis fumbles, recovered by Cyrus Gray at KAN-38 (tackle by Cassius Vaughn)",0.000,-1.470
3,2:38,1,10,KAN 38,23,7,Alex Smith pass complete short right to Dwayne Bowe for 16 yards (tackle by Antoine Bethea),1.470,2.520
3,2:02,1,10,IND 46,23,7,Alex Smith pass complete short left to Dwayne Bowe for 8 yards (tackle by Vontae Davis),2.520,3.060
3,1:30,2,2,IND 38,23,7,Alex Smith pass incomplete short right intended for Jamaal Charles,3.060,2.350
3,1:25,3,2,IND 38,23,7,Alex Smith sacked by Cory Redding for -6 yards,2.350,0.330
3,0:48,4,8,IND 44,23,7,"Dustin Colquitt punts 31 yards, fair catch by Griff Whalen",0.330,0.320
3,0:40,1,10,IND 13,23,7,Donald Brown up the middle for 3 yards (tackle by Mike DeVito),-0.320,-0.440
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,IND 16,23,7,Andrew Luck pass complete short right to Weslye Saunders for 6 yards (tackle by Akeem Jordan),-0.440,-0.350
4,14:14,3,1,IND 22,23,7,Trent Richardson up the middle for no gain (tackle by Frank Zombo),-0.350,-1.900
4,13:24,4,1,IND 22,23,7,"Pat McAfee punts 56 yards, returned by Dexter McCluster for -2 yards (tackle by Darrius Heyward-Bey)",-1.900,-0.280
4,13:14,1,10,KAN 20,23,7,Alex Smith left tackle for 22 yards (tackle by Vontae Davis),0.280,1.730
4,12:33,1,10,KAN 42,23,7,Jamaal Charles right guard for 7 yards (tackle by Kelvin Sheppard),1.730,2.130
4,11:46,2,3,KAN 49,23,7,Jamaal Charles left tackle for 4 yards (tackle by Jerrell Freeman),2.130,2.460
4,11:22,1,10,IND 47,23,7,Alex Smith pass complete short left to Anthony Fasano for 19 yards (tackle by LaRon Landry),2.460,3.710
4,10:48,1,10,IND 28,23,7,Jamaal Charles right guard for 13 yards (tackle by LaRon Landry),3.710,4.580
4,10:08,1,10,IND 15,23,7,Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Josh Gordy),4.580,3.950
4,10:02,2,10,IND 15,23,7,Alex Smith pass incomplete deep middle intended for Anthony Fasano is intercepted by Jerrell Freeman at IND--1,3.950,-0.280
4,9:56,1,10,IND 20,23,7,Donald Brown up the middle for 1 yard (tackle by Akeem Jordan),0.280,-0.130
4,9:16,2,9,IND 21,23,7,Andrew Luck pass complete short left to Griff Whalen for 15 yards (tackle by Sean Smith),-0.130,1.330
4,8:32,1,10,IND 36,23,7,Donald Brown right guard for 3 yards (tackle by Akeem Jordan),1.330,1.200
4,7:48,2,7,IND 39,23,7,Andrew Luck pass complete short left to Griff Whalen for 9 yards (tackle by Derrick Johnson),1.200,2.130
4,7:01,1,10,IND 48,23,7,Trent Richardson right guard for 3 yards (tackle by Dontari Poe),2.130,1.990
4,6:18,2,7,KAN 49,23,7,Andrew Luck pass complete short left to Griff Whalen for 4 yards (tackle by Eric Berry),1.990,1.820
4,5:32,3,3,KAN 45,23,7,Andrew Luck pass incomplete short left intended for Trent Richardson,1.820,0.270
4,5:27,4,3,KAN 45,23,7,Pat McAfee punts 39 yards,0.270,0.380
4,5:19,1,10,KAN 6,23,7,Alex Smith up the middle for 3 yards (tackle by Ricardo Mathews),-0.380,-0.560
4,4:50,2,7,KAN 9,23,7,"Alex Smith pass incomplete short left intended for Dwayne Bowe. Penalty on Vontae Davis: Defensive Holding (Offsetting), Penalty on Donald Stephenson: Tripping (Offsetting) (no play)",-0.560,-0.560
4,4:45,2,7,KAN 9,23,7,Alex Smith left end for 7 yards (tackle by Vontae Davis),-0.560,-0.140
4,4:35,1,10,KAN 16,23,7,"Alex Smith pass complete short middle to Dwayne Bowe for 10 yards (tackle by LaRon Landry). Penalty on LaRon Landry: Unnecessary Roughness, 15 yards",-0.140,1.660
4,4:28,1,10,KAN 41,23,7,Alex Smith pass incomplete deep left intended for Dexter McCluster,1.660,1.120
4,4:22,2,10,KAN 41,23,7,Alex Smith pass complete short right to Donnie Avery for 15 yards (tackle by Josh Gordy),1.120,2.650
4,3:57,1,10,IND 44,23,7,"Alex Smith pass incomplete short right intended for Anthony Fasano. Penalty on Donald Stephenson: Offensive Holding, 10 yards (no play)",2.650,1.990
4,3:52,1,20,KAN 46,23,7,Jamaal Charles right end for 15 yards (tackle by Josh Gordy and Robert Mathis),1.990,1.990
4,3:42,1,20,KAN 46,23,7,Timeout #1 by Kansas City Chiefs,1.990,2.780
4,3:42,2,5,IND 39,23,7,Alex Smith pass complete short right to Cyrus Gray for 7 yards (tackle by Josh Gordy),2.780,3.450
4,3:37,1,10,IND 32,23,7,Alex Smith pass incomplete deep middle intended for Dwayne Bowe (defended by Vontae Davis),3.450,2.900
4,3:32,2,10,IND 32,23,7,"Alex Smith sacked by Jerrell Freeman for -4 yards. Alex Smith fumbles (forced by Jerrell Freeman), recovered by Fili Moala at IND-35 and returned for 5 yards (tackle by Eric Fisher)",2.900,-1.600
4,3:20,1,10,IND 40,23,7,Trent Richardson up the middle for 5 yards (tackle by Akeem Jordan),1.600,1.600
4,3:17,1,10,IND 40,23,7,Timeout #2 by Kansas City Chiefs,1.600,1.730
4,3:17,2,5,IND 45,23,7,Trent Richardson left guard for 2 yards (tackle by Josh Martin),1.730,1.730
4,3:11,2,5,IND 45,23,7,Timeout #3 by Kansas City Chiefs,1.730,1.290
4,3:11,3,3,IND 47,23,7,Trent Richardson up the middle for 5 yards (tackle by Josh Martin),1.290,2.390
4,2:28,1,10,KAN 48,23,7,Trent Richardson left end for 3 yards (tackle by Josh Martin),2.390,2.250
4,2:00,2,7,KAN 45,23,7,Tashard Choice up the middle for 8 yards (tackle by Kendrick Lewis),2.250,3.120
4,1:05,1,10,KAN 37,23,7,Andrew Luck kneels for -1 yards,3.120,2.440
4,0:39,2,11,KAN 38,23,7,Andrew Luck kneels for -1 yards,2.440,1.620
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
