Quarter,Time,Tm,Detail,IND,KAN
1.0,11:05,Chiefs,Jamaal Charles 31 yard rush (Ryan Succop kick),0,7
2.0,11:40,Colts,Adam Vinatieri 46 yard field goal,3,7
,9:23,Colts,Donald Brown 33 yard pass from Andrew Luck (Adam Vinatieri kick),10,7
,1:54,Colts,Adam Vinatieri 45 yard field goal,13,7
3.0,12:55,Colts,Donald Brown 51 yard rush (Adam Vinatieri kick),20,7
,2:47,Colts,Adam Vinatieri 30 yard field goal,23,7
