Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Taylor Gabriel,CHI,10,6,34,0,,25,4.2,9,1.5,17.2,0,,0,0.0,0,66.2
Trey Burton,CHI,5,4,55,0,3,40,10.0,15,3.8,9.2,0,,0,0.0,0,112.5
Anthony Miller,CHI,5,4,35,0,2,13,3.3,22,5.5,7.0,0,,0,0.0,0,95.8
Tarik Cohen,CHI,3,3,15,0,0,0,0.0,15,5.0,0.0,0,,0,0.0,0,87.5
Allen Robinson,CHI,7,3,50,0,3,35,11.7,15,5.0,13.9,0,,0,0.0,0,67.6
Jordan Howard,CHI,2,2,20,0,2,5,2.5,15,7.5,2.5,0,,0,0.0,0,108.3
Josh Bellamy,CHI,1,1,2,0,,-3,-3.0,5,5.0,-3.0,0,,0,0.0,0,79.2
Benny Cunningham,CHI,2,1,9,0,1,-4,-4.0,13,13.0,-7.0,0,,0,0.0,1,22.9
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Christian Kirk,ARI,8,7,90,0,3,58,8.3,32,4.6,8.9,0,,0,0.0,1,74.0
David Johnson,ARI,4,4,30,1,2,11,2.8,19,4.8,2.8,0,,0,0.0,0,137.5
Larry Fitzgerald,ARI,2,2,9,0,,7,3.5,2,1.0,3.5,0,,0,0.0,0,85.4
Derrick Coleman,ARI,1,1,12,0,1,7,7.0,5,5.0,7.0,0,,0,0.0,0,116.7
Jermaine Gresham,ARI,2,1,9,0,1,9,9.0,0,0.0,4.0,0,,1,50.0,0,62.5
Ricky Seals-Jones,ARI,3,1,35,1,1,17,17.0,18,18.0,9.7,0,,0,0.0,0,118.1
Chad Williams,ARI,4,1,8,0,,8,8.0,0,0.0,16.5,0,,0,0.0,1,0.0
JJ Nelson,ARI,1,0,0,0,,0,,0,,39.0,0,,0,0.0,1,0.0
