Quarter,Time,Down,ToGo,Location,CHI,ARI,Detail,EPB,EPA
1,3:12,1,10,CHI 10,0,7,Mitchell Trubisky pass complete short right to Trey Burton for 14 yards (tackle by Antoine Bethea),-0.380,0.540
1,2:41,1,10,CHI 24,0,7,Mitchell Trubisky pass incomplete short middle intended for Trey Burton (defended by Patrick Peterson),0.540,0.000
1,2:37,2,10,CHI 24,0,7,Mitchell Trubisky pass complete short left to Taylor Gabriel for 3 yards (tackle by Budda Baker),0.000,-0.300
1,1:53,3,7,CHI 27,0,7,"Mitchell Trubisky sacked by Robert Nkemdiche for -6 yards. Mitchell Trubisky fumbles (forced by Robert Nkemdiche), recovered by Corey Peters at CHI-21 (tackle by Charles Leno)",-0.300,-4.170
1,1:46,1,10,CHI 21,0,13,"Sam Bradford pass complete deep right to David Johnson for 21 yards, touchdown",4.170,7.000
1,1:40,,,CHI 15,0,14,"Penalty on Kyle Fuller: Neutral Zone Infraction, 5 yards",0.000,0.000
1,1:40,,,CHI 15,0,14,Phil Dawson kicks extra point good,0.000,0.000
1,1:40,,,ARI 40,0,14,"Phil Dawson kicks off 60 yards, touchback.",0.000,0.610
1,1:40,1,10,CHI 25,0,14,Tarik Cohen left end for 7 yards (tackle by Jamar Taylor),0.610,1.010
1,1:16,2,3,CHI 32,0,14,Mitchell Trubisky pass complete short right to Allen Robinson for 10 yards (tackle by Jamar Taylor),1.010,1.730
1,0:40,1,10,CHI 42,0,14,Mitchell Trubisky pass incomplete deep right intended for Taylor Gabriel,1.730,1.190
1,0:34,2,10,CHI 42,0,14,Jordan Howard up the middle for 2 yards (tackle by Rodney Gunter and Josh Bynes),1.190,0.760
Quarter,Time,Down,ToGo,Location,CHI,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,CHI 44,0,14,Mitchell Trubisky pass complete short right to Benny Cunningham for 9 yards (tackle by Josh Bynes),0.760,2.460
2,14:15,1,10,ARI 47,0,14,"Mitchell Trubisky pass complete short left to Anthony Miller for 4 yards (tackle by Jamar Taylor). Penalty on Kevin White: Illegal Block Above the Waist (Declined) . Penalty on Eric Kush: Chop Block, 15 yards (no play)",2.460,1.470
2,13:50,1,25,CHI 38,0,14,Mitchell Trubisky pass complete short left to Anthony Miller for 3 yards (tackle by Patrick Peterson),1.470,0.290
2,13:13,2,22,CHI 41,0,14,Mitchell Trubisky pass complete short right to Taylor Gabriel for 10 yards (tackle by Patrick Peterson),0.290,0.960
2,12:29,3,12,ARI 49,0,14,Mitchell Trubisky pass incomplete deep right intended for Taylor Gabriel (defended by Antoine Bethea),0.960,0.000
2,12:21,4,12,ARI 49,0,14,"Pat O'Donnell punts 49 yards, touchback.",0.000,-0.280
2,12:12,1,10,ARI 20,0,14,Chase Edmonds right end for 3 yards (tackle by Roquan Smith),0.280,0.140
2,11:25,2,7,ARI 23,0,14,Sam Bradford pass complete short right to Christian Kirk for 6 yards (tackle by Kyle Fuller),0.140,0.230
2,10:43,3,1,ARI 29,0,14,Chase Edmonds up the middle for 3 yards (tackle by Eddie Goldman),0.230,1.070
2,10:00,1,10,ARI 32,0,14,Sam Bradford pass complete short left to Christian Kirk for -1 yards (tackle by Bryce Callahan and Roy Robertson-Harris),1.070,0.390
2,9:14,2,11,ARI 31,0,14,Chase Edmonds up the middle for 2 yards (tackle by Akiem Hicks),0.390,-0.030
2,8:24,3,9,ARI 33,0,14,"Penalty on ARI: Delay of Game, 5 yards (no play)",-0.030,-0.690
2,8:05,3,14,ARI 28,0,14,Chase Edmonds up the middle for 5 yards (tackle by Roy Robertson-Harris and Adrian Amos),-0.690,-1.180
2,7:34,4,9,ARI 33,0,14,"Andy Lee punts 61 yards, returned by Tarik Cohen for 21 yards (tackle by Chase Edmonds)",-1.180,-0.740
2,7:21,1,10,CHI 27,0,14,Mitchell Trubisky pass complete deep right to Trey Burton for 25 yards (tackle by Tre Boston),0.740,2.390
2,6:53,1,10,ARI 48,0,14,Mitchell Trubisky pass complete short right to Taylor Gabriel for 5 yards (tackle by Antoine Bethea),2.390,2.520
2,6:17,2,5,ARI 43,0,14,"Penalty on Eric Kush: False Start, 5 yards (no play)",2.520,1.850
2,6:00,2,10,ARI 48,0,14,Mitchell Trubisky pass complete short left to Taylor Gabriel for 9 yards (tackle by Patrick Peterson),1.850,2.340
2,5:24,3,1,ARI 39,0,14,Jordan Howard up the middle for 3 yards (tackle by Gerald Hodges and Chandler Jones),2.340,3.180
2,4:40,1,10,ARI 36,0,14,Mitchell Trubisky pass incomplete deep left intended for Taylor Gabriel,3.180,2.640
2,4:34,2,10,ARI 36,0,14,Mitchell Trubisky pass complete short right to Anthony Miller for 15 yards (tackle by Antoine Bethea),2.640,4.170
2,4:00,1,10,ARI 21,0,14,"Mitchell Trubisky pass incomplete deep middle intended for Allen Robinson (defended by Jamar Taylor). Penalty on Markus Golden: Roughing the Passer, 10 yards (no play)",4.170,4.840
2,3:56,1,10,ARI 11,0,14,Tarik Cohen left end for 4 yards (tackle by Budda Baker),4.840,4.890
2,3:10,2,6,ARI 7,0,14,"Mitchell Trubisky pass incomplete short left intended for Allen Robinson. Penalty on Robert Nkemdiche: Roughing the Passer, 3 yards (no play)",4.890,6.280
2,3:06,1,4,ARI 4,0,14,Jordan Howard up the middle for 2 yards (tackle by Tre Boston),6.280,5.720
2,2:29,2,2,ARI 2,0,14,"Mitchell Trubisky pass incomplete short right intended for Ben Braunecker. Penalty on Dion Sims: Illegal Shift, 5 yards (no play)",5.720,4.760
2,2:25,2,7,ARI 7,0,14,Mitchell Trubisky pass complete short left to Tarik Cohen for 5 yards (tackle by Jamar Taylor),4.760,4.950
2,2:00,3,2,ARI 2,0,14,Mitchell Trubisky pass incomplete short left intended for Allen Robinson,4.950,3.250
2,1:57,,,,,,Timeout #1 by Chicago Bears,,
2,1:57,,,,,,Timeout #1 by Arizona Cardinals,,
2,1:57,4,2,ARI 2,3,14,Cody Parkey 20 yard field goal good,3.250,3.000
2,1:54,,,CHI 35,3,14,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,1:54,1,10,ARI 25,3,14,Sam Bradford pass incomplete deep left intended for Chad Williams,0.610,0.060
2,1:49,2,10,ARI 25,3,14,Sam Bradford pass complete short right to David Johnson for -2 yards (tackle by Roquan Smith),0.060,-0.890
2,1:42,,,,,,Timeout #2 by Chicago Bears,,
2,1:42,3,12,ARI 23,3,14,"Sam Bradford sacked by Akiem Hicks for -11 yards. Sam Bradford fumbles (forced by Akiem Hicks), recovered by David Johnson at ARI-12",-0.890,-2.490
2,1:35,,,,,,Timeout #3 by Chicago Bears,,
2,1:35,4,23,ARI 12,3,14,"Andy Lee punts 54 yards, returned by Tarik Cohen for 3 yards (tackle by Joe Walker)",-2.490,-1.400
2,1:25,1,10,CHI 37,3,14,Mitchell Trubisky pass complete short left to Taylor Gabriel for 7 yards (tackle by Budda Baker),1.400,1.800
2,1:06,2,3,CHI 44,3,14,Mitchell Trubisky pass short left (defended by Chandler Jones) intended for Benny Cunningham is intercepted by Tre Boston at CHI-34 and returned for no gain,1.800,-3.310
2,1:00,1,10,CHI 34,3,14,Sam Bradford pass incomplete short right intended for Jermaine Gresham,3.310,2.770
2,0:56,2,10,CHI 34,3,14,David Johnson up the middle for 2 yards (tackle by Danny Trevathan),2.770,2.350
2,0:45,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:45,3,8,CHI 32,3,14,Sam Bradford sacked by Khalil Mack for -7 yards,2.350,0.660
2,0:39,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:39,4,15,CHI 39,3,14,"Andy Lee punts 39 yards, touchback.",0.660,-0.280
2,0:31,1,10,CHI 20,3,14,Jordan Howard right tackle for 4 yards (tackle by Josh Bynes),0.280,0.270
Quarter,Time,Down,ToGo,Location,CHI,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,3,14,"Phil Dawson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,3,14,Jordan Howard up the middle for 4 yards (tackle by Josh Bynes),0.610,0.600
3,14:24,2,6,CHI 29,3,14,Mitchell Trubisky pass complete short right to Taylor Gabriel for no gain (tackle by Josh Bynes and Budda Baker),0.600,-0.100
3,13:45,3,6,CHI 29,3,14,Mitchell Trubisky sacked by Chandler Jones for -5 yards,-0.100,-1.770
3,13:05,4,11,CHI 24,3,14,"Pat O'Donnell punts 61 yards, returned by Christian Kirk for no gain (tackle by Sherrick McManis)",-1.770,0.220
3,12:56,1,10,ARI 15,3,14,Sam Bradford pass complete short left to Derrick Coleman for 12 yards (tackle by Danny Trevathan and Prince Amukamara),-0.220,0.740
3,12:20,1,10,ARI 27,3,14,David Johnson up the middle for 2 yards (tackle by Akiem Hicks),0.740,0.470
3,11:41,2,8,ARI 29,3,14,Sam Bradford pass complete short left to David Johnson for -1 yards (tackle by Prince Amukamara),0.470,-0.360
3,10:54,3,9,ARI 28,3,14,Sam Bradford pass deep left intended for JJ Nelson is intercepted by Eddie Jackson at CHI-33 and returned for no gain,-0.360,-1.140
3,10:46,1,10,CHI 33,3,14,Jordan Howard up the middle for no gain (tackle by Josh Bynes). Penalty on Taylor Gabriel: Illegal Shift (Declined),1.140,0.590
3,10:31,2,10,CHI 33,3,14,Mitchell Trubisky pass complete deep right to Allen Robinson for 39 yards (tackle by Tre Boston),0.590,3.710
3,9:45,1,10,ARI 28,3,14,Jordan Howard up the middle for -5 yards (tackle by Gerald Hodges),3.710,2.490
3,8:57,2,15,ARI 33,3,14,Mitchell Trubisky pass complete short middle to Anthony Miller for 10 yards (tackle by Budda Baker),2.490,3.140
3,8:09,3,5,ARI 23,3,14,Mitchell Trubisky pass complete short left to Trey Burton for 4 yards (tackle by Antoine Bethea),3.140,2.340
3,7:26,,,,,,Timeout #1 by Chicago Bears,,
3,7:26,4,1,ARI 19,3,14,Mitchell Trubisky pass complete short middle to Allen Robinson for 1 yard (tackle by Gerald Hodges),2.340,4.370
3,7:07,1,10,ARI 18,3,14,Mitchell Trubisky pass incomplete short right intended for Allen Robinson (defended by Tre Boston),4.370,3.800
3,7:01,2,10,ARI 18,3,14,Tarik Cohen up the middle for 17 yards (tackle by Tre Boston),3.800,6.970
3,6:21,1,1,ARI 1,9,14,"Jordan Howard up the middle for 1 yard, touchdown",6.970,7.000
3,6:16,,,ARI 15,10,14,Cody Parkey kicks extra point good,0.000,0.000
3,6:16,,,CHI 35,10,14,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,6:16,1,10,ARI 25,10,14,David Johnson up the middle for 9 yards (tackle by Adrian Amos),0.610,1.280
3,5:35,2,1,ARI 34,10,14,David Johnson up the middle for 2 yards (tackle by Jonathan Bullard and Eddie Goldman),1.280,1.330
3,4:52,1,10,ARI 36,10,14,Sam Bradford pass complete short right to Larry Fitzgerald for 3 yards (tackle by Eddie Jackson),1.330,1.200
3,4:52,2,7,ARI 39,10,14,"Penalty on John Wetzel: False Start, 5 yards (no play)",1.200,0.520
3,3:51,2,12,ARI 34,10,14,Sam Bradford pass incomplete short middle intended for Ricky Seals-Jones (defended by Kyle Fuller),0.520,-0.160
3,3:47,3,12,ARI 34,10,14,Sam Bradford pass short right intended for Chad Williams is intercepted by Sherrick McManis at ARI-44 and returned for no gain,-0.160,-2.650
3,3:38,1,10,ARI 44,10,14,Mitchell Trubisky right end for 1 yard (tackle by Benson Mayowa),2.650,2.250
3,3:07,2,9,ARI 43,10,14,Mitchell Trubisky pass incomplete short right intended for Allen Robinson,2.250,1.550
3,3:03,3,9,ARI 43,10,14,"Mitchell Trubisky pass incomplete short left intended for Anthony Miller. Penalty on Haason Reddick: Defensive Offside, 5 yards (no play)",1.550,2.210
3,3:00,3,4,ARI 38,10,14,Mitchell Trubisky pass complete short middle to Jordan Howard for 13 yards (tackle by Josh Bynes),2.210,3.910
3,2:22,1,10,ARI 25,10,14,Jordan Howard up the middle for 3 yards (tackle by Gerald Hodges),3.910,3.770
3,1:40,2,7,ARI 22,10,14,Mitchell Trubisky pass incomplete deep right intended for Anthony Miller,3.770,3.070
3,1:34,3,7,ARI 22,10,14,"Penalty on Bobby Massie: False Start, 5 yards (no play)",3.070,2.410
3,1:34,3,12,ARI 27,10,14,Mitchell Trubisky pass complete short left to Tarik Cohen for 4 yards (tackle by Josh Bynes and Tre Boston),2.410,1.930
3,0:49,4,8,ARI 23,13,14,Cody Parkey 41 yard field goal good,1.930,3.000
3,0:44,,,CHI 35,13,14,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,0:44,1,10,ARI 25,13,14,David Johnson up the middle for 3 yards (tackle by Eddie Goldman),0.610,0.470
Quarter,Time,Down,ToGo,Location,CHI,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,ARI 28,13,14,Sam Bradford pass complete short left to David Johnson for 12 yards (tackle by Adrian Amos),0.470,1.600
4,14:19,1,10,ARI 40,13,14,David Johnson up the middle for 1 yard (tackle by Danny Trevathan),1.600,1.190
4,13:36,2,9,ARI 41,13,14,Sam Bradford pass complete short left to Christian Kirk for 4 yards (tackle by Kevin Toliver),1.190,1.030
4,12:54,3,5,ARI 45,13,14,Sam Bradford pass complete deep left to Christian Kirk for 32 yards (tackle by Eddie Jackson),1.030,4.040
4,12:16,1,10,CHI 23,13,14,David Johnson right end for 2 yards (tackle by Eddie Jackson and Danny Trevathan),4.040,3.770
4,11:33,2,8,CHI 21,13,14,"Sam Bradford sacked by Khalil Mack for no gain. Sam Bradford fumbles (forced by Khalil Mack), recovered by Danny Trevathan at CHI-16 (tackle by Mason Cole)",3.770,0.140
4,11:23,1,10,CHI 16,13,14,Mitchell Trubisky pass incomplete deep left intended for Allen Robinson (defended by Bene Benwikere),-0.140,-0.660
4,11:15,2,10,CHI 16,13,14,Mitchell Trubisky pass complete short middle to Trey Burton for 12 yards (tackle by Bene Benwikere),-0.660,0.810
4,10:41,1,10,CHI 28,13,14,Jordan Howard up the middle for 8 yards (tackle by Gerald Hodges),0.810,1.340
4,10:05,2,2,CHI 36,13,14,Jordan Howard up the middle for 7 yards (tackle by Gerald Hodges),1.340,1.800
4,9:25,1,10,CHI 43,13,14,Jordan Howard right guard for -2 yards (tackle by Rodney Gunter),1.800,0.980
4,8:45,2,12,CHI 41,13,14,"Mitchell Trubisky pass incomplete deep middle intended for Taylor Gabriel. Penalty on Tre Boston: Unnecessary Roughness, 15 yards",0.980,2.650
4,8:39,1,10,ARI 44,13,14,Mitchell Trubisky pass complete short right to Josh Bellamy for 2 yards (tackle by Benson Mayowa),2.650,2.380
4,7:54,2,8,ARI 42,13,14,Mitchell Trubisky right end for 7 yards (tackle by Josh Bynes),2.380,2.610
4,7:18,3,1,ARI 35,13,14,Jordan Howard up the middle for 1 yard (tackle by Budda Baker),2.610,3.310
4,6:38,1,10,ARI 34,13,14,Jordan Howard up the middle for 5 yards (tackle by Chandler Jones),3.310,3.450
4,5:59,2,5,ARI 29,13,14,Jordan Howard up the middle for -2 yards (tackle by Budda Baker),3.450,2.480
4,5:18,3,7,ARI 31,13,14,Mitchell Trubisky pass complete short right to Tarik Cohen for 6 yards (tackle by Haason Reddick and Chandler Jones),2.480,1.950
4,4:34,,,,,,Timeout #2 by Chicago Bears,,
4,4:34,4,1,ARI 25,16,14,Cody Parkey 43 yard field goal good,1.950,3.000
4,4:31,,,CHI 35,16,14,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,4:31,1,10,ARI 25,16,14,David Johnson up the middle for 1 yard (tackle by Khalil Mack),0.610,0.200
4,3:53,2,9,ARI 26,16,14,Josh Rosen pass complete short middle to Jermaine Gresham for 9 yards (tackle by Adrian Amos),0.200,1.270
4,3:10,1,10,ARI 35,16,14,"Josh Rosen pass complete short middle to David Johnson for 4 yards (tackle by Roquan Smith). Penalty on Jonathan Bullard: Illegal Use of Hands, 5 yards (no play)",1.270,1.600
4,3:03,1,10,ARI 40,16,14,Josh Rosen pass incomplete deep left intended for Chad Williams,1.600,1.050
4,2:58,2,10,ARI 40,16,14,Josh Rosen pass complete short left to Christian Kirk for 10 yards (tackle by Kevin Toliver),1.050,2.260
4,2:19,1,10,ARI 50,16,14,Josh Rosen pass incomplete short right,2.260,1.710
4,2:12,2,10,ARI 50,16,14,Josh Rosen pass complete short left to Chad Williams for 8 yards (tackle by Kevin Toliver),1.710,2.080
4,2:00,3,2,CHI 42,16,14,Chase Edmonds up the middle for -3 yards (tackle by Bilal Nichols),2.080,0.270
4,1:16,4,5,CHI 45,16,14,Josh Rosen pass short right intended for Christian Kirk is intercepted by Bryce Callahan at CHI-32 and returned for no gain,0.270,-1.070
4,1:10,1,10,CHI 32,16,14,Jordan Howard left tackle for 2 yards (tackle by Robert Nkemdiche),1.070,0.800
4,1:05,,,,,,Timeout #1 by Arizona Cardinals,,
4,1:05,2,8,CHI 34,16,14,Jordan Howard up the middle for 4 yards (tackle by Corey Peters),0.800,0.630
4,1:00,,,,,,Timeout #2 by Arizona Cardinals,,
4,1:00,3,4,CHI 38,16,14,Jordan Howard up the middle for 1 yard (tackle by Benson Mayowa),0.630,-0.780
4,0:55,,,,,,Timeout #3 by Arizona Cardinals,,
4,0:55,4,3,CHI 39,16,14,"Pat O'Donnell punts 48 yards, returned by Patrick Peterson for 7 yards (tackle by Sam Acho)",-0.780,-0.280
4,0:43,1,10,ARI 20,16,14,Josh Rosen pass complete short right to Christian Kirk for 9 yards (tackle by Kyle Fuller),0.280,0.950
4,0:22,2,1,ARI 29,16,14,"Josh Rosen pass short left is intercepted by Eddie Jackson at ARI-35 and returned for 35 yards. Penalty on Khalil Mack: Defensive Offside, 5 yards (no play)",0.950,1.200
4,0:14,1,10,ARI 34,16,14,Josh Rosen right end for 12 yards (tackle by Khalil Mack),1.200,1.990
4,0:05,,,,,,Timeout #3 by Chicago Bears,,
4,0:05,1,10,ARI 46,16,14,Josh Rosen sacked by Sherrick McManis for -7 yards,1.990,0.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
