Quarter,Time,Down,ToGo,Location,NYG,IND,Detail,EPB,EPA
2,14:04,2,4,NYG 35,14,0,Nyheim Hines up the middle for 1 yard (tackle by Dalvin Tomlinson and Michael Thomas),3.120,2.540
2,13:18,3,3,NYG 34,14,0,Andrew Luck pass complete short left to Chester Rogers for 8 yards (tackle by Grant Haley),2.540,3.840
2,12:35,1,10,NYG 26,14,0,Andrew Luck pass deep right is intercepted by Curtis Riley at NYG-0 and returned for no gain,3.840,-0.280
2,12:27,1,10,NYG 20,14,0,Saquon Barkley right end for -1 yards (tackle by Jabaal Sheard),0.280,-0.460
2,11:56,2,11,NYG 19,14,0,Saquon Barkley left end for 6 yards (tackle by Darius Leonard and Kenny Moore),-0.460,-0.300
2,11:16,3,5,NYG 25,14,0,Eli Manning pass incomplete short right intended for Saquon Barkley,-0.300,-1.700
2,11:10,4,5,NYG 25,14,0,"Riley Dixon punts 51 yards, returned by Chester Rogers for -2 yards (tackle by Nathan Stupar)",-1.700,-0.410
2,10:57,1,10,IND 22,14,0,Andrew Luck pass complete short left to Eric Ebron for 3 yards (tackle by B.J. Goodson),0.410,0.270
2,10:20,2,7,IND 25,14,0,Andrew Luck pass complete short right to T.Y. Hilton for 6 yards (tackle by B.W. Webb),0.270,0.370
2,9:41,3,1,IND 31,14,0,Marlon Mack left end for 7 yards (tackle by Janoris Jenkins),0.370,1.470
2,9:10,1,10,IND 38,14,0,Marlon Mack left end for 1 yard (tackle by Josh Mauro),1.470,1.060
2,8:40,2,9,IND 39,14,0,Andrew Luck pass complete short right to Chester Rogers for 10 yards (tackle by Tae Davis),1.060,2.190
2,8:00,1,10,IND 49,14,0,Andrew Luck pass complete short middle to Nyheim Hines for 8 yards (tackle by Ukeme Eligwe),2.190,2.730
2,7:23,2,2,NYG 43,14,0,Marlon Mack up the middle for 3 yards (tackle by Tae Davis),2.730,2.920
2,6:38,1,10,NYG 40,14,0,Andrew Luck pass complete deep left to T.Y. Hilton for 25 yards,2.920,4.580
2,6:21,1,10,NYG 15,14,0,Marlon Mack left guard for 1 yard (tackle by Tae Davis and Dalvin Tomlinson),4.580,4.110
2,5:40,2,9,NYG 14,14,0,Andrew Luck pass complete short right to Dontrelle Inman for 6 yards (tackle by Grant Haley),4.110,4.450
2,4:56,3,3,NYG 8,14,0,Andrew Luck pass complete short right to Nyheim Hines for 7 yards (tackle by Tae Davis),4.450,6.970
2,4:12,1,1,NYG 1,14,6,"Nyheim Hines up the middle for 1 yard, touchdown",6.970,7.000
2,4:09,,,NYG 15,14,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,4:09,,,IND 35,14,7,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,4:09,1,10,NYG 25,14,7,Eli Manning pass complete short right to Rhett Ellison for 2 yards (tackle by George Odum),0.610,0.330
2,3:23,2,8,NYG 27,14,7,Eli Manning pass incomplete deep right intended for Corey Coleman,0.330,-0.360
2,3:18,3,8,NYG 27,14,7,Eli Manning pass complete short middle to Bennie Fowler for 26 yards (tackle by Kenny Moore),-0.360,2.460
2,2:41,1,10,IND 47,14,7,Sterling Shepard left end for -3 yards (tackle by Matthew Adams),2.460,1.510
2,2:00,2,13,NYG 50,14,7,Eli Manning pass complete short middle to Sterling Shepard for 20 yards (tackle by George Odum),1.510,3.580
2,1:30,1,10,IND 30,14,7,Saquon Barkley up the middle for -2 yards (tackle by Al-Quadin Muhammad and Denico Autry),3.580,2.760
2,1:23,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:23,2,12,IND 32,14,7,Eli Manning pass complete short middle to Saquon Barkley for 3 yards (tackle by Tyquan Lewis),2.760,2.480
2,1:19,,,,,,Timeout #2 by Indianapolis Colts,,
2,1:19,3,9,IND 29,14,7,Eli Manning pass complete short right to Evan Engram for 7 yards (tackle by Darius Leonard),2.480,2.120
2,1:15,,,,,,Timeout #3 by Indianapolis Colts,,
2,1:15,4,2,IND 22,17,7,Aldrick Rosas 40 yard field goal good,2.120,3.000
2,1:10,,,NYG 35,17,7,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,1:10,1,10,IND 25,17,7,Andrew Luck pass complete short middle to Eric Ebron for 11 yards (tackle by Michael Thomas),0.610,1.330
2,0:54,1,10,IND 36,17,7,Andrew Luck pass incomplete deep middle intended for Eric Ebron (defended by Sean Chandler),1.330,0.790
2,0:48,2,10,IND 36,17,7,Andrew Luck pass incomplete short right intended for Mo Alie-Cox,0.790,0.100
2,0:43,3,10,IND 36,17,7,Andrew Luck pass complete short middle to Zach Pascal for 15 yards (tackle by Sean Chandler),0.100,2.320
2,0:28,1,10,NYG 49,17,7,Andrew Luck spiked the ball,2.320,1.780
2,0:27,2,10,NYG 49,17,7,Andrew Luck pass incomplete short middle,1.780,1.090
2,0:23,3,10,NYG 49,17,7,Andrew Luck pass incomplete short left intended for Nyheim Hines,1.090,0.000
2,0:18,4,10,NYG 49,17,7,Rigoberto Sanchez punts 45 yards downed by Nate Hairston,0.000,0.380
2,0:07,1,10,NYG 4,17,7,Eli Manning kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,NYG,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,17,7,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,17,7,Saquon Barkley up the middle for 2 yards (tackle by Darius Leonard),0.610,0.330
3,14:27,2,8,NYG 27,17,7,Eli Manning pass complete short right to Elijhaa Penny for 5 yards (tackle by Darius Leonard),0.330,0.300
3,13:43,3,3,NYG 32,17,7,"Eli Manning pass incomplete short left intended for Sterling Shepard (defended by Margus Hunt). Penalty on Jabaal Sheard: Defensive Offside, 5 yards (no play)",0.300,1.400
3,13:38,1,10,NYG 37,17,7,Eli Manning pass complete short left to Sterling Shepard for 3 yards (tackle by Tyquan Lewis),1.400,1.260
3,12:56,2,7,NYG 40,17,7,Saquon Barkley left tackle for 3 yards (tackle by Darius Leonard),1.260,0.960
3,12:15,3,4,NYG 43,17,7,Eli Manning pass complete short right to Saquon Barkley for no gain (tackle by Kenny Moore). Penalty on Sterling Shepard: Illegal Block Above the Waist (Declined),0.960,-0.520
3,11:57,4,4,NYG 43,17,7,"Riley Dixon punts 42 yards, fair catch by Chester Rogers at IND-15",-0.520,0.220
3,11:49,1,10,IND 15,17,7,Marlon Mack left end for 2 yards (tackle by Michael Thomas and Olivier Vernon),-0.220,-0.440
3,11:14,2,8,IND 17,17,7,Andrew Luck pass complete short right to Chester Rogers for 11 yards (tackle by B.J. Goodson),-0.440,0.810
3,10:30,1,10,IND 28,17,7,Andrew Luck pass complete deep right to T.Y. Hilton for 55 yards (tackle by Curtis Riley),0.810,4.440
3,9:48,1,10,NYG 17,17,7,Andrew Luck pass complete short middle to Zach Pascal for 12 yards (tackle by B.W. Webb),4.440,6.060
3,9:09,1,5,NYG 5,17,7,Marlon Mack right tackle for 4 yards (tackle by B.W. Webb and Tae Davis),6.060,5.910
3,8:22,2,1,NYG 1,17,7,Marlon Mack up the middle for -1 yards (tackle by Dalvin Tomlinson and Michael Thomas),5.910,4.950
3,7:42,,,,,,Timeout #1 by New York Giants,,
3,7:42,3,2,NYG 2,17,13,"Andrew Luck pass complete short right to Dontrelle Inman for 2 yards, touchdown",4.950,7.000
3,7:38,,,NYG 15,17,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,7:38,,,IND 35,17,14,"Rigoberto Sanchez kicks off 66 yards, returned by Corey Coleman for no gain (tackle by Christopher Milton)",0.000,-0.220
3,7:33,1,10,NYG 15,17,14,Eli Manning pass complete short left to Scott Simonson for 5 yards (tackle by Zaire Franklin),-0.220,0.080
3,6:59,2,5,NYG 20,17,14,Eli Manning pass complete short right to Rhett Ellison for 16 yards (tackle by Zaire Franklin and George Odum),0.080,1.330
3,6:21,1,10,NYG 36,17,14,Eli Manning pass complete short left to Saquon Barkley for 18 yards (tackle by Kenny Moore and Malik Hooker),1.330,2.520
3,5:40,1,10,IND 46,17,14,Saquon Barkley left end for 3 yards (tackle by Hassan Ridgeway and Grover Stewart),2.520,2.380
3,5:12,2,7,IND 43,17,14,Saquon Barkley left end for 2 yards (tackle by George Odum and Quincy Wilson),2.380,1.950
3,4:42,3,5,IND 41,17,14,Eli Manning pass complete short left to Evan Engram for 8 yards,1.950,3.380
3,4:13,1,10,IND 33,17,14,Eli Manning pass complete deep middle to Evan Engram for 32 yards (tackle by Malik Hooker),3.380,6.970
3,3:46,1,1,IND 1,23,14,"Eli Manning left guard for 1 yard, touchdown",6.970,7.000
3,3:42,,,IND 15,24,14,Aldrick Rosas kicks extra point good,0.000,0.000
3,3:42,,,NYG 35,24,14,"Aldrick Rosas kicks off 63 yards, returned by Zach Pascal for no gain (tackle by Nathan Stupar and Lorenzo Carter)",0.000,0.670
3,3:37,1,10,IND 26,24,14,Marlon Mack left end for 2 yards (tackle by Tae Davis),0.670,0.400
3,3:00,2,8,IND 28,24,14,Andrew Luck pass incomplete deep right intended for Ryan Grant,0.400,-0.300
3,2:54,3,8,IND 28,24,14,Andrew Luck pass complete deep right to Dontrelle Inman for 29 yards (tackle by Sean Chandler),-0.300,2.720
3,2:08,1,10,NYG 43,24,14,Andrew Luck pass incomplete short right intended for Zach Pascal (defended by Michael Thomas),2.720,2.180
3,2:05,2,10,NYG 43,24,14,Andrew Luck pass complete deep right to Nyheim Hines for 28 yards (tackle by Tae Davis),2.180,4.580
3,1:23,1,10,NYG 15,24,14,"Andrew Luck sacked by Olivier Vernon for no gain. Andrew Luck fumbles (forced by Olivier Vernon), recovered by B.J. Hill at NYG-22 (tackle by Le'Raven Clark). Penalty on Janoris Jenkins: Defensive Holding, 5 yards (no play)",4.580,4.910
3,1:13,1,10,NYG 10,24,14,Andrew Luck pass complete short right to Zach Pascal for 7 yards (tackle by B.J. Goodson),4.910,5.530
3,0:36,2,3,NYG 3,24,20,"Marlon Mack left tackle for 3 yards, touchdown",5.530,7.000
3,0:32,,,NYG 15,24,21,Adam Vinatieri kicks extra point good,0.000,0.000
3,0:32,,,IND 35,24,21,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,0:32,1,10,NYG 25,24,21,Saquon Barkley left tackle for 4 yards (tackle by Ahmad Thomas and Malik Hooker),0.610,0.600
Quarter,Time,Down,ToGo,Location,NYG,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NYG 29,24,21,Saquon Barkley left end for 5 yards (tackle by Zaire Franklin),0.600,0.560
4,14:23,3,1,NYG 34,24,21,Eli Manning pass complete short left to Evan Engram for 27 yards (tackle by Matthew Adams),0.560,2.980
4,13:44,1,10,IND 39,24,21,Eli Manning pass incomplete short left intended for Saquon Barkley,2.980,2.440
4,13:39,2,10,IND 39,24,21,Evan Engram right end for 14 yards (tackle by Malik Hooker),2.440,3.910
4,12:56,1,10,IND 25,24,21,Saquon Barkley up the middle for 6 yards (tackle by Darius Leonard and George Odum),3.910,4.200
4,12:14,2,4,IND 19,24,21,Saquon Barkley right tackle for -4 yards (tackle by Matthew Adams and Al-Quadin Muhammad). Penalty on Scott Simonson: Offensive Holding (Declined),4.200,2.940
4,11:46,3,8,IND 23,24,21,Eli Manning pass complete short right to Evan Engram for 8 yards (tackle by Pierre Desir and Jabaal Sheard),2.940,4.580
4,11:03,1,10,IND 15,24,21,Wayne Gallman up the middle for 8 yards (tackle by Malik Hooker and George Odum),4.580,5.410
4,10:13,,,,,,Timeout #2 by New York Giants,,
4,10:13,2,2,IND 7,24,21,Saquon Barkley up the middle for -2 yards (tackle by Denico Autry),5.410,4.220
4,9:29,3,4,IND 9,24,21,Eli Manning pass incomplete short right,4.220,2.900
4,9:24,4,4,IND 9,27,21,Aldrick Rosas 27 yard field goal good,2.900,3.000
4,9:20,,,NYG 35,27,21,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
4,9:20,1,10,IND 25,27,21,Andrew Luck sacked by Tae Davis for -4 yards,0.610,-0.480
4,8:43,2,14,IND 21,27,21,Andrew Luck pass complete short middle to Chester Rogers for 15 yards (tackle by Michael Thomas),-0.480,1.330
4,8:01,1,10,IND 36,27,21,Andrew Luck pass complete short middle to Ryan Grant for 5 yards (tackle by Kareem Martin),1.330,1.470
4,7:24,2,5,IND 41,27,21,Andrew Luck pass incomplete short right intended for Zach Pascal (defended by B.W. Webb),1.470,0.760
4,7:19,3,5,IND 41,27,21,Andrew Luck pass complete short middle to T.Y. Hilton for 20 yards (tackle by Curtis Riley),0.760,2.980
4,6:53,1,10,NYG 39,27,21,Andrew Luck pass incomplete short middle intended for Dontrelle Inman,2.980,2.440
4,6:50,2,10,NYG 39,27,21,Andrew Luck pass incomplete deep right intended for Zach Pascal,2.440,1.750
4,6:45,3,10,NYG 39,27,21,Andrew Luck pass incomplete short left intended for T.Y. Hilton,1.750,0.660
4,6:41,4,10,NYG 39,27,21,Rigoberto Sanchez punts 35 yards downed by Christopher Milton,0.660,0.380
4,6:34,1,10,NYG 4,27,21,Saquon Barkley up the middle for 3 yards (tackle by Zaire Franklin and George Odum),-0.380,-0.560
4,5:52,2,7,NYG 7,27,21,"Penalty on Scott Simonson: False Start, 3 yards (no play)",-0.560,-0.780
4,5:43,2,10,NYG 4,27,21,"Eli Manning pass complete short right to Saquon Barkley for 9 yards (tackle by George Odum). Penalty on John Greco: Illegal Block Above the Waist, 2 yards (no play)",-0.780,-0.930
4,5:18,2,12,NYG 2,27,21,Saquon Barkley up the middle for -1 yards (tackle by Matthew Adams and George Odum),-0.930,-1.770
4,4:34,3,13,NYG 1,27,21,Saquon Barkley left tackle for 5 yards (tackle by Quincy Wilson and Mike Mitchell),-1.770,-2.490
4,3:53,4,8,NYG 6,27,21,"Riley Dixon punts 52 yards, returned by Chester Rogers for 5 yards (tackle by Zak DeOssie and Cody Latimer)",-2.490,-2.060
4,3:43,1,10,IND 47,27,21,Andrew Luck pass incomplete short right intended for Marlon Mack (defended by Lorenzo Carter),2.060,1.520
4,3:39,2,10,IND 47,27,21,Andrew Luck pass complete short left to T.Y. Hilton for 7 yards (tackle by Grant Haley and B.J. Goodson),1.520,1.750
4,3:11,3,3,NYG 46,27,21,"Andrew Luck pass incomplete short middle intended for Dontrelle Inman. Penalty on Tae Davis: Defensive Pass Interference, 2 yards (no play)",1.750,2.650
4,3:06,1,10,NYG 44,27,21,Andrew Luck left end for 14 yards (tackle by Curtis Riley),2.650,3.580
4,2:59,1,10,NYG 30,27,21,Andrew Luck pass complete short right to Chester Rogers for 3 yards (tackle by Grant Haley),3.580,3.440
4,2:28,2,7,NYG 27,27,21,Andrew Luck pass complete short left to Dontrelle Inman for 9 yards (tackle by Curtis Riley),3.440,4.370
4,2:00,1,10,NYG 18,27,21,Andrew Luck pass complete short right to Nyheim Hines for -2 yards (tackle by B.J. Goodson),4.370,3.560
4,1:38,2,12,NYG 20,27,21,Andrew Luck pass complete short right to T.Y. Hilton for 12 yards (tackle by Michael Thomas),3.560,5.370
4,1:03,1,8,NYG 8,27,21,"Andrew Luck pass incomplete short right intended for Dontrelle Inman. Penalty on B.W. Webb: Defensive Pass Interference, 7 yards (no play)",5.370,6.970
4,0:59,1,1,NYG 1,27,27,"Andrew Luck pass complete short left to Chester Rogers for 1 yard, touchdown",6.970,7.000
4,0:55,,,NYG 15,27,28,Adam Vinatieri kicks extra point good,0.000,0.000
4,0:55,,,IND 35,27,28,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,0:55,1,10,NYG 25,27,28,Eli Manning pass complete short right to Saquon Barkley for 6 yards (tackle by J.J. Wilcox and Mike Mitchell),0.610,0.870
4,0:35,2,4,NYG 31,27,28,Eli Manning pass complete short right to Evan Engram for 5 yards (tackle by J.J. Wilcox),0.870,1.330
4,0:31,1,10,NYG 36,27,28,Eli Manning pass deep middle intended for Bennie Fowler is intercepted by Malik Hooker at IND-35 and returned for 7 yards,1.330,-1.730
4,0:23,1,10,IND 42,27,28,Andrew Luck kneels for -1 yards,1.730,1.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
