Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tae Davis,NYG,0,7,5,71.4%,60,12.0,8.6,1,136.9,6.7,47,13,4,1,0,1.0,2,8,1,11.1%
B.W. Webb,NYG,0,8,5,62.5%,88,17.6,11.0,0,100.0,16.1,54,34,2,0,0,0.0,0,5,0,0.0%
Grant Haley,NYG,0,5,5,100.0%,24,4.8,4.8,1,126.2,1.0,5,19,3,0,0,0.0,0,4,0,0.0%
B.J. Goodson,NYG,0,4,4,100.0%,17,4.3,4.3,0,84.4,2.3,9,8,5,1,0,0.0,1,6,1,14.3%
Curtis Riley,NYG,1,5,3,60.0%,30,10.0,6.0,0,37.5,14.6,22,8,2,0,0,0.0,0,6,1,14.3%
Jackrabbit Jenkins,NYG,0,5,3,60.0%,36,12.0,7.2,0,82.1,8.0,25,11,0,0,0,0.0,0,2,1,33.3%
Michael Thomas,NYG,0,7,3,42.9%,46,15.3,6.6,0,65.2,10.4,34,12,1,0,0,0.0,0,7,1,12.5%
Sean Chandler,NYG,0,3,2,66.7%,44,22.0,14.7,0,109.7,23.3,41,3,1,0,1,0.0,1,2,0,0.0%
Kareem Martin,NYG,0,2,2,100.0%,15,7.5,7.5,0,97.9,1.0,2,13,1,0,0,0.0,0,1,1,50.0%
Ukeme Eligwe,NYG,0,1,1,100.0%,8,8.0,8.0,0,100.0,6.0,6,2,0,0,0,0.0,0,1,0,0.0%
Lorenzo Carter,NYG,0,0,0,,,,,,,,,,0,1,1,0.0,2,1,0,0.0%
Olivier Vernon,NYG,0,0,0,,,,,,,,,,3,0,2,0.0,2,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Shaquille Leonard,IND,0,6,6,100.0%,58,9.7,9.7,1,146.5,5.5,33,25,3,0,0,0.0,0,9,0,0.0%
Pierre Desir,IND,0,6,4,66.7%,79,19.8,13.2,0,109.7,13.5,49,30,0,0,0,0.0,0,4,1,20.0%
Matthew Adams,IND,0,4,3,75.0%,52,17.3,13.0,0,116.7,-0.3,1,51,3,1,0,0.0,1,5,4,44.4%
Kenny Moore,IND,0,4,3,75.0%,29,9.7,7.3,0,94.8,3.3,1,28,4,0,0,0.0,0,5,1,16.7%
Quincy Wilson,IND,0,2,2,100.0%,37,18.5,18.5,0,118.7,16.0,32,5,0,0,0,0.0,0,3,1,25.0%
George Odum,IND,0,2,2,100.0%,22,11.0,11.0,0,112.5,7.0,14,8,0,0,0,0.0,0,9,0,0.0%
Mike Mitchell,IND,0,2,2,100.0%,18,9.0,9.0,0,104.2,7.5,15,3,0,0,0,0.0,0,4,1,20.0%
Zaire Franklin,IND,0,2,2,100.0%,21,10.5,10.5,0,110.4,3.0,6,15,4,0,0,0.0,0,6,0,0.0%
Jabaal Sheard,IND,0,1,1,100.0%,8,8.0,8.0,0,100.0,3.0,3,5,0,0,0,0.0,0,3,0,0.0%
Nate Hairston,IND,0,1,1,100.0%,8,8.0,8.0,0,100.0,7.0,7,1,0,0,0,0.0,0,1,0,0.0%
J.J. Wilcox,IND,0,2,1,50.0%,5,5.0,2.5,0,56.2,2.0,5,0,2,0,0,0.0,0,2,0,0.0%
Margus Hunt,IND,0,0,0,,,,,,,,,,0,2,1,0.0,3,1,0,0.0%
Tyquan Lewis,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Ahmad Thomas,IND,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Kemoko Turay,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Malik Hooker,IND,1,1,0,0.0%,,,0.0,,0.0,29.0,,,0,0,0,0.0,0,6,0,0.0%
