Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
T.Y. Hilton,IND,3,3,72,0,3,10,3.3,62,20.7,3.3,0,,0,0.0,0,118.7
Nyheim Hines,IND,5,3,22,0,0,13,4.3,9,3.0,2.8,0,,0,0.0,0,70.4
Marcus Johnson,IND,4,2,31,0,2,26,13.0,5,2.5,23.3,0,,0,0.0,0,76.0
Mo Alie-Cox,IND,1,1,15,0,1,3,3.0,12,12.0,3.0,0,,0,0.0,0,118.7
Jack Doyle,IND,4,1,6,0,,6,6.0,0,0.0,6.0,0,,0,0.0,0,39.6
Dontrelle Inman,IND,3,1,6,0,,-1,-1.0,7,7.0,8.7,0,,1,33.3,0,42.4
Zach Pascal,IND,3,1,10,0,1,6,6.0,4,4.0,9.7,0,,0,0.0,0,43.7
Marlon Mack,IND,1,0,0,0,0,0,,0,,-2.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Dede Westbrook,JAX,8,7,72,1,5,45,6.4,27,3.9,5.8,0,,0,0.0,0,143.7
Ryquell Armstead,JAX,9,5,52,1,4,4,0.8,48,9.6,1.6,0,,2,22.2,1,69.9
DJ Chark,JAX,5,4,34,0,1,17,4.3,17,4.3,5.4,0,,1,20.0,0,95.0
Keelan Cole,JAX,4,3,67,1,2,62,20.7,5,1.7,15.0,0,,1,25.0,0,156.2
Chris Conley,JAX,6,3,38,0,2,29,9.7,9,3.0,12.0,0,,1,16.7,0,70.1
Devine Ozigbo,JAX,5,3,23,0,1,3,1.0,20,6.7,1.2,0,,1,20.0,0,71.2
Seth Devalve,JAX,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
Charles Jones,JAX,1,1,5,0,,3,3.0,2,2.0,3.0,0,,0,0.0,0,87.5
