Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Micah Knorr kicks off 70 yards, returned by Andre King for 30 yards (tackle by Sam Brandon)",0.000,0.940
1,14:56,1,10,CLE 30,0,0,Jamel White up the middle for 2 yards (tackle by Al Wilson),0.940,0.660
1,14:25,2,8,CLE 32,0,0,Jamel White left tackle for 6 yards (tackle by Donnie Spragan),0.660,0.760
1,13:45,3,2,CLE 38,0,0,Tim Couch pass incomplete intended for Quincy Morgan (defended by Lenny Walls),0.760,-0.850
1,13:41,4,2,CLE 38,0,0,Brant Boyer pass incomplete intended for Michael Jameson,-0.850,-3.050
1,13:35,1,10,CLE 38,0,0,Clinton Portis right tackle for 8 yards (tackle by Andra Davis),3.050,3.590
1,12:53,2,2,CLE 30,0,0,Clinton Portis left tackle for 3 yards (tackle by Tyrone Rogers),3.590,3.780
1,12:07,1,10,CLE 27,0,0,Jake Plummer pass incomplete intended for Rod Smith,3.780,3.230
1,12:03,2,10,CLE 27,0,0,Jake Plummer pass complete to Shannon Sharpe for 16 yards (tackle by Andra Davis),3.230,4.840
1,11:21,1,10,CLE 11,0,0,"Clinton Portis up the middle for 4 yards (tackle by Andra Davis). Penalty on Kenard Lang: Face Mask (15 Yards), 4 yards",4.840,6.510
1,10:56,1,3,CLE 3,0,0,Clinton Portis up the middle for no gain (tackle by Brant Boyer and Kevin Bentley),6.510,5.530
1,10:15,2,3,CLE 3,0,0,"Jake Plummer pass incomplete intended for Reuben Droughns (defended by Michael Lehan). Penalty on Orpheus Roye: Roughing the Passer, 2 yards (no play)",5.530,6.970
1,10:10,1,1,CLE 1,0,6,"Clinton Portis left guard for 1 yard, touchdown",6.970,7.000
1,,,,CLE 2,0,7,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,0,7,"Micah Knorr kicks off 69 yards, returned by Andre King for 27 yards (tackle by Johnny Rutledge)",0.000,0.810
1,10:01,1,10,CLE 28,0,7,Jamel White left guard for 12 yards (tackle by Kenoy Kennedy),0.810,1.600
1,9:28,1,10,CLE 40,0,7,Tim Couch pass complete to Dennis Northcutt for 44 yards (tackle by Lenny Walls),1.600,4.510
1,9:06,1,10,DEN 16,0,7,Jamel White right tackle for 1 yard (tackle by Lenny Walls),4.510,4.050
1,8:25,2,9,DEN 15,0,7,"Penalty on Frisman Jackson: False Start, 5 yards (no play)",4.050,3.420
1,8:02,2,14,DEN 20,0,7,Dennis Northcutt pass incomplete intended for Andra Davis,3.420,2.740
1,7:54,3,14,DEN 20,0,7,Tim Couch pass incomplete intended for Dennis Northcutt (defended by Jimmy Spencer),2.740,2.120
1,7:50,4,14,DEN 20,0,7,Brett Conway 38 yard field goal no good,2.120,-0.810
1,7:45,1,10,DEN 28,0,7,Clinton Portis left end for 4 yards (tackle by Roosevelt Williams),0.810,0.800
1,7:05,2,6,DEN 32,0,7,Clinton Portis right tackle for 7 yards (tackle by Gerard Warren),0.800,1.530
1,6:23,1,10,DEN 39,0,7,"Jake Plummer pass incomplete intended for Clinton Portis. Jake Plummer fumbles, recovered by Jake Plummer at DEN-39",1.530,0.990
1,6:14,2,10,DEN 39,0,7,Jake Plummer pass complete to Ed McCaffrey for 9 yards (tackle by Michael Jameson),0.990,1.490
1,5:27,3,1,DEN 48,0,7,Clinton Portis up the middle for 2 yards (tackle by Andra Davis),1.490,2.260
1,4:47,1,10,DEN 50,0,7,"Clinton Portis right end for 6 yards (tackle by Kevin Bentley). Penalty on Kenard Lang: Defensive Offside, 5 yards (no play)",2.260,2.990
1,4:19,1,5,CLE 45,0,7,"Jake Plummer pass complete to Shannon Sharpe for 5 yards (tackle by Kevin Bentley). Penalty on Ephraim Salaam: Unnecessary Roughness, 15 yards",2.990,1.930
1,3:48,1,15,DEN 45,0,7,Jake Plummer pass complete to Rod Smith for 18 yards (tackle by Roosevelt Williams),1.930,3.120
1,3:01,1,10,CLE 37,0,7,Clinton Portis up the middle for no gain (tackle by Andra Davis and Kevin Bentley),3.120,2.570
1,2:19,2,10,CLE 37,0,7,Jake Plummer pass complete to Shannon Sharpe for 9 yards (tackle by Roosevelt Williams),2.570,3.070
1,2:06,3,1,CLE 28,0,7,"Penalty on Dwayne Carswell: False Start, 5 yards (no play)",3.070,2.410
1,1:42,3,6,CLE 33,0,7,Jake Plummer pass incomplete intended for Reuben Droughns,2.410,1.160
1,1:38,4,6,CLE 33,0,10,Jason Elam 51 yard field goal good,1.160,3.000
1,,,,DEN 30,0,10,"Micah Knorr kicks off 70 yards, touchback",0.000,0.280
1,1:33,1,10,CLE 20,0,10,Lee Suggs right end for 17 yards (tackle by Nick Ferguson),0.280,1.400
1,1:07,1,10,CLE 37,0,10,Lee Suggs right tackle for 3 yards (tackle by Jashon Sykes),1.400,1.260
1,0:31,2,7,CLE 40,0,10,Lee Suggs right guard for 6 yards (tackle by Al Wilson),1.260,1.360
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,CLE 46,0,10,Jamel White up the middle for -1 yards (tackle by Al Wilson and Donnie Spragan),1.360,-0.390
2,14:20,4,2,CLE 45,0,10,"Chris Gardocki punts 55 yards, touchback",-0.390,-0.280
2,14:06,1,10,DEN 20,0,10,Jake Plummer pass complete to Clinton Portis for 6 yards (tackle by Roosevelt Williams),0.280,0.540
2,13:24,2,4,DEN 26,0,10,Clinton Portis right tackle for 3 yards (tackle by Andra Davis and Kenard Lang),0.540,0.230
2,12:39,3,1,DEN 29,0,10,Clinton Portis left tackle for 5 yards (tackle by Earl Little and Andra Davis),0.230,1.200
2,11:55,1,10,DEN 34,0,10,Clinton Portis right tackle for -4 yards (tackle by Tyrone Rogers),1.200,0.120
2,11:11,2,14,DEN 30,0,10,Jake Plummer pass complete to Shannon Sharpe for 13 yards (tackle by Andra Davis),0.120,1.160
2,10:30,3,1,DEN 43,0,10,Mike Anderson up the middle for 3 yards (tackle by Robert Griffith),1.160,1.990
2,9:51,1,10,DEN 46,0,10,Jake Plummer pass incomplete intended for Rod Smith (defended by Roosevelt Williams),1.990,1.450
2,9:42,2,10,DEN 46,0,10,"Clinton Portis left end for 2 yards (tackle by Robert Griffith). Penalty on Shannon Sharpe: Offensive Holding, 10 yards",1.450,0.370
2,9:13,2,18,DEN 38,0,10,Jake Plummer pass complete to Mike Anderson for 7 yards (tackle by Andra Davis),0.370,0.630
2,8:26,3,11,DEN 45,0,10,Jake Plummer sacked by Gerard Warren for -5 yards,0.630,-0.720
2,7:53,4,16,DEN 40,0,10,"Micah Knorr punts 40 yards, returned by Dennis Northcutt for 9 yards (tackle by Scott Turner). Penalty on Nick Ferguson: Unnecessary Roughness, 15 yards",-0.720,-1.860
2,7:44,1,10,CLE 44,0,10,Tim Couch pass complete to Dennis Northcutt for 27 yards (tackle by Kelly Herndon),1.860,3.640
2,7:20,1,10,DEN 29,0,10,Jamel White right end for 6 yards (tackle by Jashon Sykes),3.640,3.910
2,6:52,2,4,DEN 23,0,10,Jamel White up the middle for 2 yards (tackle by Nick Ferguson),3.910,3.470
2,6:12,3,2,DEN 21,0,10,Tim Couch pass incomplete,3.470,2.180
2,6:05,4,2,DEN 21,3,10,Brett Conway 39 yard field goal good,2.180,3.000
2,,,,CLE 30,3,10,"Brett Conway kicks off 70 yards, touchback",0.000,0.280
2,6:00,1,10,DEN 20,3,10,Jake Plummer pass complete to Shannon Sharpe for 15 yards (tackle by Robert Griffith),0.280,1.270
2,5:31,1,10,DEN 35,3,10,Clinton Portis right tackle for 8 yards (tackle by Earl Little),1.270,1.800
2,4:51,2,2,DEN 43,3,10,Clinton Portis left guard for -1 yards (tackle by Kenard Lang),1.800,0.960
2,4:06,3,3,DEN 42,3,10,Jake Plummer pass complete to Ashley Lelie for 13 yards (tackle by Earl Little),0.960,2.590
2,3:27,1,10,CLE 45,3,10,Jake Plummer pass incomplete intended for Clinton Portis,2.590,2.040
2,3:22,,,,3,10,Timeout #1 by Denver Broncos,0.000,2.040
2,3:22,2,10,CLE 45,3,10,Jake Plummer pass incomplete intended for Ashley Lelie,2.040,1.360
2,3:16,3,10,CLE 45,3,10,Jake Plummer pass incomplete intended for Shannon Sharpe,1.360,0.270
2,3:11,4,10,CLE 45,3,10,"Micah Knorr punts 33 yards, fair catch by Dennis Northcutt",0.270,0.320
2,3:03,1,10,CLE 13,3,10,Jamel White up the middle for 1 yard (tackle by Darius Holland and Bertrand Berry),-0.320,-0.680
2,2:29,2,9,CLE 14,3,10,Tim Couch pass complete to Quincy Morgan for 12 yards (tackle by Jimmy Spencer),-0.680,0.670
2,2:00,1,10,CLE 26,3,10,Tim Couch pass incomplete intended for Jamel White,0.670,0.130
2,1:55,2,10,CLE 26,3,10,Jamel White right end for no gain (tackle by Kenoy Kennedy),0.130,-0.560
2,1:48,,,,3,10,Timeout #2 by Denver Broncos,0.000,-0.560
2,1:48,3,10,CLE 26,3,10,Tim Couch pass complete to Dennis Northcutt for 44 yards,-0.560,3.580
2,1:38,1,10,DEN 30,3,10,Tim Couch pass complete to Darnell Sanders for 8 yards (tackle by Jashon Sykes),3.580,4.110
2,1:02,2,2,DEN 22,3,10,"Tim Couch pass incomplete intended for Quincy Morgan (defended by Lenny Walls). Penalty on Lenny Walls: Defensive Pass Interference, 21 yards (no play)",4.110,6.970
2,0:56,1,1,DEN 1,3,10,Jamel White right guard for no gain (tackle by Mario Fatafehi),6.970,5.910
2,0:44,,,,3,10,Timeout #3 by Denver Broncos,0.000,5.910
2,0:44,2,1,DEN 1,3,10,Tim Couch sacked by Kenoy Kennedy for 0 yards,5.910,5.170
2,0:31,,,,3,10,Timeout #1 by Cleveland Browns,0.000,5.170
2,0:31,3,1,DEN 1,3,10,Jamel White up the middle for no gain (tackle by Jashon Sykes and Darius Holland),5.170,3.550
2,0:06,,,,3,10,Timeout #2 by Cleveland Browns,0.000,3.550
2,0:06,4,1,DEN 1,3,10,Jamel White right guard for -3 yards (tackle by Nick Ferguson). Penalty on Darius Holland: Defensive Offside (no play),3.550,3.550
2,0:01,4,1,DEN 1,9,10,"Tim Couch pass complete to Keith Heinrich for 1 yard, touchdown. Penalty on Al Wilson: Unsportsmanlike Conduct",3.550,7.000
2,,,,DEN 2,10,10,Brett Conway kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,10,10,"Brett Conway kicks off 64 yards, returned by Deltha O'Neal for 24 yards (tackle by Michael Jameson)",0.000,0.940
3,14:55,1,10,DEN 30,10,10,Jake Plummer sacked by Kenard Lang for -5 yards,0.940,-0.280
3,14:23,2,15,DEN 25,10,10,Clinton Portis left end for 3 yards (tackle by Brant Boyer),-0.280,-0.560
3,13:41,3,12,DEN 28,10,10,Jake Plummer pass complete to Shannon Sharpe for 16 yards (tackle by Michael Jameson),-0.560,1.860
3,12:58,1,10,DEN 44,10,10,Clinton Portis right tackle for 3 yards (tackle by Kevin Bentley),1.860,1.720
3,12:13,2,7,DEN 47,10,10,Jake Plummer pass complete to Rod Smith for 7 yards (tackle by Michael Lehan),1.720,2.520
3,11:26,1,10,CLE 46,10,10,Jake Plummer pass incomplete intended for Rod Smith,2.520,1.980
3,11:21,2,10,CLE 46,10,10,Clinton Portis left tackle for 5 yards (tackle by Andra Davis and Kenard Lang),1.980,1.950
3,10:38,3,5,CLE 41,10,10,Jake Plummer pass complete to Ed McCaffrey for 17 yards (tackle by Anthony Henry),1.950,3.970
3,9:54,1,10,CLE 24,10,10,Clinton Portis right tackle for -1 yards (tackle by Brant Boyer),3.970,3.300
3,9:12,2,11,CLE 25,10,10,Clinton Portis up the middle for 4 yards (tackle by Andra Davis and Brant Boyer),3.300,3.140
3,8:31,3,7,CLE 21,10,10,Jake Plummer pass incomplete intended for Shannon Sharpe is intercepted by Robert Griffith at CLE-0,3.140,-0.280
3,8:25,1,10,CLE 20,10,10,Jamel White up the middle for 3 yards (tackle by Bertrand Berry),0.280,0.140
3,7:53,2,7,CLE 23,10,10,Tim Couch for 17 yards,0.140,1.600
3,7:22,1,10,CLE 40,10,10,Jamel White left end for 1 yard (tackle by Al Wilson),1.600,1.190
3,6:37,2,9,CLE 41,10,10,Jamel White right tackle for 4 yards (tackle by Mario Fatafehi),1.190,1.030
3,5:52,3,5,CLE 45,10,10,Tim Couch pass incomplete intended for Dennis Northcutt (defended by Reggie Hayward),1.030,-0.390
3,5:48,4,5,CLE 45,10,10,"Chris Gardocki punts 55 yards, touchback. Penalty on Johnny Rutledge: Offensive Holding, 10 yards",-0.390,0.380
3,5:36,1,10,DEN 10,10,10,Clinton Portis right guard for 3 yards (tackle by Orpheus Roye),-0.380,-0.560
3,5:03,2,7,DEN 13,10,10,Clinton Portis up the middle for 8 yards (tackle by Earl Little),-0.560,0.340
3,4:26,1,10,DEN 21,10,10,Clinton Portis right tackle for 2 yards (tackle by Brant Boyer),0.340,0.070
3,3:45,2,8,DEN 23,10,10,Jake Plummer pass complete to Patrick Hape for 9 yards (tackle by Mark Word),0.070,1.070
3,2:58,1,10,DEN 32,10,10,Jake Plummer pass complete to Patrick Hape for 12 yards (tackle by Orpheus Roye),1.070,1.860
3,2:10,1,10,DEN 44,10,10,Clinton Portis up the middle for 4 yards (tackle by Robert Griffith),1.860,1.860
3,1:30,2,6,DEN 48,10,10,Jake Plummer pass incomplete intended for Rod Smith,1.860,1.160
3,1:26,3,6,DEN 48,10,10,Jake Plummer sacked by Gerard Warren for -7 yards,1.160,-0.650
3,0:46,4,13,DEN 41,10,10,"Micah Knorr punts 49 yards, returned by Dennis Northcutt for 2 yards (tackle by Jashon Sykes)",-0.650,0.350
3,0:30,1,10,CLE 12,10,10,Lee Suggs right tackle for 3 yards (tackle by Jashon Sykes and Kenoy Kennedy),-0.350,-0.500
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CLE 15,10,10,Lee Suggs left tackle for 1 yard (tackle by Darius Holland and Dorsett Davis),-0.500,-0.950
4,14:22,3,6,CLE 16,10,10,Tim Couch pass incomplete intended for Jamel White (defended by Al Wilson),-0.950,-2.390
4,14:16,4,6,CLE 16,10,10,Chris Gardocki punts 56 yards (tackle by Andra Davis),-2.390,-2.520
4,14:03,1,10,CLE 46,10,10,"Jake Plummer pass incomplete intended for Clinton Portis (defended by Brant Boyer). Penalty on Brant Boyer: Defensive Pass Interference, 1 yards (no play)",2.520,2.590
4,13:58,,,,10,10,Timeout #1 by Denver Broncos,0.000,2.590
4,13:58,1,10,CLE 45,10,10,"Penalty on Shannon Sharpe: False Start, 5 yards (no play)",2.590,2.260
4,13:58,1,15,DEN 50,10,10,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Roosevelt Williams),2.260,2.580
4,13:20,2,6,CLE 41,10,10,Jake Plummer pass complete to Rod Smith for 7 yards (tackle by Roosevelt Williams),2.580,3.310
4,12:39,1,10,CLE 34,10,10,Clinton Portis right tackle for 4 yards (tackle by Brant Boyer),3.310,3.310
4,11:59,2,6,CLE 30,10,10,Jake Plummer pass complete to Shannon Sharpe for 11 yards (tackle by Robert Griffith),3.310,4.310
4,11:27,1,10,CLE 19,10,10,Clinton Portis left guard for 6 yards (tackle by Kevin Bentley),4.310,4.720
4,10:47,2,4,CLE 13,10,16,"Clinton Portis left guard for 13 yards, touchdown",4.720,7.000
4,,,,CLE 2,10,17,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,10,17,"Micah Knorr kicks off 67 yards, returned by Andre King for 21 yards (tackle by Keith Burns)",0.000,0.540
4,10:38,1,10,CLE 24,10,17,Tim Couch pass incomplete intended for Dennis Northcutt is intercepted by Lenny Walls at DEN-18,0.540,-0.040
,,,,,,,"CLE challenged the ruling, and the play was upheld.",,
4,10:27,1,10,DEN 18,10,17,Clinton Portis right tackle for 4 yards (tackle by Andra Davis),0.040,0.140
4,9:47,2,6,DEN 22,10,17,Clinton Portis right guard for 4 yards (tackle by Kevin Bentley),0.140,-0.140
4,9:01,3,2,DEN 26,10,17,Jake Plummer pass incomplete intended for Shannon Sharpe,-0.140,-1.630
4,8:56,4,2,DEN 26,10,17,"Micah Knorr punts 46 yards, returned by Dennis Northcutt for 38 yards (tackle by Micah Knorr)",-1.630,-3.310
4,8:41,1,10,DEN 34,10,17,Jamel White up the middle for -1 yards (tackle by Donnie Spragan),3.310,2.640
4,8:01,2,11,DEN 35,10,17,Tim Couch pass incomplete intended for Jamel White (defended by Reggie Hayward),2.640,1.950
4,7:55,3,11,DEN 35,16,17,"Tim Couch pass complete to Andra Davis for 35 yards, touchdown",1.950,7.000
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
4,,,,DEN 2,17,17,Brett Conway kicks extra point good,0.000,0.000
4,,,,CLE 30,17,17,"Brett Conway kicks off 70 yards, touchback",0.000,0.280
4,7:48,1,10,DEN 20,17,17,"Clinton Portis right guard for 5 yards (tackle by Brant Boyer). Penalty on Ben Hamilton: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,7:27,1,20,DEN 10,17,17,Clinton Portis right end for 6 yards (tackle by Kenard Lang),-0.760,-0.940
4,6:43,2,14,DEN 16,17,17,Jake Plummer pass complete to Shannon Sharpe for 12 yards (tackle by Orpheus Roye),-0.940,0.100
4,5:59,3,2,DEN 28,17,17,Clinton Portis left tackle for 8 yards (tackle by Michael Jameson),0.100,1.330
4,5:17,1,10,DEN 36,17,17,Clinton Portis left guard for -2 yards (tackle by Gerard Warren),1.330,0.520
4,4:37,2,12,DEN 34,17,17,Jake Plummer pass incomplete intended for Dwayne Carswell (defended by Kevin Bentley),0.520,-0.160
4,4:32,3,12,DEN 34,17,17,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Robert Griffith),-0.160,-1.110
4,4:26,4,12,DEN 34,17,17,"Micah Knorr punts 40 yards, returned by Dennis Northcutt for 2 yards (tackle by Keith Burns)",-1.110,-0.810
4,4:15,1,10,CLE 28,17,17,Jamel White right end for 3 yards (tackle by Jashon Sykes and Kenoy Kennedy),0.810,0.670
4,3:33,2,7,CLE 31,17,17,Jamel White right tackle for 10 yards (tackle by Al Wilson),0.670,1.660
4,2:55,1,10,CLE 41,17,17,"Tim Couch pass incomplete. Penalty on Jamel White: Offensive Holding, 10 yards (no play)",1.660,1.000
4,2:47,1,20,CLE 31,17,17,Jamel White right end for 7 yards (tackle by Donnie Spragan),1.000,0.720
4,2:40,2,13,CLE 38,17,17,"Tim Couch pass incomplete intended for Quincy Morgan (defended by Lenny Walls). Penalty on Lenny Walls: Defensive Pass Interference, 33 yards (no play)",0.720,3.640
4,2:33,1,10,DEN 29,17,17,"Penalty on Chad Mustard: False Start, 5 yards (no play)",3.640,3.310
4,2:33,1,15,DEN 34,17,17,Jamel White right tackle for 2 yards (tackle by Donnie Spragan and Mario Fatafehi),3.310,2.700
4,2:23,,,,17,17,Timeout #3 by Denver Broncos,0.000,2.700
4,2:23,2,13,DEN 32,17,17,Tim Couch pass complete to Frisman Jackson for 10 yards (tackle by Donnie Spragan),2.700,3.340
4,2:00,3,3,DEN 22,17,17,Tim Couch sacked by Bertrand Berry for -8 yards,3.340,1.410
4,1:16,,,,17,17,Timeout #2 by Cleveland Browns,0.000,1.410
4,1:16,4,11,DEN 30,20,17,Brett Conway 48 yard field goal good,1.410,3.000
4,,,,CLE 30,20,17,"Brett Conway kicks off 66 yards, returned by Deltha O'Neal for 21 yards (tackle by Leigh Bodden)",0.000,0.610
4,1:04,1,10,DEN 25,20,17,Jake Plummer pass complete to Ashley Lelie for 7 yards (tackle by Michael Lehan),0.610,1.010
4,0:43,2,3,DEN 32,20,17,Jake Plummer pass complete to Ashley Lelie for 5 yards,1.010,1.400
4,0:37,1,10,DEN 37,20,17,Jake Plummer pass complete to Ashley Lelie for 46 yards (tackle by Michael Lehan),1.400,4.440
4,0:12,1,10,CLE 17,20,17,Jake Plummer spiked the ball,4.440,3.850
4,0:11,2,10,CLE 17,20,20,Jason Elam 36 yard field goal good,3.850,3.000
4,,,,DEN 30,20,20,"Micah Knorr kicks off 34 yards, returned by Jamel White for 2 yards",0.000,1.470
4,0:05,1,10,CLE 38,20,20,Frisman Jackson pass incomplete (defended by Sam Brandon),1.470,0.940
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
,,,,,,,"Browns won the coin toss, Browns to receive the overtime kickoff.",,
OT,15:00,1,10,DEN 30,20,20,"Micah Knorr kicks off 70 yards, touchback",0.940,0.280
OT,15:00,1,10,CLE 20,20,20,Tim Couch pass incomplete intended for Jamel White (defended by Al Wilson),0.280,-0.270
OT,14:55,2,10,CLE 20,20,20,Jamel White up the middle for -3 yards (tackle by Reggie Hayward),-0.270,-1.510
OT,14:18,3,13,CLE 17,20,20,Tim Couch pass incomplete intended for Jamel White,-1.510,-2.320
OT,14:12,4,13,CLE 17,20,20,"Chris Gardocki punts 42 yards, returned by Deltha O'Neal for 6 yards (tackle by Ben Taylor)",-2.320,-2.060
OT,14:00,1,10,DEN 47,20,20,Jake Plummer left end for 23 yards (tackle by Roosevelt Williams),2.060,3.580
OT,13:15,1,10,CLE 30,20,20,Clinton Portis right tackle for 7 yards (tackle by Earl Little),3.580,3.980
OT,12:34,2,3,CLE 23,20,20,Clinton Portis right tackle for 3 yards (tackle by Kenard Lang),3.980,4.240
OT,12:07,1,10,CLE 20,20,20,Clinton Portis left tackle for -3 yards (tackle by Michael Myers),4.240,3.290
OT,11:24,2,13,CLE 23,20,20,Clinton Portis left end for 7 yards (tackle by Kevin Bentley),3.290,3.520
OT,11:02,2,13,CLE 23,20,20,Timeout #1 by Denver Broncos,3.290,3.520
OT,11:02,3,6,CLE 16,20,20,Clinton Portis left tackle for 6 yards (tackle by Kevin Bentley),3.520,4.910
OT,10:14,1,10,CLE 10,20,20,Clinton Portis left guard for 3 yards (tackle by Tyrone Rogers),4.910,4.760
OT,9:56,2,7,CLE 7,20,23,Jason Elam 25 yard field goal good,4.760,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
