Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
1,8:36,2,3,JAX 17,0,0,Fred Taylor middle for 2 yards (tackle by Gary Walker),-0.090,-0.370
1,7:56,3,1,JAX 19,0,0,Stacey Mack middle for 5 yards (tackle by Keith Mitchell),-0.370,0.540
1,7:14,1,10,JAX 24,0,0,Mark Brunell pass complete to Pete Mitchell for 12 yards (tackle by Jay Foreman),0.540,1.330
1,6:38,1,10,JAX 36,0,0,Fred Taylor middle for 3 yards (tackle by Jay Foreman and Keith Mitchell),1.330,1.200
1,5:58,2,7,JAX 39,0,0,Fred Taylor left tackle for no gain (tackle by Gary Walker),1.200,0.500
1,5:15,3,7,JAX 39,0,0,Mark Brunell sacked by Jason Simmons for -10 yards,0.500,-1.440
1,4:57,4,17,JAX 29,0,0,"Chris Hanson punts 34 yards, returned by Jermaine Lewis for 4 yards (tackle by Eric Westmoreland)",-1.440,-1.660
1,4:45,1,10,HOU 41,0,0,Jonathan Wells left tackle for 2 yards (tackle by T.J. Slaughter),1.660,1.390
1,4:10,2,8,HOU 43,0,0,David Carr sacked by Wali Rainer for -7 yards,1.390,-0.230
1,3:34,3,15,HOU 36,0,0,"David Carr for no gain. David Carr fumbles, recovered by David Carr at HOU-35",-0.230,-1.040
1,3:04,4,16,HOU 35,0,0,"Chad Stanley punts 47 yards, returned by Bobby Shaw for 46 yards (tackle by Chad Stanley)",-1.040,-3.180
1,2:48,1,10,HOU 36,0,0,Mark Brunell for 4 yards (tackle by Jamie Sharper),3.180,3.180
1,2:21,2,6,HOU 32,0,0,Fred Taylor middle for no gain (tackle by Corey Sears),3.180,2.480
1,1:37,3,6,HOU 32,0,0,Mark Brunell pass incomplete intended for Jimmy Smith,2.480,1.250
1,1:31,4,6,HOU 32,0,0,Tim Seder 50 yard field goal no good,1.250,-1.600
1,1:26,1,10,HOU 40,0,0,"David Carr pass complete to Corey Bradford for 16 yards (tackle by Fernando Bryant). Penalty on Marcus Stroud: Unnecessary Roughness, 15 yards",1.600,3.640
1,1:01,1,10,JAX 29,0,0,Jonathan Wells right end for no gain (tackle by Wali Rainer),3.640,3.100
1,0:24,2,10,JAX 29,0,0,Jonathan Wells middle for 3 yards (tackle by Danny Clark),3.100,2.810
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,JAX 26,0,0,David Carr pass incomplete intended for Corey Bradford,2.810,1.740
2,14:55,4,7,JAX 26,0,0,Kris Brown 45 yard field goal no good,1.740,-1.270
2,14:50,1,10,JAX 35,0,0,Mark Brunell pass incomplete intended for Kyle Brady (defended by Jamie Sharper),1.270,0.720
2,14:45,2,10,JAX 35,0,0,Fred Taylor right end for 5 yards (tackle by Keith Mitchell),0.720,0.700
2,14:01,3,5,JAX 40,0,0,Stacey Mack left end for 21 yards (tackle by Marcus Coleman),0.700,2.980
2,13:37,1,10,HOU 39,0,0,Fred Taylor left end for 12 yards (tackle by Matt Stevens),2.980,3.780
2,12:57,1,10,HOU 27,0,0,Fred Taylor middle for 2 yards (tackle by Jamie Sharper),3.780,3.500
2,12:16,2,8,HOU 25,0,0,Mark Brunell pass incomplete intended for Patrick Washington,3.500,2.810
2,12:11,3,8,HOU 25,0,6,"Mark Brunell pass complete to Jimmy Smith for 25 yards, touchdown",2.810,7.000
2,12:11,,,HOU 25,0,7,Tim Seder kicks extra point good,0.000,0.000
2,12:11,,,JAX 30,0,7,"Tim Seder kicks off 58 yards, returned by Jermaine Lewis for 22 yards (tackle by Javor Mills)",0.000,1.200
2,11:57,1,10,HOU 34,0,7,Jonathan Wells middle for -1 yards (tackle by Marcus Stroud),1.200,0.520
2,11:16,2,11,HOU 33,0,7,David Carr pass incomplete intended for Jonathan Wells,0.520,-0.160
2,11:11,3,11,HOU 33,0,7,David Carr pass incomplete intended for JaJuan Dawson,-0.160,-1.180
2,11:06,4,11,HOU 33,0,7,"Chad Stanley punts 51 yards, fair catch by Bobby Shaw",-1.180,0.140
2,10:59,1,10,JAX 16,0,7,Fred Taylor right tackle for 3 yards (tackle by Jay Foreman),-0.140,-0.180
2,10:20,2,7,JAX 19,0,7,"Mark Brunell pass incomplete intended for Bobby Shaw. Penalty on Mark Brunell: Intentional Grounding, 10 yards",-0.180,-2.240
2,10:14,3,17,JAX 9,0,7,Mark Brunell pass incomplete intended for Jimmy Smith,-2.240,-2.490
2,10:07,4,17,JAX 9,0,7,"Chris Hanson punts 37 yards, returned by Jermaine Lewis for no gain",-2.490,-2.520
2,9:59,1,10,JAX 46,0,7,David Carr pass complete to Jabar Gaffney for 27 yards (tackle by Jason Craft),2.520,4.310
2,9:38,1,10,JAX 19,0,7,"David Carr sacked by Marlon McCree for 0 yards. Penalty on Marlon McCree: Unnecessary Roughness, 10 yards",4.310,5.140
2,9:15,1,9,JAX 9,0,7,"Penalty on Ryan Schau: False Start, 5 yards (no play)",5.140,4.440
2,8:49,1,14,JAX 14,0,7,David Carr pass complete to Jabari Holloway for 11 yards (tackle by Fernando Bryant),4.440,5.530
2,8:06,2,3,JAX 3,6,7,"Jonathan Wells left end for 3 yards, touchdown",5.530,7.000
2,8:06,,,JAX 3,7,7,Kris Brown kicks extra point good,0.000,0.000
2,8:06,,,HOU 30,7,7,"Kris Brown kicks off 63 yards, returned by Elvis Joseph for 25 yards (tackle by Ramon Walker)",0.000,1.070
2,7:55,1,10,JAX 32,7,7,Mark Brunell pass complete to Jimmy Smith for 23 yards (tackle by Matt Stevens),1.070,2.590
2,7:23,1,10,HOU 45,7,7,Fred Taylor right tackle for no gain (tackle by Seth Payne),2.590,2.040
2,6:42,2,10,HOU 45,7,7,"Mark Brunell pass incomplete intended for Jimmy Smith. Penalty on Marcus Coleman: Illegal Use of Hands, 5 yards (no play)",2.040,2.920
2,6:36,1,10,HOU 40,7,7,Mark Brunell pass incomplete intended for Jimmy Smith,2.920,2.370
2,6:31,2,10,HOU 40,7,7,Mark Brunell pass incomplete intended for Jimmy Smith,2.370,1.680
2,6:28,3,10,HOU 40,7,7,Mark Brunell sacked by Jeff Posey for -8 yards,1.680,0.070
2,6:06,4,18,HOU 48,7,7,Chris Hanson punts 45 yards,0.070,0.380
2,6:00,1,10,HOU 3,7,7,Jonathan Wells middle for 3 yards (tackle by Paul Spicer),-0.380,-0.560
2,5:26,2,7,HOU 6,7,7,David Carr pass incomplete intended for Billy Miller (defended by Donovin Darius),-0.560,-1.070
2,5:20,3,7,HOU 6,7,7,David Carr pass incomplete intended for Corey Bradford,-1.070,-2.490
2,5:14,4,7,HOU 6,7,9,"Chad Stanley punts, blocked by Eric Westmoreland, safety",-2.490,-2.000
2,5:14,4,7,HOU 6,7,9,--,-2.490,0.000
2,5:14,,,HOU 20,7,9,"Chad Stanley kicks off 53 yards, returned by Bobby Shaw for 14 yards (tackle by Ramon Walker)",0.000,1.660
2,5:00,1,10,JAX 41,7,9,Fred Taylor right tackle for 1 yard (tackle by Jerry DeLoach),1.660,1.260
2,4:17,2,9,JAX 42,7,9,Mark Brunell pass complete to Fred Taylor for 6 yards (tackle by Jay Foreman),1.260,1.360
2,3:45,3,3,JAX 48,7,9,Mark Brunell pass incomplete intended for Pete Mitchell,1.360,-0.190
2,3:39,4,3,JAX 48,7,9,"Chris Hanson punts 52 yards, touchback",-0.190,-0.280
2,3:31,1,10,HOU 20,7,9,Jonathan Wells right end for 2 yards (tackle by Marlon McCree),0.280,0.000
2,2:56,2,8,HOU 22,7,9,Jonathan Wells middle for 6 yards (tackle by T.J. Slaughter),0.000,0.100
2,2:47,2,8,HOU 22,,,Timeout #1 by Jacksonville Jaguars,0.000,0.100
2,2:47,3,2,HOU 28,7,9,David Carr for 4 yards,0.100,1.070
2,2:20,1,10,HOU 32,7,9,David Carr pass complete to Jarrod Baxter for 5 yards (tackle by Marlon McCree),1.070,1.200
2,2:00,2,5,HOU 37,7,9,"Penalty on Jabari Holloway: False Start, 5 yards (no play)",1.200,0.530
2,2:00,2,10,HOU 32,7,9,Jonathan Wells right tackle for no gain (tackle by John Henderson),0.530,-0.160
2,1:53,2,10,HOU 32,,,Timeout #2 by Jacksonville Jaguars,0.530,-0.160
2,1:53,3,10,HOU 32,7,9,David Carr pass complete to James Allen for 8 yards (tackle by Danny Clark),-0.160,-0.720
2,1:42,3,10,HOU 32,,,Timeout #3 by Jacksonville Jaguars,-0.160,-0.720
2,1:42,4,2,HOU 40,7,9,"Chad Stanley punts 35 yards, returned by Bobby Shaw for 13 yards (tackle by Avion Black)",-0.720,-1.470
2,1:30,1,10,JAX 38,7,9,"Mark Brunell pass incomplete intended for Fred Taylor. Penalty on Jeff Posey: Defensive Offside, 5 yards (no play)",1.470,2.200
2,1:24,1,5,JAX 43,7,9,Fred Taylor for 16 yards (tackle by Kenny Wright),2.200,2.850
2,1:16,1,10,HOU 41,7,9,Fred Taylor right end for 6 yards (tackle by Kenny Wright),2.850,3.120
2,0:47,2,4,HOU 35,7,9,Mark Brunell pass complete to Kyle Brady for 8 yards (tackle by Kenny Wright),3.120,3.780
2,0:32,1,10,HOU 27,7,9,Mark Brunell pass incomplete,3.780,3.230
2,0:31,2,10,HOU 27,7,9,Mark Brunell pass complete to Fred Taylor for 9 yards (tackle by Marcus Coleman),3.230,3.840
2,0:03,3,1,HOU 18,7,9,Tim Seder 35 yard field goal no good,3.840,0.610
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,7,9,"Tim Seder kicks off 56 yards, returned by Jermaine Lewis for 16 yards (tackle by Jimmy Redmond)",0.000,0.940
3,14:54,1,10,HOU 30,7,9,Jonathan Wells right tackle for -1 yards (tackle by Marcus Stroud),0.940,0.260
3,14:19,2,11,HOU 29,7,9,David Carr pass complete to Billy Miller for 37 yards (tackle by Fernando Bryant),0.260,3.310
3,13:40,1,10,JAX 34,7,9,Jonathan Wells left tackle for 3 yards (tackle by Wali Rainer),3.310,3.180
3,13:06,2,7,JAX 31,7,9,David Carr pass complete to Jabari Holloway for 6 yards (tackle by Marcus Stroud and Danny Clark),3.180,3.270
3,12:21,3,1,JAX 25,7,9,Jonathan Wells right tackle for no gain (tackle by Marcus Stroud),3.270,1.950
3,12:21,4,1,JAX 25,10,9,Kris Brown 43 yard field goal good,1.950,3.000
3,12:21,,,HOU 30,10,9,"Kris Brown kicks off 73 yards, returned by Elvis Joseph for 30 yards (tackle by Ramon Walker)",0.000,0.740
3,11:26,1,10,JAX 27,10,9,Fred Taylor right tackle for 8 yards (tackle by Jay Foreman),0.740,1.280
3,10:46,2,2,JAX 35,10,9,Stacey Mack middle for 3 yards (tackle by Kailee Wong),1.280,1.470
3,10:07,1,10,JAX 38,10,9,Mark Brunell pass incomplete intended for Pete Mitchell,1.470,0.920
3,10:02,2,10,JAX 38,10,9,Fred Taylor middle for -1 yards (tackle by Gary Walker),0.920,0.100
3,9:18,3,11,JAX 37,10,9,Mark Brunell pass complete to Bobby Shaw for 5 yards (tackle by Jamie Sharper),0.100,-0.590
3,8:49,4,6,JAX 42,10,9,"Chris Hanson punts 45 yards, returned by Jermaine Lewis for 11 yards (tackle by Akin Ayodele)",-0.590,-0.540
3,8:37,1,10,HOU 24,10,9,"David Carr for no gain. David Carr fumbles, recovered by Marcus Stroud at HOU-23 (tackle by Steve McKinney)",0.540,-4.040
3,8:34,1,10,HOU 23,10,9,Mark Brunell pass complete to Pete Mitchell for 5 yards (tackle by Jamie Sharper),4.040,4.210
3,8:01,2,5,HOU 18,10,9,Fred Taylor left tackle for -3 yards (tackle by Jamie Sharper),4.210,3.070
3,7:12,3,8,HOU 21,10,9,"Penalty on Mark Brunell: Delay of Game, 5 yards (no play)",3.070,2.410
3,6:48,3,13,HOU 26,10,9,Mark Brunell pass complete to Bobby Shaw for 10 yards (tackle by Jay Foreman),2.410,2.480
3,6:14,4,3,HOU 16,10,12,Tim Seder 34 yard field goal good,2.480,3.000
3,6:14,,,JAX 30,10,12,"Tim Seder kicks off 61 yards, returned by Jermaine Lewis for 23 yards (tackle by Jimmy Redmond)",0.000,1.070
3,6:02,1,10,HOU 32,10,12,Jonathan Wells right tackle for 4 yards (tackle by T.J. Slaughter),1.070,1.070
3,5:24,2,6,HOU 36,10,12,David Carr sacked by John Henderson for -7 yards,1.070,-0.560
3,4:53,3,13,HOU 29,10,12,David Carr sacked by Danny Clark for -9 yards,-0.560,-2.030
3,4:25,4,22,HOU 20,10,12,"Chad Stanley punts 48 yards, returned by Bobby Shaw for 10 yards (tackle by Kevin Williams)",-2.030,-1.730
3,4:12,1,10,JAX 42,10,12,Fred Taylor right end for -1 yards (tackle by Keith Mitchell),1.730,1.050
3,3:30,2,11,JAX 41,10,12,Mark Brunell pass complete to Jimmy Smith for 15 yards (tackle by Jay Foreman),1.050,2.650
3,2:51,1,10,HOU 44,10,12,Fred Taylor right end for 3 yards (tackle by Jamie Sharper),2.650,2.520
3,2:11,2,7,HOU 41,10,12,Mark Brunell sacked by Kenny Wright for -13 yards,2.520,0.100
3,1:37,3,20,JAX 46,10,12,Mark Brunell pass complete to Bobby Shaw for 10 yards (tackle by Jamie Sharper and Jay Foreman),0.100,0.330
3,1:07,4,10,HOU 44,10,12,"Chris Hanson punts 44 yards, touchback",0.330,-0.280
3,1:00,1,10,HOU 20,10,12,James Allen left tackle for 3 yards (tackle by Wali Rainer),0.280,0.140
3,0:20,2,7,HOU 23,10,12,David Carr pass incomplete intended for James Allen (defended by Wali Rainer),0.140,-0.560
3,0:14,3,7,HOU 23,10,12,David Carr pass complete to Jabar Gaffney for 10 yards (tackle by Kiwaukee Thomas),-0.560,1.140
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 33,10,12,James Allen left tackle for 6 yards (tackle by Danny Clark),1.140,1.400
4,14:22,2,4,HOU 39,10,12,James Allen middle for 11 yards (tackle by Donovin Darius),1.400,2.260
4,13:46,1,10,,10,12,James Allen middle for 4 yards (tackle by Donovin Darius),2.260,2.250
4,13:09,2,6,JAX 46,10,12,David Carr pass complete to Billy Miller for 40 yards (tackle by Marlon McCree),2.250,5.830
4,12:45,1,6,JAX 6,10,12,James Allen left end for 1 yard (tackle by Kiwaukee Thomas),5.830,5.150
4,12:09,2,5,JAX 5,10,12,James Allen right tackle for 4 yards (tackle by Marlon McCree),5.150,5.170
4,11:33,3,1,JAX 1,16,12,"David Carr pass complete to Billy Miller for 1 yard, touchdown",5.170,7.000
4,11:33,3,,JAX 1,18,12,"Two Point Attempt: David Carr pass complete to Jabar Gaffney, conversion succeeds. Penalty on Fernando Bryant: Defensive Pass Interference (Declined)",1.000,1.000
4,11:33,,,HOU 30,18,12,"Kris Brown kicks off 64 yards, returned by Stacey Mack for 24 yards (tackle by Jason Simmons)",0.000,0.940
4,11:20,1,10,JAX 30,18,12,Fred Taylor middle for 4 yards (tackle by Jay Foreman),0.940,0.930
4,10:46,2,6,JAX 34,18,12,"Mark Brunell pass complete to Kyle Brady for 23 yards (tackle by Keith Mitchell). Penalty on Gary Walker: Roughing the Passer, 15 yards",0.930,3.710
4,10:19,1,10,HOU 28,18,12,Fred Taylor left tackle for 4 yards (tackle by Jay Foreman),3.710,3.710
4,9:42,2,6,HOU 24,18,12,Fred Taylor middle for 4 yards (tackle by Kailee Wong),3.710,3.530
4,9:05,2,6,HOU 24,,,Timeout #1 by Jacksonville Jaguars,3.710,3.530
4,9:05,3,2,HOU 20,18,12,Mark Brunell pass complete to Pete Mitchell for 16 yards (tackle by Marcus Coleman),3.530,6.280
4,8:24,1,4,HOU 4,18,12,Stacey Mack middle for 2 yards (tackle by Gary Walker),6.280,5.720
4,7:46,2,2,HOU 2,18,18,"Stacey Mack right tackle for 2 yards, touchdown",5.720,7.000
4,7:46,,,HOU 2,18,19,"Tim Seder kicks extra point good. Penalty on Marcus Coleman: Defensive Offside, 5 yards",0.000,0.000
4,7:46,,,JAX 35,18,19,"Tim Seder kicks off 55 yards, returned by Jermaine Lewis for 20 yards (tackle by James Boyd)",0.000,0.940
4,7:36,1,10,HOU 30,18,19,Jonathan Wells left tackle for 1 yard (tackle by John Henderson),0.940,0.530
4,7:01,2,9,HOU 31,18,19,"Penalty on Billy Miller: False Start, 5 yards (no play)",0.530,-0.150
4,6:42,2,14,HOU 26,18,19,James Allen middle for 4 yards (tackle by T.J. Slaughter),-0.150,-0.300
4,5:59,3,10,HOU 30,18,19,David Carr pass incomplete intended for Corey Bradford,-0.300,-1.370
4,5:54,4,10,HOU 30,18,19,"Chad Stanley punts 45 yards, returned by Bobby Shaw for 22 yards (tackle by Avion Black). Penalty on James Boyd: Illegal Block Above the Waist (Declined), Penalty on Jimmy Redmond: Offensive Holding, 10 yards",-1.370,0.220
4,5:40,1,10,JAX 15,18,19,Fred Taylor middle for 9 yards (tackle by Jay Foreman),-0.220,0.620
4,4:59,2,1,JAX 24,18,19,Stacey Mack left tackle for 5 yards (tackle by Marcus Coleman),0.620,0.870
4,4:17,1,10,JAX 29,18,19,Fred Taylor middle for 4 yards (tackle by Jay Foreman),0.870,0.870
4,3:38,2,6,JAX 33,18,19,Fred Taylor middle for 1 yard (tackle by Gary Walker),0.870,0.300
4,3:32,2,6,JAX 33,,,Timeout #1 by Houston Texans,0.870,0.300
4,3:32,3,5,JAX 34,18,19,Mark Brunell pass incomplete intended for Micah Ross (defended by Aaron Glenn),0.300,-1.110
4,3:21,4,5,JAX 34,18,19,"Chris Hanson punts 42 yards, returned by Jabar Gaffney for -4 yards, lateral to Aaron Glenn for 47 yards (tackle by Chris Hanson)",-1.110,-3.380
4,3:05,1,10,JAX 33,18,19,James Allen left tackle for 2 yards (tackle by John Henderson),3.380,3.110
4,2:59,1,10,JAX 33,,,Timeout #2 by Jacksonville Jaguars,3.380,3.110
4,2:59,2,8,JAX 31,18,19,James Allen right tackle for 1 yard (tackle by John Henderson),3.110,2.540
4,2:54,2,8,JAX 31,,,Timeout #3 by Jacksonville Jaguars,3.110,2.540
4,2:54,3,7,JAX 30,18,19,James Allen middle for 4 yards (tackle by T.J. Slaughter),2.540,1.840
4,2:16,4,3,JAX 26,21,19,Kris Brown 45 yard field goal good,1.840,3.000
4,2:16,,,HOU 30,21,19,"Kris Brown kicks off 67 yards, returned by Elvis Joseph for 24 yards (tackle by Marcus Coleman)",0.000,0.740
4,2:05,1,10,JAX 27,21,19,Mark Brunell pass incomplete intended for Jimmy Smith,0.740,0.200
4,1:59,2,10,JAX 27,21,19,Mark Brunell pass incomplete intended for Bobby Shaw (defended by Kenny Wright),0.200,-0.490
4,1:54,3,10,JAX 27,21,19,Mark Brunell pass complete to Jimmy Smith for 17 yards (tackle by Kevin Williams),-0.490,1.860
4,1:30,1,10,JAX 44,21,19,Mark Brunell pass incomplete,1.860,1.320
4,1:30,2,10,JAX 44,21,19,Mark Brunell pass incomplete intended for Micah Ross,1.320,0.630
4,1:25,3,10,JAX 44,21,19,Mark Brunell pass complete to Bobby Shaw for 11 yards (tackle by Kenny Wright),0.630,2.590
4,0:57,1,10,HOU 45,21,19,Mark Brunell sacked by Kailee Wong for -7 yards,2.590,1.100
4,0:33,2,17,JAX 48,21,19,Mark Brunell sacked by Kailee Wong for 0 yards,1.100,0.430
4,0:07,3,17,JAX 48,21,19,Mark Brunell pass incomplete intended for Kyle Brady,0.430,-0.190
4,0:02,3,17,JAX 48,,,Timeout #2 by Houston Texans,0.430,-0.190
4,0:02,4,17,JAX 48,21,19,Mark Brunell pass incomplete intended for Bobby Shaw (defended by Marcus Coleman),-0.190,2.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
