Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Paul Edinger kicks off 61 yards, returned by Nick Davis for 16 yards (tackle by Larry Whigham)",0.000,0.610
1,14:54,1,10,MIN 25,0,0,Michael Bennett left guard for 1 yard (tackle by Brian Urlacher),0.610,0.200
1,14:24,2,9,MIN 26,0,0,Daunte Culpepper pass complete to Byron Chamberlain for 9 yards (tackle by Reggie Austin),0.200,1.270
1,13:46,1,10,MIN 35,0,0,Michael Bennett middle for 1 yard (tackle by Alex Brown),1.270,0.860
1,13:09,2,9,MIN 36,0,0,Daunte Culpepper pass complete to Michael Bennett for 5 yards (tackle by Brian Urlacher),0.860,0.830
1,12:28,3,4,MIN 41,0,0,Daunte Culpepper middle for 9 yards (tackle by Rosevelt Colvin),0.830,2.260
1,11:44,1,10,,0,0,Michael Bennett left end for 6 yards (tackle by Alfonso Boone),2.260,2.520
1,11:05,2,4,CHI 44,0,0,Daunte Culpepper pass complete to Michael Bennett for 3 yards (tackle by Rosevelt Colvin and Phillip Daniels),2.520,2.210
1,10:29,3,1,CHI 41,0,0,Moe Williams middle for 1 yard (tackle by Bobbie Howard),2.210,2.920
1,9:46,1,10,CHI 40,0,0,Randy Moss right end for 2 yards (tackle by Jerry Azumah),2.920,2.640
1,9:18,2,8,CHI 38,0,0,"Penalty on Chris Liwienski: False Start, 5 yards (no play)",2.640,1.970
1,8:58,2,13,CHI 43,0,0,Daunte Culpepper pass complete to Michael Bennett for 5 yards (tackle by Jerry Azumah),1.970,1.950
1,8:13,3,8,CHI 38,0,0,Daunte Culpepper pass incomplete intended for Byron Chamberlain,1.950,0.720
1,8:08,4,8,CHI 38,0,0,"Kyle Richardson punts 20 yards, fair catch by Leon Johnson",0.720,-0.040
1,8:00,1,10,CHI 18,0,0,Anthony Thomas middle for 9 yards (tackle by Corey Chavous),0.040,0.820
1,7:25,2,1,CHI 27,0,0,Chris Chandler pass incomplete intended for Ahmad Merritt,0.820,-0.020
1,7:21,3,1,CHI 27,0,0,Chris Chandler pass complete to Daimon Shelton for 1 yard (tackle by Ronnie Bradford),-0.020,0.810
1,6:44,1,10,CHI 28,0,0,"Chris Chandler pass complete to Daimon Shelton for 5 yards (tackle by Lance Johnstone). Penalty on Dustin Lyman: Illegal Block Above the Waist, 10 yards",0.810,0.480
1,6:13,1,15,CHI 23,0,0,Anthony Thomas middle for 1 yard (tackle by Fred Robbins and Greg Biekert),0.480,-0.280
1,5:32,2,14,CHI 24,0,0,Chris Chandler pass complete to Anthony Thomas for 3 yards (tackle by Chris Hovan and Greg Biekert),-0.280,-0.560
1,4:52,3,11,CHI 27,0,0,"Chris Chandler sacked by Kenny Mixon for -5 yards. Penalty on Kenny Mixon: Face Mask (15 Yards), 15 yards",-0.560,1.400
1,4:23,1,10,CHI 37,0,0,"Penalty on Marc Colombo: False Start, 5 yards (no play)",1.400,1.070
1,4:06,1,15,CHI 32,0,0,Anthony Thomas middle for -2 yards (tackle by Henri Crockett),1.070,-0.090
1,3:22,2,17,CHI 30,0,0,"Penalty on Fred Robbins: Encroachment, 5 yards (no play)",-0.090,0.590
1,3:05,2,12,CHI 35,0,0,Chris Chandler pass complete to Ahmad Merritt for 4 yards (tackle by Ronnie Bradford),0.590,0.430
1,2:26,3,8,CHI 39,0,0,"Chris Chandler pass incomplete intended for Dez White. Penalty on Corey Chavous: Illegal Contact, 5 yards (no play)",0.430,1.860
1,2:21,1,10,CHI 44,0,0,Anthony Thomas middle for 5 yards (tackle by Ronnie Bradford and Kenny Mixon),1.860,1.990
1,1:43,2,5,CHI 49,0,0,Chris Chandler pass complete to Daimon Shelton for 8 yards (tackle by Corey Chavous),1.990,2.720
1,1:03,1,10,MIN 43,0,0,Chris Chandler pass incomplete intended for Marty Booker,2.720,2.180
1,0:59,2,10,MIN 43,0,0,Anthony Thomas middle for no gain (tackle by Lance Johnstone),2.180,1.490
1,0:18,3,10,MIN 43,0,0,Chris Chandler sacked by Lorenzo Bromell and Chris Hovan for -6 yards,1.490,0.000
1,0:02,4,16,MIN 49,0,0,"Brad Maynard punts 32 yards, fair catch by Nick Davis",0.000,0.060
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 17,0,0,Daunte Culpepper pass incomplete intended for Chris Walsh,-0.060,-0.580
2,14:55,2,10,MIN 17,0,0,Michael Bennett left guard for 2 yards (tackle by Bobbie Howard),-0.580,-1.000
2,14:13,3,8,MIN 19,0,0,Daunte Culpepper pass complete to Randy Moss for 12 yards (tackle by Reggie Austin),-1.000,1.000
2,13:34,1,10,MIN 31,0,0,Michael Bennett left end for 13 yards (tackle by Mike Brown),1.000,1.860
2,13:03,1,10,MIN 44,0,0,"Penalty on Michael Bennett: False Start, 5 yards (no play)",1.860,1.530
2,12:48,1,15,MIN 39,0,0,Daunte Culpepper pass complete to Randy Moss for 10 yards (tackle by Phillip Daniels),1.530,1.990
2,12:07,2,5,MIN 49,0,0,Michael Bennett right guard for 8 yards (tackle by Phillip Daniels and Brian Urlacher),1.990,2.720
2,11:25,1,10,CHI 43,0,0,Daunte Culpepper pass incomplete intended for Chris Walsh,2.720,2.180
2,11:18,2,10,CHI 43,0,0,Daunte Culpepper pass complete to Moe Williams for 13 yards (tackle by Michael Green and Brian Urlacher),2.180,3.580
