Quarter,Time,Tm,Detail,CHI,MIN
2.0,8:51,Vikings,Gary Anderson 44 yard field goal,0,3
,1:42,Vikings,Moe Williams 1 yard rush (Gary Anderson kick),0,10
,0:03,Vikings,Gary Anderson 24 yard field goal,0,13
3.0,10:19,Vikings,Randy Moss 39 yard pass from Daunte Culpepper (Gary Anderson kick),0,20
,7:13,Vikings,"Safety,",0,22
,1:24,Vikings,Gary Anderson 24 yard field goal,0,25
4.0,14:54,Bears,Marty Booker 27 yard pass from Chris Chandler (Paul Edinger kick),7,25
