#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:54,STL 39,3,1:37,4,Punt
2,1,7:24,STL 20,12,5:52,80,Touchdown
3,2,12:27,STL 20,13,6:42,80,Touchdown
4,2,4:08,STL 29,4,1:15,71,Touchdown
5,2,2:27,STL 40,6,1:33,50,Field Goal
6,2,0:47,DEN 23,4,0:33,4,Field Goal
7,3,15:00,STL 27,4,2:35,1,Punt
8,3,11:00,DEN 31,5,2:05,31,Touchdown
9,3,5:01,STL 20,9,4:06,53,Missed FG
10,4,14:54,STL 25,8,4:04,67,Field Goal
11,4,9:39,STL 21,3,1:40,4,Punt
12,4,4:50,STL 20,3,0:24,3,Punt
13,4,2:35,STL 41,3,1:29,4,Punt
14,4,0:22,DEN 27,1,0:22,-1,End of Game
