Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Patriots to receive the opening kickoff.",,
1,15:00,,,NYJ 30,0,0,"Jay Feely kicks off 71 yards, returned by Julian Edelman for 28 yards (tackle by Brad Smith)",0.000,0.740
1,14:55,1,10,NWE 27,0,0,Tom Brady pass complete short right to Isaiah Stanback for 5 yards (tackle by Donald Strickland),0.740,0.870
1,14:26,2,5,NWE 32,0,0,Laurence Maroney middle for 2 yards (tackle by Donald Strickland and Jim Leonhard),0.870,0.430
1,13:43,3,3,NWE 34,0,0,Tom Brady pass incomplete deep left intended for Randy Moss (defended by Darrelle Revis),0.430,-1.110
1,13:39,4,3,NWE 34,0,0,"Chris Hanson punts 42 yards, fair catch by Jerricho Cotchery",-1.110,-0.540
1,13:32,1,10,NYJ 24,0,0,Thomas Jones middle for 6 yards (tackle by Ty Warren),0.540,0.810
1,12:57,2,4,NYJ 30,0,0,Mark Sanchez pass complete short left to Dustin Keller for 5 yards (tackle by Leigh Bodden),0.810,1.270
1,12:13,1,10,NYJ 35,0,0,Thomas Jones middle for 3 yards (tackle by Ty Warren and Brandon McGowan),1.270,1.130
1,11:39,2,7,NYJ 38,0,0,Thomas Jones middle for -3 yards (tackle by Vince Wilfork and Jerod Mayo),1.130,0.040
1,10:55,3,10,NYJ 35,0,0,Mark Sanchez pass incomplete short left intended for David Clowney,0.040,-1.040
1,10:52,4,10,NYJ 35,0,0,Steve Weatherford punts 36 yards,-1.040,-0.870
1,10:45,1,10,NWE 29,0,0,Laurence Maroney right end for -1 yards (tackle by Calvin Pace and Bryan Thomas),0.870,0.190
1,10:07,2,11,NWE 28,0,0,Tom Brady pass complete short right to Kevin Faulk for 25 yards,0.190,2.460
1,9:40,1,10,NYJ 47,0,0,Tom Brady pass incomplete deep left intended for Randy Moss,2.460,1.910
1,9:32,2,10,NYJ 47,0,0,Tom Brady pass complete short right to Kevin Faulk for 9 yards (tackle by David Harris),1.910,2.410
1,8:51,3,1,NYJ 38,0,0,"Julian Edelman for no gain. Julian Edelman fumbles, recovered by Julian Edelman at NYJ-38",2.410,0.720
1,8:20,4,1,NYJ 38,0,0,Laurence Maroney left tackle for 2 yards (tackle by Bart Scott),0.720,3.180
1,7:48,1,10,NYJ 36,0,0,"Laurence Maroney right guard for 2 yards (tackle by Marques Douglas). Laurence Maroney fumbles (forced by Marques Douglas), recovered by Bryan Thomas at NYJ-34",3.180,-1.200
,,,,,,,"NWE challenged the fumble ruling, and the play was upheld.",,
1,7:24,1,10,NYJ 34,0,0,Mark Sanchez pass complete short left to Braylon Edwards for 10 yards (tackle by Leigh Bodden),1.200,1.860
1,6:48,1,10,NYJ 44,0,0,Mark Sanchez pass incomplete short right intended for Jerricho Cotchery,1.860,1.320
1,6:44,2,10,NYJ 44,0,0,Shonn Greene right tackle for 2 yards (tackle by Adalius Thomas and Ty Warren),1.320,0.890
1,5:57,3,8,NYJ 46,0,6,"Mark Sanchez pass incomplete short left intended for Jerricho Cotchery is intercepted by Leigh Bodden at NWE-47 and returned for 53 yards, touchdown",0.890,-7.000
1,,,,NYJ 2,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,0,7,"Stephen Gostkowski kicks off 65 yards, returned by Dwight Lowery for 17 yards (tackle by Brandon McGowan). Penalty on Larry Izzo: Low Block, 9 yards",0.000,-0.380
1,5:41,1,10,NYJ 9,0,7,Thomas Jones left guard for 6 yards (tackle by Mike Wright and Ty Warren),-0.380,-0.280
1,5:08,2,4,NYJ 15,0,7,Thomas Jones right guard for 2 yards (tackle by Jerod Mayo and Vince Wilfork),-0.280,-0.480
1,4:31,3,2,NYJ 17,0,7,Mark Sanchez pass incomplete short left intended for Braylon Edwards,-0.480,-2.320
1,4:27,4,2,NYJ 17,0,7,"Steve Weatherford punts 49 yards, returned by Wes Welker for 10 yards (tackle by Larry Izzo). Penalty on Bret Lockett: Illegal Block Above the (Declined), Penalty on Pierre Woods: Offensive Holding, 10 yards",-2.320,-0.540
1,4:16,1,10,NWE 24,0,7,Tom Brady pass complete short right to Wes Welker for 17 yards (tackle by David Harris),0.540,1.660
1,3:34,1,10,NWE 41,0,7,Wes Welker right end for 11 yards (tackle by Jim Leonhard),1.660,2.390
1,2:53,1,10,NYJ 48,0,7,Laurence Maroney middle for 2 yards (tackle by Shaun Ellis and Sione Pouha),2.390,2.120
1,2:24,2,8,NYJ 46,0,7,Tom Brady pass incomplete deep right intended for Randy Moss (defended by Darrelle Revis),2.120,1.420
1,2:19,3,8,NYJ 46,0,7,Tom Brady pass complete short middle to Wes Welker for 15 yards (tackle by Jim Leonhard),1.420,3.510
1,1:35,1,10,NYJ 31,0,7,Tom Brady pass complete deep middle to Wes Welker for 19 yards (tackle by Kerry Rhodes),3.510,4.780
1,0:56,1,10,NYJ 12,0,7,Laurence Maroney right guard for 3 yards (tackle by Howard Green and Mike DeVito),4.780,4.640
1,0:10,2,7,NYJ 9,0,7,Tom Brady pass incomplete short right intended for Kevin Faulk,4.640,3.700
1,0:06,3,7,NYJ 9,0,7,"Tom Brady pass incomplete short middle intended for Randy Moss. Penalty on David Harris: Defensive Holding, 5 yards (no play)",3.700,6.280
1,0:00,1,4,NYJ 4,0,13,"Tom Brady pass complete short left to Randy Moss for 4 yards, touchdown",6.280,7.000
1,,,,NYJ 2,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,,,,NWE 30,0,14,"Stephen Gostkowski kicks off 70 yards, touchback",0.000,0.280
2,15:00,1,10,NYJ 20,0,14,Shonn Greene middle for 1 yard (tackle by Adalius Thomas and Tully Banta-Cain),0.280,-0.130
2,14:22,2,9,NYJ 21,0,14,Mark Sanchez pass incomplete short left intended for Shonn Greene,-0.130,-0.820
2,14:16,3,9,NYJ 21,0,14,Mark Sanchez sacked by Tully Banta-Cain for -9 yards. Penalty on D'Brickashaw Ferguson: Offensive Holding (Declined),-0.820,-2.490
2,14:04,4,18,NYJ 12,0,14,"Steve Weatherford punts 46 yards, returned by Wes Welker for -1 yards (tackle by Marquice Cole)",-2.490,-1.660
2,13:55,1,10,NWE 41,0,14,Kevin Faulk middle for 4 yards (tackle by Bryan Thomas and David Harris),1.660,1.660
2,13:05,2,6,NWE 45,0,14,Tom Brady pass complete short left to Randy Moss for 6 yards (tackle by Darrelle Revis),1.660,2.320
2,12:33,1,10,NYJ 49,0,14,Laurence Maroney right guard for 3 yards (tackle by Bryan Thomas and Mike DeVito),2.320,2.190
2,11:58,2,7,NYJ 46,0,14,Tom Brady pass incomplete short left intended for Randy Moss,2.190,1.490
2,11:54,3,7,NYJ 46,0,14,Tom Brady pass complete deep right to Wes Welker for 43 yards (tackle by Eric Smith),1.490,6.510
2,11:07,1,3,NYJ 3,0,14,Laurence Maroney right tackle for 1 yard (tackle by Marques Douglas and Shaun Ellis),6.510,5.720
2,10:27,2,2,NYJ 2,0,20,"Laurence Maroney left tackle for 2 yards, touchdown",5.720,7.000
2,,,,NYJ 2,0,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,21,"Stephen Gostkowski kicks off 73 yards, returned by Dwight Lowery for 44 yards (tackle by Stephen Gostkowski)",0.000,1.660
2,10:09,1,10,NYJ 41,0,21,Thomas Jones middle for 2 yards (tackle by Gary Guyton and Ty Warren),1.660,1.390
2,9:34,2,8,NYJ 43,0,21,Mark Sanchez pass incomplete short right intended for Jerricho Cotchery,1.390,0.700
2,9:29,3,8,NYJ 43,0,21,Mark Sanchez pass incomplete deep left intended for Braylon Edwards is intercepted by Leigh Bodden at NWE-41 and returned for 7 yards,0.700,-2.130
2,9:19,1,10,NWE 48,0,21,Tom Brady pass complete short right to Randy Moss for 5 yards (tackle by Drew Coleman),2.130,2.260
2,8:35,2,5,NYJ 47,0,21,Tom Brady pass complete short left to Wes Welker for 4 yards (tackle by David Harris),2.260,2.080
