Quarter,Time,Tm,Detail,NYJ,NWE
1.0,5:47,Patriots,Leigh Bodden 53 yard interception return (Stephen Gostkowski kick),0,7
,0:00,Patriots,Randy Moss 4 yard pass from Tom Brady (Stephen Gostkowski kick),0,14
2.0,10:19,Patriots,Laurence Maroney 2 yard rush (Stephen Gostkowski kick),0,21
,4:14,Patriots,Stephen Gostkowski 26 yard field goal,0,24
,0:50,Jets,Eric Smith 4 yard blocked punt return (Jay Feely kick),7,24
3.0,9:45,Jets,Jerricho Cotchery 29 yard pass from Mark Sanchez (Jay Feely kick),14,24
4.0,5:06,Patriots,Laurence Maroney 1 yard rush (Stephen Gostkowski kick),14,31
