Quarter,Time,Down,ToGo,Location,LAR,NWE,Detail,EPB,EPA
1,9:38,1,10,NWE 35,0,7,"Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Mark Barron). Penalty on Joe Thuney: Offensive Holding, 10 yards (no play)",1.270,0.610
1,9:14,1,20,NWE 25,0,7,Tom Brady pass complete short right to Martellus Bennett for 2 yards (tackle by Trumaine Johnson),0.610,-0.360
1,8:36,2,18,NWE 27,0,7,James White right tackle for 4 yards (tackle by Eugene Sims and Lamarcus Joyner),-0.360,-0.490
1,7:59,3,14,NWE 31,0,7,Tom Brady pass complete short right to Dion Lewis for 2 yards (tackle by Maurice Alexander),-0.490,-1.180
1,7:28,4,12,NWE 33,0,7,"Ryan Allen punts 43 yards, returned by Pharoh Cooper for 4 yards (tackle by Brandon Bolden)",-1.180,-0.810
1,7:20,1,10,LAR 28,0,7,Jared Goff pass incomplete deep right intended for Kenny Britt (defended by Malcolm Butler),0.810,0.260
1,7:15,2,10,LAR 28,0,7,Todd Gurley left guard for 2 yards (tackle by Patrick Chung and Shea McClellin),0.260,-0.160
1,6:37,3,8,LAR 30,0,7,Jared Goff pass complete short middle to Brian Quick for 6 yards (tackle by Duron Harmon and Patrick Chung),-0.160,-0.980
1,5:50,4,2,LAR 36,0,7,"Johnny Hekker punts 44 yards, muffed catch by Cyrus Jones, recovered by Patrick Chung and returned for no gain",-0.980,-0.150
1,5:39,1,10,NWE 19,0,7,LeGarrette Blount left guard for 4 yards (tackle by Cory Littleton and Matt Longacre),0.150,0.210
1,5:05,2,6,NWE 23,0,7,LeGarrette Blount right tackle for 7 yards (tackle by Cory Littleton),0.210,0.940
1,4:22,1,10,NWE 30,0,7,Tom Brady pass complete short right to Julian Edelman for 13 yards,0.940,1.800
1,3:57,1,10,NWE 43,0,7,LeGarrette Blount right guard for -2 yards (tackle by Ethan Westbrooks),1.800,0.980
1,3:21,2,12,NWE 41,0,7,Tom Brady pass complete short middle to James White for 2 yards (tackle by Michael Brockers),0.980,0.560
1,2:40,3,10,NWE 43,0,7,Tom Brady pass incomplete deep left intended for Chris Hogan,0.560,-0.520
1,2:33,4,10,NWE 43,0,7,Ryan Allen punts 39 yards. Penalty on LAR: Defensive Offside (Declined),-0.520,-0.040
1,2:21,1,10,LAR 18,0,7,Jared Goff pass complete short right to Brian Quick for 9 yards (tackle by Logan Ryan),0.040,0.820
1,1:40,2,1,LAR 27,0,7,Jared Goff pass complete short left to Todd Gurley for 2 yards (tackle by Dont'a Hightower),0.820,0.870
1,0:59,1,10,LAR 29,0,7,Jared Goff pass incomplete deep left intended for Brian Quick,0.870,0.330
1,0:52,2,10,LAR 29,0,7,Todd Gurley left guard for 3 yards (tackle by Trey Flowers and Rob Ninkovich),0.330,0.040
1,0:09,3,7,LAR 32,0,7,Jared Goff pass incomplete short middle intended for Lance Kendricks is intercepted by Malcolm Butler at LAR-37 and returned for 7 yards,0.040,-3.580
Quarter,Time,Down,ToGo,Location,LAR,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LAR 30,0,7,Tom Brady pass complete short left to Dion Lewis for 5 yards (tackle by Cory Littleton and Mark Barron),3.580,3.710
2,14:26,2,5,LAR 25,0,7,Dion Lewis middle for 5 yards (tackle by Alec Ogletree),3.710,4.240
2,13:50,1,10,LAR 20,0,7,Dion Lewis left end for 6 yards (tackle by Lamarcus Joyner),4.240,4.640
2,13:13,2,4,LAR 14,0,13,"Tom Brady pass complete short left to Chris Hogan for 14 yards, touchdown",4.640,7.000
2,13:04,,,LAR 15,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,13:04,,,NWE 35,0,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
2,13:04,1,10,LAR 25,0,14,Todd Gurley right guard for 2 yards (tackle by Malcom Brown),0.610,0.330
2,12:25,2,8,LAR 27,0,14,Jared Goff sacked by Logan Ryan for -12 yards,0.330,-2.350
2,11:45,3,20,LAR 15,0,14,Jared Goff pass complete short left to Tyler Higbee for 10 yards (tackle by Logan Ryan),-2.350,-1.700
2,11:10,4,10,LAR 25,0,14,"Johnny Hekker punts 61 yards, returned by Danny Amendola for 8 yards (tackle by Cory Littleton)",-1.700,-0.410
2,10:58,1,10,NWE 22,0,14,Tom Brady pass complete short left to Martellus Bennett for 2 yards (tackle by Cory Littleton and E.J. Gaines),0.410,0.140
2,10:25,2,8,NWE 24,0,14,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Lamarcus Joyner and Maurice Alexander),0.140,0.370
2,10:25,3,1,NWE 31,0,14,"Dion Lewis left tackle for 6 yards. Penalty on Martellus Bennett: Offensive Holding, 10 yards (no play)",0.370,-0.960
2,9:34,3,11,NWE 21,0,14,Tom Brady pass complete short left to Danny Amendola for 17 yards (tackle by Mike Jordan and Alec Ogletree),-0.960,1.470
2,9:02,1,10,NWE 38,0,14,LeGarrette Blount right guard for 3 yards (tackle by William Hayes),1.470,1.330
2,9:02,2,7,NWE 41,0,14,LeGarrette Blount left guard for -1 yards (tackle by Cory Littleton and Alec Ogletree),1.330,0.500
2,7:45,3,8,NWE 40,0,14,Tom Brady pass complete short left to Malcolm Mitchell for 14 yards (tackle by Mike Jordan),0.500,2.520
2,7:21,1,10,LAR 46,0,14,Tom Brady pass incomplete short right intended for Martellus Bennett,2.520,1.980
2,7:14,2,10,LAR 46,0,14,Dion Lewis left end for 3 yards (tackle by Maurice Alexander),1.980,1.680
2,6:39,3,7,LAR 43,0,14,Tom Brady pass incomplete short middle intended for James White,1.680,0.400
2,6:28,4,7,LAR 43,0,14,"Ryan Allen punts 34 yards, fair catch by Pharoh Cooper",0.400,0.380
2,6:20,1,10,LAR 9,0,14,Jared Goff pass incomplete short left intended for Todd Gurley,-0.380,-0.780
2,6:16,2,10,LAR 9,0,14,Todd Gurley left end for 5 yards (tackle by Eric Rowe),-0.780,-0.840
2,5:45,3,5,LAR 14,0,14,Jared Goff pass incomplete short left intended for Kenny Britt (defended by Devin McCourty),-0.840,-2.470
2,5:39,4,5,LAR 14,0,14,"Johnny Hekker punts 43 yards, returned by Danny Amendola for -1 yards (tackle by Chase Reynolds)",-2.470,-1.730
2,5:30,1,10,NWE 42,0,14,LeGarrette Blount left end for -2 yards (tackle by William Hayes),1.730,0.920
2,5:02,2,12,NWE 40,0,14,Tom Brady pass complete short left to Julian Edelman for 9 yards (tackle by Mike Jordan),0.920,1.420
2,4:29,3,3,NWE 49,0,14,Tom Brady pass complete short middle to Danny Amendola for 8 yards (tackle by Alec Ogletree and Lamarcus Joyner),1.420,2.720
2,3:59,1,10,LAR 43,0,14,Tom Brady pass incomplete deep right intended for Julian Edelman,2.720,2.180
2,3:51,2,10,LAR 43,0,14,Dion Lewis right guard for 9 yards (tackle by Alec Ogletree and T.J. McDonald),2.180,2.680
2,3:20,3,1,LAR 34,0,14,LeGarrette Blount right tackle for no gain (tackle by Cory Littleton),2.680,1.100
2,2:48,4,1,LAR 34,0,14,LeGarrette Blount right end for 6 yards (tackle by Trumaine Johnson),1.100,3.710
2,2:08,1,10,LAR 28,0,14,--,3.710,4.440
2,2:00,1,5,LAR 23,0,14,James White right guard for 4 yards (tackle by Lamarcus Joyner),4.440,4.420
2,1:23,2,1,LAR 19,0,14,Tom Brady middle for 3 yards (tackle by Aaron Donald),4.420,0.000
2,1:21,,,,0,14,Timeout #1 by New England Patriots,0.000,-4.510
2,1:21,1,10,LAR 16,0,14,Tom Brady pass complete short left to Malcolm Mitchell for -3 yards (tackle by Mike Jordan),4.510,3.520
2,0:50,2,13,LAR 19,0,14,Tom Brady pass complete short middle to Malcolm Mitchell for 9 yards (tackle by Mike Jordan),3.520,4.170
2,0:21,3,4,LAR 10,0,14,Tom Brady pass incomplete short left intended for Martellus Bennett (defended by T.J. McDonald),4.170,2.840
2,0:15,4,4,LAR 10,0,17,Stephen Gostkowski 28 yard field goal good,2.840,3.000
2,0:11,,,NWE 35,0,17,"Stephen Gostkowski kicks off 65 yards, returned by Benny Cunningham for 25 yards (tackle by Nate Ebner)",0.000,-0.610
2,0:06,1,10,LAR 25,0,17,Jared Goff kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,LAR,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,0,17,"Stephen Gostkowski kicks off 66 yards, returned by Benny Cunningham for 24 yards",0.000,-0.480
3,14:57,1,10,LAR 23,0,17,"Penalty on Kenny Britt: False Start, 5 yards (no play)",0.480,0.000
3,14:56,1,15,LAR 18,0,17,Jared Goff pass incomplete short left intended for Kenny Britt (defended by Devin McCourty),0.000,-0.840
3,14:48,2,15,LAR 18,0,17,Jared Goff pass incomplete short middle intended for Pharoh Cooper (defended by Jabaal Sheard). Penalty on Todd Gurley: Chop Block (Declined),-0.840,-1.560
3,14:44,3,15,LAR 18,0,17,Jared Goff pass complete short middle to Lance Kendricks for 11 yards,-1.560,-1.440
3,14:14,4,4,LAR 29,0,17,"Johnny Hekker punts 55 yards, returned by Danny Amendola for no gain",-1.440,0.140
3,14:03,1,10,NWE 16,0,17,"Tom Brady pass complete short right to James White for 9 yards (tackle by Lamarcus Joyner). Penalty on NWE: Illegal Shift, 5 yards (no play)",-0.140,-0.540
3,13:40,1,15,NWE 11,0,17,Tom Brady pass complete short left to Danny Amendola for 5 yards (tackle by T.J. McDonald),-0.540,-0.660
3,13:03,2,10,NWE 16,0,17,Tom Brady pass incomplete short left intended for Dion Lewis,-0.660,-1.320
3,13:00,3,10,NWE 16,0,17,Tom Brady pass incomplete short middle intended for Julian Edelman,-1.320,-2.390
3,12:56,4,10,NWE 16,0,17,"Ryan Allen punts 45 yards, returned by Pharoh Cooper for 6 yards (tackle by Joe Cardona)",-2.390,-1.930
3,12:45,1,10,LAR 45,0,17,Todd Gurley left guard for 9 yards (tackle by Patrick Chung and Shea McClellin),1.930,2.600
3,12:11,2,1,NWE 46,0,17,Todd Gurley left guard for 3 yards (tackle by Malcom Brown and Shea McClellin),2.600,2.720
3,11:40,1,10,NWE 43,0,17,Jared Goff sacked by Rob Ninkovich for -7 yards,2.720,1.230
3,10:49,2,17,,0,17,Jared Goff pass complete deep right to Brian Quick for 17 yards (tackle by Logan Ryan),1.230,3.380
,,,,,,,"challenged the incomplete pass ruling, and the original play was overturned.",,
3,10:25,1,10,NWE 33,0,17,Todd Gurley middle for 3 yards,3.380,3.240
3,9:48,2,7,NWE 30,0,17,"Jared Goff pass complete short left to Brian Quick for 10 yards (tackle by Logan Ryan). Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",3.240,1.890
3,9:19,2,17,NWE 40,0,17,Jared Goff pass complete short right to Pharoh Cooper for 8 yards (tackle by Jabaal Sheard),1.890,2.280
3,8:43,3,9,NWE 32,0,17,Jared Goff pass complete short right to Brian Quick for 6 yards (tackle by Eric Rowe),2.280,1.840
3,7:56,4,3,NWE 26,3,17,Greg Zuerlein 44 yard field goal good,1.840,3.000
3,7:50,,,LAR 35,3,17,"Greg Zuerlein kicks off 54 yards, returned by James White for 10 yards (tackle by Chase Reynolds)",0.000,-0.340
3,7:46,1,10,NWE 21,3,17,Tom Brady pass complete deep right to Julian Edelman for 32 yards (tackle by Maurice Alexander),0.340,2.460
3,7:07,1,10,LAR 47,3,17,Tom Brady pass complete short middle to Julian Edelman for 15 yards (tackle by Alec Ogletree),2.460,3.450
3,6:31,1,10,LAR 32,3,17,Tom Brady pass complete short left to Chris Hogan for 1 yard (tackle by Lamarcus Joyner),3.450,3.040
3,5:55,2,9,LAR 31,3,17,LeGarrette Blount right end for 1 yard (tackle by Michael Brockers),3.040,2.480
3,5:18,3,8,LAR 30,3,17,Tom Brady pass incomplete short middle intended for Danny Amendola,2.480,1.410
3,5:13,4,8,LAR 30,3,20,Stephen Gostkowski 48 yard field goal good,1.410,3.000
3,5:08,,,NWE 35,3,20,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,5:08,1,10,LAR 25,3,20,--,0.610,-2.920
3,5:02,1,10,LAR 40,3,20,Tom Brady pass incomplete deep left intended for Julian Edelman,2.920,2.370
3,4:56,2,10,LAR 40,3,20,Tom Brady pass complete short left to Malcolm Mitchell for 11 yards (tackle by Alec Ogletree),2.370,3.640
3,4:33,1,10,LAR 29,3,20,Tom Brady pass incomplete short left intended for Malcolm Mitchell,3.640,3.100
3,4:28,2,10,LAR 29,3,20,LeGarrette Blount left guard for -1 yards (tackle by Mike Jordan and Matt Longacre),3.100,2.280
3,3:49,3,11,LAR 30,3,20,Tom Brady pass complete short left to James White for 3 yards (tackle by Mark Barron),2.280,1.670
3,3:12,4,8,LAR 27,3,23,Stephen Gostkowski 45 yard field goal good,1.670,3.000
3,3:06,,,NWE 35,3,23,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,3:06,1,10,LAR 25,3,23,Todd Gurley right end for no gain (tackle by Vincent Valentine),0.610,0.060
3,2:29,2,10,LAR 25,3,23,Jared Goff pass complete short right to Brian Quick for 10 yards,0.060,1.270
3,1:43,1,10,LAR 35,3,23,Jared Goff pass incomplete short left intended for Brian Quick,1.270,0.720
3,1:34,2,10,LAR 35,3,23,"Jared Goff pass complete short middle to Bradley Marquez for 4 yards. Penalty on Jamon Brown: Offensive Holding, 10 yards (no play)",0.720,-0.630
3,1:11,2,20,LAR 25,3,23,Jared Goff pass complete short right to Todd Gurley for 7 yards,-0.630,-0.360
3,0:30,3,13,LAR 32,3,23,Jared Goff pass incomplete short left intended for Brian Quick,-0.360,-1.240
3,0:23,4,13,LAR 32,3,23,"Johnny Hekker punts 51 yards, returned by Danny Amendola for -1 yards (tackle by Mike Thomas)",-1.240,0.140
3,0:14,1,10,NWE 16,3,23,Tom Brady pass complete short left to Dion Lewis for 7 yards (tackle by Alec Ogletree),-0.140,0.420
Quarter,Time,Down,ToGo,Location,LAR,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,NWE 23,3,23,Tom Brady pass complete short left to Julian Edelman for 9 yards (tackle by T.J. McDonald and Alec Ogletree),0.420,1.070
4,14:27,1,10,NWE 32,3,23,LeGarrette Blount right guard for 2 yards (tackle by Mark Barron and Cam Thomas),1.070,0.800
4,13:49,2,8,NWE 34,3,23,Tom Brady pass complete short middle to James White for 4 yards (tackle by Maurice Alexander),0.800,0.630
4,13:26,3,4,NWE 38,3,23,Tom Brady pass complete short left to Malcolm Mitchell for 12 yards,0.630,2.260
4,12:59,1,10,,3,23,Tom Brady pass complete deep left to Malcolm Mitchell for 20 yards,2.260,3.580
4,12:36,1,10,LAR 30,3,23,LeGarrette Blount left guard for 4 yards (tackle by Aaron Donald),3.580,3.570
4,11:59,2,6,LAR 26,3,23,"LeGarrette Blount right guard for 8 yards (tackle by Cody Davis). Penalty on Martellus Bennett: Offensive Holding, 10 yards (no play)",3.570,2.220
4,11:36,2,16,LAR 36,3,23,Tom Brady pass complete short right to Julian Edelman for 10 yards (tackle by T.J. McDonald),2.220,2.870
4,10:57,3,6,LAR 26,3,23,Tom Brady pass incomplete short left intended for Julian Edelman,2.870,1.760
4,10:53,4,6,LAR 26,3,26,Stephen Gostkowski 45 yard field goal good,1.760,3.000
4,10:48,,,NWE 35,3,26,"Stephen Gostkowski kicks off 67 yards, returned by Benny Cunningham for 24 yards (tackle by Brandon King)",0.000,-0.410
4,10:41,1,10,LAR 22,3,26,Jared Goff pass incomplete short right intended for Lance Kendricks,0.410,-0.130
4,10:38,2,10,LAR 22,3,26,Jared Goff pass complete short right to Lance Kendricks for 2 yards (tackle by Malcolm Butler),-0.130,-0.560
4,10:01,3,8,LAR 24,3,26,Jared Goff sacked by Chris Long for -9 yards,-0.560,-2.440
4,9:24,4,17,LAR 15,3,26,"Johnny Hekker punts 76 yards, returned by Cyrus Jones for 11 yards (tackle by Mike Thomas). Penalty on Jonathan Jones: Offensive Holding, 5 yards",-2.440,0.380
4,9:10,1,10,NWE 5,3,26,Tom Brady pass complete short left to Malcolm Mitchell for 13 yards,-0.380,0.040
4,8:44,1,10,NWE 18,3,26,LeGarrette Blount left end for no gain (tackle by Mike Jordan and Alec Ogletree),0.040,-0.490
4,8:01,2,10,NWE 18,3,26,LeGarrette Blount middle for 4 yards (tackle by Mark Barron and Alec Ogletree),-0.490,-0.660
4,7:23,3,6,NWE 22,3,26,Tom Brady pass incomplete short left intended for Malcolm Mitchell (defended by Mike Jordan),-0.660,-1.900
4,7:17,4,6,NWE 22,3,26,"Ryan Allen punts 46 yards, returned by Pharoh Cooper for -1 yards (tackle by Nate Ebner)",-1.900,-1.000
4,7:04,1,10,LAR 31,3,26,Todd Gurley left guard for 9 yards (tackle by Jabaal Sheard),1.000,1.680
4,6:39,2,1,LAR 40,3,26,Jared Goff pass incomplete short middle intended for Bradley Marquez,1.680,0.960
4,6:36,3,1,LAR 40,3,26,Todd Gurley right guard for 3 yards (tackle by Malcom Brown and Dont'a Hightower),0.960,1.800
4,6:14,1,10,LAR 43,3,26,Jared Goff pass incomplete short right intended for Tyler Higbee (defended by Jabaal Sheard),1.800,1.250
4,6:09,2,10,LAR 43,3,26,Jared Goff pass incomplete short right intended for Mike Thomas,1.250,0.560
4,6:05,3,10,LAR 43,3,26,Jared Goff pass incomplete short middle intended for Pharoh Cooper,0.560,0.000
4,6:01,,,,3,26,Timeout #1 by New England Patriots,0.000,0.520
4,6:01,4,10,LAR 43,3,26,Johnny Hekker punts 49 yards,-0.520,0.380
4,5:52,1,10,NWE 8,3,26,LeGarrette Blount middle for 8 yards (tackle by Trumaine Johnson and Mark Barron),-0.380,-0.090
4,5:15,2,2,NWE 16,3,26,Tom Brady pass complete short left to Julian Edelman for 6 yards (tackle by Mike Jordan),-0.090,0.410
4,4:31,1,10,NWE 22,3,26,Tom Brady pass complete short right to Chris Hogan for 2 yards (tackle by Lamarcus Joyner),0.410,0.140
4,3:48,2,8,NWE 24,3,26,Tom Brady pass complete short right to Chris Hogan for 6 yards,0.140,0.230
4,3:43,3,2,NWE 30,3,26,Tom Brady pass incomplete short right intended for James Develin,0.230,-1.370
4,3:43,4,2,NWE 30,3,26,"Penalty on Jonathan Jones: False Start, 5 yards (no play)",-1.370,-1.700
4,3:43,4,7,NWE 25,3,26,"Ryan Allen punts 40 yards, returned by Pharoh Cooper for -1 yards (tackle by Nate Ebner)",-1.700,-1.200
4,3:29,1,10,LAR 34,3,26,Jared Goff sacked by Shea McClellin for -7 yards,1.200,-0.290
4,2:50,2,17,LAR 27,3,26,Jared Goff pass incomplete short right intended for Pharoh Cooper (defended by Malcolm Butler),-0.290,-0.960
4,2:40,3,17,LAR 27,3,26,Jared Goff pass complete short right to Tyler Higbee for 6 yards (tackle by Logan Ryan),-0.960,-1.180
4,2:00,4,11,LAR 33,3,26,Jared Goff pass complete deep right to Kenny Britt for 66 yards (tackle by Duron Harmon),-1.180,6.970
4,1:29,1,1,NWE 1,3,26,Benny Cunningham middle for -1 yards (tackle by Trey Flowers and Shea McClellin),6.970,0.000
4,1:20,,,,3,26,Timeout #1 by Los Angeles Rams,0.000,-5.720
4,1:20,2,2,NWE 2,3,26,"Penalty on NWE: Defensive 12 On-field, 1 yards (no play)",5.720,5.910
4,1:20,2,1,NWE 1,3,26,Penalty on Alan Branch: Encroachment (no play),5.910,5.910
4,1:20,2,1,NWE 1,9,26,"Jared Goff pass complete short right to Kenny Britt for 1 yard, touchdown",5.910,7.000
4,1:15,,,NWE 15,10,26,Greg Zuerlein kicks extra point good,0.000,0.000
4,1:15,,,LAR 35,10,26,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
4,1:15,1,10,NWE 25,10,26,Tom Brady kneels for -1 yards,0.610,-0.070
4,0:39,2,11,NWE 24,10,26,Tom Brady kneels for -1 yards,-0.070,-0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
