Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2,7:13,4,8,CHI 37,3,10,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,0.790,-1.400
2,7:06,1,10,CHI 37,3,10,Justin Fields pass complete deep left to Equanimeous St. Brown for 56 yards (tackle by Jaire Alexander),1.400,5.600
2,6:15,,,,,,Timeout #2 by Chicago Bears,,
2,6:15,1,7,GNB 7,3,16,"David Montgomery left tackle for 7 yards, touchdown",5.600,7.000
2,6:09,,,GNB 15,3,16,Cairo Santos kicks extra point no good,0.000,-1.000
2,6:09,,,CHI 35,3,16,"Trenton Gill kicks off 65 yards, touchback.",0.000,0.610
2,6:09,1,10,GNB 25,3,16,Aaron Rodgers pass incomplete deep left intended for Christian Watson,0.610,0.060
2,6:02,2,10,GNB 25,3,16,AJ Dillon left guard for 2 yards (tackle by Al-Quadin Muhammad and Justin Jones),0.060,-0.360
2,5:22,3,8,GNB 27,3,16,Aaron Rodgers pass complete short right to Allen Lazard for 11 yards (tackle by Jack Sanborn),-0.360,1.470
2,4:42,1,10,GNB 38,3,16,AJ Dillon left guard for 16 yards (tackle by DeAndre Houston-Carson),1.470,2.520
2,4:03,1,10,CHI 46,3,16,AJ Dillon left guard for 4 yards (tackle by Justin Jones and Taco Charlton),2.520,2.520
2,3:22,2,6,CHI 42,3,16,Aaron Rodgers pass complete short right to Aaron Jones for 2 yards (tackle by Jack Sanborn),2.520,2.080
2,2:41,3,4,CHI 40,3,16,Aaron Rodgers pass complete short middle to Allen Lazard for 7 yards (tackle by Jaylon Jones),2.080,3.380
2,2:00,1,10,CHI 33,3,16,Aaron Rodgers pass complete short right to Aaron Jones for 2 yards (tackle by Josh Blackwell),3.380,3.180
2,1:54,2,7,CHI 31,3,16,Aaron Jones right tackle for 11 yards (tackle by Dominique Robinson),3.180,4.240
2,1:15,1,10,CHI 20,3,16,Aaron Jones right end for 7 yards (tackle by DeAndre Houston-Carson and Elijah Hicks),4.240,4.830
2,0:38,2,3,CHI 13,3,16,Aaron Rodgers pass incomplete short left intended for Randall Cobb,4.830,4.100
2,0:30,,,,,,Timeout #2 by Green Bay Packers,,
2,0:30,3,3,CHI 13,3,16,Aaron Jones right guard for -1 yards (tackle by Armon Watts),4.100,2.580
2,0:23,,,,,,Timeout #3 by Chicago Bears,,
2,0:23,4,4,CHI 14,9,16,"Aaron Rodgers pass complete short right to Christian Watson for 14 yards, touchdown",2.580,7.000
2,0:17,,,CHI 15,10,16,Mason Crosby kicks extra point good,0.000,0.000
2,0:17,,,GNB 35,10,16,"Mason Crosby kicks off 56 yards, returned by Trestan Ebner for 28 yards (tackle by Dallin Leavitt and Isaiah McDuffie)",0.000,1.400
2,0:08,1,10,CHI 37,10,16,Justin Fields kneels for -1 yards,1.400,0.720
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,10,16,"Trenton Gill kicks off 70 yards, returned by Keisean Nixon for 25 yards (tackle by Joe Thomas)",0.000,0.280
3,14:56,1,10,GNB 20,10,16,AJ Dillon right guard for 7 yards (tackle by Jaylon Johnson and Elijah Hicks),0.280,0.680
3,14:20,2,3,GNB 27,10,16,AJ Dillon right guard for 2 yards (tackle by Dominique Robinson),0.680,0.230
3,13:33,3,1,GNB 29,10,16,Aaron Rodgers pass incomplete deep left intended for Allen Lazard,0.230,-1.440
3,13:27,4,1,GNB 29,10,16,"Pat O'Donnell punts 44 yards, fair catch by Pat O'Donnell at CHI-27. Penalty on Innis Gaines: Fair Catch Interference, 15 yards (accepted)",-1.440,-1.730
3,13:16,1,10,CHI 42,10,16,Velus Jones left end for 1 yard (tackle by De'Vondre Campbell),1.730,1.320
3,12:39,2,9,CHI 43,10,16,"Penalty on Cole Kmet: False Start, 5 yards (accepted) (no play)",1.320,0.650
3,12:25,2,14,CHI 38,10,16,David Montgomery right guard for 9 yards (tackle by Preston Smith and De'Vondre Campbell),0.650,1.160
3,11:39,3,5,CHI 47,10,16,Justin Fields pass complete short left to Chase Claypool for -4 yards (tackle by Jaire Alexander),1.160,-0.520
3,11:03,4,9,CHI 43,10,16,"Trenton Gill punts 39 yards, returned by Randall Cobb for 15 yards (tackle by Jack Sanborn)",-0.520,-1.140
3,10:51,1,10,GNB 33,10,16,"Penalty on Yosuah Nijman: False Start, 5 yards (accepted) (no play)",1.140,0.810
3,10:51,1,15,GNB 28,10,16,Aaron Rodgers pass incomplete short left intended for Randall Cobb,0.810,-0.080
3,10:45,2,15,GNB 28,10,16,Aaron Rodgers pass incomplete short left intended for Josiah Deguara,-0.080,-0.760
3,10:39,3,15,GNB 28,10,16,Aaron Rodgers pass complete short left to Robert Tonyan for 10 yards (tackle by Josh Blackwell and Jaylon Jones),-0.760,-0.850
3,10:01,4,5,GNB 38,10,16,"Pat O'Donnell punts 52 yards, returned by Dante Pettis for 18 yards (tackle by Eric Wilson)",-0.850,-0.810
3,9:51,1,10,CHI 28,10,16,David Montgomery right guard for 8 yards (tackle by Adrian Amos),0.810,1.340
3,9:12,2,2,CHI 36,10,16,David Montgomery right tackle for 7 yards (tackle by Quay Walker and De'Vondre Campbell),1.340,1.800
3,8:32,1,10,CHI 43,10,16,"Justin Fields pass complete short right to Chase Claypool for -1 yards (tackle by Rasul Douglas). Penalty on Sam Mustipher: Ineligible Downfield Pass, 5 yards (declined)",1.800,1.120
3,8:02,2,11,CHI 42,10,16,Justin Fields scrambles left end for 1 yard (tackle by Quay Walker),1.120,0.560
3,7:15,3,10,CHI 43,10,16,Justin Fields pass complete deep left to Cole Kmet for 24 yards (tackle by De'Vondre Campbell),0.560,3.380
3,6:29,1,10,GNB 33,10,16,David Montgomery right end for 3 yards (tackle by Kingsley Enagbare),3.380,3.240
3,5:53,2,7,GNB 30,10,16,Darrynton Evans right guard for no gain (tackle by Preston Smith),3.240,2.540
3,5:20,3,7,GNB 30,10,16,Darrynton Evans left guard for 21 yards (tackle by Jaire Alexander),2.540,5.140
3,4:36,1,9,GNB 9,10,16,"David Montgomery left guard for no gain (tackle by Preston Smith). Penalty on Teven Jenkins: Offensive Holding, 10 yards (accepted) (no play)",5.140,4.230
3,4:12,1,19,GNB 19,10,16,David Montgomery left guard for -5 yards (tackle by Jaire Alexander and Dean Lowry),4.230,2.460
3,3:25,2,24,GNB 24,10,16,Justin Fields pass complete short middle to David Montgomery for no gain (tackle by Preston Smith and Kenny Clark),2.460,1.820
3,2:40,3,24,GNB 24,10,16,Justin Fields pass complete short middle to Dante Pettis for 14 yards (tackle by Adrian Amos),1.820,2.760
3,1:53,4,10,GNB 10,10,19,Cairo Santos 28 yard field goal good,2.760,3.000
3,1:50,,,CHI 35,10,19,"Trenton Gill kicks off 71 yards, returned by Keisean Nixon for 24 yards (tackle by A.J. Thomas)",0.000,0.040
3,1:44,1,10,GNB 18,10,19,AJ Dillon left tackle for no gain (tackle by Andrew Brown),0.040,-0.490
3,1:07,2,10,GNB 18,10,19,AJ Dillon right tackle for 3 yards (tackle by Elijah Hicks and Nicholas Morrow),-0.490,-0.790
3,0:26,3,7,GNB 21,10,19,Aaron Rodgers pass complete short left to Christian Watson for 15 yards (tackle by Josh Blackwell),-0.790,1.330
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 36,10,19,"Aaron Rodgers pass incomplete deep left intended for Christian Watson (defended by Jaylon Jones). Penalty on Jaylon Jones: Defensive Pass Interference, 38 yards (accepted) (no play)",1.330,3.840
4,14:53,1,10,CHI 26,10,19,"Aaron Rodgers pass incomplete short right. Penalty on Jaylon Johnson: Defensive Holding, 5 yards (accepted) (no play)",3.840,4.170
4,14:47,1,10,CHI 21,16,19,"AJ Dillon left end for 21 yards, touchdown",4.170,7.000
4,14:41,,,CHI 15,17,19,Mason Crosby kicks extra point good,0.000,0.000
4,14:41,,,GNB 35,17,19,"Mason Crosby kicks off 64 yards, returned by Velus Jones for 22 yards (tackle by Tariq Carpenter and Keisean Nixon)",0.000,0.480
4,14:33,1,10,CHI 23,17,19,Justin Fields pass complete deep left to N'Keal Harry for 49 yards (tackle by Jaire Alexander),0.480,3.710
4,13:48,1,10,GNB 28,17,19,Justin Fields pass complete short left to David Montgomery for -2 yards (tackle by Adrian Amos),3.710,2.900
4,13:09,2,12,GNB 30,17,19,David Montgomery right tackle for 7 yards (tackle by Rasul Douglas and Quay Walker),2.900,3.140
4,12:35,3,5,GNB 23,17,19,David Montgomery right guard for 1 yard (tackle by Devonte Wyatt and Quay Walker),3.140,2.070
4,11:44,4,4,GNB 22,17,19,Cairo Santos 40 yard field goal no good blocked by Dean Lowry,2.070,-0.940
4,11:40,1,10,GNB 30,17,19,AJ Dillon left guard for 4 yards (tackle by Al-Quadin Muhammad),0.940,0.930
4,10:56,2,6,GNB 34,17,19,Aaron Rodgers pass complete short middle to Allen Lazard for 8 yards (tackle by Nicholas Morrow),0.930,1.730
4,10:13,1,10,GNB 42,17,19,AJ Dillon left end for 3 yards (tackle by Jack Sanborn),1.730,1.590
4,9:33,2,7,GNB 45,17,19,Aaron Rodgers pass complete short left to AJ Dillon for 11 yards (tackle by Jaylon Jones),1.590,2.650
4,8:45,1,10,CHI 44,17,19,AJ Dillon right end for 6 yards (tackle by Trevis Gipson),2.650,2.920
4,8:02,2,4,CHI 38,17,19,Patrick Taylor right guard for 6 yards (tackle by Nicholas Morrow),2.920,3.450
4,7:19,1,10,CHI 32,17,19,Aaron Rodgers pass incomplete short left intended for Randall Cobb,3.450,2.900
4,7:08,2,10,CHI 32,17,19,Aaron Rodgers pass complete short middle to Samori Toure for 7 yards (tackle by DeAndre Houston-Carson),2.900,3.140
4,6:25,3,3,CHI 25,17,19,AJ Dillon right guard for 6 yards (tackle by Jaylon Jones),3.140,4.310
4,5:45,1,10,CHI 19,17,19,Aaron Jones left tackle for 7 yards (tackle by Nicholas Morrow),4.310,4.920
4,5:04,2,3,CHI 12,17,19,Aaron Jones left guard for -2 yards (tackle by Matthew Adams),4.920,3.760
4,4:57,3,5,CHI 14,17,19,Aaron Rodgers pass incomplete short middle intended for Robert Tonyan,3.760,2.560
4,4:53,4,5,CHI 14,20,19,Mason Crosby 32 yard field goal good,2.560,3.000
4,4:49,,,GNB 35,20,19,"Mason Crosby kicks off 62 yards, returned by Velus Jones for 28 yards (tackle by Eric Wilson and Micah Abernathy)",0.000,1.000
4,4:41,1,10,CHI 31,20,19,Justin Fields pass complete short right to Cole Kmet for 5 yards (tackle by De'Vondre Campbell),1.000,1.140
4,4:07,2,5,CHI 36,20,19,David Montgomery left guard for 8 yards (tackle by Preston Smith),1.140,1.860
4,3:29,1,10,CHI 44,20,19,Justin Fields pass incomplete short left intended for David Montgomery,1.860,1.320
4,3:28,2,10,CHI 44,20,19,Justin Fields pass complete short middle to Cole Kmet for 13 yards (tackle by De'Vondre Campbell),1.320,2.720
4,2:58,1,10,GNB 43,20,19,Justin Fields pass short left intended for Equanimeous St. Brown is intercepted by Jaire Alexander at GB-28 and returned for 4 yards (tackle by Equanimeous St. Brown),2.720,-1.070
4,2:52,1,10,GNB 32,20,19,Aaron Rodgers pass complete deep middle to Christian Watson for 19 yards (tackle by Josh Blackwell),1.070,2.320
4,2:06,1,10,CHI 49,20,19,AJ Dillon left guard for 3 yards (tackle by Jaylon Jones),2.320,2.190
4,2:00,2,7,CHI 46,26,19,"Christian Watson left end for 46 yards, touchdown",2.190,7.000
4,1:51,,,,,,Timeout #1 by Green Bay Packers,,
4,1:51,,,CHI 2,28,19,Two Point Attempt: Aaron Rodgers pass complete to to Marcedes Lewis for no gain,1.000,1.000
4,1:51,,,GNB 35,28,19,"Mason Crosby kicks off 60 yards, returned by Velus Jones for 42 yards (tackle by Rasul Douglas)",0.000,2.060
4,1:43,1,10,CHI 47,28,19,Justin Fields pass complete short left to Chase Claypool for 3 yards (tackle by De'Vondre Campbell),2.060,1.920
4,1:20,2,7,GNB 50,28,19,Justin Fields pass complete short right to Cole Kmet for 13 yards (tackle by De'Vondre Campbell and Rasul Douglas),1.920,3.120
4,1:11,,,,,,Timeout #1 by Chicago Bears,,
4,1:11,1,10,GNB 37,28,19,Justin Fields pass complete short right to Darrynton Evans for no gain (no play),3.120,2.790
4,1:03,1,15,GNB 42,28,19,Justin Fields pass complete short left to Cole Kmet for 7 yards,2.790,2.840
4,0:57,2,8,GNB 35,28,19,Justin Fields pass complete short left to David Montgomery for 7 yards (tackle by Jaire Alexander),2.840,3.070
4,0:51,3,1,GNB 28,28,19,Justin Fields pass deep left intended for Dante Pettis is intercepted by Keisean Nixon at GB-5 and returned for 1 yard,3.070,0.380
4,0:44,1,10,GNB 6,28,19,Aaron Rodgers kneels for -1 yards,-0.380,-0.850
4,0:09,2,11,GNB 5,28,19,Aaron Rodgers kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
