Quarter,Time,Down,ToGo,Location,GNB,NWE,Detail,EPB,EPA
2,13:30,,,NWE 35,3,10,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,13:30,1,10,GNB 25,3,10,Aaron Rodgers pass complete short right to Davante Adams for 6 yards (tackle by Stephon Gilmore),0.610,0.870
2,12:56,2,4,GNB 31,3,10,Aaron Rodgers pass incomplete deep left intended for Davante Adams,0.870,0.170
2,12:51,3,4,GNB 31,3,10,Aaron Rodgers pass incomplete short right,0.170,-1.310
2,12:43,4,4,GNB 31,3,10,"JK Scott punts 42 yards, fair catch by Julian Edelman at NE-27",-1.310,-0.740
2,12:37,1,10,NWE 27,3,10,Tom Brady pass complete short right to James Develin for no gain (tackle by Kevin King and Jaire Alexander),0.740,0.200
2,12:04,2,10,NWE 27,3,10,Tom Brady pass incomplete deep right intended for Josh Gordon,0.200,-0.490
2,11:53,3,10,NWE 27,3,10,Tom Brady pass incomplete short right intended for James Develin,-0.490,-1.570
2,11:46,4,10,NWE 27,3,10,Ryan Allen punts 52 yards out of bounds,-1.570,-0.340
2,11:37,1,10,GNB 21,3,10,Aaron Jones up the middle for 5 yards (tackle by Adam Butler and Kyle Van Noy),0.340,0.480
2,11:08,2,5,GNB 26,3,10,Aaron Jones left end for 13 yards (tackle by Duron Harmon),0.480,1.530
2,10:32,1,10,GNB 39,3,10,Aaron Jones left end for 2 yards (tackle by Adam Butler and Duron Harmon),1.530,1.260
2,9:43,2,8,GNB 41,3,10,Aaron Rodgers pass complete short left to Jamaal Williams for 16 yards (tackle by Kyle Van Noy),1.260,2.720
2,9:07,1,10,NWE 43,3,10,Aaron Rodgers pass complete short right to Davante Adams for 9 yards (tackle by Stephon Gilmore),2.720,3.390
2,8:23,2,1,NWE 34,3,10,Jamaal Williams left guard for 3 yards (tackle by Lawrence Guy),3.390,3.510
2,7:39,1,10,NWE 31,3,10,Jamaal Williams left guard for 2 yards (tackle by Trey Flowers and Lawrence Guy),3.510,3.240
2,7:10,2,8,NWE 29,3,10,"Aaron Rodgers pass incomplete deep left intended for Lance Kendricks (defended by Patrick Chung) Penalty on NWE: Defensive Too Many Men on Field, 5 yards. Penalty on Lawrence Guy: Defensive Offside (Declined) (no play)",3.240,3.910
2,7:06,2,3,NWE 24,3,10,Aaron Rodgers pass complete short left to Davante Adams for 10 yards (tackle by Dont'a Hightower),3.910,4.650
2,6:24,1,10,NWE 14,3,10,Aaron Rodgers right end for 2 yards,4.650,4.330
2,5:44,2,8,NWE 12,3,10,Aaron Jones left guard for 10 yards (tackle by Devin McCourty),4.330,6.740
2,5:06,1,2,NWE 2,3,10,Aaron Rodgers pass incomplete short left intended for Jimmy Graham (defended by Devin McCourty),6.740,5.720
2,4:58,2,2,NWE 2,3,10,Aaron Rodgers pass incomplete short right,5.720,4.950
2,4:54,3,2,NWE 2,9,10,"Aaron Rodgers pass complete short left to Davante Adams for 2 yards, touchdown",4.950,7.000
2,4:49,,,NWE 15,10,10,Mason Crosby kicks extra point good,0.000,0.000
2,4:49,,,GNB 35,10,10,"Mason Crosby kicks off 62 yards, returned by Cordarrelle Patterson for no gain (tackle by James Crawford)",0.000,1.000
2,4:43,1,10,NWE 31,10,10,Kenjon Barner left end for 4 yards (tackle by Jermaine Whitehead),1.000,1.000
2,4:12,2,6,NWE 35,10,10,Tom Brady pass complete short left to Julian Edelman for 4 yards (tackle by Jermaine Whitehead),1.000,0.830
2,3:52,3,2,NWE 39,10,10,James White left end for 6 yards (tackle by Blake Martinez),0.830,1.930
2,3:21,1,10,NWE 45,10,10,"Cordarrelle Patterson right guard for 10 yards (tackle by Blake Martinez and Bashaud Breeland). Penalty on Jermaine Whitehead: Disqualification, 15 yards",1.930,3.580
2,3:06,1,10,GNB 30,10,10,Cordarrelle Patterson left tackle for 17 yards (tackle by Tramon Williams),3.580,4.710
2,2:31,1,10,GNB 13,10,10,Cordarrelle Patterson up the middle for 8 yards (tackle by Kentrell Brice and Antonio Morrison),4.710,5.540
2,2:00,2,2,GNB 5,10,16,"Cordarrelle Patterson up the middle for 5 yards, touchdown",5.540,7.000
2,1:57,,,GNB 15,10,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:57,,,NWE 35,10,17,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,1:57,1,10,GNB 25,10,17,Jamaal Williams right guard for 7 yards (tackle by Trey Flowers),0.610,1.010
2,1:24,2,3,GNB 32,10,17,Aaron Rodgers pass complete short right to Jamaal Williams for 4 yards (tackle by Kyle Van Noy),1.010,1.330
2,1:19,1,10,GNB 36,10,17,Aaron Rodgers pass incomplete short left intended for Marquez Valdes-Scantling,1.330,0.790
2,1:15,2,10,GNB 36,10,17,Aaron Rodgers right tackle for no gain (tackle by Trey Flowers). Penalty on Byron Bell: Offensive Holding (Offsetting) (no play),0.790,0.790
2,1:07,2,10,GNB 36,10,17,Aaron Rodgers pass complete short left to Randall Cobb for 9 yards (tackle by Jonathan Jones),0.790,1.290
2,1:02,,,,,,Timeout #1 by Green Bay Packers,,
2,1:02,3,1,GNB 45,10,17,"Aaron Rodgers left end for -2 yards (tackle by Adrian Clayborn). Aaron Rodgers fumbles, ball out of bounds at GB-43 (forced by Adrian Clayborn)",1.290,-0.520
2,0:21,4,3,GNB 43,10,17,"JK Scott punts 35 yards, fair catch by Julian Edelman at NE-22",-0.520,-0.410
2,0:15,1,10,NWE 22,10,17,Tom Brady kneels for no gain,0.410,-0.130
Quarter,Time,Down,ToGo,Location,GNB,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,10,17,"Stephen Gostkowski kicks off 61 yards, returned by Bashaud Breeland for no gain (tackle by Brandon King and Matthew Slater)",0.000,0.540
3,14:56,1,10,GNB 24,10,17,Aaron Jones left tackle for 4 yards (tackle by Lawrence Guy and Kyle Van Noy),0.540,0.540
3,14:19,2,6,GNB 28,10,17,Aaron Rodgers pass incomplete short left intended for Davante Adams,0.540,-0.160
3,14:14,3,6,GNB 28,10,17,Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 51 yards (tackle by Jason McCourty),-0.160,4.170
3,13:27,1,10,NWE 21,10,17,Aaron Jones up the middle for 9 yards (tackle by Devin McCourty and Kyle Van Noy),4.170,5.160
3,12:45,2,1,NWE 12,10,17,Aaron Jones left guard for 7 yards (tackle by Devin McCourty and Lawrence Guy),5.160,6.060
3,11:58,1,5,NWE 5,10,17,"Aaron Jones left tackle for no gain (tackle by Lawrence Guy and Malcom Brown). Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",6.060,4.370
3,11:31,1,15,NWE 15,10,17,Aaron Rodgers pass incomplete short left intended for Aaron Jones,4.370,3.460
3,11:24,2,15,NWE 15,16,17,"Aaron Rodgers pass complete short left to Jimmy Graham for 15 yards, touchdown",3.460,7.000
3,11:18,,,NWE 15,17,17,Mason Crosby kicks extra point good,0.000,0.000
3,11:18,,,GNB 35,17,17,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,11:18,1,10,NWE 25,17,17,Cordarrelle Patterson right guard for 4 yards (tackle by Dean Lowry),0.610,0.600
3,10:38,2,6,NWE 29,17,17,Tom Brady pass complete short middle to Josh Gordon for 17 yards (tackle by Bashaud Breeland),0.600,1.990
3,9:59,1,10,NWE 46,17,17,Tom Brady pass complete short left to Julian Edelman for 3 yards (tackle by Josh Jones),1.990,1.860
3,9:37,2,7,NWE 49,17,17,Tom Brady pass complete short middle to Josh Gordon for 14 yards (tackle by Blake Martinez and Josh Jackson),1.860,3.120
3,9:14,1,10,GNB 37,17,17,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Bashaud Breeland),3.120,3.520
3,8:53,2,3,GNB 30,17,17,Tom Brady pass complete short right to Dwayne Allen for 21 yards (tackle by Tramon Williams),3.520,5.140
3,8:16,1,9,GNB 9,17,17,Tom Brady pass incomplete short right intended for Josh Gordon (defended by Jaire Alexander),5.140,4.380
3,8:12,2,9,GNB 9,17,17,Tom Brady pass incomplete short middle intended for Julian Edelman,4.380,3.360
3,8:09,3,9,GNB 9,17,17,"Tom Brady pass incomplete short middle intended for Chris Hogan. Penalty on Bashaud Breeland: Defensive Pass Interference, 8 yards (no play)",3.360,6.970
3,8:04,1,1,GNB 1,17,17,James White left tackle for no gain (tackle by Mike Daniels and Blake Martinez),6.970,5.910
3,7:29,2,1,GNB 1,17,17,Cordarrelle Patterson left guard for no gain (tackle by Josh Jones),5.910,5.170
3,7:13,3,1,GNB 1,17,17,Tom Brady pass incomplete short right intended for Chris Hogan (defended by Josh Jackson),5.170,3.550
3,7:06,,,,,,Timeout #1 by New England Patriots,,
3,7:06,4,1,GNB 1,17,17,Tom Brady pass incomplete short left intended for Josh Gordon,3.550,0.380
3,7:02,1,10,GNB 1,17,17,Aaron Jones right guard for 3 yards (tackle by Deatrich Wise and Malcom Brown),-0.380,-0.560
3,6:17,2,7,GNB 4,17,17,Aaron Rodgers pass complete short left to Randall Cobb for no gain (tackle by Jason McCourty),-0.560,-1.070
3,5:31,3,7,GNB 4,17,17,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,-1.070,-2.490
3,5:25,4,7,GNB 4,17,17,"JK Scott punts 48 yards, returned by Julian Edelman for no gain (tackle by Antonio Morrison). Penalty on Jonathan Jones: Offensive Holding, 10 yards",-2.490,-1.470
3,5:14,1,10,NWE 38,17,17,Tom Brady pass incomplete short right,1.470,0.920
3,5:11,2,10,NWE 38,17,17,Tom Brady pass incomplete short middle intended for Julian Edelman (defended by Josh Jackson),0.920,0.230
3,5:07,3,10,NWE 38,17,17,Tom Brady sacked by Antonio Morrison for -11 yards,0.230,-1.570
3,4:27,4,21,NWE 27,17,17,"Ryan Allen punts 50 yards, returned by Tramon Williams for 8 yards. Penalty on Robert Tonyan: Roughing the Kicker, 15 yards (no play)",-1.570,1.730
3,4:15,1,10,NWE 42,17,17,Cordarrelle Patterson left tackle for no gain (tackle by Josh Jones and Bashaud Breeland),1.730,1.190
3,3:35,2,10,NWE 42,17,17,Tom Brady pass complete short right to Cordarrelle Patterson for 7 yards (tackle by Josh Jackson and Antonio Morrison),1.190,1.420
3,2:49,3,3,NWE 49,17,17,Tom Brady pass incomplete deep right intended for Chris Hogan,1.420,-0.130
3,2:44,4,3,NWE 49,17,17,Ryan Allen punts 44 yards downed by Matthew Slater,-0.130,0.380
3,2:34,1,10,GNB 7,17,17,Aaron Rodgers pass complete short left to Marcedes Lewis for 5 yards (tackle by Trey Flowers and Danny Shelton),-0.380,-0.420
3,1:53,2,5,GNB 12,17,17,Jamaal Williams up the middle for 4 yards (tackle by Lawrence Guy and Danny Shelton),-0.420,-0.370
3,1:04,3,1,GNB 16,17,17,Aaron Rodgers pass complete deep right to Marquez Valdes-Scantling for 24 yards (tackle by J.C. Jackson),-0.370,1.600
3,0:21,1,10,GNB 40,17,17,Aaron Rodgers pass complete deep right to Marquez Valdes-Scantling for 26 yards (tackle by Jonathan Jones),1.600,3.310
Quarter,Time,Down,ToGo,Location,GNB,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 34,17,17,"Aaron Jones left tackle for 5 yards (tackle by Lawrence Guy). Aaron Jones fumbles (forced by Lawrence Guy), recovered by Stephon Gilmore at NE-24 (tackle by Byron Bell)",3.310,-0.540
4,14:52,1,10,NWE 24,17,17,Cordarrelle Patterson right end for 1 yard (tackle by Jaire Alexander),0.540,0.130
4,14:15,2,9,NWE 25,17,17,James White up the middle for 2 yards (tackle by Kenny Clark),0.130,-0.300
4,13:33,3,7,NWE 27,17,17,Tom Brady pass complete deep right to Phillip Dorsett for 17 yards (tackle by Josh Jones),-0.300,1.860
4,12:51,1,10,NWE 44,17,17,Tom Brady pass complete short right to James White for 5 yards (tackle by Bashaud Breeland and Nick Perry),1.860,1.990
4,12:27,2,5,NWE 49,17,17,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by Reggie Gilbert),1.990,2.720
4,12:07,1,10,GNB 43,17,17,Tom Brady pass complete short left to James White for 4 yards (tackle by Jaire Alexander),2.720,2.720
4,11:44,2,6,GNB 39,17,17,Julian Edelman pass complete short left to James White for 37 yards (tackle by Antonio Morrison),2.720,6.740
4,11:13,1,2,GNB 2,17,17,James White left end for 1 yard (tackle by Tramon Williams),6.740,5.910
4,10:30,2,1,GNB 1,17,17,James White up the middle for no gain (tackle by Antonio Morrison and Kyler Fackrell),5.910,5.170
4,10:09,3,1,GNB 1,17,23,"James White left guard for 1 yard, touchdown",5.170,7.000
4,10:06,,,GNB 15,17,24,Stephen Gostkowski kicks extra point good,0.000,0.000
4,10:06,,,NWE 35,17,24,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,10:06,1,10,GNB 25,17,24,Jamaal Williams up the middle for 3 yards (tackle by Kyle Van Noy and Patrick Chung),0.610,0.470
4,9:28,2,7,GNB 28,17,24,Aaron Rodgers pass incomplete deep left (defended by Jason McCourty),0.470,-0.230
4,9:21,3,7,GNB 28,17,24,Aaron Rodgers sacked by Trey Flowers and Adrian Clayborn for -9 yards,-0.230,-2.140
4,8:40,4,16,GNB 19,17,24,"JK Scott punts 53 yards, fair catch by Julian Edelman at NE-28",-2.140,-0.810
4,8:30,1,10,NWE 28,17,24,Julian Edelman left end for 17 yards (tackle by Tramon Williams),0.810,1.930
4,7:56,1,10,NWE 45,17,24,James White right end for no gain (tackle by Dean Lowry),1.930,1.380
4,7:28,2,10,NWE 45,17,30,"Tom Brady pass complete deep left to Josh Gordon for 55 yards, touchdown",1.380,7.000
4,7:20,,,GNB 15,17,31,Stephen Gostkowski kicks extra point good,0.000,0.000
4,7:20,,,NWE 35,17,31,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,7:20,1,10,GNB 25,17,31,Aaron Rodgers pass complete short left to Aaron Jones for 7 yards (tackle by Kyle Van Noy),0.610,1.010
4,6:52,2,3,GNB 32,17,31,Aaron Jones up the middle for -1 yards (tackle by Kyle Van Noy and Malcom Brown),1.010,0.170
4,6:33,3,4,GNB 31,17,31,"Aaron Rodgers sacked by Adrian Clayborn for no gain. Aaron Rodgers fumbles (forced by Adrian Clayborn) Penalty on NWE: Defensive Too Many Men on Field, 5 yards (no play)",0.170,1.330
4,6:10,1,10,GNB 36,17,31,Aaron Rodgers pass incomplete short right intended for Aaron Jones,1.330,0.790
4,6:05,2,10,GNB 36,17,31,Aaron Rodgers left end for 2 yards (tackle by Trey Flowers),0.790,0.370
4,5:24,3,8,GNB 38,17,31,Aaron Rodgers pass complete short middle to Davante Adams for 8 yards (tackle by Duron Harmon),0.370,1.990
4,4:54,1,10,GNB 46,17,31,Aaron Rodgers pass incomplete deep right,1.990,1.450
4,4:50,2,10,GNB 46,17,31,Aaron Rodgers up the middle for 6 yards (tackle by John Simon),1.450,1.550
4,4:01,3,4,NWE 48,17,31,Aaron Rodgers pass incomplete deep left intended for Lance Kendricks,1.550,0.070
4,3:52,,,,,,Timeout #2 by New England Patriots,,
4,3:52,4,4,NWE 48,17,31,Aaron Rodgers pass incomplete short left intended for Marquez Valdes-Scantling,0.070,-2.130
4,3:48,1,10,NWE 48,17,31,Cordarrelle Patterson left end for 4 yards (tackle by Tyler Lancaster),2.130,2.120
4,3:41,,,,,,Timeout #2 by Green Bay Packers,,
4,3:41,2,6,GNB 48,17,31,Tom Brady pass complete short left to Josh Gordon for 15 yards (tackle by Josh Jones) Penalty on GNB: Defensive Too Many Men on Field (Declined),2.120,3.380
4,3:36,,,,,,Timeout #3 by Green Bay Packers,,
4,3:36,1,10,GNB 33,17,31,Cordarrelle Patterson right end for 1 yard (tackle by Antonio Morrison),3.380,2.970
4,2:49,2,9,GNB 32,17,31,Julian Edelman left end for 11 yards (tackle by Antonio Morrison),2.970,4.170
4,2:00,1,10,GNB 21,17,31,Tom Brady kneels for -1 yards,4.170,3.490
4,1:15,2,11,GNB 22,17,31,Tom Brady kneels for -1 yards,3.490,2.680
4,0:37,3,12,GNB 23,17,31,Tom Brady kneels for -1 yards,2.680,1.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
