Quarter,Time,Down,ToGo,Location,CHI,MIA,Detail,EPB,EPA
1,8:38,3,9,MIA 42,0,0,Tyler Thigpen pass incomplete deep left intended for Brian Hartline,0.560,-0.590
1,8:29,4,9,MIA 42,0,0,"Brandon Fields punts 43 yards, returned by Devin Hester for 24 yards (tackle by Brandon Fields)",-0.590,-1.530
1,8:15,1,10,CHI 39,0,0,Matt Forte left tackle for 21 yards (tackle by Yeremiah Bell),1.530,2.920
1,7:44,1,10,MIA 40,0,0,Jay Cutler pass complete short right to Greg Olsen for 7 yards (tackle by Karlos Dansby),2.920,3.320
1,7:00,2,3,MIA 33,0,0,Matt Forte right guard for 1 yard (tackle by Paul Soliai),3.320,2.740
1,6:16,3,2,MIA 32,0,0,"Penalty on Devin Hester: False Start, 5 yards (no play)",2.740,2.080
1,5:58,3,7,MIA 37,0,0,Jay Cutler pass complete short right to Johnny Knox for 11 yards (tackle by Koa Misi),2.080,3.840
1,5:26,1,10,MIA 26,0,0,Matt Forte middle for 4 yards (tackle by Karlos Dansby),3.840,3.840
1,4:46,2,6,MIA 22,0,0,Matt Forte right guard for 1 yard (tackle by Tony McDaniel),3.840,3.270
1,4:05,3,5,MIA 21,0,0,"Jay Cutler sacked by Cameron Wake for -9 yards. Jay Cutler fumbles (forced by Cameron Wake), recovered by Chris Williams at MIA-29",3.270,1.500
1,3:53,4,13,MIA 29,3,0,Robbie Gould 47 yard field goal good,1.500,3.000
1,,,,CHI 30,3,0,"Robbie Gould kicks off 77 yards, touchback",0.000,0.280
1,3:48,1,10,MIA 20,3,0,Tyler Thigpen pass incomplete short left intended for Patrick Cobbs (defended by Marcus Harrison),0.280,-0.270
1,3:42,2,10,MIA 20,3,0,Ronnie Brown right guard for 5 yards (tackle by Lance Briggs),-0.270,-0.300
1,2:59,3,5,MIA 25,3,0,"Tyler Thigpen left tackle for 8 yards (tackle by Charles Tillman). Penalty on Brandon Marshall: Illegal Block Above the , 10 yards",-0.300,-0.560
1,2:28,3,7,MIA 23,3,0,Tyler Thigpen pass incomplete deep left intended for Brandon Marshall is intercepted by Charles Tillman at CHI-49 and returned for 5 yards,-0.560,-2.520
1,2:17,1,10,MIA 46,3,0,Jay Cutler pass incomplete deep right intended for Devin Hester,2.520,1.980
1,2:08,2,10,MIA 46,3,0,Chester Taylor left tackle for 1 yard (tackle by Tony McDaniel),1.980,1.420
1,1:23,3,9,MIA 45,3,0,Jay Cutler pass complete short right to Earl Bennett for 13 yards (tackle by Karlos Dansby and Sean Smith),1.420,3.450
1,0:39,1,10,MIA 32,3,0,Jay Cutler pass complete short left to Johnny Knox for 9 yards (tackle by Sean Smith),3.450,4.120
1,0:01,2,1,MIA 23,3,0,Chester Taylor right end for -2 yards (tackle by Reshad Jones),4.120,3.140
Quarter,Time,Down,ToGo,Location,CHI,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,MIA 25,3,0,Jay Cutler pass complete short left to Devin Hester for 6 yards (tackle by Benny Sapp),3.140,4.310
2,14:22,1,10,MIA 19,3,0,Chester Taylor right guard for 1 yard (tackle by Tony McDaniel and Kendall Langford),4.310,3.880
2,13:37,2,9,MIA 18,3,0,"Jay Cutler pass complete short left to Brandon Manumaleuna for 5 yards (tackle by Benny Sapp). Penalty on J'Marcus Webb: Offensive Holding, 10 yards (no play)",3.880,2.550
2,13:07,2,19,MIA 28,3,0,Jay Cutler pass complete short right to Matt Forte for 3 yards (tackle by Channing Crowder),2.550,2.280
2,12:26,3,16,MIA 25,3,0,Jay Cutler for 16 yards,2.280,5.140
2,11:47,1,9,MIA 9,3,0,Chester Taylor middle for 4 yards (tackle by Yeremiah Bell),5.140,5.150
2,11:10,2,5,MIA 5,3,0,Chester Taylor left end for -1 yards (tackle by Tony McDaniel),5.150,4.040
2,10:38,,,,3,0,Timeout #1 by Chicago Bears,0.000,4.040
2,10:38,3,6,MIA 6,3,0,Jay Cutler pass incomplete short right intended for Earl Bennett (defended by Vontae Davis),4.040,2.990
2,10:32,4,6,MIA 6,6,0,Robbie Gould 24 yard field goal good,2.990,3.000
2,,,,CHI 30,6,0,"Robbie Gould kicks off 72 yards, returned by Nolan Carroll for 28 yards (tackle by Garrett Wolfe)",0.000,0.670
2,10:21,1,10,MIA 26,6,0,Tyler Thigpen pass incomplete short left intended for Brandon Marshall,0.670,0.130
2,10:16,2,10,MIA 26,6,0,"Tyler Thigpen pass complete short left to Brandon Marshall for 14 yards. Penalty on Brandon Marshall: Taunting, 15 yards",0.130,0.610
2,9:46,1,10,MIA 25,6,0,Tyler Thigpen pass complete deep left to Brian Hartline for 24 yards (tackle by Chris Harris),0.610,2.190
2,9:03,1,10,MIA 49,6,0,Ricky Williams right guard for -3 yards (tackle by Tommie Harris),2.190,1.240
2,8:19,2,13,MIA 46,6,0,Tyler Thigpen pass incomplete deep left intended for Brandon Marshall,1.240,0.560
2,8:12,3,13,MIA 46,6,0,Tyler Thigpen middle for 6 yards (tackle by Henry Melton),0.560,0.070
2,7:34,4,7,CHI 48,6,0,"Brandon Fields punts 42 yards, fair catch by Devin Hester",0.070,0.380
2,7:29,1,10,CHI 6,6,0,Jay Cutler pass complete short right to Matt Forte for 4 yards (tackle by Vontae Davis),-0.380,-0.490
2,6:54,2,6,CHI 10,6,0,Matt Forte right tackle for 1 yard (tackle by Channing Crowder),-0.490,-0.840
2,6:14,3,5,CHI 11,6,0,Jay Cutler pass complete short right to Devin Hester for 14 yards (tackle by Benny Sapp),-0.840,0.610
2,5:44,,,,6,0,Timeout #1 by Miami Dolphins,0.000,0.610
2,5:44,1,10,CHI 25,6,0,Jay Cutler pass incomplete short right intended for Kellen Davis,0.610,0.060
2,5:40,2,10,CHI 25,6,0,Jay Cutler right end for 6 yards (tackle by Kendall Langford and Channing Crowder),0.060,0.170
2,4:54,3,4,CHI 31,6,0,Jay Cutler pass complete short left to Johnny Knox for 12 yards (tackle by Al Harris),0.170,1.800
2,4:11,1,10,CHI 43,6,0,Jay Cutler pass complete short right to Greg Olsen for 11 yards (tackle by Karlos Dansby),1.800,2.520
2,3:26,1,10,MIA 46,6,0,Matt Forte right end for 11 yards (tackle by Karlos Dansby),2.520,3.250
2,2:41,1,10,MIA 35,6,0,Chester Taylor right tackle for -1 yards (tackle by Kendall Langford),3.250,2.570
2,2:00,2,11,MIA 36,6,0,"Jay Cutler pass incomplete short right intended for Greg Olsen. Penalty on J'Marcus Webb: Offensive Holding, 10 yards (no play)",2.570,1.220
2,1:54,2,21,MIA 46,6,0,Jay Cutler pass incomplete short left intended for Johnny Knox is intercepted by Benny Sapp at MIA-33,1.220,-1.140
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,1:46,1,10,MIA 33,6,0,Tyler Thigpen pass complete short middle to Brandon Marshall for 18 yards (tackle by Lance Briggs),1.140,2.320
2,1:25,,,,6,0,Timeout #2 by Miami Dolphins,0.000,2.320
2,1:25,1,10,CHI 49,6,0,Tyler Thigpen sacked by Julius Peppers for -1 yards,2.320,1.650
2,1:03,2,11,,6,0,Tyler Thigpen pass incomplete short right intended for Patrick Cobbs,1.650,0.960
2,0:57,3,11,,6,0,Tyler Thigpen pass incomplete short right intended for Ricky Williams (defended by Lance Briggs),0.960,-0.060
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,0:53,4,11,,6,0,"Brandon Fields punts 36 yards, fair catch by Devin Hester",-0.060,0.280
2,0:46,1,10,CHI 14,6,0,Matt Forte right tackle for 9 yards (tackle by Yeremiah Bell),-0.280,0.550
2,0:07,2,1,CHI 23,6,0,Jay Cutler pass incomplete short right intended for Johnny Knox,0.550,-0.320
2,0:02,3,1,CHI 23,6,0,Jay Cutler kneels for -2 yards,-0.320,-1.960
Quarter,Time,Down,ToGo,Location,CHI,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,6,0,"Dan Carpenter kicks off 50 yards, returned by Rashied Davis for 10 yards (tackle by Tyrone Culver)",0.000,0.940
3,14:56,1,10,CHI 30,6,0,Jay Cutler pass complete deep right to Johnny Knox for 16 yards (tackle by Reshad Jones),0.940,1.990
3,14:20,1,10,CHI 46,6,0,Matt Forte right end for 9 yards (tackle by Cameron Wake),1.990,2.670
3,13:41,2,1,MIA 45,6,0,Matt Forte right guard for 7 yards (tackle by Karlos Dansby),2.670,3.050
3,13:04,1,10,MIA 38,6,0,Matt Forte right tackle for -2 yards (tackle by Cameron Wake),3.050,2.240
3,12:26,2,12,MIA 40,6,0,Jay Cutler pass incomplete short left intended for Johnny Knox (defended by Karlos Dansby),2.240,1.550
3,12:20,3,12,MIA 40,6,0,Jay Cutler for 8 yards,1.550,1.270
3,11:53,4,4,MIA 32,9,0,Robbie Gould 50 yard field goal good,1.270,3.000
3,,,,CHI 30,9,0,"Robbie Gould kicks off 74 yards, touchback",0.000,0.280
3,11:47,1,10,MIA 20,9,0,Tyler Thigpen pass complete short left to Brian Hartline for 15 yards (tackle by Chris Harris),0.280,1.270
3,11:12,1,10,MIA 35,9,0,Ronnie Brown left guard for 2 yards (tackle by Julius Peppers),1.270,0.990
3,10:36,2,8,MIA 37,9,0,"Tyler Thigpen for 3 yards. Tyler Thigpen fumbles, recovered by Tyler Thigpen at MIA-MIA",0.990,0.700
3,9:55,3,5,MIA 40,9,0,Tyler Thigpen sacked by Israel Idonije for -12 yards,0.700,-1.500
3,9:31,4,17,MIA 28,9,0,"Brandon Fields punts 32 yards, returned by Devin Hester for no gain",-1.500,-1.600
3,9:23,1,10,CHI 40,9,0,Matt Forte left end for 9 yards (tackle by Reshad Jones and Vontae Davis),1.600,2.270
3,8:45,2,1,CHI 49,9,0,Matt Forte left guard for 2 yards (tackle by Kendall Langford),2.270,2.320
3,8:06,1,10,MIA 49,9,0,Matt Forte left end for 9 yards (tackle by Sean Smith),2.320,3.000
3,7:20,2,1,MIA 40,9,0,Chester Taylor left tackle for no gain (tackle by Tony McDaniel),3.000,2.280
3,6:52,3,1,MIA 40,9,0,Chester Taylor right guard for 2 yards (tackle by Channing Crowder),2.280,3.050
3,6:09,1,10,MIA 38,9,0,Chester Taylor left guard for no gain (tackle by Vontae Davis),3.050,2.510
3,5:24,2,10,MIA 38,9,0,"Jay Cutler pass incomplete deep middle intended for Johnny Knox (defended by Sean Smith). Penalty on Benny Sapp: Illegal Contact, 5 yards (no play)",2.510,3.380
3,5:16,1,10,MIA 33,9,0,Jay Cutler pass complete short right to Greg Olsen for 12 yards (tackle by Yeremiah Bell),3.380,4.170
3,4:42,1,10,MIA 21,9,0,Jay Cutler pass incomplete deep middle intended for Greg Olsen,4.170,3.630
3,4:35,2,10,MIA 21,9,0,Matt Forte right guard for 3 yards (tackle by Randy Starks),3.630,3.310
3,4:00,,,,9,0,Timeout #1 by Chicago Bears,0.000,3.310
3,4:00,3,7,MIA 18,9,0,Jay Cutler pass complete short left to Greg Olsen for 10 yards (tackle by Karlos Dansby),3.310,5.370
3,3:23,1,8,MIA 8,9,0,Matt Forte left tackle for 2 yards (tackle by Channing Crowder),5.370,4.950
3,2:40,2,6,MIA 6,9,0,Matt Forte left guard for 4 yards (tackle by Yeremiah Bell),4.950,4.950
3,2:01,3,2,MIA 2,15,0,"Matt Forte right guard for 2 yards, touchdown",4.950,7.000
3,,,,MIA 2,16,0,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,16,0,"Robbie Gould kicks off 72 yards, returned by Nolan Carroll for 24 yards (tackle by Corey Graham)",0.000,0.410
3,1:52,1,10,MIA 22,16,0,Ricky Williams middle for 2 yards (tackle by Lance Briggs),0.410,0.140
3,1:30,2,8,MIA 24,16,0,Tyler Thigpen pass incomplete deep left intended for Marlon Moore,0.140,-0.560
3,1:23,3,8,MIA 24,16,0,Tyler Thigpen pass complete deep middle to Brian Hartline for 21 yards (tackle by Major Wright),-0.560,1.930
3,0:48,1,10,MIA 45,16,0,Patrick Cobbs right tackle for 1 yard (tackle by Brian Urlacher and Julius Peppers),1.930,1.520
3,0:23,2,9,MIA 46,16,0,Tyler Thigpen pass complete short right to Patrick Cobbs for no gain,1.520,0.830
Quarter,Time,Down,ToGo,Location,CHI,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,MIA 46,16,0,Tyler Thigpen sacked by Brian Urlacher for -8 yards,0.830,-0.850
4,14:45,4,17,MIA 38,16,0,"Brandon Fields punts 41 yards, returned by Devin Hester for 1 yard (tackle by John Denney)",-0.850,-0.410
4,14:30,1,10,CHI 22,16,0,Chester Taylor left tackle for 1 yard (tackle by Cameron Wake),0.410,0.000
4,13:48,2,9,CHI 23,16,0,Jay Cutler pass complete short left to Devin Hester for 13 yards (tackle by Reshad Jones),0.000,1.330
4,13:07,1,10,CHI 36,16,0,Jay Cutler pass complete short right to Devin Hester for 8 yards (tackle by Vontae Davis),1.330,1.870
4,12:18,2,2,CHI 44,16,0,"Chester Taylor right end for 15 yards (tackle by Yeremiah Bell). Penalty on J'Marcus Webb: Offensive Holding, 10 yards (no play)",1.870,0.520
4,11:42,,,,16,0,Timeout #2 by Chicago Bears,0.000,0.520
4,11:42,2,12,CHI 34,16,0,Chester Taylor left end for 5 yards (tackle by Karlos Dansby),0.520,0.500
4,10:59,3,7,CHI 39,16,0,Jay Cutler sacked by Quentin Moses for -8 yards,0.500,-1.310
4,10:33,4,15,CHI 31,16,0,"Brad Maynard punts 49 yards, fair catch by Davone Bess",-1.310,-0.280
4,10:24,1,10,MIA 20,16,0,Tyler Thigpen right tackle for 7 yards (tackle by Brian Urlacher),0.280,0.680
4,9:57,2,3,MIA 27,16,0,Tyler Thigpen sacked by Julius Peppers for -7 yards,0.680,-0.960
4,9:18,3,10,MIA 20,16,0,Tyler Thigpen pass incomplete short middle intended for Davone Bess,-0.960,-2.030
4,9:11,4,10,MIA 20,16,0,"Brandon Fields punts 54 yards. Penalty on Danieal Manning: Illegal Block Above the , 10 yards",-2.030,-0.040
4,8:58,1,10,CHI 18,16,0,Matt Forte left guard for 1 yard (tackle by Channing Crowder and Koa Misi),0.040,-0.320
4,8:16,2,9,CHI 19,16,0,Matt Forte right tackle for no gain (tackle by Ryan Baker),-0.320,-1.040
4,7:35,3,9,CHI 19,16,0,Jay Cutler pass incomplete short right intended for Earl Bennett (defended by Benny Sapp),-1.040,-2.140
4,7:25,4,9,CHI 19,16,0,Brad Maynard punts 48 yards,-2.140,-1.140
4,7:14,1,10,MIA 33,16,0,Tyler Thigpen right end for 3 yards (tackle by Henry Melton),1.140,1.000
4,6:45,2,7,MIA 36,16,0,Tyler Thigpen pass complete short left to Ronnie Brown for 9 yards (tackle by Charles Tillman),1.000,1.930
4,6:11,1,10,MIA 45,16,0,Tyler Thigpen sacked by Julius Peppers for -6 yards,1.930,0.570
4,5:31,2,16,MIA 39,16,0,Tyler Thigpen pass complete short left to Ronnie Brown for 5 yards (tackle by Lance Briggs),0.570,0.560
4,4:49,3,11,MIA 44,16,0,Tyler Thigpen pass complete short left to Ronnie Brown for 5 yards (tackle by Charles Tillman),0.560,-0.130
4,4:06,4,6,MIA 49,16,0,Tyler Thigpen pass incomplete deep right intended for Davone Bess (defended by Danieal Manning),-0.130,-2.320
4,3:59,1,10,MIA 49,16,0,Matt Forte left tackle for -2 yards (tackle by Cameron Wake),2.320,1.510
4,3:54,,,,16,0,Timeout #1 by Miami Dolphins,0.000,1.510
4,3:54,2,12,CHI 49,16,0,Matt Forte left tackle for 6 yards (tackle by Reshad Jones),1.510,1.620
4,3:46,,,,16,0,Timeout #2 by Miami Dolphins,0.000,1.620
4,3:46,3,6,MIA 45,16,0,Jay Cutler pass complete short left to Johnny Knox for 7 yards (tackle by Sean Smith),1.620,3.050
4,3:00,1,10,MIA 38,16,0,Matt Forte left tackle for -1 yards (tackle by Karlos Dansby),3.050,2.370
4,2:55,,,,16,0,Timeout #3 by Miami Dolphins,0.000,2.370
4,2:55,2,11,MIA 39,16,0,Matt Forte right tackle for -2 yards (tackle by Cameron Wake),2.370,1.420
4,2:09,3,13,MIA 41,16,0,Jay Cutler sacked by Karlos Dansby for -7 yards. Penalty on J'Marcus Webb: Illegal Use of Hands (Declined),1.420,0.070
4,2:00,4,20,MIA 48,16,0,"Brad Maynard punts 33 yards, returned by Davone Bess for 7 yards (tackle by Garrett Wolfe)",0.070,-0.410
4,1:48,1,10,MIA 22,16,0,Tyler Thigpen pass complete short left to Marlon Moore for 7 yards (tackle by Major Wright and Charles Tillman),0.410,0.810
4,1:23,2,3,MIA 29,16,0,Tyler Thigpen pass complete short middle to Marlon Moore for 13 yards (tackle by Brian Urlacher),0.810,1.730
4,1:03,1,10,MIA 42,16,0,Tyler Thigpen pass complete short right to Brian Hartline for 6 yards (tackle by Lance Briggs),1.730,2.000
4,0:43,2,4,MIA 48,16,0,Tyler Thigpen pass incomplete short right intended for Davone Bess,2.000,1.290
4,0:37,3,4,MIA 48,16,0,"Penalty on John Jerry: False Start, 5 yards (no play)",1.290,0.630
4,0:37,3,9,MIA 43,16,0,Tyler Thigpen pass incomplete short left intended for Davone Bess,0.630,-0.520
4,0:32,4,9,MIA 43,16,0,Tyler Thigpen pass complete short right to Anthony Fasano for 16 yards (tackle by Tim Jennings),-0.520,2.850
4,0:07,1,10,CHI 41,16,0,Tyler Thigpen pass complete short right to Ricky Williams for 12 yards (tackle by Brian Urlacher),2.850,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
