Quarter,Time,Tm,Detail,BAL,CLE
2.0,2:44,Ravens,Terry Jones 1 yard pass from Anthony Wright (Matt Stover kick),7,0
3.0,6:14,Ravens,Jamal Lewis 72 yard rush (Matt Stover kick),14,0
4.0,11:55,Ravens,Jamal Lewis 24 yard rush (Matt Stover kick),21,0
,10:25,Ravens,Chad Williams 52 yard interception return (Matt Stover kick),28,0
,1:37,Ravens,Musa Smith 11 yard rush (Matt Stover kick),35,0
