Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,BUF 37,7,7,Josh Allen pass complete short middle to Dawson Knox for 8 yards (tackle by Daniel Sorensen and Willie Gay),,
2,14:20,3,1,BUF 45,7,7,Josh Allen left end for 14 yards (tackle by Daniel Sorensen),,
2,13:39,1,10,KAN 41,7,7,Josh Allen pass complete short left to Reggie Gilliam for 1 yard (tackle by Nick Bolton and L'Jarius Sneed),,
2,13:02,2,9,KAN 40,7,7,Josh Allen pass incomplete short left intended for Gabriel Davis,,
2,12:59,3,9,KAN 40,7,7,"Josh Allen sacked by Melvin Ingram for -11 yards. Josh Allen fumbles (forced by Melvin Ingram), recovered by Josh Allen at BUF-49",,
2,12:11,4,20,BUF 49,7,7,Matt Haack punts 50 yards downed by Reid Ferguson,,
2,11:59,1,10,KAN 1,7,7,Patrick Mahomes pass incomplete short left intended for Byron Pringle,,
2,11:56,2,10,KAN 1,7,7,Jerick McKinnon right tackle for 1 yard (tackle by A.J. Epenesa and Harrison Phillips),,
2,11:16,3,9,KAN 2,7,7,Patrick Mahomes pass complete short left to Travis Kelce for 5 yards (tackle by Matt Milano),,
2,10:38,4,4,KAN 7,7,7,"Tommy Townsend punts 50 yards, fair catch by Micah Hyde at BUF-43",,
2,10:31,1,10,BUF 43,7,7,Devin Singletary up the middle for 7 yards (tackle by Anthony Hitchens and Nick Bolton),,
2,9:57,2,3,BUF 50,7,7,Devin Singletary right end for 1 yard (tackle by Willie Gay and Jarran Reed),,
2,9:32,3,2,KAN 49,7,7,Devin Singletary left end for -2 yards (tackle by Nick Bolton and L'Jarius Sneed),,
2,8:50,4,4,BUF 49,7,7,"Matt Haack punts 37 yards, fair catch by Mecole Hardman at KC-14",,
2,8:43,1,10,KAN 14,7,7,Patrick Mahomes pass complete deep middle to Travis Kelce for 21 yards (tackle by Tremaine Edmunds and Jordan Poyer),,
2,8:04,1,10,KAN 35,7,7,Patrick Mahomes pass complete short middle to Byron Pringle for 12 yards (tackle by Tremaine Edmunds),,
2,7:28,1,10,KAN 47,7,7,Patrick Mahomes pass complete short right to Tyreek Hill for 10 yards (tackle by Levi Wallace),,
2,6:49,1,10,BUF 43,7,7,Clyde Edwards-Helaire left end for 22 yards (tackle by Jordan Poyer),,
2,6:05,1,10,BUF 21,7,7,Tyreek Hill right end for -2 yards (tackle by Levi Wallace),,
2,5:28,2,12,BUF 23,7,7,Patrick Mahomes pass complete short middle to Clyde Edwards-Helaire for 9 yards (tackle by Micah Hyde),,
2,4:41,3,3,BUF 14,7,7,Patrick Mahomes pass complete short right to Jerick McKinnon for 6 yards (tackle by Dane Jackson and Matt Milano),,
2,4:03,1,8,BUF 8,7,7,Patrick Mahomes sacked by Ed Oliver for -7 yards,,
2,3:20,2,15,BUF 15,7,7,Jerick McKinnon right tackle for 4 yards (tackle by Harrison Phillips),,
2,2:37,3,11,BUF 11,7,7,"Patrick Mahomes sacked by Matt Milano for no gain. Penalty on Dane Jackson: Defensive Holding, 5 yards (accepted) (no play)",,
2,2:19,1,6,BUF 6,7,7,Clyde Edwards-Helaire up the middle for 4 yards (tackle by Efe Obada and Jordan Poyer),,
2,2:00,2,2,BUF 2,7,7,Patrick Mahomes pass incomplete short middle intended for Clyde Edwards-Helaire,,
2,1:58,3,2,BUF 2,7,13,"Patrick Mahomes pass complete short right to Byron Pringle for 2 yards, touchdown",,
2,1:52,,,BUF 15,7,14,Harrison Butker kicks extra point good,,
2,1:52,,,KAN 35,7,14,"Harrison Butker kicks off 65 yards, touchback.",,
2,1:52,1,10,BUF 25,7,14,Josh Allen pass complete short middle to Cole Beasley for 24 yards (tackle by Juan Thornhill and L'Jarius Sneed),,
2,1:29,1,10,BUF 49,7,14,Josh Allen pass complete short right to Stefon Diggs for 1 yard (tackle by Charvarius Ward),,
2,1:24,2,9,KAN 50,7,14,Josh Allen pass complete short middle to Cole Beasley for 7 yards (tackle by Armani Watts),,
2,1:00,3,2,KAN 43,7,14,Josh Allen pass complete short left to Gabriel Davis for 5 yards (tackle by Charvarius Ward),,
2,0:54,,,,,,Timeout #1 by Buffalo Bills,,
2,0:54,1,10,KAN 38,7,14,Josh Allen left end for 9 yards (tackle by Armani Watts and Daniel Sorensen),,
2,0:49,2,1,KAN 29,7,14,Josh Allen left end for 11 yards (tackle by Melvin Ingram),,
2,0:42,1,10,KAN 18,13,14,"Josh Allen pass complete deep middle to Gabriel Davis for 18 yards, touchdown",,
2,0:37,,,KAN 15,14,14,Tyler Bass kicks extra point good,,
2,0:37,,,BUF 35,14,14,"Tyler Bass kicks off 65 yards, touchback.",,
2,0:37,1,10,KAN 25,14,14,"Patrick Mahomes pass incomplete intended for Travis Kelce. Penalty on Levi Wallace: Defensive Holding, 5 yards (accepted) (no play)",,
2,0:30,1,10,KAN 30,14,14,Patrick Mahomes pass complete short right to Tyreek Hill for 26 yards (tackle by Micah Hyde),,
2,0:23,1,10,BUF 44,14,14,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Matt Milano),,
2,0:16,2,6,BUF 40,14,14,Patrick Mahomes pass complete short middle to Travis Kelce for 8 yards (tackle by Taron Johnson and Matt Milano),,
2,0:11,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:11,,,,,,Timeout #2 by Buffalo Bills,,
2,0:11,1,10,BUF 32,14,14,Patrick Mahomes pass incomplete short left,,
2,0:07,2,10,BUF 32,14,14,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,,
2,0:03,,,,,,Timeout #3 by Buffalo Bills,,
2,0:03,3,10,BUF 32,14,14,Harrison Butker 50 yard field goal no good,,
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,14,14,"Tyler Bass kicks off 65 yards, touchback.",,
3,15:00,1,10,KAN 25,14,14,Jerick McKinnon left tackle for 5 yards (tackle by Matt Milano and Levi Wallace),,
3,14:28,2,5,KAN 30,14,14,Patrick Mahomes scrambles left end for 4 yards (tackle by Matt Milano),,
3,13:43,3,1,KAN 34,14,14,Jerick McKinnon up the middle for 3 yards (tackle by Tremaine Edmunds and Ed Oliver),,
3,13:10,1,10,KAN 37,14,14,Patrick Mahomes pass complete short left to Jerick McKinnon for 7 yards (tackle by Levi Wallace and Tremaine Edmunds),,
3,12:29,2,3,KAN 44,14,14,Patrick Mahomes pass complete short right to Tyreek Hill for 7 yards (tackle by Dane Jackson),,
3,11:56,1,10,BUF 49,14,14,Patrick Mahomes pass complete short left to Noah Gray for 8 yards (tackle by Taron Johnson),,
3,11:20,2,2,BUF 41,14,14,Jerick McKinnon up the middle for -2 yards (tackle by Ed Oliver),,
3,10:44,3,4,BUF 43,14,14,Patrick Mahomes pass complete short left to Tyreek Hill for 3 yards (tackle by Taron Johnson),,
3,10:06,4,1,BUF 40,14,14,Patrick Mahomes pass complete short right to Jerick McKinnon for 20 yards (tackle by Dane Jackson),,
3,9:27,1,10,BUF 20,14,14,Patrick Mahomes sacked by Taron Johnson for -1 yards,,
3,8:44,2,11,BUF 21,14,14,Clyde Edwards-Helaire left tackle for 3 yards (tackle by Efe Obada),,
3,8:06,3,8,BUF 18,14,14,"Patrick Mahomes scrambles for no gain. Penalty on Andrew Wylie: Offensive Holding, 10 yards (accepted) (no play)",,
3,7:41,3,18,BUF 28,14,14,Patrick Mahomes scrambles right end for 7 yards (tackle by Boogie Basham),,
3,7:05,4,11,BUF 21,14,17,Harrison Butker 39 yard field goal good,,
3,7:01,,,KAN 35,14,17,"Harrison Butker kicks off 65 yards, touchback.",,
3,7:01,1,10,BUF 25,14,17,Josh Allen pass complete short left to Reggie Gilliam for 7 yards (tackle by Daniel Sorensen),,
3,6:23,2,3,BUF 32,14,17,Devin Singletary left end for 1 yard (tackle by L'Jarius Sneed and Daniel Sorensen),,
3,5:43,3,2,BUF 33,14,17,Isaiah McKenzie right end for 1 yard (tackle by Nick Bolton),,
3,5:00,4,1,BUF 34,14,17,"Matt Haack punts 42 yards, returned by Mike Hughes for 15 yards (tackle by Jaquan Johnson)",,
3,4:49,1,10,KAN 39,14,17,Patrick Mahomes scrambles left end for 3 yards (tackle by Tremaine Edmunds),,
3,4:10,2,7,KAN 42,14,17,Patrick Mahomes pass complete short left to Travis Kelce for 8 yards (tackle by Matt Milano),,
3,3:30,1,10,BUF 50,14,17,Patrick Mahomes pass complete short right to Byron Pringle for 5 yards (tackle by Taron Johnson),,
3,2:56,2,5,BUF 45,14,17,Clyde Edwards-Helaire right tackle for 20 yards (tackle by Dane Jackson),,
3,2:14,1,10,BUF 25,14,23,"Mecole Hardman left end for 25 yards, touchdown",,
3,2:06,,,BUF 15,14,23,Harrison Butker kicks extra point no good,,
3,2:06,,,KAN 35,14,23,"Harrison Butker kicks off 65 yards, touchback.",,
3,2:06,1,10,BUF 25,20,23,"Josh Allen pass complete deep middle to Gabriel Davis for 75 yards, touchdown",,
3,1:56,,,KAN 15,21,23,Tyler Bass kicks extra point good,,
3,1:56,,,BUF 35,21,23,"Tyler Bass kicks off 65 yards, touchback.",,
3,1:56,1,10,KAN 25,21,23,Patrick Mahomes scrambles right end for 6 yards (tackle by Boogie Basham),,
3,1:15,2,4,KAN 31,21,23,Patrick Mahomes pass complete short right to Noah Gray for 6 yards (tackle by Dane Jackson),,
3,0:31,1,10,KAN 37,21,23,Patrick Mahomes pass complete short right to Tyreek Hill for 5 yards (tackle by Star Lotulelei),,
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 42,21,23,Patrick Mahomes pass complete short middle to Tyreek Hill for 7 yards (tackle by Tremaine Edmunds),,
4,14:25,1,10,KAN 49,21,23,Patrick Mahomes pass incomplete short left,,
4,14:18,2,10,KAN 49,21,23,Clyde Edwards-Helaire left tackle for 5 yards (tackle by Efe Obada and Jordan Poyer),,
4,13:38,3,5,BUF 46,21,23,Patrick Mahomes pass incomplete short middle intended for Byron Pringle,,
4,13:33,4,5,BUF 46,21,23,"Tommy Townsend punts 38 yards, fair catch by Micah Hyde at BUF-8",,
4,13:26,1,10,BUF 8,21,23,Josh Allen pass complete deep left to Gabriel Davis for 17 yards (tackle by L'Jarius Sneed),,
4,12:49,1,10,BUF 25,21,23,Josh Allen pass incomplete short right intended for Dawson Knox,,
4,12:44,2,10,BUF 25,21,23,"Penalty on Dawson Knox: False Start, 5 yards (accepted) (no play)",,
4,12:44,2,15,BUF 20,21,23,Josh Allen pass incomplete deep right intended for Gabriel Davis,,
4,12:37,3,15,BUF 20,21,23,Josh Allen sacked by Jarran Reed for -5 yards,,
4,11:58,4,20,BUF 15,21,23,"Matt Haack punts 53 yards, returned by Tyreek Hill for 10 yards. Penalty on Taiwan Jones: Player Out of Bounds on a Punt, 5 yards (offset) . Penalty on Dorian O'Daniel: Low Block, 15 yards (offset) (no play)",,
4,11:44,4,20,BUF 15,21,23,"Matt Haack punts 46 yards, returned by Tyreek Hill for 45 yards (tackle by Matt Haack and Andre Smith)",,
4,11:28,1,10,BUF 16,21,23,Jerick McKinnon up the middle for 3 yards (tackle by Harrison Phillips),,
4,10:46,2,7,BUF 13,21,23,"Jerick McKinnon up the middle for 5 yards. Jerick McKinnon fumbles (forced by Jordan Poyer) (tackle by Star Lotulelei), recovered by Andrew Wylie at BUF-7",,
4,9:44,3,1,BUF 7,21,23,Jerick McKinnon right end for -3 yards (tackle by Dane Jackson),,
4,8:58,4,4,BUF 10,21,26,Harrison Butker 28 yard field goal good,,
4,8:55,,,KAN 35,21,26,"Harrison Butker kicks off 65 yards, touchback.",,
4,8:55,1,10,BUF 25,21,26,Josh Allen pass complete short left to Cole Beasley for 8 yards (tackle by L'Jarius Sneed and Nick Bolton),,
4,8:14,2,2,BUF 33,21,26,Josh Allen left end for -1 yards (tackle by Frank Clark),,
4,7:32,3,3,BUF 32,21,26,Josh Allen pass complete short left to Cole Beasley for 5 yards (tackle by Juan Thornhill),,
4,6:50,1,10,BUF 37,21,26,Devin Singletary up the middle for 5 yards (tackle by Anthony Hitchens),,
4,6:19,2,5,BUF 42,21,26,Devin Singletary right tackle for 1 yard (tackle by Juan Thornhill),,
4,5:39,3,4,BUF 43,21,26,Josh Allen up the middle for 9 yards (tackle by Armani Watts and Charvarius Ward),,
4,5:01,1,10,KAN 48,21,26,Josh Allen pass incomplete intended for Devin Singletary,,
4,4:54,2,10,KAN 48,21,26,Josh Allen pass complete short right to Cole Beasley for 9 yards (tackle by L'Jarius Sneed),,
4,4:16,3,1,KAN 39,21,26,Josh Allen left end for 3 yards (tackle by Daniel Sorensen),,
4,4:11,1,10,KAN 36,21,26,Devin Singletary left end for 4 yards (tackle by Willie Gay),,
4,3:32,2,6,KAN 32,21,26,Josh Allen pass incomplete short right intended for Cole Beasley (defended by Juan Thornhill),,
4,3:28,3,6,KAN 32,21,26,Josh Allen left end for 2 yards (tackle by Jarran Reed),,
4,2:48,4,4,KAN 30,21,26,Josh Allen scrambles right end for 6 yards (tackle by Daniel Sorensen),,
4,2:39,1,10,KAN 24,21,26,Josh Allen pass incomplete short middle intended for Cole Beasley (defended by L'Jarius Sneed),,
4,2:36,2,10,KAN 24,21,26,Josh Allen right end for 4 yards (tackle by Willie Gay),,
4,2:31,3,6,KAN 20,21,26,Josh Allen pass complete short right to Devin Singletary for -7 yards (tackle by Chris Jones),,
4,2:00,4,13,KAN 27,27,26,"Josh Allen pass complete to Gabriel Davis for 27 yards, touchdown",,
4,1:54,,,KAN 2,29,26,Two Point Attempt: Josh Allen pass complete to to Stefon Diggs for no gain,,
4,1:54,,,BUF 35,29,26,"Tyler Bass kicks off 65 yards, touchback.",,
4,1:54,1,10,KAN 25,29,26,Patrick Mahomes pass incomplete short right intended for Jerick McKinnon,,
4,1:47,2,10,KAN 25,29,26,Patrick Mahomes pass incomplete short left intended for Demarcus Robinson,,
4,1:39,3,10,KAN 25,29,26,Patrick Mahomes pass complete short left to Travis Kelce for 11 yards (tackle by Taron Johnson),,
4,1:17,1,10,KAN 36,29,26,Patrick Mahomes pass incomplete short left intended for Jerick McKinnon,,
4,1:13,2,10,KAN 36,29,32,"Patrick Mahomes pass complete short middle to Tyreek Hill for 64 yards, touchdown",,
4,1:02,,,BUF 15,29,33,Harrison Butker kicks extra point good,,
4,1:02,,,KAN 35,29,33,"Harrison Butker kicks off 65 yards, touchback.",,
4,1:02,1,10,BUF 25,29,33,Josh Allen pass incomplete deep right intended for Stefon Diggs,,
4,0:57,2,10,BUF 25,29,33,Josh Allen pass complete deep left to Gabriel Davis for 28 yards (tackle by Daniel Sorensen),,
4,0:49,,,,,,Timeout #1 by Buffalo Bills,,
4,0:49,1,10,KAN 47,29,33,Josh Allen pass complete short left to Gabriel Davis for 12 yards (tackle by Deandre Baker),,
4,0:32,1,10,KAN 35,29,33,Josh Allen pass incomplete deep right intended for Stefon Diggs (defended by Charvarius Ward),,
4,0:23,2,10,KAN 35,29,33,"Josh Allen pass complete deep right to Emmanuel Sanders for 16 yards (tackle by Charvarius Ward). Penalty on Charvarius Ward: Defensive Pass Interference, 15 yards (declined)",,
4,0:17,1,10,KAN 19,35,33,"Josh Allen pass complete deep middle to Gabriel Davis for 19 yards, touchdown",,
4,0:13,,,KAN 15,36,33,Tyler Bass kicks extra point good,,
4,0:13,,,BUF 35,36,33,"Tyler Bass kicks off 65 yards, touchback.",,
4,0:13,,,,,,Timeout #2 by Buffalo Bills,,
4,0:13,1,10,KAN 25,36,33,Patrick Mahomes pass complete short left to Tyreek Hill for 19 yards (tackle by Tremaine Edmunds and Taron Johnson),,
4,0:08,,,,,,Timeout #1 by Kansas City Chiefs,,
4,0:08,,,,,,Timeout #3 by Buffalo Bills,,
4,0:08,1,10,KAN 44,36,33,Patrick Mahomes pass complete short middle to Travis Kelce for 25 yards (tackle by Levi Wallace),,
4,0:03,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:03,1,10,BUF 31,36,36,Harrison Butker 49 yard field goal good,,
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,
OT,15:00,,,BUF 35,36,36,"Tyler Bass kicks off 65 yards, touchback.",,
OT,15:00,1,10,KAN 25,36,36,Clyde Edwards-Helaire up the middle for 4 yards (tackle by Tremaine Edmunds),,
OT,14:28,2,6,KAN 29,36,36,Patrick Mahomes pass complete short right to Byron Pringle for 5 yards (tackle by Tremaine Edmunds),,
OT,13:51,3,1,KAN 34,36,36,Patrick Mahomes pass complete short left to Travis Kelce for 10 yards (tackle by Jordan Poyer),,
OT,13:15,1,10,KAN 44,36,36,Clyde Edwards-Helaire left end for 2 yards (tackle by A.J. Epenesa and Star Lotulelei),,
OT,12:38,2,8,KAN 46,36,36,Patrick Mahomes pass complete short left to Jerick McKinnon for 16 yards (tackle by Matt Milano and Jordan Poyer),,
OT,11:57,1,10,BUF 38,36,36,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Micah Hyde),,
OT,11:32,2,6,BUF 34,36,36,Patrick Mahomes pass complete short right to Mecole Hardman for 26 yards (tackle by Dane Jackson),,
OT,10:50,1,8,BUF 8,36,42,"Patrick Mahomes pass complete short right to Travis Kelce for 8 yards, touchdown",,
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
