Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,NOR 30,0,0,"Thomas Morstead kicks off 75 yards, returned by Eric Weems for 26 yards (tackle by Jimmy Graham)",0.000,0.340
1,14:55,1,10,ATL 21,0,0,Matt Ryan right end for 2 yards (tackle by Will Smith),0.340,0.070
1,14:15,2,8,ATL 23,0,0,Michael Turner left guard for 3 yards (tackle by Remi Ayodele and Will Smith),0.070,-0.230
1,13:30,3,5,ATL 26,0,0,Matt Ryan pass incomplete deep right intended for Harry Douglas (defended by Patrick Robinson),-0.230,-1.630
,,,,,,,"ATL challenged the incomplete pass ruling, and the play was upheld.",,
1,13:23,4,5,ATL 26,0,0,"Michael Koenen punts 52 yards, returned by Lance Moore for 72 yards (tackle by Shann Schillinger)",-1.630,-5.830
1,13:04,1,6,ATL 6,0,0,Pierre Thomas left tackle for 1 yard (tackle by Thomas DeCoud),5.830,5.150
1,12:29,2,5,ATL 5,0,0,Pierre Thomas right end for 3 yards (tackle by William Moore and Chris Owens),5.150,4.950
1,11:46,3,2,ATL 2,0,6,"Drew Brees pass complete short left to Jeremy Shockey for 2 yards, touchdown",4.950,7.000
1,,,,ATL 2,0,7,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 30,0,7,"Thomas Morstead kicks off 76 yards, touchback",0.000,0.280
1,11:42,1,10,ATL 20,0,7,Michael Turner right guard for 3 yards (tackle by Alex Brown and Tracy Porter),0.280,0.140
1,11:03,2,7,ATL 23,0,7,Matt Ryan pass incomplete short right intended for Jason Snelling,0.140,-0.560
1,10:56,3,7,ATL 23,0,7,Matt Ryan pass complete short left to Tony Gonzalez for 14 yards (tackle by Jonathan Vilma),-0.560,1.400
1,10:17,1,10,ATL 37,0,7,Michael Turner left end for 8 yards (tackle by Remi Ayodele),1.400,1.940
1,9:41,2,2,ATL 45,0,7,Michael Turner left tackle for 5 yards (tackle by Jo-Lonn Dunbar and Tracy Porter),1.940,2.260
1,9:06,1,10,,0,7,Matt Ryan pass complete deep middle to Tony Gonzalez for 34 yards (tackle by Tracy Porter),2.260,4.510
1,8:24,1,10,NOR 16,0,7,Michael Turner left end for no gain (tackle by Alex Brown and Scott Shanle),4.510,3.900
1,7:42,2,10,NOR 16,0,7,Matt Ryan pass complete short left to Michael Turner for 3 yards (tackle by Jabari Greer and Jo-Lonn Dunbar),3.900,3.540
1,6:58,3,7,NOR 13,6,7,"Matt Ryan pass complete short middle to Tony Gonzalez for 13 yards, touchdown",3.540,7.000
1,,,,NOR 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
1,,,,ATL 30,7,7,"Michael Koenen kicks off 74 yards, returned by Courtney Roby for 39 yards (tackle by Michael Koenen)",0.000,1.270
1,6:47,1,10,NOR 35,7,7,Drew Brees pass incomplete deep middle intended for Devery Henderson is intercepted by Brent Grimes at ATL-15 and returned for 36 yards,1.270,-2.320
1,6:30,1,10,NOR 49,7,7,Michael Turner left end for -1 yards (tackle by Jo-Lonn Dunbar),2.320,1.650
1,5:50,2,11,,7,7,Matt Ryan pass incomplete short right intended for Roddy White (defended by Jabari Greer),1.650,0.960
1,5:44,3,11,,7,7,Matt Ryan pass incomplete deep right intended for Harry Douglas,0.960,-0.060
1,5:39,4,11,,7,7,"Michael Koenen punts 36 yards, fair catch by Lance Moore",-0.060,0.280
1,5:32,1,10,NOR 14,7,7,Chris Ivory right end for 9 yards (tackle by Thomas DeCoud),-0.280,0.550
1,5:01,2,1,NOR 23,7,7,Chris Ivory right tackle for 2 yards (tackle by William Moore),0.550,0.610
1,4:24,1,10,NOR 25,7,7,Pierre Thomas left end for -5 yards (tackle by Dunta Robinson),0.610,-0.610
1,3:42,2,15,NOR 20,7,13,"Drew Brees pass complete deep right to Lance Moore for 80 yards, touchdown",-0.610,7.000
1,,,,ATL 2,7,14,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 30,7,14,"Thomas Morstead kicks off 69 yards, returned by Eric Weems for 15 yards (tackle by Courtney Roby)",0.000,-0.140
1,3:27,1,10,ATL 16,7,14,Michael Turner left guard for 1 yard (tackle by Jeff Charleston),-0.140,-0.510
1,2:47,2,9,ATL 17,7,14,Matt Ryan pass incomplete short middle intended for Michael Turner,-0.510,-1.200
1,2:42,3,9,ATL 17,7,14,Matt Ryan pass complete short right to Ovie Mughelli for 18 yards (tackle by Jonathan Vilma and Jabari Greer),-1.200,1.270
1,1:59,1,10,ATL 35,7,14,Jason Snelling right guard for 2 yards (tackle by Will Smith and Sedrick Ellis),1.270,0.990
1,1:18,2,8,ATL 37,7,14,Matt Ryan pass complete short left to Harry Douglas for 1 yard (tackle by Leigh Torrence),0.990,0.430
1,0:44,3,7,ATL 38,7,14,"Matt Ryan pass complete short left to Tony Gonzalez for 10 yards (tackle by Roman Harper). Penalty on Sam Baker: Illegal Shift, 5 yards (no play)",0.430,-0.230
1,0:14,3,12,ATL 33,7,14,Matt Ryan pass complete short middle to Roddy White for 11 yards (tackle by Jabari Greer),-0.230,-0.460
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,ATL 44,7,14,"Michael Koenen punts 35 yards, fair catch by Lance Moore",-0.460,-0.340
2,14:53,1,10,NOR 21,7,14,Drew Brees pass complete short right to David Thomas for 14 yards (tackle by Thomas DeCoud),0.340,1.270
2,14:11,1,10,NOR 35,7,14,Pierre Thomas left end for 2 yards (tackle by Curtis Lofton and Corey Peters),1.270,0.990
2,13:28,2,8,NOR 37,7,14,Drew Brees pass complete deep middle to Jeremy Shockey for 31 yards (tackle by William Moore). Penalty on William Moore: Defensive Pass Interfere (Declined),0.990,3.450
2,13:02,1,10,ATL 32,7,14,Drew Brees pass complete short left to Pierre Thomas for 3 yards (tackle by Sean Weatherspoon and Jonathan Babineaux),3.450,3.310
2,12:25,2,7,ATL 29,7,14,Drew Brees pass complete short right to Marques Colston for 4 yards (tackle by Brent Grimes and Thomas DeCoud),3.310,3.140
2,11:50,3,3,ATL 25,7,14,Drew Brees pass incomplete short right intended for Jimmy Graham is intercepted by Thomas DeCoud at ATL-28,3.140,-0.810
